Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/3109,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8154,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8139,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8128,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2997,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2952,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05
75,18:30-18:45,48,0,0,0,16,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,100.21,0,29,115.38,68.85,3.24,6.53,6.25,17.76,26.73,10.73,26.24,10.96,2,6,3,1,1,2.58,4.28,12.92,0,26.01,14.96,0,16,0

76,18:45-19:00,46.99,0,0,0,15.67,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,100.21,0,29,115.38,68.85,3.24,6.53,6.25,17.76,26.73,10.73,26.24,1.22,1,4,1,1,0,0.93,1.53,4.63,0,26.61,14.25,0,15.67,0

77,19:00-19:15,46.01,0,0,0,15.33,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,100.21,0,29,115.38,68.85,3.24,8.51,7.93,17.76,26.73,10.73,26.24,0.57,0,2,0,0,0,0,0,0.01,0,18.01,13.83,0,15.33,0

78,19:15-19:30,45,0,0,0,15,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,119.45,0,29,115.38,68.85,3.24,8.51,7.93,17.76,26.73,10.73,26.75,0,0,1,0,0,0,0,0,0,0,17.61,13.59,0,15,0

79,19:30-19:45,43.99,0,0,0,14.67,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,7.93,17.76,25.99,10.73,27.25,0,0,0,0,0,0,0,0,0,0,17.41,13.43,0,14.67,0

80,19:45-20:00,43.01,0,0,0,14.33,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,7.93,17.76,25.99,10.73,27.25,0,0,0,0,0,0,0,0,0,0,17.21,13.72,0,14.33,0

81,20:00-20:15,42.49,0,0,0,14.17,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,7.46,17.76,29,10.73,26.75,0,0,0,0,0,0,0,0,0,0,17.01,13.41,0,14.17,0

82,20:15-20:30,42.49,0,0,0,14.17,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,7.46,17.76,29,10.73,26.24,0,0,0,0,0,0,0,0,0,0,17.01,12.86,0,14.17,0

83,20:30-20:45,42.49,0,0,0,14.17,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,7.46,17.76,29,10.73,26.24,0,0,0,0,0,0,0,0,0,0,17.01,12.23,0,14.17,0

84,20:45-21:00,42.49,0,0,0,14.17,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,7.46,17.76,29,10.73,25.74,0,0,0,0,0,0,0,0,0,0,17.01,11.57,0,14.17,0

85,21:00-21:15,43.5,0,0,0,14.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.99,17.58,29,10.73,25.74,0,0,0,0,0,0,0,0,0,0,17.01,11.17,0,14.5,0

86,21:15-21:30,45,0,0,0,15,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.99,17.58,29,10.73,25.74,0,0,0,0,0,0,0,0,0,0,17.01,10.83,0,15,0

87,21:30-21:45,37.5,0,0,0,12.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.99,17.58,29,10.73,25.74,0,0,0,0,0,0,0,0,0,0,16.81,10.54,0,12.5,0

88,21:45-22:00,37.5,0,0,0,12.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.99,17.58,29,10.73,25.24,0,0,0,0,0,0,0,0,0,0,16.41,10.25,0,12.5,0

89,22:00-22:15,37.5,0,0,0,12.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.53,17.3,29,10.73,25.24,0,0,0,0,0,0,0,0,0,0,16.01,10.05,0,12.5,0

90,22:15-22:30,37.5,0,0,0,12.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.53,17.3,29,10.73,25.24,0,0,0,0,0,0,0,0,0,0,16.01,9.85,0,12.5,0

91,22:30-22:45,37.5,0,0,0,12.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.53,17.3,29,10.73,26.25,0,0,0,0,0,0,0,0,0,0,22.01,9.7,0,12.5,0

92,22:45-23:00,37.5,0,0,0,12.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.53,17.3,29,10.73,26.25,0,0,0,0,0,0,0,0,0,0,22.21,9.56,0,12.5,0

93,23:00-23:15,38.51,0,0,0,12.83,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.34,17.3,29,10.73,26.25,0,0,0,0,0,0,0,0,0,0,18.01,9.56,0,12.83,0

94,23:15-23:30,39.49,0,0,0,13.17,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.34,17.3,29,10.73,26.25,0,0,0,0,0,0,0,0,0,0,18.01,9.63,0,13.17,0

95,23:30-23:45,40.5,0,0,0,13.5,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.34,17.3,29,10.73,26.25,0,0,0,0,0,0,0,0,0,0,18.01,9.72,0,13.5,0

96,23:45-24:00,41.51,0,0,0,13.83,43.71,0,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.47,224.82,0,0,130.13,0,29,115.38,86.75,3.24,8.51,6.34,17.3,29,10.73,26.25,0,0,0,0,0,0,0,0,0,0,18.01,9.82,0,13.83,0

