Block,Time Block,KGSU1AND2,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,KGSU3AND4,DADRT2,CHAMERA1,JHAJJAR,CHAMERA3,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KOTESHWR,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_CRF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,RIHAND3,RIHAND2,SASAN,RIHAND1,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,RSTPSU1TO6,TANAKPUR,RSTPSU7,SINGRAULI,SALAL,SEWA2,TALA,BRBCL,BSIUL,RAPPC,RAPPB,RAMPUR,NJPC,NAPP,NNTPP,NTPL,NLCEXP,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,12.32,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,12.32,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,12.32,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,12.32,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,12.32,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,24.65,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,24.65,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,76.52,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,8.78,20.05,12.7,31.77,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.63,0,134.65,76.52,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,8.78,20.05,12.7,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,8.89,0,134.65,76.52,0,0,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,8.78,20.05,12.7,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,8.89,0,134.65,76.52,0,0,13.78,1.06,49.92,0,0,38.35,40.15,0,0,0,2.46,0,0,0,0,0,0,0,0

23,05:30-05:45,0,17.57,20.05,12.7,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,3.72,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,8.89,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,67.64,40.15,0,0,0,6.13,0,0,0,0,0,0,0,0

24,05:45-06:00,0,26.49,20.05,25.39,47.65,0,289.02,11.42,175.79,18.66,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,6.39,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,8.89,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,85.73,40.15,0,0,0,31.91,0,0,0,0,0,0,0,0

25,06:00-06:15,0,36.29,20.05,39.32,47.65,0,289.02,13.54,175.79,29.46,0,0,43.89,0,9.51,0,142.96,0,0,0,36.06,3.72,30.01,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,12.59,0,134.65,24.65,0,0,13.78,18.86,49.92,0,0,112.74,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

26,06:15-06:30,0,36.29,20.05,39.32,47.65,0,289.02,13.54,175.79,29.46,0,0,43.89,0,9.51,0,142.96,0,0,0,36.06,5.32,30.01,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,12.59,0,134.65,24.65,0,0,13.78,18.86,49.92,0,0,112.74,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

27,06:30-06:45,0,36.29,20.05,39.32,47.65,0,289.02,13.54,175.79,29.46,0,0,43.89,0,9.51,0,142.96,0,0,0,36.06,5.32,30.01,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,10.5,0,134.65,24.65,0,0,13.78,18.86,49.92,0,0,112.74,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

28,06:45-07:00,0,36.29,20.05,39.32,47.65,0,289.02,13.54,175.79,29.46,0,0,43.89,0,9.51,0,142.96,0,0,0,36.06,28.74,29.58,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,10.5,0,134.65,24.65,0,0,13.78,18.86,49.92,0,0,112.74,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

29,07:00-07:15,0,26.49,20.05,38.09,47.65,0,289.02,11.42,175.79,27.98,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,28.74,14.39,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,112.74,40.15,0,0,0,31.91,0,0,0,0,0,0,0,0

30,07:15-07:30,0,17.57,20.05,38.09,47.65,0,289.02,0,175.79,27.98,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,5.32,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,85.54,40.15,0,0,0,6.13,0,0,0,0,0,0,0,0

31,07:30-07:45,0,8.78,20.05,38.09,47.65,0,289.02,0,175.79,18.66,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,85.54,40.15,0,0,0,2.46,0,0,0,0,0,0,0,0

32,07:45-08:00,0,8.78,20.05,25.39,47.65,0,289.02,0,175.79,18.66,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,379.57,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,8.78,20.05,25.39,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,30.61,3.72,0,0,14.95,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,386.01,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,8.78,20.05,12.59,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,30.42,3.72,0,0,14.95,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,394.15,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,45.1,40.15,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,8.78,20.05,12.59,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,30.42,3.72,0,0,14.95,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,45.1,40.15,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,8.78,20.05,12.59,47.65,0,289.02,0,175.79,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,30.42,3.72,0,0,14.95,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.26,0,134.65,24.65,0,0,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,8.78,17.85,12.59,47.65,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,142.96,0,0,0,30.42,3.72,0,0,14.95,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.33,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,8.78,17.85,12.59,47.65,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,142.96,0,0,0,30.42,3.72,0,0,14.95,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.33,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,8.78,17.85,12.59,47.65,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,142.96,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.33,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,8.78,17.85,12.59,47.65,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,142.96,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.33,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,8.78,17.85,12.59,31.77,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,142.96,0,0,0,36.06,28.74,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,8.78,17.85,12.59,31.77,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,142.96,0,0,0,36.06,28.74,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,6.29,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,8.78,17.85,12.59,31.77,0,289.02,0,175.79,9.33,0,0,37.57,0,8.55,0,125.93,0,0,0,36.06,4.25,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,12.59,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,8.78,17.65,12.59,31.77,0,289.02,0,175.79,0,0,0,37.57,0,8.55,0,129.78,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,12.59,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,8.78,17.65,2.31,31.77,0,289.02,0,175.79,0,0,0,37.57,0,8.55,0,125.93,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,8.78,17.65,2.31,31.77,0,289.02,0,175.79,0,0,0,37.57,0,8.55,0,125.93,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,395.84,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,8.78,17.65,2.31,31.77,0,289.02,0,175.79,0,0,0,37.57,0,8.55,0,142.96,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,8.78,17.65,2.31,31.77,0,289.02,0,175.79,0,0,0,37.57,0,8.55,0,142.96,0,0,0,36.06,3.72,0,0,17.69,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,8.78,20.05,2.31,31.77,0,289.02,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,28.74,0,0,17.69,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,12.59,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,8.78,20.05,2.31,31.77,0,289.02,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,28.74,0,0,17.69,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,12.59,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,8.78,20.05,2.31,31.77,0,289.02,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.79,0,0,17.69,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.7,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,8.78,20.05,2.31,31.77,0,289.02,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,20.05,0,31.77,0,253.83,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,20.05,0,31.77,0,236.18,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,24.65,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,20.05,0,31.77,0,236.18,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,12.59,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,20.05,0,31.77,0,236.18,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,12.59,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,8.78,20.05,0,31.77,0,236.18,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,8.78,20.05,0,31.77,0,236.18,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,8.78,20.05,0,31.77,0,271.37,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,8.78,20.05,0,31.77,0,289.02,0,175.79,0,0,0,43.89,0,8.55,0,142.96,0,0,0,36.06,4.25,0,0,17.69,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,22.55,40.15,0,0,0,0,0,0,0,0,0,0,0,0

