Block,Time,L_NR_2023_04,L_NR_2019_11,L_NR_2012_02,L_NR_2012_07,LT-05,SH-07,LT-59,SH-06,LT-35,L_NR_2012_01,L_NR_2012_04,L_NR_2020_02,LT_MEJA_Delhi,LT-31,LT-36,L_NR_2021_12,L_NR_2019_05,L_NR_2022_08,L_NR_2020_06,L_NR_2021_14,L_NR_2021_16,L_NR_2020_05,L_NR_2022_10,L_NR_2021_15,L_NR_2018_61,L_NR_2021_13,L_NR_2019_06,L_NR_2020_07,L_NR_2022_09,L_NR_2019_07,L_NR_2021_17,L_NR_2019_19
1,00:00-00:15,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,9.110000,0.000000,0.000000,0.000000,132.770000,11.170000,3.840000,0.000000,0.000000,0,0,31.91,32.56,0,0,97.68,70.21,0,27.79,0,0,32.55,70.21,0,0,0

2,00:15-00:30,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,9.110000,0.000000,0.000000,0.000000,132.770000,11.170000,3.840000,0.000000,0.000000,0,0,32.47,33.1,0,0,99.31,70.46,0,28.05,0,0,33.1,70.46,0,0,0

3,00:30-00:45,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,9.110000,0.000000,0.000000,0.000000,132.770000,11.170000,3.840000,0.000000,0.000000,0,0,32.81,32.6,0,0,97.81,71.23,0,20.13,0,0,32.61,71.23,0,0,0

4,00:45-01:00,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,9.110000,0.000000,0.000000,0.000000,132.770000,11.170000,3.840000,0.000000,0.000000,0,0,33.16,32.93,0,0,98.81,70.35,0,19.76,0,0,32.94,70.35,0,0,0

5,01:00-01:15,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,8.950000,0.000000,0.000000,0.000000,132.770000,10.980000,3.840000,0.000000,0.000000,0,0,33.67,33.44,0,0,100.31,71.21,0,19.39,0,0,33.43,71.21,0,0,0

6,01:15-01:30,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,8.950000,0.000000,0.000000,0.000000,132.770000,10.980000,3.840000,0.000000,0.000000,0,0,34.53,34.27,0,0,102.81,72.61,0,19.16,0,0,34.26,72.61,0,0,0

7,01:30-01:45,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,8.950000,0.000000,0.000000,0.000000,132.770000,10.980000,3.840000,0.000000,0.000000,0,0,37.4,34.83,0,0,104.5,72.01,0,19.03,0,0,34.83,72.01,0,0,0

8,01:45-02:00,0.000000,9.620000,261.640000,87.290000,116.160000,29.510000,8.950000,0.000000,0.000000,0.000000,132.770000,10.980000,3.840000,0.000000,0.000000,0,0,37.39,35.02,0,0,105.07,78.68,0,25.13,0,0,35.02,78.68,0,0,0

9,02:00-02:15,0.000000,9.390000,261.640000,87.290000,116.160000,30.000000,8.950000,0.000000,0.000000,0.000000,132.770000,10.700000,3.840000,0.000000,0.000000,0,0,37.38,36.91,0,0,110.74,78.68,0,24.64,0,0,36.91,78.68,0,0,0

10,02:15-02:30,0.000000,9.390000,261.640000,87.290000,116.160000,30.000000,8.950000,0.000000,0.000000,0.000000,132.770000,10.700000,3.840000,0.000000,0.000000,0,0,37.38,36.91,0,0,110.73,78.54,0,24.33,0,0,36.91,78.54,0,0,0

11,02:30-02:45,0.000000,9.390000,261.640000,87.290000,116.160000,30.000000,8.950000,0.000000,0.000000,0.000000,132.770000,10.700000,3.840000,0.000000,0.000000,0,0,37.37,36.9,0,0,110.71,78.78,0,24.17,0,0,36.9,78.78,0,0,0

12,02:45-03:00,0.000000,9.390000,261.640000,87.290000,116.160000,30.000000,8.950000,0.000000,0.000000,0.000000,132.770000,10.700000,3.840000,0.000000,0.000000,0,0,37.35,36.89,0,0,110.68,78.82,0,24.26,0,0,36.9,78.82,0,0,0

13,03:00-03:15,0.000000,9.390000,261.640000,87.290000,116.160000,30.970000,8.720000,0.000000,0.000000,0.000000,132.770000,10.520000,3.840000,0.000000,0.000000,0,0,37.35,36.89,0,0,110.68,78.52,0,23.77,0,0,36.9,78.52,0,0,0

14,03:15-03:30,0.000000,9.390000,261.640000,87.290000,116.160000,30.970000,8.720000,0.000000,0.000000,0.000000,132.770000,10.520000,3.840000,0.000000,0.000000,0,0,37.35,36.89,0,0,110.67,78.74,0,23.31,0,0,36.89,78.74,0,0,0

15,03:30-03:45,0.000000,9.390000,261.640000,87.290000,116.160000,30.970000,8.720000,20.930000,0.000000,0.000000,132.770000,10.520000,3.840000,0.000000,0.000000,0,0,37.35,36.89,0,0,110.66,78.56,0,20.08,0,0,36.88,78.56,0,0,0

16,03:45-04:00,0.000000,9.390000,261.640000,87.290000,116.160000,30.970000,8.720000,20.930000,0.000000,0.000000,132.770000,10.520000,3.840000,0.000000,0.000000,0,0,37.35,36.88,0,0,110.65,78.51,0,19.93,0,0,36.89,78.51,0,0,0

17,04:00-04:15,0.000000,9.090000,261.640000,87.290000,116.160000,30.970000,8.560000,20.930000,0.000000,0.000000,132.770000,10.240000,3.840000,0.000000,0.000000,0,0,37.35,36.88,0,0,110.64,78.72,0,19.8,0,0,36.89,78.72,0,0,0

18,04:15-04:30,0.000000,9.090000,261.640000,87.290000,116.160000,30.970000,8.560000,20.930000,0.000000,0.000000,132.770000,10.240000,3.840000,0.000000,0.000000,0,0,37.34,36.88,0,0,110.64,78.64,0,19.39,0,0,36.89,78.64,0,0,0

19,04:30-04:45,0.000000,9.090000,261.860000,87.290000,116.160000,30.970000,8.560000,20.930000,0.000000,0.000000,132.770000,10.240000,3.840000,0.000000,0.000000,0,0,37.34,36.88,0,0,110.64,78.74,0,18.55,0,0,36.87,78.74,0,0,0

20,04:45-05:00,0.000000,9.090000,261.860000,87.290000,66.430000,30.970000,8.560000,20.930000,0.000000,0.000000,132.770000,10.240000,2.320000,0.000000,0.000000,0,0,37.34,36.88,0,0,110.63,78.54,0,17.74,0,0,36.87,78.54,0,0,0

21,05:00-05:15,0.000000,9.090000,261.860000,87.290000,116.160000,30.970000,8.330000,19.520000,0.000000,0.000000,132.770000,10.050000,2.320000,0.000000,0.000000,0,0,37.34,36.88,0,0,110.63,78.58,0,16.91,0,0,36.87,78.58,0,0,0

22,05:15-05:30,0.000000,9.090000,261.860000,87.290000,116.160000,30.970000,8.330000,19.520000,0.000000,0.000000,132.770000,10.050000,2.320000,0.000000,0.000000,0,0,37.32,36.88,0,0,110.63,78.5,0,16.23,0,0,36.87,78.5,0,0,0

23,05:30-05:45,0.000000,9.090000,261.860000,87.290000,116.160000,30.970000,8.330000,19.520000,0.000000,0.000000,132.770000,10.050000,2.320000,0.000000,0.000000,0,0,37.32,36.86,0,0.36,110.59,78.61,0,16.38,0,0,36.87,78.61,0,0.18,1.746503

24,05:45-06:00,0.000000,9.090000,261.860000,87.290000,116.160000,30.970000,8.330000,19.520000,0.010000,0.000000,132.770000,10.050000,2.320000,0.010000,0.010000,0.37,0,37.31,36.86,0,1.74,110.58,78.79,0.37,22.11,0.07,0,36.86,78.79,0,0.87,6.117639

25,06:00-06:15,0.000000,8.700000,261.860000,87.290000,66.430000,30.970000,8.330000,20.930000,0.190000,0.000000,132.770000,9.770000,2.320000,0.190000,0.200000,3.73,14.54,37.31,36.85,0.03,4.27,110.56,78.62,0.77,22.11,0.74,11.48,36.86,78.62,1.42,2.14,10.24485

26,06:15-06:30,0.000000,8.700000,261.860000,87.290000,66.430000,30.970000,8.330000,20.930000,0.550000,0.000000,132.770000,9.770000,2.320000,0.550000,0.570000,9.06,23.88,37.3,36.84,0.03,7,110.53,78.5,1.88,22.38,1.81,20.14,36.85,78.5,3.94,3.5,14.586715

27,06:30-06:45,0.000000,8.700000,261.860000,87.290000,66.430000,30.970000,8.180000,20.930000,0.960000,0.000000,132.770000,9.770000,2.320000,0.960000,0.990000,15.33,33,37.3,36.84,1.27,10.65,110.51,76.67,3.26,22.3,3.06,30.41,36.84,76.67,11.41,5.33,19.953065

28,06:45-07:00,0.000000,8.700000,261.860000,87.290000,116.160000,30.970000,8.180000,20.930000,1.510000,0.000000,132.770000,9.770000,2.320000,1.510000,1.550000,22.56,31.9,37.3,36.83,3.7,15.49,110.49,76.62,4.96,22.55,4.51,31.91,36.83,76.62,17.64,7.75,26.851264

29,07:00-07:15,0.000000,8.700000,261.860000,87.290000,116.160000,30.970000,8.180000,20.930000,2.340000,0.000000,132.770000,9.580000,2.320000,2.340000,2.400000,32.49,27.49,37.3,36.82,7.27,22,110.47,76.77,7.17,31.14,6.5,27.5,36.84,76.77,26.46,11,34.598322

30,07:15-07:30,0.000000,8.700000,261.860000,87.290000,116.160000,30.970000,8.180000,20.930000,3.150000,0.000000,132.770000,9.580000,2.320000,3.150000,3.230000,44.77,27.15,37.29,36.81,12.1,28.67,110.43,76.73,9.82,30.94,8.95,27.15,36.81,76.73,27.15,14.33,42.823473

31,07:30-07:45,0.000000,8.700000,220.550000,69.220000,66.430000,30.970000,8.180000,20.930000,4.040000,0.000000,132.770000,9.580000,2.320000,4.040000,4.150000,59.21,27.15,37.28,36.81,18.1,32,110.43,76.55,12.68,30.8,11.84,27.15,36.8,76.55,27.15,16,50.482718

32,07:45:08:00,0.000000,8.700000,220.550000,69.220000,66.430000,30.970000,8.180000,20.930000,5.150000,0.000000,132.770000,9.580000,2.320000,5.150000,5.270000,75.69,27.15,37.26,36.8,24.93,42,110.4,77.21,15.69,30.26,15.14,27.15,36.8,77.21,27.15,21,58.522486

