Column1,Time,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/5126,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/WR/2025/08/25/1832,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8128,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/3698,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/4452,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6452,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/4125,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,NR/01102023/31052040/LT-31
54,13:15-13:30,-224.8,20.44,16.01,33,17.89,8,5.33,17.9,33,107.18,33,0,12.65,0,0,0,5.33,250,41,70,0,80,35,50,96.67,43.88,57,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,11.67,14.58,159.93,149.62,15.1,28.93,81.78,81.78,40.89,15.1

55,13:30-13:45,-224.8,20.44,18,33,19.94,8,6,19.95,33,103.54,33,0,12.65,0,0,0,6,250,36,73,0,76,37,50,85.31,43.57,57,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,11.58,14.58,159.93,149.62,14.99,28.93,81.78,81.78,40.89,14.99

56,13:45-14:00,-112.4,20.44,19.99,33,22.16,8.33,6.67,22.16,33,99.81,33,0,12.65,0,0,0,6.67,250,35,73,0,76,37,50,83.59,44.18,57,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,11.55,14.58,159.93,149.62,14.95,28.93,81.78,81.78,40.89,14.95

57,14:00-14:15,-0,20.44,20.51,33,24.09,9.67,6.83,24.08,33,90.81,33,0,12.65,0,0,0,6.83,234.62,35,77,0,71,38,46.93,91.67,41.4,69,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,11.42,14.58,159.93,149.62,14.78,28.93,81.78,81.78,40.89,14.78

58,14:15-14:30,-0,20.44,22.5,33,25.67,10.67,7.5,25.66,33,94.05,33,0,12.65,0,0,0,7.5,228.88,34,73,0,70,37,45.78,90,41.67,67,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,11.28,14.58,159.93,149.62,14.6,28.93,81.78,81.78,40.89,14.6

59,14:30-14:45,-0,20.44,25.01,33,24.92,11.33,8.33,24.91,33,92.29,33,0,12.65,0,0,0,8.33,219.19,33,70,0,70,35,43.84,87.51,41.35,63,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,11.11,14.58,159.93,149.62,14.38,28.93,81.78,81.78,40.89,14.38

60,14:45-15:00,-0,20.44,28.01,33,26.9,12,9.33,26.89,33,90.14,33,0,12.65,0,0,0,9.33,209.5,32,67,0,68,33,41.9,83.6,41.2,60,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,10.9,14.58,159.93,149.62,14.1,28.93,81.78,81.78,40.89,14.1

61,15:00-15:15,-0,20.44,30.49,33,28.64,12.33,10.17,28.65,33,87.52,33,0,12.65,0,0,0,10.17,194.32,31,67,0,65,33,38.87,76.65,43.95,58,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,9.15,14.58,159.93,149.62,11.84,28.93,81.78,81.78,40.89,11.84

62,15:15-15:30,-0,20.44,32.51,33,30.38,12.67,10.83,30.39,33,84.91,33,0,12.65,0,0,0,10.83,179.15,30,65,0,61,33,35.83,69.7,44.1,55,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,8.59,14.58,159.93,149.62,11.12,28.93,81.78,81.78,40.89,11.12

63,15:30-15:45,-0,20.44,25.16,33,31.21,8.59,8.38,31.2,33,79.5,33,0,12.65,0,0,0,8.38,163.97,30,62,0,57,31,32.79,62.76,43.73,54,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,75.85,7.96,14.58,188.79,188.1,10.31,28.93,81.78,81.78,40.89,10.31

64,15:45-16:00,-0,20.44,26.61,33,32.06,9.34,8.87,32.05,33,73.91,33,0,12.65,0,0,0,8.87,148.78,29,57,0,55,28,29.76,55.81,43.32,51,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,7.28,14.58,173.4,226.58,9.43,28.93,81.78,81.78,40.89,9.43

65,16:00-16:15,-0,20.44,30.61,33,26.72,10.18,10.21,26.73,33,67.86,24,0,12.65,0,0,0,10.21,132.71,27,59,0,52,29,26.54,56.69,43.61,49,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,6.56,14.58,188.79,265.07,8.5,28.93,81.78,81.78,40.89,8.5

66,16:15-16:30,-0,20.44,33.16,33,27.06,10.87,11.06,27.06,33,61.5,16,0,12.65,0,0,0,11.06,116.63,23,55,0,47,27,23.33,49.8,43.29,45,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,5.87,14.58,188.79,270.59,7.6,28.93,81.78,81.78,40.89,7.6

67,16:30-16:45,-0,20.44,35.71,33,27.36,11.2,11.91,27.35,33,56.27,8,0,12.65,0,0,0,11.91,100.53,18,51,0,40,25,20.11,33,43.99,39,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,55.96,3.9,14.58,188.79,270.59,5.04,28.93,81.78,81.78,40.89,5.04

68,16:45-17:00,-0,20.44,37.53,33,27.62,11.52,12.52,27.63,33,50.66,5,0,12.65,0,0,0,12.52,84.46,17,44,0,33,22,16.89,30.46,43.71,33,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,73.75,3.43,14.58,188.79,270.59,4.45,28.93,81.78,81.78,40.89,4.45

69,17:00-17:15,-0,20.44,37.9,32.51,28.18,11.71,12.64,28.19,33,42.56,2,0,12.65,0,0,0,12.64,70.83,12,32,0,30,16,14.17,26.39,44.98,27,70.17,52.92,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,75.85,2.97,14.58,224.08,270.59,3.84,28.93,81.78,81.78,40.89,3.84

70,17:15-17:30,-0,20.44,37.53,24.51,28.57,11.85,12.52,28.57,26.34,30.29,0,0,12.65,0,0,0,12.52,62.5,8,25,0,27,13,12.5,22.36,44.74,22,70.17,81.78,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,75.85,2.5,14.58,224.08,270.59,3.24,28.93,81.78,81.78,40.89,3.24

71,17:30-17:45,-0,20.44,36.82,16.5,33.3,11.97,12.27,33.3,17.57,20.75,0,0,12.65,0,0,0,12.27,54.17,7,19,0,18,9,10.83,18.2,44.99,18,70.17,100.23,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,75.85,2.01,14.58,260.34,270.59,2.61,28.93,81.78,81.78,40.89,2.61

72,17:45-18:00,-0,20.44,36.08,9.46,33.71,12.13,12.03,33.7,9.3,14.8,0,0,12.65,0,0,0,12.03,45.83,7,13,0,15,7,9.17,14.11,44.84,13,70.17,100.23,20.76,19.24,14.58,5.9,8.51,15.25,0,0,0,20.44,86.78,1.5,14.58,260.34,270.59,1.95,28.93,81.78,81.78,40.89,1.95

73,18:00-18:15,-0,20.44,25.01,0,33.65,15,8.33,33.64,0,3.99,0,0,12.65,0,0,0,8.33,37.5,5,10,0,10,5,7.5,10.57,44.56,9,64.18,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,1.13,14.58,260.34,270.59,1.47,28.93,33.67,81.78,40.89,1.47

74,18:15-18:30,-0,20.44,25.01,0,33.29,13.67,8.33,33.29,0,1.56,0,0,12.65,0,0,0,8.33,32.08,3,7,0,7,3,6.42,7.4,44.22,6,64.18,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0.77,14.58,260.34,270.59,1,28.93,33.67,81.78,40.89,1

75,18:30-18:45,-0,20.44,25.01,0,32.83,12.67,8.33,32.82,0,0.39,0,0,12.65,0,0,0,8.33,21.8,1,3,0,3,2,4.36,3.58,44.37,3,72.67,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

76,18:45-19:00,-0,20.44,25.01,0,32.34,11.67,8.33,32.33,0,0,0,0,12.65,0,0,0,8.33,10.56,1,2,0,2,1,2.11,1.21,44.21,2,81.15,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

77,19:00-19:15,-0,20.44,25.01,0,31.91,10.67,8.33,31.92,0,0,0,0,12.65,0,0,0,8.33,2.97,0,1,0,1,0,0.59,0.7,44.35,1,89.65,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

78,19:15-19:30,-0,20.44,25.01,0,31.45,10.16,8.33,31.44,0,0,0,0,12.65,0,0,0,8.33,0.01,0,0,0,0,0,0,0.28,44.79,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

79,19:30-19:45,-0,20.44,25.01,0,19.56,6.67,8.33,19.57,0,0,0,0,12.65,0,0,0,8.33,0,0,0,0,0,0,0,0.07,44.44,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

80,19:45-20:00,-0,20.44,25.01,0,19.28,6.67,8.33,19.27,0,0,0,0,12.65,0,0,0,8.33,0,0,0,0,0,0,0,0,44.96,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

81,20:00-20:15,-0,20.44,25.01,0,18.86,6.67,8.33,18.87,0,0,0,0,12.65,0,0,0,8.33,0,0,0,0,0,0,0,0,45,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

82,20:15-20:30,-0,20.44,25.01,0,18.48,6.67,8.33,18.47,0,0,0,0,12.65,0,0,0,8.33,0,0,0,0,0,0,0,0,44.1,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

83,20:30-20:45,-0,20.44,25.5,0,18.03,6.76,8.51,18.03,0,0,0,0,12.65,0,0,0,8.51,0,0,0,0,0,0,0,0,44.92,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

84,20:45-21:00,-0,20.44,25.5,0,17.58,6.59,8.51,17.59,0,0,0,0,12.65,0,0,0,8.51,0,0,0,0,0,0,0,0,44.03,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

85,21:00-21:15,-0,20.44,25.5,0,15.73,6.54,8.51,15.72,0,0,0,0,12.65,0,0,0,8.51,0,0,0,0,0,0,0,0,44.29,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

86,21:15-21:30,-0,20.44,25.5,0,15.74,6.52,8.51,15.74,0,0,0,0,12.65,0,0,0,8.51,0,0,0,0,0,0,0,0,44.51,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

87,21:30-21:45,-0,20.44,25.87,0,15.82,6.52,8.63,15.81,0,0,0,0,12.65,0,0,0,8.63,0,0,0,0,0,0,0,0,44.27,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

88,21:45-22:00,-0,20.44,26.24,0,15.9,6.53,8.75,15.9,0,0,0,0,12.65,0,0,0,8.75,0,0,0,0,0,0,0,0,44.31,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

89,22:00-22:15,-0,20.44,24.42,0,15.99,7.23,8.14,15.98,0,0,0,0,12.65,0,0,0,8.14,0,0,0,0,0,0,0,0,44.7,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

90,22:15-22:30,-0,20.44,23.68,0,16.06,7.5,7.9,16.07,0,0,0,0,12.65,0,0,0,7.9,0,0,0,0,0,0,0,0,44.02,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

91,22:30-22:45,-0,20.44,24.05,0,16.15,7.58,8.02,16.16,0,0,0,0,12.65,0,0,0,8.02,0,0,0,0,0,0,0,0,44.33,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

92,22:45-23:00,-0,20.44,24.42,0,16.25,7.59,8.14,16.24,0,0,0,0,12.65,0,0,0,8.14,0,0,0,0,0,0,0,0,44.17,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

93,23:00-23:15,-0,20.44,24.79,0,16.11,7.52,8.26,16.1,0,0,0,0,12.65,0,0,0,8.26,0,0,0,0,0,0,0,0,44.23,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

94,23:15-23:30,-0,20.44,25.5,0,15.86,7.42,8.51,15.87,0,0,0,0,12.65,0,0,0,8.51,0,0,0,0,0,0,0,0,44.18,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

95,23:30-23:45,-0,20.44,25.87,0,15.6,7.3,8.63,15.6,0,0,0,0,12.65,0,0,0,8.63,0,0,0,0,0,0,0,0,44.04,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

96,23:45-24:00,-0,20.44,26.61,0,15.33,7.19,8.87,15.32,0,0,0,0,12.65,0,0,0,8.87,0,0,0,0,0,0,0,0,43.82,0,115.44,100.23,20.76,0,14.58,5.9,8.51,0,0,0,0,20.44,86.78,0,14.58,260.34,270.59,0,28.93,33.67,81.78,40.89,0

