Block,Time,NR/01102023/22052037/LT-59,NR/02102023/02102023/HPX-TAMCTG-011023-04723,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/02102023/02102023/HPX-TAMCTG-011023-04728,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,L_NR_2019_06,L_NR_2020_06,L_NR_2019_05,L_NR_2022_08,L_NR_2019_19,L_NR_2020_05,L_NR_2022_10,L_NR_2019_07,L_NR_2020_07,L_NR_2022_09
1,00:00-00:15,5.050000,314.050000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.530000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

2,00:15-00:30,5.050000,323.710000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.530000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

3,00:30-00:45,5.050000,351.730000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.530000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

4,00:45-01:00,5.050000,359.460000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.530000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

5,01:00-01:15,4.980000,325.640000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

6,01:15-01:30,4.980000,333.370000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,4.980000,307.280000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,4.980000,274.430000,101.210000,25.530000,4.370000,117.890000,0.000000,30.920000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,4.900000,220.320000,101.210000,26.050000,4.370000,117.890000,0.000000,26.080000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,4.900000,198.090000,101.210000,26.050000,4.370000,117.890000,0.000000,26.080000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,4.900000,176.830000,101.210000,26.050000,4.370000,117.890000,0.000000,26.040000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,4.900000,153.640000,101.210000,26.050000,4.370000,117.890000,0.000000,26.040000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,4.820000,96.630000,101.210000,26.050000,4.270000,117.890000,0.000000,26.040000,237.270000,71.510000,31.890000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,4.820000,48.320000,101.210000,26.050000,4.270000,117.890000,0.000000,26.040000,237.270000,71.510000,30.920000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,4.820000,0.000000,101.210000,26.050000,4.270000,117.890000,0.000000,26.040000,237.270000,71.510000,30.920000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,4.820000,0.000000,101.210000,26.080000,4.270000,117.890000,0.000000,26.040000,237.270000,71.510000,30.920000,0.000000,4.380000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,4.670000,0.000000,101.210000,26.080000,4.270000,117.890000,0.000000,26.040000,237.270000,71.510000,30.920000,0.000000,4.220000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,4.670000,0.000000,101.210000,26.080000,4.270000,117.890000,0.000000,26.040000,208.940000,63.000000,30.920000,0.000000,4.220000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,4.670000,0.000000,101.210000,26.080000,4.270000,117.890000,0.000000,26.040000,208.940000,63.000000,30.920000,0.000000,4.220000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,4.670000,0.000000,101.210000,26.080000,4.270000,117.890000,0.000000,26.040000,208.940000,63.000000,30.920000,0.000000,4.220000,48.320000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,4.670000,0.000000,48.320000,26.080000,4.270000,96.630000,0.000000,26.040000,208.940000,63.000000,30.920000,0.000000,4.220000,0.000000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,4.670000,0.000000,48.320000,26.080000,4.270000,86.970000,0.000000,26.040000,208.940000,63.000000,30.920000,0.000000,4.220000,0.000000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,4.670000,0.000000,101.210000,26.050000,4.270000,86.970000,0.000000,26.040000,208.940000,63.000000,30.920000,0.000000,4.220000,0.000000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,4.670000,0.000000,101.210000,26.050000,4.270000,71.890000,0.000000,26.080000,208.940000,63.000000,30.920000,0.000000,4.220000,0.000000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,4.590000,0.000000,101.210000,26.050000,4.180000,71.890000,0.000000,26.080000,208.940000,63.000000,31.110000,0.000000,4.220000,0.000000,0.000000,271.770000,0.000000,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,4.590000,0.000000,101.210000,26.050000,4.180000,86.970000,0.000000,26.080000,208.940000,63.000000,30.140000,0.000000,4.220000,0.000000,0.000000,271.770000,0.000000,0,0,0,0,3.0194,0,0,0,0,0

27,06:30-06:45,4.590000,0.000000,101.210000,26.050000,4.180000,71.890000,0.060000,26.080000,208.940000,48.800000,29.470000,0.060000,4.220000,0.000000,0.000000,271.770000,0.060000,0,0,0,0,9.81792,0,0,0,0,0

28,06:45-07:00,4.590000,0.000000,101.210000,26.050000,4.180000,71.890000,0.310000,26.080000,189.620000,48.800000,29.470000,0.320000,4.220000,0.000000,0.000000,271.770000,0.310000,0,0,0,0,17.05474,0,0,0,0,0

29,07:00-07:15,4.510000,0.000000,101.210000,26.050000,4.180000,71.890000,0.700000,26.080000,189.620000,48.800000,29.470000,0.710000,4.150000,0.000000,0.000000,271.770000,0.700000,0,0,0,0,24.61298,0,0,0,0,0

30,07:15-07:30,4.510000,0.000000,101.210000,26.050000,4.180000,71.890000,1.230000,26.080000,189.620000,48.800000,29.470000,1.260000,4.150000,0.000000,0.000000,271.770000,1.230000,0,0,0,0,32.69718,0,0,0,0,0

31,07:30-07:45,4.510000,0.000000,101.210000,26.050000,4.180000,71.890000,1.930000,26.040000,189.620000,48.800000,29.470000,1.980000,4.150000,0.000000,0.000000,271.770000,1.930000,0,0,0,0,41.0541,0,0,0,0,0

32,07:45:08:00,4.510000,0.000000,101.210000,26.050000,4.180000,71.890000,2.910000,26.040000,179.950000,48.800000,29.470000,2.990000,4.150000,0.000000,0.000000,236.740000,2.910000,0,0,0,0,49.69348,0,0,0,0,0

33,08:00-08:15,4.510000,0.000000,48.320000,26.050000,4.180000,71.890000,4.230000,26.040000,179.950000,48.800000,29.470000,4.340000,4.150000,0.000000,0.000000,202.920000,4.230000,0,0,0,0,58.55688,0,0,0,0,0

34,08:15-08:30,4.510000,0.000000,48.320000,26.050000,4.180000,71.890000,5.600000,26.040000,179.950000,48.800000,29.960000,5.730000,4.150000,0.000000,0.000000,202.920000,5.600000,0,0,0,0,66.94302,0,0,0,0,0

35,08:30-08:45,4.510000,0.000000,48.320000,26.050000,4.180000,71.890000,6.850000,26.040000,179.950000,48.800000,28.240000,7.020000,4.150000,0.000000,0.000000,193.260000,6.850000,0,0,0,0,74.8519,0,0,0,0,0

36,08:45:09:00,4.510000,0.000000,48.320000,26.050000,4.180000,71.890000,8.030000,26.040000,179.950000,48.800000,28.240000,8.230000,4.150000,0.000000,0.000000,154.610000,8.030000,0,0,0,0,82.39066,0,0,0,0,0

37,09:00:09:15,4.510000,0.000000,48.320000,26.050000,4.090000,71.890000,9.210000,26.040000,179.950000,48.800000,27.260000,9.440000,4.080000,0.000000,0.000000,149.470000,9.210000,0,0,0,0,83.46206,0,0,0,0,0

38,09:15-09:30,4.510000,0.000000,48.320000,26.050000,4.090000,71.890000,10.220000,26.040000,179.950000,48.800000,27.260000,10.480000,4.080000,0.000000,0.000000,149.470000,10.220000,0,0,0,0,90.12422,0,0,0,0,0

39,09:30-09:45,4.510000,0.000000,48.320000,26.050000,4.090000,71.890000,11.070000,26.040000,179.950000,48.800000,27.060000,11.350000,4.080000,0.000000,0.000000,149.470000,11.070000,0,0,0,0,96.4747,0,0,0,0,0

40,09:45-10:00,4.510000,0.000000,48.320000,26.050000,4.090000,71.890000,11.950000,26.040000,179.950000,48.800000,27.060000,12.240000,4.080000,0.000000,0.000000,149.470000,11.950000,0,0,0,0,102.74726,0,0,0,0,0

41,10:00-10:15,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,12.400000,26.040000,179.950000,48.800000,27.060000,12.710000,4.080000,0.000000,0.000000,149.470000,12.400000,0,0,0,0,108.02634,0,0,0,0,0

42,10:15-10:30,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,12.940000,26.040000,179.950000,48.800000,27.060000,13.260000,4.080000,0.000000,0.000000,149.470000,12.940000,0,0,0,0,112.48726,0,0,0,0,0

43,10:30-10:45,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,13.320000,26.040000,179.950000,48.800000,27.060000,13.660000,4.080000,0.000000,0.000000,149.470000,13.320000,0,0,0,0,118.39944,0,0,0,0,0

44,10:45-11:00,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,13.810000,26.040000,179.950000,48.800000,27.060000,14.150000,4.080000,0.000000,0.000000,149.470000,13.810000,0,0,0,0,122.0422,0,0,0,0,0

45,11:00-11:15,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,14.070000,26.040000,179.950000,48.800000,27.060000,14.420000,4.080000,0.000000,0.000000,149.470000,14.070000,0,0,0,0,125.22718,0,0,0,0,0

46,11:15-11:30,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,14.260000,26.040000,179.950000,48.800000,27.060000,14.610000,4.080000,0.000000,0.000000,149.470000,14.260000,0,0,0,0,127.56478,0,0,0,0,0

47,11:30-11:45,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,14.450000,26.040000,179.950000,48.800000,27.060000,14.810000,4.080000,0.000000,0.000000,149.470000,14.450000,0,0,0,0,128.9089,0,0,0,0,0

48,11:45-12:00,4.510000,0.000000,48.320000,30.920000,4.090000,71.890000,14.450000,26.040000,179.950000,48.800000,27.060000,14.810000,4.080000,0.000000,0.000000,149.470000,14.450000,0,0,0,0,129.76602,0,0,0,0,0

49,12:00-12:15,4.590000,0.000000,48.320000,26.050000,4.090000,70.470000,14.450000,25.440000,179.950000,31.890000,27.060000,14.810000,4.150000,0.000000,0.000000,149.470000,14.450000,0,0,0,0,148.00904,0,0,0,0,0

