Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
13,03:00-03:15,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,25.564,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

14,03:15-03:30,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,25.564,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

15,03:30-03:45,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,49.68,0,0,0,25.564,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

16,03:45-04:00,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,49.68,0,0,0,25.564,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

17,04:00-04:15,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

18,04:15-04:30,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

19,04:30-04:45,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

20,04:45-05:00,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

21,05:00-05:15,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

22,05:15-05:30,0,42.392196,9.9925,0,15.561,10.089,26.39091,341.564563,32.957704,0,43.1832,26.2683,1.321,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,5.1987,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

23,05:30-05:45,0,42.392196,9.9925,0,31.122,10.089,26.39091,341.564563,32.957704,0,66.29,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,5.1987,59.3595,0.61216,13.248,8.69,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,116.22,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

24,05:45-06:00,0,42.392196,9.9925,0,46.683,10.089,26.39091,341.564563,32.957704,0,85.23,26.2683,18.2298,19.8648,0,0,653.1525,17.748,58.59,26.2601,3.1825,0,92,103.5,5.1987,59.3595,0.61216,13.248,8.69,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,46.58,6.028,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

25,06:00-06:15,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,49.436556,0,113.64,26.2683,27.3447,19.8648,9.67784,0,653.1525,26.622,58.59,26.2601,16.350412,0,92,103.5,5.1987,59.3595,0.61216,13.248,28.045,0,3.3,13.363,5.7645,0,40.95,0,0,0,32.88,45.484,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

26,06:15-06:30,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,29.062808,0,653.1525,39.44,58.59,39.51012,32.700824,0,92,103.5,15.804048,59.3595,0.61216,13.248,42.107,0,19.5624,13.363,5.7645,0,40.95,0,0,0,32.88,45.484,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

27,06:30-06:45,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,29.062808,0,653.1525,39.44,58.59,39.51012,32.700824,0,92,103.5,15.804048,59.3595,0.61216,13.248,42.107,0,19.5624,13.363,5.7645,0,40.95,0,0,0,32.88,45.484,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

28,06:45-07:00,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,29.062808,0,653.1525,39.44,58.59,39.51012,32.700824,0,92,103.5,15.804048,59.3595,0.61216,13.248,42.107,0,19.5624,13.363,5.7645,0,40.95,0,0,0,32.88,45.484,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

29,07:00-07:15,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,29.062808,0,653.1525,39.44,58.59,39.51012,32.700824,0,92,103.5,15.804048,59.3595,0.61216,22.08,42.107,0,19.5624,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

30,07:15-07:30,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,32.8448,0,113.64,26.2683,27.3447,19.8648,9.67784,0,653.1525,26.622,58.59,39.51012,16.350412,0,92,103.5,15.804048,59.3595,0.61216,49.68,20.54,0,6.5208,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

31,07:30-07:45,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,16.478852,0,113.64,26.2683,18.2298,19.8648,0,0,653.1525,17.748,58.59,26.2601,3.819,0,92,103.5,15.804048,59.3595,0.61216,49.68,8.69,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

32,07:45:08:00,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,16.478852,0,85.23,26.2683,10.0396,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

33,08:00-08:15,0,42.392196,9.9925,0,62.244,9.4164,26.39091,341.564563,16.478852,0,66.29,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,100.5,15.804048,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

34,08:15-08:30,0,42.392196,9.9925,0,46.683,9.4164,26.39091,341.564563,16.478852,0,42.615,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,10.55736,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

35,08:30-08:45,0,42.392196,9.9925,0,46.683,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,5.27868,59.3595,0.61216,13.248,0,0,0,13.363,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

36,08:45:09:00,0,42.392196,9.9925,0,31.122,17.4876,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,5.15871,59.3595,0.61216,13.248,0,0,0,24.402,5.7645,0,40.95,0,0,0,32.88,44.388,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

37,09:00:09:15,0,42.392196,9.9925,0,31.122,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,49.68,0,0,0,70.882,5.7645,0,39.9,0,0,0,32.88,44.388,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

38,09:15-09:30,0,42.392196,9.9925,0,16.884,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,49.68,0,0,0,70.882,5.7645,0,39.9,0,0,0,32.88,44.388,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

39,09:30-09:45,0,42.392196,9.9925,0,16.884,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,13.248,0,0,0,70.882,5.7645,0,39.9,0,0,0,32.88,44.388,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

40,09:45-10:00,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,13.248,0,0,0,70.882,5.7645,0,39.9,0,0,0,32.88,44.388,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

41,10:00-10:15,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,15.456,0,0,0,25.564,5.7645,0,39.9,0,0,0,32.88,43.292,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

42,10:15-10:30,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,15.456,0,0,0,25.564,12.1695,0,39.9,0,0,0,32.88,43.292,6.028,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

43,10:30-10:45,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,15.456,0,0,0,25.564,12.1695,0,39.9,0,0,0,32.88,43.292,6.028,0,22.806,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

44,10:45-11:00,0,42.392196,9.9925,0,0,31.897382,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,59.3595,0.61216,15.456,0,0,0,25.564,12.1695,0,39.9,0,0,0,32.88,43.292,6.028,0,22.806,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

45,11:00-11:15,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,85.7415,0.61216,15.456,0,0,0,25.564,12.1695,0,38.85,0,0,0,32.88,43.292,6.028,0,22.806,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

46,11:15-11:30,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,92.337,0.61216,15.456,0,0,0,25.564,12.1695,0,38.85,0,0,0,32.88,43.292,6.028,0,22.806,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,3.969,348.975

47,11:30-11:45,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,92.337,0.61216,8.832,0,0,0,25.564,6.405,0,38.85,0,0,0,32.88,43.292,6.028,0,22.806,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

48,11:45-12:00,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,98.9325,0.61216,49.68,0,0,0,25.564,6.405,0,38.85,0,0,0,32.88,43.292,6.028,0,22.806,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

49,12:00-12:15,0,42.392196,9.9925,0,0,10.7616,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,105.528,0.61216,16.56,0,0,0,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

50,12:15-12:30,0,42.392196,9.9925,0,0,10.7616,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,112.1235,0.61216,49.68,0,0,0,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

51,12:30-12:45,0,42.392196,9.9925,0,0,13.452,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,118.719,0.61216,49.68,0,0,0,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

52,12:45-13:00,0,42.392196,9.9925,0,0,13.452,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,33.12,0,0,6.5208,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

53,13:00-13:15,0,42.392196,9.9925,0,0,13.452,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,8.832,0,0,6.5208,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

54,13:15-13:30,0,42.392196,9.9925,0,0,10.7616,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,8.832,0,0,6.5208,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

