Block,Time,BRBCL,MAPS,TALST2,TANAKPUR,TANDA2,ANTA_RF,AURY_GF,DADRI_LF,KISHANGANGA,KKNPPU2,KOLDAM,NLCIIST2,NNTPP,PARBATI2,PARBATI3,RAPPB,UNCHAHAR1,UNCHAHAR3,URI2,DHAULIGNGA,JHAJJAR,KHSTPP-I,RAPPC,RSTPSU7,AURY_RF,CHAMERA3,RIHAND1,RIHAND3,SEWA2,SIMHST2,TEHRI,URI,DADRI_RF,DULHASTI,NJPC,RSTPSU1TO6,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_GF,BSIUL,CHAMERA2,FSTPP I & II,KOTESHWR,NLCEXP,SALAL,SASAN,TALA,TEHRIPSP,UNCHAHAR2,UNCHAHAR4,DADRI_CRF,CHAMERA1,DADRT2,KGSU1AND2,KGSU3AND4,KKNP,NAPP,NTPL,RAPPD,SINGRAULI,AURY_CRF,DADRI_GF,KHSTPP-II,KUDGI,NLCIIST1,NLCTS2EXP,RAMPUR,RIHAND2,SIMHST1,VALLURNTECL,ANTA_CRF,ANTA_LF,AURY_LF
15,03:30-03:45,20,0,0,4.35,6.61,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,73.77,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,225,1.18,0,45.34,2.39,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

16,03:45-04:00,20,0,0,4.35,6.61,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,73.77,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,225,1.03,51.99,45.1,2.39,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

17,04:00-04:15,20,0,0,4.35,6.61,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,73.77,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,225,0.88,51.99,45.1,2.39,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

18,04:15-04:30,20,0,0,4.35,6.61,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,73.77,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,225,0.73,0,45.1,2.39,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

19,04:30-04:45,20,0,0,4.35,6.61,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,73.77,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,225,0.45,0,45.1,2.39,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

20,04:45-05:00,20,0,0,4.35,6.61,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,73.77,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,225,0,0,45.1,2.39,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

21,05:00-05:15,20,0,0,4.35,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,71.31,99.07,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,245.25,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,105.4,0,0,0,0,0

22,05:15-05:30,20,0,0,4.35,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,71.31,99.07,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,265.5,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,105.4,0,0,0,0,0

23,05:30-05:45,20,0,0,4.35,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,71.31,99.07,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,265.5,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,105.4,0,0,0,0,0

24,05:45-06:00,20,0,0,4.35,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,71.31,99.07,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,285.75,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,105.4,0,0,0,0,0

25,06:00-06:15,20,0,0,6.4,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,285.75,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

26,06:15-06:30,20,0,0,6.4,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,306,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

27,06:30-06:45,20,0,0,6.4,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,326.25,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

28,06:45-07:00,20,0,0,6.4,7.07,52.32000000000001,0,0,8.71,0,10.65,0,0,56.54,70.7,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,18.82,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,346.5,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

29,07:00-07:15,20,0,0,6.4,7.07,51.93,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,9.41,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,346.5,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

30,07:15-07:30,20,0,0,6.4,7.07,51.93,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,366.75,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

31,07:30-07:45,20,0,0,12.04,7.07,51.93,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,387,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

32,07:45-08:00,20,0,0,12.04,7.07,51.93,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,387,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

33,08:00-08:15,20,0,0,12.04,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,405,0,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

34,08:15-08:30,20,0,0,12.04,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,405,0.29,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

35,08:30-08:45,20,0,0,6.4,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,405,0.29,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

36,08:45-09:00,20,0,0,6.4,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,69.16,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,7.54,0,83.08,405,0.29,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

37,09:00-09:15,20,0,0,12.04,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

38,09:15-09:30,20,0,0,12.04,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

39,09:30-09:45,20,0,0,12.04,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

40,09:45-10:00,20,0,0,12.04,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,43.85,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,28.1,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

41,10:00-10:15,20,0,0,8.96,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,14.05,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

42,10:15-10:30,20,0,0,8.96,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

43,10:30-10:45,20,0,0,6.4,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

44,10:45-11:00,20,0,0,6.4,7.07,51.269999999999996,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,51.34,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

45,11:00-11:15,20,0,0,6.4,7.07,50.62,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

46,11:15-11:30,20,0,0,6.4,7.07,50.62,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.29,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

47,11:30-11:45,20,0,0,6.4,7.07,50.62,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

48,11:45-12:00,20,0,0,6.4,7.07,50.62,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

49,12:00-12:15,20,0,0,6.4,7.07,49.97,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

50,12:15-12:30,20,0,0,6.4,7.07,49.97,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,32.89,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,0,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

51,12:30-12:45,20,0,0,6.4,7.07,49.97,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,10.97,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,14.05,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

52,12:45-13:00,20,0,0,6.4,7.07,49.97,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,10.97,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,28.1,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

53,13:00-13:15,20,0,0,10.25,7.07,49.97,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,10.97,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

54,13:15-13:30,20,0,0,10.25,7.07,49.3,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

