Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/16/4393,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/01/6101,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9072,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19
6,01:15-01:30,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,5.58,200,0,5.58,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,6.6,0

7,01:30-01:45,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,5.58,200,0,5.58,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,9.21,0

8,01:45-02:00,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,5.58,200,0,5.58,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,9.01,0

9,02:00-02:15,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,26.87,0,0,26.87,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,8.61,0

10,02:15-02:30,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,26.87,0,0,26.87,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,8.21,0

11,02:30-02:45,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,26.87,0,0,26.87,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7.81,0

12,02:45-03:00,0,0,12.41,12.41,142.69,0,272.51,2.48,47.56,37.23,2.69,70.27,261.67,4.78,37.23,29.77,37.23,2.68,26.87,0,0,26.87,100.41,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7.41,0

13,03:00-03:15,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,205.82,4.69,37.23,29.77,37.23,2.53,26.87,0,0,26.87,62.65,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7.01,0

14,03:15-03:30,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,205.82,4.69,37.23,29.77,37.23,2.53,26.87,0,0,26.87,53.01,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,6.61,0

15,03:30-03:45,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,197.23,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,6.61,0

16,03:45-04:00,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,197.23,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,6.61,0

17,04:00-04:15,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,186.63,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,9.16,0,19,0,0,9.17,27.5,19,0,0,0,6.66,0,0,0,0,0,6.61,0

18,04:15-04:30,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,186.63,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,8.84,0,18.33,0,0,8.83,26.5,18.33,0,0,0,6.66,0,0,0,0,0,6.61,0

19,04:30-04:45,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,177.96,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,52.95,8.34,0,17.67,0,0,8.33,25,17.67,0,0,0,6.66,0,0,0,0,0,6.61,0

20,04:45-05:00,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,177.96,4.69,37.23,29.77,37.23,2.53,26.87,0,0,26.87,51.09,8.16,0,16.67,0,0,8.17,24.5,16.67,0,0,0,6.66,0,0,0,0,0,6.61,0

21,05:00-05:15,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,177.96,4.69,37.23,29.27,37.23,2.46,26.87,0,0,26.87,52.95,7.34,0,16,0,0,7.33,22,16,0,0,0,6.66,0,0,0,0,0,6.61,0

22,05:15-05:30,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,182.78,4.69,37.23,29.27,37.23,2.46,26.87,0,0,26.87,53.01,7.34,0,15,0,0,7.33,22,15,0,0,0,6.66,0,0,0,0,0,6.61,0

23,05:30-05:45,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,186.63,4.69,37.23,29.27,37.23,2.46,26.87,0,0,26.87,53.01,7.34,0,14.33,0,0,7.33,22,14.33,0,0,0,6.66,0,0,0,0,0,6.61,0

24,05:45-06:00,0,0,12.41,12.41,142.69,0,272.51,2.32,47.56,37.23,2.69,70.27,186.63,4.69,37.23,29.27,37.23,2.46,26.87,0,0,26.87,53.01,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,6.61,0

25,06:00-06:15,0,0,12.41,12.41,0,0,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,29.27,37.23,2.46,26.87,0,0,26.87,53.01,8.34,8.58,19,0,0,8.33,25,19,0,1,0,6.66,1,0,9.49,0,0,6.61,0

26,06:15-06:30,0,0,12.41,12.41,0,0,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,28.77,37.23,2.46,26.87,0,0,26.87,53.01,8.34,18.37,19,1,0,8.33,25,19,1,2,0,6.66,5,0,20.3,0,0,6.61,0

27,06:30-06:45,0.32,0.31,12.41,12.41,0,0.31,272.51,2.55,0,37.23,2.69,70.27,176.03,4.69,37.23,28.26,37.23,2.46,26.87,0,0,26.87,53.01,7.84,30.59,18.67,3,0.42,7.83,23.5,18.67,4,5,2,6.66,12,1,32.19,0,0.08,6.61,2.27

28,06:45-07:00,0.72,0.7,12.41,12.41,0,0.7,272.51,2.55,0,37.23,2.69,70.27,190.49,4.69,37.23,27.76,37.23,2.46,26.87,0,0,26.87,53.01,7.5,31.98,18.33,4,0.91,7.5,22.5,18.33,7,8,3,6.66,18,3,31.97,2,0.18,6.61,7.92

29,07:00-07:15,1.34,1.3,12.41,12.41,0,1.3,272.51,2.55,0,37.23,2.69,70.27,190.49,4.69,37.23,27.26,37.23,2.38,26.87,0,0,26.87,53.01,7.34,32.6,17.67,5,7.03,7.33,22,17.67,14,10,7,6.66,24,6,32.6,5,1.41,6.61,15.19

30,07:15-07:30,2.23,2.18,12.41,12.41,0,2.18,272.51,2.55,0,37.23,2.69,70.27,185.67,4.69,37.23,27.26,37.23,2.38,26.87,0,0,26.87,53.01,7.34,32.9,16.67,7,16.5,7.33,22,16.67,25,15,10,6.66,30,10,32.9,7,3.3,6.61,23.47

31,07:30-07:45,3.1,3.03,12.41,12.41,0,3.03,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,27.26,37.23,2.38,26.87,0,0,26.87,53.01,7.34,32.5,10,9,29.28,7.33,22,10,39,18,13,6.66,32.5,16,32.5,8,5.85,6.61,32.56

32,07:45-08:00,4.05,3.95,12.41,12.41,0,3.95,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,27.26,37.23,2.38,26.87,0,0,26.87,53.01,7.16,32.83,10,11,46.8,7.17,21.5,10,53,24,19,6.66,32.83,22,32.84,12,9.36,6.61,41.82

33,08:00-08:15,5.13,5,12.41,12.41,0,5,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,27.26,37.23,2.53,26.87,0,0,26.87,53.01,7,33,10,14,65.25,7,21,10,67,30,25,6.66,33,28,33,16,13.05,6.61,51.06

34,08:15-08:30,6.22,6.06,12.41,12.41,0,6.06,272.51,2.55,0,37.23,2.69,70.27,176.03,4.69,37.23,27.76,37.23,2.53,26.87,0,0,26.87,53.01,6.84,33,10,17,84.42,6.83,20.5,10,81,37,33,6.66,33,34,33,20,16.88,6.61,60.28

35,08:30-08:45,7.52,7.33,12.41,12.41,0,7.33,272.51,2.55,0,37.23,2.69,70.27,180.85,4.69,37.23,28.26,37.23,2.53,26.87,0,0,26.87,53.01,6.66,33,10,21,103.58,6.67,20,10,95,44,42,6.66,33,40,33,24,20.71,6.61,68.98

36,08:45-09:00,8.58,8.37,12.41,12.41,0,8.37,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,28.77,37.23,2.53,26.87,0,0,26.87,53.01,6.66,33,10,25,121.7,6.67,20,10,109,51,48,6.66,33,46,33,27,24.34,6.61,77.37

37,09:00-09:15,9.69,9.45,12.41,12.41,0,9.45,272.51,2.55,0,37.23,2.69,70.27,177.96,4.69,37.23,29.77,37.23,2.53,26.87,0,0,26.87,53.01,6.66,33,10,28,139.22,6.67,20,10,123,58,57,6.66,33,52,33,29,27.84,6.61,85.64

38,09:15-09:30,10.8,10.54,12.41,12.41,0,10.54,272.51,2.55,0,37.23,2.69,70.27,180.85,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,6.66,33,10,31,155.76,6.67,20,10,137,65,63,6.66,33,58,33,32,31.15,6.61,93

39,09:30-09:45,11.78,11.49,12.41,12.41,0,11.49,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,6.66,33,10,33,171.52,6.67,20,10,147,70,71,6.66,33,63,33,34,34.3,6.4,99.79

40,09:45-10:00,12.76,12.45,12.41,12.41,0,12.45,272.51,2.55,0,37.23,2.69,70.27,171.21,4.69,37.23,30.28,37.23,2.53,26.87,0,0,26.87,53.01,6.66,33,10,36,185.53,6.67,20,10,158,74,75,6.66,33,67,33,36,37.1,6.4,106.19

41,10:00-10:15,13.42,13.09,12.41,12.41,0,13.09,272.51,2.48,0,37.23,2.78,70.27,171.21,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,53.01,6.66,33,10,38,198.9,6.67,20,10,165,78,81,6.66,33,70,33,38,39.78,6.4,111.23

42,10:15-10:30,14.4,14.05,12.41,12.41,0,14.05,272.51,2.48,0,37.23,2.78,70.27,171.21,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,55.74,6.66,33,10,39,210.53,6.67,20,10,172,83,83,6.66,33,73,33,40,42.1,6.4,115.09

43,10:30-10:45,15.05,14.68,12.41,12.41,0,14.68,272.51,2.48,0,37.23,2.78,70.27,171.21,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,55.74,6.66,33,10,41,221.63,6.67,20,10,175,85,88,6.66,33,75,33,42,44.33,6.4,118.24

44,10:45-11:00,15.47,15.09,12.41,12.41,0,15.09,272.51,2.48,0,37.23,2.78,70.27,171.21,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,55.74,6.66,33,10,42,232.7,6.67,20,10,182,88,90,6.66,33,78,33,43,46.54,6.4,120.41

45,11:00-11:15,15.66,15.28,12.41,12.41,0,15.28,272.51,2.48,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,55.74,6.66,33,10,43,233.33,6.67,20,10,189,91,91,6.66,33,81,33,44,46.67,6.4,122.37

46,11:15-11:30,15.66,15.28,12.41,12.41,0,15.28,272.51,2.48,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,51.09,6.66,33,10,44,233.33,6.67,20,10,193,91,91,6.66,33,82,33,44,46.67,6.4,123.76

47,11:30-11:45,15.66,15.28,12.41,12.41,0,15.28,272.51,2.48,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,51.09,6.66,33,10,44,233.33,6.67,20,10,193,91,91,6.66,33,82,33,45,46.67,6.4,124.5

48,11:45-12:00,15.66,15.28,12.41,12.41,0,15.28,272.51,2.48,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,26.87,0,0,26.87,51.09,6.66,33,10,44,233.33,6.67,20,10,193,91,91,6.66,33,82,33,45,46.67,6.4,125.07

49,12:00-12:15,15.66,15.28,12.41,12.41,0,15.28,231.31,2.55,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,15.58,0,0,15.58,80.01,6.66,33,10,44,233.33,6.67,20,10,193,91,91,6.66,33,82,33,45,46.67,6.4,125.31

50,12:15-12:30,15.66,15.28,12.41,12.41,0,15.28,192.76,2.55,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,15.58,0,0,15.58,100.41,6.66,33,10,44,233.33,6.67,20,10,193,91,91,6.66,33,82,33,45,46.67,6.4,124.66

51,12:30-12:45,15.66,15.28,12.41,12.41,0,15.28,149.88,2.55,0,37.23,2.78,70.27,205.82,4.6,37.23,30.28,37.23,2.46,26.54,0,0,26.54,100.41,6.66,33,10,43,233.33,6.67,20,10,193,90,91,6.66,33,82,33,45,46.67,6.4,123.43

52,12:45-13:00,15.66,15.28,12.41,12.41,0,15.28,149.88,2.55,0,37.23,2.78,70.27,205.82,4.6,37.23,30.78,37.23,2.46,26.54,0,0,26.54,100.41,6.66,33,10,43,233.33,6.67,20,10,193,90,91,6.66,33,82,33,45,46.67,6.4,121.68

53,13:00-13:15,15.66,15.28,12.41,12.41,0,15.28,149.88,2.55,0,37.23,2.87,70.27,205.82,4.6,37.23,30.78,37.23,2.68,26.54,0,0,26.54,81.92,6.66,33,10,43,233.33,6.67,20,10,193,90,91,6.66,33,82,33,44,46.67,6.4,118.89

54,13:15-13:30,15.66,15.28,12.41,12.41,0,15.28,149.88,2.55,0,37.23,2.87,70.27,205.82,4.6,37.23,30.78,37.23,2.68,26.54,0,0,26.54,72.28,6.66,33,10,43,233.33,6.67,20,10,193,89,91,6.66,33,82,33,43,46.67,6.6,115.05

55,13:30-13:45,15.66,15.28,12.41,12.41,0,15.28,149.88,2.55,0,37.23,2.87,70.27,205.82,4.6,37.23,30.78,37.23,2.68,26.54,0,0,26.54,72.28,6.66,33,10,41,235.83,6.67,20,10,193,87,91,6.66,33,82,33,42,47.17,6.8,109.88

56,13:45-14:00,15.47,15.09,12.41,12.41,0,15.09,149.88,2.55,0,37.23,2.87,70.27,205.82,4.6,37.23,30.78,37.23,2.68,26.54,0,0,26.54,100.41,6.66,33,10,39,234.17,6.67,20,10,189,82,91,6.66,33,81,33,42,46.83,6.8,104.74

57,14:00-14:15,15.07,14.7,12.41,12.41,0,14.7,149.88,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.76,24.8,0,0,24.8,100.41,6.66,33,10,37,230.63,6.67,20,10,186,76,88,6.66,33,79,33,39,46.13,6.8,99.4

58,14:15-14:30,14.61,14.26,12.41,12.41,0,14.26,149.88,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.76,24.8,0,0,24.8,100.41,6.66,33,10,34,221.16,6.67,20,10,182,72,85,6.66,33,78,33,38,44.23,7,93.65

59,14:30-14:45,14.13,13.79,12.41,12.41,0,13.79,149.88,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.76,26.54,0,0,26.54,100.41,6.66,33,10,32,209.95,6.67,20,10,151,68,78,6.66,33,64,33,36,41.99,7,87.19

60,14:45-15:00,13.5,13.17,12.41,12.41,0,13.17,149.88,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.76,26.54,0,0,26.54,100.41,6.66,33,10,30,197.91,6.67,20,10,140,64,74,6.66,33,60,33,35,39.58,7.2,80.51

61,15:00-15:15,12.65,12.35,12.41,12.41,0,12.35,149.88,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.83,26.54,0,0,26.54,100.41,6.66,33,10,28,186.16,6.67,20,10,126,58,69,6.66,33,54,33,32,37.23,7.2,72.5

62,15:15-15:30,11.91,11.61,12.41,12.41,0,11.61,149.88,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.83,26.54,0,0,26.54,100.41,6.66,33,10,25,170.38,6.67,20,10,112,52,63,6.66,33,48,33,29,34.07,8,65.69

63,15:30-15:45,10.98,10.72,12.41,12.41,0,10.72,192.76,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.68,26.54,0,0,26.54,100.41,6.66,33,10,22,154.48,6.67,20,10,98,45,57,6.66,33,42,33,26,30.89,10.4,58.58

64,15:45-16:00,10.14,9.89,12.41,12.41,0,9.89,231.31,2.72,0,37.23,2.87,70.27,205.82,4.6,37.23,31.28,37.23,2.68,15.58,0,0,15.58,100.41,6.66,33,10,18,137.23,6.67,20,10,84,37,53,6.66,33,36,33,24,27.45,12.81,51.2

65,16:00-16:15,9.16,8.93,12.41,12.41,0,8.93,272.51,2.8,0,37.23,2.87,66.12,205.82,4.6,37.23,31.28,37.23,2.68,5.4,0,0,5.4,100.41,6.66,33,10,15,111.33,6.67,20,10,70,30,43,6.66,33,30,33,20,22.26,9.6,43.13

66,16:15-16:30,8.17,7.97,12.41,12.41,0,7.97,272.51,2.8,0,37.23,2.87,66.12,205.82,4.6,37.23,31.28,37.23,2.68,0,0,0,0,100.41,6.66,33,10,11,88.82,6.67,20,10,56,23,37,6.66,33,24,33,16,17.76,9.8,34.62

67,16:30-16:45,7.1,6.92,12.41,12.41,0,6.92,272.51,2.8,0,37.23,2.87,66.12,205.82,4.6,37.23,31.28,37.23,2.68,0,0,0,0,100.41,6.66,33,10,8,70.62,6.67,20,10,42,16,29,6.66,33,18,33,12,14.12,9.8,25.84

68,16:45-17:00,6.02,5.87,12.41,12.41,0,5.87,272.51,2.8,0,37.23,2.87,66.12,254.01,4.6,37.23,31.28,37.23,2.68,0,0,0,0,100.41,6.66,33,10,5,53.51,6.67,20,10,32,10,23,6.66,21,13,33,8,10.7,9.6,18.8

69,17:00-17:15,5.01,4.89,12.41,12.41,0,4.89,272.51,2.8,0,39.52,2.87,66.12,261.67,4.6,37.23,31.28,37.23,2.68,0,0,0,0,100.41,6.66,30.56,10,3,34.86,6.67,20,10,21,7,15,6.66,15,9,33,7,6.97,12.61,12.41

70,17:15-17:30,4.12,4.01,12.41,12.41,0,4.01,272.51,2.8,0,39.52,2.87,66.12,261.67,4.6,37.23,31.28,37.23,2.76,0,0,0,0,100.41,6.66,13.7,10,2,18.2,6.67,20,10,7,5,13,6.66,8,3,14.64,5,3.64,12.41,5.94

71,17:30-17:45,3.14,3.07,12.41,12.41,0,3.07,272.51,2.32,0,39.52,2.87,66.12,261.67,4.6,37.23,31.28,37.23,2.76,0,0,0,0,85.68,6.66,9.42,10,1,10.24,6.67,20,10,2,1,10,6.66,2,1,5.56,2,2.05,11.41,0

72,17:45-18:00,2.27,2.22,12.41,12.41,0,2.22,272.51,2.32,0,39.52,2.87,74.62,261.67,4.6,37.23,31.28,37.23,2.76,0,0,0,0,85.68,6.66,6.12,10,0,4.55,6.67,20,10,1,0,7,6.66,0,0,3.56,0,0.91,10.4,0

73,18:00-18:15,1.64,1.59,12.41,12.41,0,1.59,272.51,2.55,0,39.52,2.78,83.12,261.67,4.69,37.23,31.28,37.23,2.76,32,125,0,32,85.68,6.66,0,10,0,1.14,6.67,20,10,0,0,4,6.66,0,0,0,0,0.23,9.2,0

74,18:15-18:30,1.16,1.13,12.41,12.41,0,1.13,272.51,2.55,0,39.52,2.78,115.23,261.67,4.69,37.23,31.28,37.23,2.76,32,125,0,32,85.68,6.66,0,10,0,0,6.67,20,10,0,0,2,6.66,0,0,0,0,0,8.6,0

75,18:30-18:45,0.6,0.58,12.41,12.41,0,0.58,272.51,2.55,0,39.52,2.59,115.23,261.67,4.69,37.23,31.28,37.23,2.76,32,125,0,32,85.68,6.66,0,10,0,0,6.67,20,10,0,0,0,6.66,0,0,0,0,0,7.8,0

76,18:45-19:00,0.29,0.28,12.41,12.41,0,0.28,272.51,2.55,0,39.52,2.59,115.23,261.67,4.69,37.23,31.28,37.23,2.76,32,125,0,32,85.68,6.66,0,10,0,0,6.67,20,10,0,0,0,6.66,0,0,0,0,0,7.6,0

77,19:00-19:15,0.05,0.04,12.41,12.41,0,0.04,272.51,2.55,0,39.52,2.59,115.23,261.67,4.78,37.23,31.28,37.23,2.6,24.8,125,0,24.8,85.68,6.66,0,10,0,0,6.67,20,10,0,0,0,6.66,0,0,0,0,0,7,0

78,19:15-19:30,0,0,12.41,12.41,0,0,272.51,2.55,0,39.52,2.59,115.23,261.67,4.78,37.23,31.28,37.23,2.6,24.8,125,0,24.8,85.68,6.66,0,10,0,0,6.67,20,10,0,0,0,6.66,0,0,0,0,0,7,0

79,19:30-19:45,0,0,12.41,12.41,0,0,272.51,2.55,0,39.52,2.59,115.23,261.67,4.78,37.23,31.28,37.23,2.6,0,125,0,31.5,85.68,6.66,0,10,0,0,6.67,20,10,0,0,0,6.66,0,0,0,0,0,7,0

80,19:45-20:00,0,0,12.41,12.41,0,0,272.51,2.55,0,39.52,2.59,115.23,261.67,4.78,37.23,31.28,37.23,2.6,0,125,0,31.5,85.68,6.66,0,10,0,0,6.67,20,10,0,0,0,6.66,0,0,0,0,0,7,0

81,20:00-20:15,0,0,12.41,12.41,0,0,272.51,2.48,0,39.52,2.51,66.12,261.67,4.78,37.23,31.28,37.23,2.6,0,200,0,31.5,85.68,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7,0

82,20:15-20:30,0,0,12.41,12.41,0,0,272.51,2.48,0,39.52,2.51,66.12,261.67,4.78,37.23,31.28,37.23,2.6,0,200,0,31.5,85.68,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7,0

83,20:30-20:45,0,0,12.41,12.41,0,0,272.51,2.48,0,39.52,2.51,89.73,261.67,4.78,37.23,31.28,37.23,2.6,0,200,0,0,85.68,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7,0

84,20:45-21:00,0,0,12.41,12.41,0,0,272.51,2.48,0,39.52,2.51,81.23,261.67,4.78,37.23,31.28,37.23,2.6,0,200,0,0,85.68,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7,0

85,21:00-21:15,0,0,12.41,12.41,0,0,272.51,2.32,0,37.23,2.51,72.73,261.67,4.78,37.23,31.28,37.23,2.46,0,200,0,0,85.68,6.66,0,13.33,0,0,6.67,20,13.33,0,0,0,6.66,0,0,0,0,0,7,0

