Block,Time Block,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,UNCHAHAR2,ANTA_RF,URI,ANTA_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,URI2,UNCHAHAR3,ANTA_CRF,TALA,TEHRIPSP,TEHRI,SINGRAULI_HYDRO,TelanganaSTPP,TANDA2,TALST2,TANAKPUR,RIHAND3,RIHAND2,RSTPSU7,SIMHST1,SINGRAULI,SALAL,SIMHST2,SEWA2,SASAN,RSTPSU1TO6,NNTPP,RAPPB,RAPPD,NTPL,RAMPUR,PARBATI2,PARBATI3,RAPPC,RIHAND1,NLCIIST1,NLCIIST2,NLCTS2EXP,NLCEXP,KOTESHWR,NJPC,KKNP,MAPS,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,NAPP,DHAULIGNGA,DULHASTI,CHAMERA3,FSTPP I & II,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-II,KHSTPP-I,KGSU1AND2,CHAMERA1,CHAMERA2,BRBCL,BSIUL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,21.02,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,16.28,152.41,210.26,0,142.63,43.79,0,0,45.32,20.2,18.81,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,21.03,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,20.02,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,19.26,200.5,210.26,0,142.63,43.79,0,0,30.2,20.94,12.54,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,21.09,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,20.02,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,19.26,248.59,210.26,0,142.63,43.79,0,0,30.2,22.2,12.54,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,21.09,0,13.35,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,296.68,210.26,0,142.63,43.79,0,0,30.2,19.74,12.54,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,21.09,0,40.05,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,296.68,210.26,0,142.63,43.79,0,0,30.2,22.05,12.54,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,43.28,0,33.98,0,20.82,3.1,0,0,0,23.99,26.63,0,21.09,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,318.8,220.75,0,142.63,43.79,0,0,30.2,19.45,12.54,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,43.28,0,33.98,0,20.82,3.1,0,0,0,23.99,26.63,0,21.09,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,339.96,220.75,0,142.63,43.79,0,0,30.2,19.31,12.54,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,23.99,26.63,0,21.78,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.73,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,388.05,220.75,0,142.63,43.79,0,0,30.2,18.98,12.54,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,23.99,26.63,0,21.78,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,455.37,220.75,0,142.63,43.79,0,13.51,30.2,21.69,12.54,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,23.99,26.63,0,21.78,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,19.26,479.42,220.75,0,142.63,43.79,0,13.51,30.2,23.97,12.54,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,23.99,26.63,0,21.78,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,19.26,479.42,220.75,0,142.63,43.79,0,27.03,30.2,19.96,12.54,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,16.49,26.63,0,20.68,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,414.5,220.75,0,142.63,43.79,0,40.54,30.2,18.67,12.54,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,16.49,26.63,0,20.56,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,19.26,454.32,220.75,0,142.63,43.79,0,40.54,30.2,17.91,12.54,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,16.49,26.63,0,20.56,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,455.28,220.75,0,142.63,43.79,0,40.54,30.2,16.6,12.54,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,43.28,0,19.11,0,20.82,3.1,0,0,0,16.49,26.63,0,20.36,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,455.28,220.75,0,142.63,43.79,0,40.54,30.2,16.48,12.54,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,43.28,0,33.98,0,20.82,3.1,0,0,0,23.99,26.63,0,19.85,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,459.27,220.75,0,142.63,43.79,0,40.54,30.2,19.71,12.54,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,43.28,0,33.98,0,20.82,3.1,0,0,0,23.99,26.63,0,19.59,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,459.27,220.75,0,142.63,43.79,0,40.54,45.32,21.81,12.54,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,43.28,0,27.61,0,20.82,3.1,0,0,0,16.49,26.63,0,16.72,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,487.16,220.75,0,142.63,43.79,0,40.54,45.32,21.17,12.54,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,43.28,0,27.61,0,20.82,3.1,0,0,0,16.49,26.63,0,16.63,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,506.4,220.75,0,142.63,43.79,0,40.54,45.32,20,18.81,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,43.28,0,29.73,0,20.82,3.1,0,0,0,16.49,26.63,0,16.31,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,21.61,18.81,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,43.28,0,29.73,0,20.82,3.1,0,0,0,16.49,26.63,0,16.06,0,53.4,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,17.08,18.81,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,43.28,0,50.36,0,20.82,3.1,0,0,0,16.49,26.63,0,15.93,0,53.99,0.92,0,5.34,0,1.72,125.84,120.48,0,0,142.14,78.23,0,0,297.56,0,0,0,23.58,0,5.48,0,17.87,62.92,94.56,0,0,0,0,29.27,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,20.36,18.81,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,43.28,0,50.36,0,20.82,3.1,0,0,0,16.49,26.63,0,15.83,0,53.99,0.92,0,5.34,0,1.72,125.84,120.48,0,0,142.14,78.23,0,5.89,297.56,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,15.81,18.81,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,43.28,29.21,50.36,0,20.82,3.1,0,0,0,37.48,26.63,0,15.83,72.01,53.99,0.92,0,5.34,0,1.72,125.84,120.48,0,0,142.14,78.23,0,11.75,297.56,0,0,0,23.58,0,5.48,0,35.75,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,19.65,18.81,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,43.28,44.02,29.73,0,20.82,3.1,0,0,0,37.48,26.63,0,15.83,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,21.7,19.68,0,0,0,0,0

79,19:30-19:45,0,0,0,60.09,45.92,0,0,43.28,44.39,29.73,0,20.82,3.1,0,0,0,37.48,26.63,0,16.06,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,23.89,19.68,0,0,0,0,0

80,19:45-20:00,0,0,0,73.49,73.44,0,0,43.28,44.39,29.73,0,20.82,3.1,0,0,0,37.48,26.63,0,16.2,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,24.04,19.68,0,0,0,0,0

81,20:00-20:15,0,0,0,76.02,73.44,0,0,43.28,44.99,29.73,0,20.82,3.1,0,0,0,23.99,26.63,0,16.26,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,24.04,19.68,0,0,0,0,0

82,20:15-20:30,0,0,0,76.02,73.44,0,0,43.28,44.99,50.36,0,20.82,3.1,0,0,0,23.99,26.63,0,16.38,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,22.84,19.68,0,0,0,0,0

83,20:30-20:45,0,0,0,76.02,73.44,0,0,43.28,44.99,50.36,0,20.82,3.1,0,0,0,29.98,26.63,0,16.43,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,24.04,19.68,0,0,0,0,0

84,20:45-21:00,0,0,0,76.02,73.44,0,0,43.28,44.99,31.85,0,20.82,3.1,0,0,0,29.98,26.63,0,16.53,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,24.04,19.68,0,0,0,0,0

85,21:00-21:15,0,0,0,76.02,73.44,0,0,43.28,45.6,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,16.69,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,22.73,19.68,0,0,0,0,0

86,21:15-21:30,0,0,0,76.02,73.44,0,0,43.28,45.6,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,16.76,72.01,53.99,0.92,0,5.34,0,11.46,125.84,120.48,0,0,132.45,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,8.58,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,24.04,12.54,0,0,0,0,0

87,21:30-21:45,0,0,0,76.02,73.44,0,0,43.28,45.6,21.24,0,20.82,3.1,0,0,0,16.49,26.63,0,16.91,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,132.45,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,8.58,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,19.78,12.54,0,0,0,0,0

88,21:45-22:00,0,0,0,76.02,73.44,0,0,43.28,45.6,21.24,0,20.82,3.1,0,0,0,16.49,26.63,0,17.05,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,132.45,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,18.4,19.68,0,0,0,0,0

89,22:00-22:15,0,0,0,76.02,73.44,0,0,43.28,47.43,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,17.2,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,132.45,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,18.56,19.68,0,0,0,0,0

90,22:15-22:30,0,0,0,76.02,73.44,0,0,43.28,47.43,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,17.33,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,132.45,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,21.18,19.68,0,0,0,0,0

91,22:30-22:45,0,0,0,76.02,73.44,0,0,43.28,47.43,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,17.48,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,18.75,297.56,0,0,0,23.58,0,5.62,0,37.17,62.92,94.56,0,0,0,0,42.93,170.66,0,0,0,8.29,6.91,0,20.36,42.88,55.47,34.33,19.26,528.39,220.75,0,142.63,43.79,0,40.66,47.7,20.85,19.68,0,0,0,0,0

92,22:45-23:00,0,0,0,76.02,73.44,0,0,43.28,47.43,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,17.55,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,7.15,62.92,94.56,0,0,0,0,39.24,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,19.26,528.39,220.75,0,142.63,43.79,0,40.54,45.32,21.87,12.54,0,0,0,0,0

93,23:00-23:15,0,0,0,76.02,73.44,0,0,43.28,48.64,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,17.62,72.01,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,7.15,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,17.38,528.39,220.75,0,142.63,43.79,0,40.54,45.32,22.42,12.54,0,0,0,0,0

94,23:15-23:30,0,0,0,76.02,73.44,0,0,43.28,48.64,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,17.67,0,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,17.38,528.39,220.75,0,142.63,43.79,0,40.54,45.32,17.64,12.54,0,0,0,0,0

95,23:30-23:45,0,0,0,76.02,73.44,0,0,43.28,48.64,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,19.17,0,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,17.38,528.39,220.75,0,142.63,43.79,0,40.54,45.32,17.36,12.54,0,0,0,0,0

96,23:45-24:00,0,0,0,76.02,73.44,0,0,43.28,48.64,21.24,0,20.82,3.1,0,0,0,20.99,26.63,0,19.32,0,53.99,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.23,0,17.64,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,17.38,528.39,220.75,0,142.63,43.79,0,40.54,45.32,19.15,12.54,0,0,0,0,0

