Block,Time Block,KHSTPP-II,KHSTPP-I,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,TEHRI,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TANAKPUR,SIMHST2,RSTPSU7,TALA,TelanganaSTPP,NNTPP,NTPL,PARBATI3,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPC,RAPPB,RIHAND2,RIHAND1,CHAMERA3,CHAMERA2,BSIUL,BRBCL,CHAMERA1,MAPS,NLCEXP,NLCIIST1,NJPC,NAPP,KGSU3AND4,KUDGI,KOLDAM,KOTESHWR,KGSU1AND2,KKNPPU2,KISHANGANGA,KKNP,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,URI2,UNCHAHAR2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,140.62,43.71,2.24,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,15.06,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,16.84,20.67,27.03,34.44,0,0,0,0,0

62,15:15-15:30,140.62,43.71,2.24,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,15.06,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,16.84,20.67,27.03,34.44,0,0,0,0,0

63,15:30-15:45,140.62,43.71,2.24,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,15.06,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,16.84,20.67,27.03,34.44,0,0,0,0,0

64,15:45-16:00,140.62,43.71,2.24,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,17.47,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,16.84,20.67,27.03,34.44,0,0,0,0,0

65,16:00-16:15,140.62,43.71,2.24,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,1.06,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,431.08,15.82,17.47,248.51,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,16.84,20.67,27.03,34.44,0,0,0,0,0

66,16:15-16:30,140.62,43.71,2.24,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,1.06,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,431.33,15.82,17.47,301.62,0,0,0,0,0,0,0,0,0,0,0,0,0,16.06,0,20.34,20.67,32.65,34.44,0,0,0,0,0

67,16:30-16:45,140.62,43.71,2.24,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,3.84,1.06,19.2,0,0,0,0,22.28,19.79,0,0,0,8.52,0,0,0,0,0,431.33,15.82,17.47,361.79,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,20.67,40.69,34.44,0,0,0,0,0

68,16:45-17:00,140.62,43.71,2.24,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,12.64,1.06,19.2,12.13,0,0,0,44.91,19.79,0,0,0,8.52,0,0,0,0,0,462.41,31.64,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,20.67,40.69,34.44,0,0,0,0,0

69,17:00-17:15,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,9.29,12.64,6.26,19.2,12.89,0,0,0,44.91,19.79,0,0,0,8.52,0,0,0,0,8.77,510.26,31.64,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,21.95,40.69,38.16,0,0,0,0,0

70,17:15-17:30,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,18.58,25.29,6.26,19.2,26.93,0,0,0,44.91,19.79,0,0,0,17.04,0,0,0,0,8.77,558.26,31.64,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,21.95,40.69,38.16,0,0,0,0,0

71,17:30-17:45,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,67.36,19.79,0,0,0,37.49,0,0,0,0,17.54,606.26,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,21.95,40.69,38.16,0,0,0,0,0

72,17:45-18:00,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,89.82,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,21.95,40.69,38.16,0,0,0,0,0

73,18:00-18:15,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,112.27,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.44,0,0,0,0,0

74,18:15-18:30,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.44,0,0,0,0,0

75,18:30-18:45,140.62,43.71,2.24,10.11,134.1,59.67,0,45.72,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.44,0,0,0,0,0

76,18:45-19:00,140.62,43.71,2.24,10.1,134.1,59.67,0,45.72,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,112.27,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.44,0,0,0,0,0

77,19:00-19:15,140.62,43.71,2.24,9.97,134.1,59.67,0,34.29,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,3.67,0,0,0,24.97,0,114.01,88.32,18.58,37.93,6.26,19.2,26.97,0,0,0,89.82,19.79,0,0,0,17.04,0,0,0,0,26.31,655.81,31.64,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

78,19:15-19:30,140.62,43.71,2.24,9.97,134.1,59.67,0,34.29,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,9.29,25.29,6.26,19.2,19.72,0,0,0,67.36,19.79,0,0,0,8.52,0,0,0,0,17.54,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

79,19:30-19:45,140.62,43.71,12.27,0,134.1,59.67,0,22.87,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,12.13,0,0,0,44.91,19.79,0,0,0,8.52,0,0,0,0,8.77,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

80,19:45-20:00,140.62,43.71,66.93,0,134.1,59.67,0,22.87,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,0,0,0,0,20.28,19.79,0,0,0,8.52,0,0,0,0,5.84,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

81,20:00-20:15,140.62,43.71,66.93,0,134.1,59.67,0,22.87,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,0,0,0,0,20.28,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

82,20:15-20:30,140.62,43.71,66.93,0,134.1,59.67,0,11.43,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,0,3.84,6.26,19.2,0,0,0,0,20.28,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

83,20:30-20:45,140.62,43.71,12.27,0,134.1,59.67,0,11.43,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

84,20:45-21:00,140.62,43.71,12.27,0,134.1,59.67,0,11.43,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,3.43,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

85,21:00-21:15,140.62,43.71,12.27,0,134.1,59.67,0,11.43,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

86,21:15-21:30,140.62,43.71,12.27,0,134.1,59.67,0,2.3,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

87,21:30-21:45,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

88,21:45-22:00,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

89,22:00-22:15,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

90,22:15-22:30,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

91,22:30-22:45,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

92,22:45-23:00,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,28.42,40.69,34.97,0,0,0,0,0

93,23:00-23:15,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,354.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

94,23:15-23:30,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,627.38,15.82,17.47,354.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

95,23:30-23:45,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,579.38,15.82,17.47,354.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

96,23:45-24:00,140.62,43.71,12.27,0,134.1,59.67,0,0,331.56,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,531.38,15.82,17.47,354.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

