Block,Time,ANTA_RF,UNCHAHAR3,TANAKPUR,ANTA_GF,RAMPUR,AURY_RF,KOLDAM,DADRT2,SEWA2,UNCHAHAR2,NJPC,KOTESHWR,URI2,DHAULIGNGA,DULHASTI,RAPPC,NAPP,BSIUL,TANDA2,RIHAND2,DADRI_CRF,KISHANGANGA,URI,DADRI_RF,SINGRAULI_HYDRO,ANTA_CRF,CHAMERA1,RIHAND1,ANTA_LF,UNCHAHAR4,AURY_CRF,CHAMERA3,DADRI_GF,DADRI_LF,AURY_GF,JHAJJAR,AURY_LF,RIHAND3,SALAL,UNCHAHAR1,RAPPB,TEHRI,PARBATI3,SINGRAULI,CHAMERA2,FSTPP I & II,KHSTPP-II,TALA,KUDGI,BRBCL,SASAN,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,9.379987,12.878764,0.000000,0.000000,0.000000,0.000000,402.164759,0.000000,23.804348,135.671898,9.531662,31.729878,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,114.186604,0.000000,0.000000,46.958419,0.000000,1.054099,0.000000,40.744549,88.936400,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,510.640038,0.000000,119.542122,83.124600,7.806006,0.000000,43.849512,0.000000,134.670977,29.638055,8.899372,67.813135,19.894686,43.50,19.334041,403.476412,28.642629,0,0,0,0,0

2,00:15-00:30,0.000000,9.379987,12.878764,0.000000,0.000000,0.000000,0.000000,429.639665,0.000000,26.847579,135.671898,9.531662,31.729878,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,114.186604,0.000000,0.000000,46.958419,0.000000,1.054099,0.000000,27.163033,88.936400,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,510.640038,0.000000,119.542122,83.124600,7.806006,0.000000,43.849512,0.000000,134.670977,29.638055,8.937722,67.813135,19.894686,43.50,19.334041,403.476412,28.855028,0,0,0,0,0

3,00:30-00:45,0.000000,9.294952,12.878764,0.000000,0.000000,0.000000,0.000000,350.533830,0.000000,26.847579,135.671898,9.531662,31.729878,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,114.186604,0.000000,0.000000,14.941315,0.000000,1.054099,0.000000,27.163033,88.936400,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,510.640038,0.000000,119.542122,83.124600,9.526087,0.000000,43.849512,0.000000,134.670977,29.638055,8.189592,67.813135,19.894686,59.30,19.334041,403.476412,25.233673,0,0,0,0,0

4,00:45-01:00,0.000000,6.818756,12.878764,0.000000,0.000000,0.000000,0.000000,350.533830,0.000000,26.847579,113.059915,9.531662,31.729878,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,114.186604,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,27.163033,88.936400,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,455.739632,0.000000,119.542122,83.124600,9.526087,0.000000,43.849512,0.000000,134.670977,29.638055,8.189592,67.813135,19.894686,70.75,16.325666,403.476412,25.233673,0,0,0,0,0

5,01:00-01:15,0.000000,5.478598,12.878764,0.000000,0.000000,0.000000,0.000000,350.850772,0.000000,15.151868,113.059915,9.531662,13.004048,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,114.190857,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,27.163033,88.936400,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,353.589449,0.000000,119.547560,83.124600,6.195899,0.000000,43.849512,0.000000,134.670977,29.638055,2.833591,53.147619,19.894686,65.70,15.096954,403.476412,14.073219,0,0,0,0,0

6,01:15-01:30,0.000000,5.478598,12.878764,0.000000,0.000000,0.000000,0.000000,350.797143,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,114.190857,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,13.517366,88.936400,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,336.642201,0.000000,119.547560,83.124600,7.751385,0.000000,43.849512,0.000000,134.670977,29.638055,2.833591,53.147619,19.894686,65.70,15.177361,403.476412,14.073219,0,0,0,0,0

7,01:30-01:45,0.000000,5.510317,12.878764,0.000000,0.000000,0.000000,0.000000,350.850772,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,326.512592,0.000000,63.201976,83.124600,10.412670,0.000000,43.849512,0.000000,134.670977,29.638055,2.833591,53.147619,19.894686,67.10,15.005247,403.476412,14.073219,0,0,0,0,0

8,01:45-02:00,0.000000,5.510317,12.878764,0.000000,0.000000,0.000000,0.000000,350.797143,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,326.512592,0.000000,63.201976,83.124600,10.412670,0.000000,43.849512,0.000000,134.670977,29.638055,2.833591,53.147619,19.894686,67.10,14.184222,403.476412,14.073219,0,0,0,0,0

9,02:00-02:15,0.000000,10.416822,12.878764,0.000000,0.000000,0.000000,0.000000,351.012227,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,337.312374,0.000000,63.201976,83.124600,10.645982,0.000000,43.849512,0.000000,134.670977,29.638055,0.000000,53.147619,19.894686,38.67,16.326271,403.476412,14.073219,0,0,0,0,0

10,02:15-02:30,0.000000,10.416822,12.878764,0.000000,0.000000,0.000000,0.000000,350.958855,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,337.312374,0.000000,63.201976,83.124600,10.645982,0.000000,43.849512,0.000000,134.670977,29.638055,0.000000,53.147619,19.894686,38.67,15.929379,403.476412,14.073219,0,0,0,0,0

11,02:30-02:45,0.000000,10.416822,12.878764,0.000000,0.000000,0.000000,0.000000,351.012227,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,337.312374,0.000000,63.201976,83.124600,10.645982,0.000000,36.541260,0.000000,117.726949,29.638055,0.000000,53.147619,19.894686,38.67,16.680589,403.476412,14.073219,0,0,0,0,0

12,02:45-03:00,0.000000,10.416822,12.878764,0.000000,0.000000,0.000000,0.000000,350.958855,0.000000,5.026840,113.059915,9.531662,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,18.711136,0.000000,0.000000,0.000000,337.312374,0.000000,63.201976,83.124600,10.645982,0.000000,29.233008,0.000000,117.726949,29.638055,0.000000,53.147619,19.894686,38.67,18.744653,403.476412,14.073219,0,0,0,0,0

13,03:00-03:15,0.000000,11.515750,11.764256,0.000000,0.000000,0.000000,0.000000,351.691338,0.000000,4.852834,113.059915,8.578496,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,28.095016,0.000000,0.000000,0.000000,339.865818,0.000000,63.201976,79.754683,11.302201,0.000000,29.233008,0.000000,117.726949,38.194433,0.000000,53.147619,19.894686,29.00,19.334041,403.476412,14.073219,0,0,0,0,0

14,03:15-03:30,0.000000,11.515750,11.764256,0.000000,0.000000,0.000000,0.000000,351.639046,0.000000,4.852834,113.059915,8.578496,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,28.095016,0.000000,0.000000,0.000000,339.865818,0.000000,63.201976,79.754683,11.302201,0.000000,29.233008,0.000000,117.726949,38.194433,0.000000,53.147619,19.894686,29.00,18.561441,403.476412,14.073219,0,0,0,0,0

15,03:30-03:45,0.000000,11.515750,11.764256,0.000000,0.000000,0.000000,0.000000,351.691338,0.000000,10.057804,113.059915,8.578496,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,28.095016,0.000000,0.000000,0.000000,339.865818,0.000000,63.201976,79.754683,11.302201,0.000000,29.233008,0.000000,117.726949,38.194433,0.000000,53.147619,19.894686,29.00,19.188055,403.476412,14.073219,0,0,0,0,0

16,03:45-04:00,0.000000,11.515750,11.764256,0.000000,0.000000,0.000000,0.000000,351.639046,0.000000,10.057804,113.059915,8.578496,9.753036,35.373196,47.790319,49.437715,38.200117,6.335558,0.000000,73.702851,0.000000,0.000000,11.739605,0.000000,1.054099,0.000000,0.000000,41.786188,0.000000,0.000000,0.000000,28.095016,0.000000,0.000000,0.000000,339.865818,0.000000,63.201976,79.754683,11.302201,0.000000,29.233008,0.000000,117.726949,38.194433,0.000000,53.147619,19.894686,29.00,19.334041,403.476412,14.073219,0,0,0,0,0

