Block,Time,TEHRI,DADRI_CRF,AURY_GF,JHAJJAR,PARBATI3,DULHASTI,ANTA_CRF,URI,TANDA2,RAPPC,AURY_CRF,CHAMERA1,SINGRAULI,AURY_LF,KISHANGANGA,CHAMERA2,ANTA_RF,RAPPB,TANAKPUR,UNCHAHAR1,DHAULIGNGA,CHAMERA3,AURY_RF,DADRI_GF,NJPC,ANTA_LF,KOTESHWR,RIHAND1,ANTA_GF,SINGRAULI_HYDRO,KOLDAM,UNCHAHAR2,SALAL,UNCHAHAR4,RIHAND2,DADRT2,DADRI_RF,DADRI_LF,UNCHAHAR3,BSIUL,RIHAND3,SEWA2,RAMPUR,NAPP,URI2,TALA,SASAN,FSTPP I & II,KHSTPP-I,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,61.220744,0.000000,0.000000,405.711376,0.000000,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,9.176622,335.155590,13.349560,30.896164,120.895152,10.228260,0,0,0,0,0

7,01:30-01:45,61.220744,0.000000,0.000000,405.711376,0.000000,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,9.233094,335.155590,13.349560,30.896164,120.895152,9.373504,0,0,0,0,0

8,01:45-02:00,61.220744,0.000000,0.000000,405.711376,0.000000,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,9.233094,335.155590,13.349560,30.896164,120.895152,8.864492,0,0,0,0,0

9,02:00-02:15,61.220744,0.000000,0.000000,405.711376,0.000000,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.730497,30.896164,126.602591,10.324300,0,0,0,0,0

10,02:15-02:30,61.220744,0.000000,0.000000,405.711376,0.000000,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,134.036348,12.043416,0,0,0,0,0

11,02:30-02:45,61.220744,0.000000,0.000000,405.711376,0.000000,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,130.352115,12.715696,0,0,0,0,0

12,02:45-03:00,61.220744,0.000000,0.000000,405.711376,4.102917,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,12.425751,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,80.350906,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,130.352115,14.137088,0,0,0,0,0

13,03:00-03:15,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,130.352115,14.406000,0,0,0,0,0

14,03:15-03:30,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,130.352115,14.406000,0,0,0,0,0

15,03:30-03:45,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,130.352115,14.406000,0,0,0,0,0

16,03:45-04:00,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,9.233094,335.155590,13.733720,30.896164,130.352115,14.406000,0,0,0,0,0

17,04:00-04:15,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,8.470728,335.155590,13.733720,30.896164,130.352115,14.406000,0,0,0,0,0

18,04:15-04:30,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,26.089361,8.470728,335.155590,13.733720,30.896164,130.352115,14.406000,0,0,0,0,0

19,04:30-04:45,61.220744,0.000000,0.000000,405.711376,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,8.414256,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

20,04:45-05:00,61.220744,0.000000,0.000000,319.747124,4.102917,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,661.154676,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,8.414256,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

21,05:00-05:15,61.220744,0.000000,0.000000,194.548228,4.102917,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,19.618729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,42.501638,74.770982,0.000000,119.454552,590.627894,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,8.273078,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

22,05:15-05:30,61.220744,0.000000,0.000000,127.320228,8.791965,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.942301,74.770982,0.000000,119.454552,586.153729,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,8.188370,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

23,05:30-05:45,61.220744,0.000000,0.000000,115.998457,11.722619,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.942301,74.770982,0.000000,119.454552,526.349717,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,8.138393,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

24,05:45-06:00,61.220744,0.000000,0.000000,145.157353,75.282662,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.942301,74.770982,0.000000,119.454552,539.166700,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,30.693366,7.877777,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

25,06:00-06:15,61.220744,0.000000,0.000000,145.157353,75.282662,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,2.460545,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,501.492740,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,33.762703,7.902060,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

26,06:15-06:30,61.220744,0.000000,0.000000,145.157353,75.282662,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,2.460545,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,37.643498,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,453.472740,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,33.762703,8.007662,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

27,06:30-06:45,61.220744,0.000000,0.000000,145.157353,75.282662,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,2.460545,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,436.185540,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,33.762703,8.329549,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

28,06:45-07:00,61.220744,0.000000,0.000000,145.157353,75.282662,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,4.921090,17.217729,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,41.382964,74.770982,0.000000,119.454552,436.185540,0.000000,0.000000,26.544476,6.262576,125.409128,0.000000,6.478393,46.915278,33.762703,8.329549,335.155590,13.349560,30.896164,130.352115,14.406000,0,0,0,0,0

29,07:00-07:15,61.220744,0.000000,0.000000,142.004072,75.282662,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,11.564561,16.098897,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,33.325976,74.770982,0.000000,119.454552,436.185540,0.000000,0.000000,21.372357,6.262576,125.409128,0.000000,6.478393,46.915278,33.762703,8.611907,335.155590,13.349560,30.896164,135.821305,14.406000,0,0,0,0,0

30,07:15-07:30,61.220744,0.000000,0.000000,140.924294,8.791965,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,16.098897,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,33.325976,74.770982,0.000000,119.454552,436.185540,0.000000,0.000000,21.372357,6.262576,125.409128,0.000000,6.478393,46.915278,33.762703,8.611907,335.155590,10.847814,30.896164,135.821305,14.406000,0,0,0,0,0

31,07:30-07:45,61.220744,0.000000,0.000000,129.613374,4.102917,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,13.560656,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,27.411449,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,17.254066,12.525153,125.409128,0.000000,6.478393,46.915278,33.762703,8.611907,335.155590,10.847814,24.817696,107.668715,14.406000,0,0,0,0,0

32,07:45:08:00,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,45.592109,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,13.560656,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,27.549554,74.770982,0.000000,119.454552,405.442464,0.000000,0.000000,17.254066,12.525153,125.409128,0.000000,6.478393,46.915278,33.762703,8.611907,335.155590,10.847814,24.817696,107.668715,14.406000,0,0,0,0,0

33,08:00-08:15,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,13.560656,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,27.549554,74.770982,0.000000,119.454552,371.828464,0.000000,0.000000,17.254066,12.525153,125.409128,0.000000,6.478393,46.915278,33.762703,8.611907,335.155590,9.076356,20.553712,90.986567,14.406000,0,0,0,0,0

34,08:15-08:30,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,14.148709,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,27.549554,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,17.254066,12.525153,125.409128,0.000000,6.478393,46.915278,33.762703,8.611907,335.155590,9.076356,20.553712,90.986567,14.406000,0,0,0,0,0

35,08:30-08:45,61.220744,0.000000,0.000000,115.248000,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.956980,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,18.787729,125.409128,0.000000,6.478393,46.915278,33.762703,8.470728,335.155590,9.076356,24.817696,107.668715,14.406000,0,0,0,0,0

36,08:45:09:00,61.220744,0.000000,0.000000,115.248000,16.118602,56.832057,0.000000,38.170138,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.956980,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,18.787729,125.409128,0.000000,6.478393,46.915278,33.762703,8.470728,335.155590,9.076356,24.817696,107.668715,14.406000,0,0,0,0,0

37,09:00:09:15,61.220744,0.000000,0.000000,115.248000,16.118602,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.956980,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,18.787729,125.409128,0.000000,6.478393,46.915278,33.762703,8.470728,335.155590,9.076356,24.817696,107.668715,14.406000,0,0,0,0,0

38,09:15-09:30,61.220744,0.000000,0.000000,115.248000,16.118602,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.660118,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.956980,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,18.787729,125.409128,0.000000,6.478393,46.915278,33.762703,8.470728,335.155590,9.076356,24.817696,107.668715,14.406000,0,0,0,0,0

39,09:30-09:45,61.220744,0.000000,0.000000,115.248000,16.118602,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.966584,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,18.787729,125.409128,0.000000,6.478393,46.915278,33.762703,8.188370,335.155590,9.076356,24.817696,107.668715,14.406000,0,0,0,0,0

40,09:45-10:00,61.220744,0.000000,0.000000,115.248000,16.118602,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.966584,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,18.787729,125.409128,0.000000,6.478393,46.915278,33.762703,8.188370,335.155590,9.076356,24.817696,107.668715,14.406000,0,0,0,0,0

41,10:00-10:15,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.966584,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,0.000000,125.409128,0.000000,6.478393,46.915278,33.762703,8.329549,335.155590,9.173933,24.817696,107.668715,14.406000,0,0,0,0,0

42,10:15-10:30,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.555060,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,11.966584,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,9.807271,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,0.000000,125.409128,0.000000,6.478393,46.915278,33.762703,8.329549,335.155590,9.173933,24.817696,107.668715,14.406000,0,0,0,0,0

43,10:30-10:45,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,1.722381,11.966584,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,6.050816,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,0.000000,125.409128,0.000000,6.478393,46.915278,33.762703,8.329549,335.155590,11.063232,24.817696,107.668715,14.406000,0,0,0,0,0

44,10:45-11:00,61.220744,0.000000,0.000000,115.248000,4.102917,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,1.722381,11.966584,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,3.598998,23.721880,74.770982,0.000000,119.454552,363.991600,0.000000,0.000000,14.655704,0.000000,125.409128,0.000000,6.478393,46.915278,33.762703,8.329549,335.155590,11.063232,24.817696,107.668715,14.406000,0,0,0,0,0

45,11:00-11:15,61.220744,0.000000,0.000000,174.178144,0.000000,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,2.952654,14.594430,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,3.598998,28.721626,74.770982,0.000000,119.454552,366.264483,0.000000,0.000000,15.069122,0.000000,125.409128,0.000000,6.478393,46.915278,36.390055,8.329549,335.155590,11.063232,24.817696,107.668715,14.406000,0,0,0,0,0

46,11:15-11:30,61.220744,0.000000,0.000000,126.138936,0.000000,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,14.594430,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,1.799499,28.721626,74.770982,0.000000,119.454552,366.264483,0.000000,0.000000,18.147526,0.000000,125.409128,0.000000,6.478393,46.915278,36.390055,8.329549,335.155590,11.063232,24.817696,107.668715,14.406000,0,0,0,0,0

47,11:30-11:45,61.220744,0.000000,0.000000,126.138936,0.000000,56.832057,0.000000,29.157744,5.145920,65.137212,0.000000,26.934418,127.656368,0.000000,8.010361,46.579236,0.000000,0.000000,9.596125,14.594430,41.812106,33.451935,0.000000,0.000000,172.835941,0.000000,29.893365,93.212528,0.000000,1.164790,1.799499,28.721626,74.770982,0.000000,119.454552,366.264483,0.000000,0.000000,18.147526,0.000000,125.409128,0.000000,6.478393,46.915278,36.390055,8.329549,335.155590,11.063232,30.896164,135.821305,14.406000,0,0,0,0,0

