Block,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/06022042/L_NR_2012_02,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/20122023/29022024/IEX_LDC_231218_00501,NR/16022024/29022024/HP-36,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/30092023/31122025/SH-07,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,SR/14022024/29022024/SJVN140224NR1518,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01022024/29022024/79,NR/01102023/30042040/GNA_LT_36,NR/16022024/29022024/HP-38,NR/01012024/31032024/ ChanjuII,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/16022024/29022024/HP-45,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/16022024/29022024/HP-40
53,13:00-13:15,89,53.5,33.020000,13.66,189,0,0,15.810000,52.260000,17.84,170.380000,11.550000,53.910000,41.33,92.32,8.180000,0.000000,0.000000,17.83,28.32,46.5,30.800000,96.260000,4.810000,41.33,152.247976,28.31,44,132.120000,28.32,81,30.800000,1.070000,1.390000,15.810000,0.770000,24.07,7.21,46.67,233.33,96.260000,16.210000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

54,13:15-13:30,89,55.5,33.020000,14.66,189,0,0,15.810000,33.690000,18.5,122.250000,11.550000,53.910000,42.33,92.31,8.180000,0.000000,0.000000,18.5,28.32,46.5,30.800000,96.260000,4.810000,42.33,150.5139,28.31,44,132.120000,28.32,81,30.800000,1.070000,1.390000,15.810000,0.770000,24.07,7.21,46.67,233.33,96.260000,16.210000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

55,13:30-13:45,90,72.8,33.020000,19.99,189,0,0,15.810000,33.690000,24.26,111.660000,11.550000,53.910000,53.33,92.31,8.180000,0.000000,0.000000,24.27,28.32,46.5,30.800000,96.260000,4.810000,53.33,148.399886,28.31,45,132.120000,28.32,81,30.800000,1.070000,1.390000,15.810000,0.770000,24.07,7.21,46.67,233.33,96.260000,16.210000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

56,13:45-14:00,90,76.08,33.020000,20.55,189,0,0,15.810000,33.690000,25.36,111.660000,11.550000,53.910000,54,92.32,8.180000,0.000000,0.000000,25.36,28.32,46.5,30.800000,96.260000,4.810000,54,145.214252,28.31,45,132.120000,28.32,81,30.800000,1.070000,1.390000,15.810000,0.770000,24.07,7.81,46.67,233.33,96.260000,16.210000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

57,14:00-14:15,90,77.68,33.020000,25.21,193,14.63,24.07,15.570000,33.690000,25.89,111.660000,11.550000,53.910000,66.67,87.67,8.180000,0.000000,0.000000,25.89,28.32,45,30.800000,96.260000,4.810000,66.67,141.346678,28.31,45,132.120000,28.32,82,30.800000,1.110000,1.430000,15.570000,0.850000,0,8.61,46.67,233.33,96.260000,15.960000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

58,14:15-14:30,87,79.26,33.020000,25.82,186,14.63,24.07,14.880000,33.690000,26.43,111.660000,11.550000,53.910000,67.22,87.7,8.180000,0.000000,0.000000,26.42,28.32,44.42,30.800000,96.260000,4.810000,67.22,136.475678,28.31,43,132.120000,28.32,79,30.800000,1.110000,1.430000,14.880000,0.850000,0,10.01,46.67,233.33,96.260000,15.250000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

59,14:30-14:45,83,80.74,33.020000,26.47,175,14.63,24.07,14.390000,33.690000,26.92,111.660000,11.550000,53.910000,67.43,87.02,8.180000,0.000000,0.000000,26.91,28.32,43.05,30.800000,96.260000,4.810000,67.43,131.107836,28.31,42,132.120000,28.32,75,30.800000,1.110000,1.430000,14.390000,0.850000,0,10.21,46.67,233.33,96.260000,14.750000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

60,14:45-15:00,80,82.27,33.020000,27.04,168,14.63,24.07,13.770000,33.690000,27.43,111.660000,11.550000,53.910000,68.15,83.89,8.180000,0.000000,0.000000,27.42,28.32,41.18,30.800000,96.260000,4.810000,68.15,124.473534,28.31,40,132.120000,28.32,72,30.800000,1.110000,1.430000,13.770000,0.850000,0,10.74,46.67,233.33,96.260000,14.110000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

61,15:00-15:15,78,82.4,33.020000,27.16,161,14.63,24.07,12.840000,33.690000,27.47,111.660000,11.550000,53.910000,68.68,79.95,8.180000,0.000000,0.000000,27.47,28.32,39.36,30.800000,96.260000,4.810000,68.68,115.842122,28.31,39,132.120000,28.32,69,25.350000,1.110000,1.430000,12.840000,0.850000,0,11.14,46.17,230.88,96.260000,13.160000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

62,15:15-15:30,71,82.46,33.020000,27.29,154,14.63,24.07,11.850000,33.690000,27.49,140.540000,11.550000,53.910000,69.55,75.29,8.180000,0.000000,0.000000,27.49,28.32,37.22,30.800000,96.260000,4.810000,69.55,107.11329,28.31,36,132.120000,28.32,66,25.350000,1.110000,1.430000,11.850000,0.850000,0,11.41,43.01,215.04,96.260000,12.150000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

63,15:30-15:45,67,82.53,33.020000,27.39,144,14.63,24.07,10.920000,33.690000,27.51,167.190000,11.550000,53.910000,69.79,70.19,8.180000,0.000000,0.000000,27.51,28.32,35.67,25.980000,96.260000,4.810000,69.79,97.186192,28.31,33,132.120000,28.32,61,25.350000,1.110000,1.430000,10.920000,0.850000,0,11.91,39.82,199.09,96.260000,11.190000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

64,15:45-16:00,60,82.6,33.020000,27.08,130,14.63,24.07,9.850000,52.630000,27.54,167.190000,11.550000,53.910000,70,65.08,8.180000,0.000000,0.000000,27.53,28.32,33,25.980000,96.260000,4.810000,70,86.401798,28.31,30,132.120000,28.32,55,25.350000,1.110000,1.430000,9.850000,0.850000,0,12.53,36.53,182.68,96.260000,10.080000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

65,16:00-16:15,51,81.36,33.020000,26.77,112,14.63,24.07,8.830000,52.630000,27.11,167.190000,11.550000,53.910000,58.33,58.8,8.180000,0.000000,0.000000,27.12,28.32,30.38,25.890000,96.260000,4.810000,58.33,75.45179,28.31,26,132.120000,28.32,48,25.890000,1.150000,1.430000,8.830000,0.850000,0,14.94,32.7,163.48,96.260000,9.050000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

66,16:15-16:30,43,80.16,33.020000,26.77,97,14.63,24.07,7.820000,52.630000,26.72,167.190000,11.550000,53.910000,58.33,51.89,8.180000,0.000000,0.000000,26.72,28.32,26.98,25.890000,96.260000,4.810000,58.33,63.800358,28.31,22,132.120000,28.32,41,25.890000,1.150000,1.430000,7.820000,0.850000,0,15.78,28.77,143.87,96.260000,8.010000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

67,16:30-16:45,36,78.97,33.020000,26.45,81,14.63,24.07,6.610000,52.630000,26.33,167.190000,11.550000,53.910000,58.33,44.55,8.180000,0.000000,0.000000,26.32,31.85,23.36,25.900000,96.260000,4.810000,58.33,51.262404,31.84,18,132.120000,17,34,25.900000,1.150000,1.430000,6.610000,0.850000,0,16.26,24.81,124.05,96.260000,6.770000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

68,16:45-17:00,28,77.74,33.020000,25.54,67,14.63,24.07,5.330000,52.630000,25.92,215.320000,11.550000,53.910000,58.33,37.02,8.180000,0.000000,0.000000,25.91,32.77,18.54,25.900000,96.260000,4.810000,58.33,39.640198,32.77,14,132.120000,7,28,25.900000,1.150000,1.430000,5.330000,0.850000,0,16.48,20.82,104.12,96.260000,5.460000,0.000000,1.660000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

69,17:00-17:15,20,74.87,47.170000,24.55,51,0,0,4.030000,76.320000,24.95,225.910000,11.550000,53.910000,64.01,28.85,8.180000,0.000000,0.000000,24.96,25.61,13,25.550000,96.260000,4.810000,64.01,28.388188,20.15,10,132.120000,1,22,25.550000,1.150000,1.430000,4.030000,0.930000,0,16.53,17.08,85.42,96.260000,4.140000,0.000000,1.660000,0,0,18.290000,0.000000,20.210000,6.740000,5.780000,6.740000,39.070000

70,17:15-17:30,13,71.99,57.740000,23.83,35,0,0,2.670000,76.320000,23.98,225.910000,11.550000,53.910000,63.33,20.36,8.180000,0.000000,0.000000,24,16.9,9,25.550000,96.260000,4.810000,63.33,17.545342,10.48,7,132.120000,0,15,25.550000,1.150000,1.430000,2.670000,0.930000,0,15.87,13.35,66.77,96.260000,2.740000,0.000000,1.660000,0,0,18.290000,0.000000,21.180000,6.740000,5.780000,6.740000,39.070000

71,17:30-17:45,5,79.32,57.740000,23.06,25,0,0,1.740000,76.320000,26.45,225.910000,11.550000,53.910000,66.37,14.25,8.180000,0.000000,0.000000,26.44,9.43,5,25.550000,96.260000,4.810000,66.37,10.648006,4.56,2,132.120000,0,10,25.550000,1.070000,1.430000,1.740000,0.930000,0,15.38,9.54,47.69,96.260000,1.790000,0.000000,1.660000,0,0,18.290000,0.000000,22.140000,6.740000,5.780000,6.740000,39.070000

72,17:45-18:00,1,77.83,57.740000,22.77,18,0,0,1.010000,76.320000,25.94,259.300000,11.550000,53.910000,64.26,10.13,8.180000,0.000000,0.000000,25.94,4.9,3,25.550000,96.260000,4.810000,64.26,5.289906,1.22,1,132.120000,0,7,25.550000,1.070000,1.430000,1.010000,0.930000,0,14.64,5.2,26.02,96.260000,1.040000,0.000000,1.660000,0,0,18.290000,0.000000,22.140000,6.740000,5.780000,6.740000,39.070000

73,18:00-18:15,1,75.66,57.740000,22.53,7,0,0,0.460000,76.320000,25.22,259.300000,11.550000,53.910000,61.87,3.8,8.180000,0.000000,0.000000,25.22,0,1,23.820000,96.260000,4.810000,61.87,1.422332,0,1,132.120000,0,3,23.820000,1.070000,1.430000,0.460000,0.930000,0,19.1,2.93,14.63,96.260000,0.470000,0.000000,1.660000,0,0,18.290000,0.000000,23.100000,6.740000,5.780000,6.740000,0.000000

74,18:15-18:30,0,73.32,57.740000,21.71,1,0,0,0.140000,76.320000,24.45,259.300000,11.550000,82.780000,58.89,0,8.180000,0.000000,0.000000,24.44,0,0,23.820000,96.260000,4.810000,58.89,0,0,0,132.120000,0,1,23.820000,1.070000,1.430000,0.140000,0.930000,0,19.22,1.3,6.51,96.260000,0.140000,0.000000,1.660000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

75,18:30-18:45,0,71.66,57.740000,24.44,1,0,0,0.010000,76.320000,23.88,259.300000,11.550000,99.740000,67.11,0,8.180000,0.000000,0.000000,23.89,0,0,23.820000,96.260000,4.810000,67.11,0,0,0,132.120000,0,0,23.820000,1.070000,1.430000,0.010000,0.690000,0,16.85,0.32,1.63,96.260000,0.010000,0.000000,1.660000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

76,18:45-19:00,0,70.16,57.740000,24.1,0,0,0,0.000000,76.320000,23.38,259.300000,11.550000,99.740000,66.06,0,8.180000,0.000000,0.000000,23.39,0,0,23.820000,96.260000,4.810000,66.06,0,0,0,132.120000,0,0,23.820000,1.070000,1.430000,0.000000,0.690000,0,16.59,0,0,96.260000,0.000000,0.000000,1.660000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

77,19:00-19:15,0,79.32,57.740000,23.88,0,0,0,0.000000,86.830000,26.45,259.300000,11.550000,99.740000,64.56,0,8.180000,0.000000,0.000000,26.44,0,0,23.820000,96.260000,4.810000,64.56,0,0,0,132.120000,0,0,18.830000,1.030000,1.390000,0.000000,0.690000,0,21.06,0,0,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

78,19:15-19:30,0,77.83,57.740000,23.21,0,0,0,0.000000,86.830000,25.94,259.300000,11.550000,99.740000,62.63,0,8.180000,0.000000,0.000000,25.94,0,0,23.820000,96.260000,4.810000,62.63,0,0,0,132.120000,0,0,18.830000,1.030000,1.390000,0.000000,0.690000,0,20.86,0,0,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

79,19:30-19:45,0,75.66,57.740000,22.88,0,0,0,0.000000,86.830000,25.22,259.300000,11.550000,99.740000,61.03,0,8.180000,0.000000,0.000000,25.22,0,0,23.820000,96.260000,4.810000,61.03,0,0,0,132.120000,0,0,23.820000,1.030000,1.390000,0.000000,0.690000,0,20.63,0,0,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

80,19:45-20:00,0,75.16,57.740000,22.42,0,0,0,0.000000,86.830000,25.06,259.300000,11.550000,99.740000,59.47,0,8.180000,0.000000,0.000000,25.05,0,0,23.820000,96.260000,4.810000,59.47,0,0,0,132.120000,0,0,23.820000,1.030000,1.390000,0.000000,0.690000,0,20.66,0,0,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

81,20:00-20:15,0,69.32,57.740000,23.03,0,0,0,0.000000,76.320000,23.11,259.300000,11.550000,70.870000,57.9,0,8.180000,0.000000,0.000000,23.11,0,0,25.550000,96.260000,4.810000,57.9,0,0,0,132.120000,0,0,25.550000,1.030000,1.390000,0.000000,0.770000,0,20.49,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

82,20:15-20:30,0,67.82,47.170000,23.42,0,0,0,0.000000,76.320000,22.61,259.300000,11.550000,53.910000,57.94,0,8.180000,0.000000,0.000000,22.61,0,0,25.550000,96.260000,4.810000,57.94,0,0,0,132.120000,0,0,25.550000,1.030000,1.390000,0.000000,0.770000,0,20.47,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

83,20:30-20:45,0,66.16,57.740000,19.21,0,0,0,0.000000,76.320000,22.06,260.480000,11.550000,53.910000,57.9,0,8.180000,0.000000,0.000000,22.05,0,0,25.550000,96.260000,4.810000,57.9,0,0,0,132.120000,0,0,25.550000,1.030000,1.390000,0.000000,0.770000,0,20.17,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

84,20:45-21:00,0,65.66,57.740000,18.86,0,0,0,0.000000,76.320000,21.88,260.480000,11.550000,53.910000,57.81,0,8.180000,0.000000,0.000000,21.89,0,0,25.550000,96.260000,4.810000,57.81,0,0,0,132.120000,0,0,25.550000,1.030000,1.390000,0.000000,0.770000,0,19.97,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

85,21:00-21:15,0,65.16,57.740000,18.51,0,0,0,0.000000,76.320000,21.72,260.480000,11.550000,53.910000,57.72,0,8.180000,0.000000,0.000000,21.72,0,0,25.550000,96.260000,4.810000,57.72,0,0,0,132.120000,0,0,25.550000,0.990000,1.390000,0.000000,0.770000,0,19.8,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

86,21:15-21:30,0,64.82,57.740000,18.51,0,0,0,0.000000,76.320000,21.61,227.100000,11.550000,53.910000,57.61,0,8.180000,0.000000,0.000000,21.61,0,0,25.550000,96.260000,4.810000,57.61,0,0,0,132.120000,0,0,25.550000,0.990000,1.390000,0.000000,0.770000,0,19.37,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

87,21:30-21:45,0,65.11,57.740000,14.03,0,0,0,0.000000,76.320000,21.72,227.100000,11.550000,53.910000,53.53,0,8.180000,0.000000,0.000000,21.7,0,0,30.800000,96.260000,4.810000,53.53,0,0,0,132.120000,0,0,24.890000,0.990000,1.390000,0.000000,0.770000,0,19.1,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

88,21:45-22:00,0,65.66,57.740000,14.19,0,0,0,0.000000,76.320000,21.88,227.100000,11.550000,53.910000,52.38,0,8.180000,0.000000,0.000000,21.89,0,0,30.800000,96.260000,4.810000,52.38,0,0,0,132.120000,0,0,24.890000,0.990000,1.390000,0.000000,0.770000,0,18.8,0,0,0.000000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,24.060000,6.740000,5.780000,6.740000,0.000000

89,22:00-22:15,0,66.66,57.740000,14.8,0,0,0,0.000000,76.320000,22.22,227.100000,11.550000,53.910000,62.66,0,8.180000,38.140000,0.000000,22.22,0,0,25.550000,96.260000,4.810000,62.66,0,0,0,132.120000,0,0,24.890000,0.990000,1.390000,0.000000,0.690000,0,18.45,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

90,22:15-22:30,0,68.32,57.740000,15.27,0,0,0,0.000000,76.320000,22.79,227.100000,11.550000,53.910000,61.9,0,8.180000,38.140000,0.000000,22.77,0,0,25.550000,96.260000,4.810000,61.9,0,0,0,132.120000,0,0,24.890000,0.990000,1.390000,0.000000,0.690000,0,17.85,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

91,22:30-22:45,0,69.82,53.490000,15.3,0,0,0,0.000000,76.320000,23.29,227.100000,11.550000,53.910000,67.32,0,8.180000,38.140000,0.000000,23.27,0,0,25.550000,96.260000,4.810000,67.32,0,0,0,132.120000,0,0,25.550000,0.990000,1.390000,0.000000,0.690000,0,17.67,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,24.060000,6.740000,5.780000,6.740000,0.000000

92,22:45-23:00,0,70.86,49.250000,15.31,0,0,0,0.000000,76.320000,23.61,227.100000,11.550000,53.910000,66.8,0,8.180000,38.140000,0.000000,23.62,0,0,25.550000,96.260000,4.810000,66.8,0,0,0,132.120000,0,0,25.550000,0.990000,1.390000,0.000000,0.690000,0,17.21,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,24.060000,6.740000,5.780000,6.740000,0.000000

93,23:00-23:15,0,82.12,45.000000,15.38,0,0,0,0.000000,52.260000,27.37,178.970000,11.550000,53.910000,66.28,0,8.180000,38.140000,0.000000,27.38,0,0,25.550000,96.260000,4.810000,66.28,0,0,0,101.070000,0,0,25.550000,0.990000,1.390000,0.000000,0.690000,0,16.01,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,24.060000,6.740000,5.780000,6.740000,0.000000

94,23:15-23:30,0,82.32,40.760000,15.44,0,0,0,0.000000,33.690000,27.45,138.610000,11.550000,53.910000,64.62,0,8.180000,38.140000,0.000000,27.44,0,0,25.550000,96.260000,4.810000,64.62,0,0,0,112.620000,0,0,25.550000,0.990000,1.390000,0.000000,0.690000,0,15.25,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,24.060000,6.740000,5.780000,6.740000,0.000000

95,23:30-23:45,0,82.62,36.510000,15.58,0,0,0,0.000000,33.690000,27.55,111.660000,11.550000,53.910000,64.11,0,8.180000,38.140000,0.000000,27.54,0,0,25.550000,96.260000,4.810000,64.11,0,0,0,123.210000,0,0,25.550000,0.990000,1.390000,0.000000,0.690000,0,14.25,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,24.060000,6.740000,5.780000,6.740000,0.000000

96,23:45-24:00,0,82.68,35.100000,15.75,0,0,0,0.000000,33.690000,27.55,111.660000,11.550000,53.910000,63.53,0,8.180000,38.140000,0.000000,27.56,0,0,25.550000,96.260000,4.810000,63.53,0,0,0,133.800000,0,0,25.550000,0.990000,1.390000,0.000000,0.690000,0,13.65,0,0,0.000000,0.000000,128.010000,1.740000,0,0,18.290000,16.310000,24.060000,6.740000,5.780000,6.740000,0.000000

