Block,Time,NR/16022024/29022024/HP-38,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/23072042/L_NR_2012_04,NR/16022024/29022024/HP-45,NR/01102023/31052040/LT-31,NR/16022024/29022024/HP-36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/79,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/06022042/L_NR_2012_02,NR/16022024/29022024/HP-40,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/19022024/29022024/NVVN/OA/16907,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13
10,02:15-02:30,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.930000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.110000,33.050000,19.270000,0.000000,5.780000,62.630000,25.930000,0.950000,6.740000,0,0,16,0,0,7.01,7.34,30.46,0,0,0,0,0,0,10.16,0,0,0,10.15,0,16,0,0,0

11,02:30-02:45,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.930000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.110000,33.050000,19.270000,0.000000,5.780000,62.630000,25.930000,0.950000,6.740000,0,0,16.67,0,0,7.01,7,30.16,0,0,0,0,0,0,10.06,0,0,0,10.05,0,16.67,0,0,0

12,02:45-03:00,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.930000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.110000,33.050000,19.270000,0.000000,5.780000,62.630000,25.930000,0.950000,6.740000,0,0,16.67,0,0,7.01,6.66,29.12,0,0,0,0,0,0,9.7,0,0,0,9.71,0,16.67,0,0,0

13,03:00-03:15,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,62.630000,25.930000,0.950000,6.740000,0,0,16.33,0,0,7.01,6.66,27.85,0,0,0,0,0,0,9.28,0,0,0,9.28,0,16.33,0,0,0

14,03:15-03:30,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,62.630000,25.930000,0.950000,6.740000,0,0,16.33,0,0,7.01,6.66,26.57,0,0,0,0,0,0,8.85,0,0,0,8.86,0,16.33,0,0,0

15,03:30-03:45,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,52.920000,25.930000,0.950000,6.740000,0,0,15.67,0,0,7.01,6.66,26.15,0,0,0,0,0,0,8.7,0,0,0,8.72,0,15.67,0,0,0

16,03:45-04:00,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,52.920000,25.930000,0.950000,6.740000,0,0,14.67,0,0,7.01,6.66,24.87,0,0,0,0,0,0,8.29,0,0,0,8.29,0,14.67,0,0,0

17,04:00-04:15,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,33.720000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,52.920000,25.930000,0.950000,6.740000,0,0,14,0,0,7.01,6.66,24.02,0,0,0,0,0,0,8,0,0,0,8.01,0,14,0,0,0

18,04:15-04:30,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,52.920000,25.930000,0.950000,6.740000,0,0,14,0,0,7.01,6.66,22.75,0,0,0,0,0,0,7.58,0,0,0,7.58,0,14,0,0,0

19,04:30-04:45,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,52.920000,25.930000,0.950000,6.740000,0,0,13.33,0,0,7.01,6.66,21.9,0,0,0,0,0,0,7.29,0,0,0,7.3,0,13.33,0,0,0

20,04:45-05:00,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,24.090000,18.310000,1.840000,96.350000,200.760000,0.000000,0.000000,6.740000,4.820000,25.930000,1.020000,33.050000,19.270000,0.000000,5.780000,52.920000,25.930000,0.950000,6.740000,0,0,13.33,0,0,7.01,6.66,20.62,0,0,0,0,0,0,6.88,0,0,0,6.87,0,13.33,0,0,0

21,05:00-05:15,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.840000,96.350000,229.670000,0.000000,0.000000,6.740000,4.820000,30.830000,1.020000,33.050000,19.270000,0.000000,5.780000,99.840000,25.370000,0.950000,6.740000,0,0,13.33,0,0,7.01,6.66,20,0,0,0,0,0,0,6.66,0,0,0,6.67,0,13.33,0,0,0

22,05:15-05:30,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,52.670000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.840000,96.350000,260.720000,0.000000,0.000000,6.740000,4.820000,30.830000,1.020000,33.050000,19.270000,0.000000,5.780000,99.840000,25.370000,0.950000,6.740000,0,0,13.33,0,0,7.01,6.66,20,0,0,0,0,0,0,6.66,0,0,0,6.67,0,13.33,0,0,0

23,05:30-05:45,128.130000,11.560000,270.980000,16.320000,0.000000,38.170000,57.440000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.840000,96.350000,260.720000,0.000000,0.000000,6.740000,4.820000,30.830000,1.020000,33.050000,19.270000,0.000000,5.780000,99.840000,25.370000,0.950000,6.740000,0,0,13.33,0,0,7.01,6.66,20,0,0,0,0,0,0,6.66,0,0,0,6.67,0,13.33,0,0,0

24,05:45-06:00,128.130000,11.560000,231.240000,16.320000,0.000000,38.170000,57.440000,0.000000,0.000000,8.190000,0.000000,25.050000,18.310000,1.840000,96.350000,234.040000,0.000000,0.000000,6.740000,4.820000,30.830000,1.020000,47.210000,19.270000,0.000000,5.780000,99.840000,25.370000,0.950000,6.740000,0,0,10.03,0,0,7.01,6.66,20,0,0,0,0,0,0,6.66,0.18,0,0,6.67,0,10.03,0,0,0

25,06:00-06:15,0.000000,11.560000,270.980000,0.000000,0.000000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,25.050000,18.310000,1.840000,96.350000,260.720000,39.110000,0.000000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.000000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,9.89,0,0,7.01,6.66,20,0,0,0,0,0,0,6.66,1.66,0,0,6.67,0,9.89,0,0,0

26,06:15-06:30,0.000000,11.560000,270.980000,0.000000,0.000000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,25.050000,18.310000,1.840000,96.350000,260.720000,39.110000,0.000000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.000000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,9.61,0,0,7.01,6.66,20,0,0,0.01,0,0,0,6.66,3.79,0,0,6.67,0,9.61,0,0,0

27,06:30-06:45,0.000000,11.560000,270.980000,0.000000,0.000000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,24.090000,18.310000,1.840000,96.350000,260.720000,39.110000,0.000000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.000000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,9.1,0,1.77,7.01,6.66,20,0,0,0.01,0,0,0,6.66,6.53,0,0,6.67,1.8,9.1,0,0,0

28,06:45-07:00,0.000000,11.560000,270.980000,0.000000,0.000000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,24.090000,18.310000,1.840000,96.350000,260.720000,39.110000,0.000000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.000000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,8.75,0,5.22,7.01,6.66,20,0,2,0.01,0,0,0,6.66,9.75,0,0,6.67,5.76,8.75,0,0.82807,0

29,07:00-07:15,0.000000,11.560000,270.980000,0.000000,0.000000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,23.120000,18.310000,1.840000,96.350000,260.720000,39.110000,0.000000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.000000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,18.17,0.5,11.64,7.01,6.66,20,0,7,0.28,1,0,0,6.66,0,0,0,6.67,12.94,18.17,0,4.948936,0.05

30,07:15-07:30,0.000000,11.560000,270.980000,0.000000,0.280000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,23.120000,18.310000,1.840000,96.350000,260.720000,39.110000,0.280000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.290000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,17.84,1,20.35,7.01,6.66,20,0,15,1.31,4,1,0,6.66,0,1,0,6.67,21.74,17.84,0,10.482392,0.26

31,07:30-07:45,0.000000,11.560000,270.980000,0.000000,0.710000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,0.710000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,0.730000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,17.63,2,27.5,7.01,6.66,20,0,25,6.65,11,3,0,6.66,0.33,4,1,6.67,27.6,17.63,0,16.532174,1.33

32,07:45:08:00,0.000000,11.560000,270.980000,0.000000,1.540000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,1.540000,6.740000,4.820000,30.830000,1.020000,57.790000,48.180000,1.580000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,17.1,5,26.87,7.01,6.66,20,0,26.87,26.76,18,8,0,6.66,4.98,7,4,6.67,26.86,17.1,0,23.614608,5.35

33,08:00-08:15,0.000000,11.560000,270.980000,0.000000,2.660000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,2.660000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,2.730000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,16.64,8.1,28.9,7.01,6.66,20,0,28.9,38.47,32,18,0,6.66,10.21,13,9,6.67,28.9,16.64,0,32.353182,7.69

34,08:15-08:30,0.000000,11.560000,270.980000,0.000000,3.960000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,3.960000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,4.070000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,15.93,12.44,28.9,7.01,6.66,20,0,28.9,60.17,53,27,0,6.66,19.75,22,14,6.67,28.9,15.93,0,42.514088,12.03

35,08:30-08:45,0.000000,11.560000,270.980000,0.000000,5.500000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,5.500000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,5.640000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,15.81,29.4,7.01,6.66,20,0,29.4,82.22,74,38,0,6.66,29.09,31,19,6.67,29.4,13.33,0,53.395902,16.44

36,08:45:09:00,0.000000,11.560000,270.980000,0.000000,7.000000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,7.000000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,7.170000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,21.61,29.4,7.01,6.66,20,0,29.4,107.79,91,47,0,6.66,38.29,39,23,6.67,29.4,13.33,0,64.34591,21.56

37,09:00:09:15,0.000000,11.560000,270.980000,0.000000,8.380000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,8.380000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,8.590000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,25.31,29.4,7.01,6.66,20,0,29.4,129.18,98,55,9.64,6.66,46.85,42,27,6.67,29.4,13.33,0,72.071316,25.83

38,09:15-09:30,0.000000,11.560000,270.980000,0.000000,9.670000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,9.670000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,9.920000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,28.64,29.4,7.01,6.66,20,0,29.4,150.08,116,62,9.64,6.66,54.55,49,31,6.67,29.4,13.33,0,81.910736,30.01

39,09:30-09:45,0.000000,11.560000,270.980000,0.000000,10.860000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,10.860000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,11.130000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,31.78,30.25,6.01,6.66,20,0,30.25,179.71,126,67,9.64,6.66,61.74,54,34,6.67,30.25,13.33,0,91.272798,35.94

40,09:45-10:00,0.000000,11.560000,270.980000,0.000000,12.020000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,12.020000,6.740000,4.820000,30.830000,1.070000,57.790000,48.180000,12.330000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,34.44,30.25,6.01,6.66,20,0,30.25,197.82,140,75,9.64,6.66,68.39,60,37,6.67,30.25,13.33,0,100.138018,39.56

41,10:00-10:15,0.000000,11.560000,270.980000,0.000000,13.190000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,13.190000,6.740000,4.820000,30.830000,1.110000,57.790000,48.180000,13.510000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,38.44,30.25,5.01,6.66,20,0,30.25,214.42,158,80,9.64,6.66,76.69,67,40,6.67,30.25,13.33,0,108.194652,42.88

42,10:15-10:30,0.000000,11.560000,270.980000,0.000000,14.120000,0.000000,86.910000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,14.120000,6.740000,4.820000,30.830000,1.110000,57.790000,48.180000,14.480000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,40.61,30.25,5.01,6.66,20,0,30.25,229.49,168,85,9.64,6.66,82.34,72,43,6.67,30.25,13.33,0,115.569346,45.9

43,10:30-10:45,0.000000,11.560000,240.880000,0.000000,14.890000,0.000000,67.960000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,234.040000,39.110000,14.890000,6.740000,4.820000,30.830000,1.110000,47.210000,48.180000,15.260000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,42.58,30.25,5.01,6.66,20,0,30.25,237.5,179,91,9.64,6.66,87.16,76,45,6.67,30.25,13.33,0,128.272914,47.5

44,10:45-11:00,0.000000,11.560000,270.980000,0.000000,15.580000,0.000000,67.960000,0.000000,0.000000,8.190000,48.180000,0.000000,18.310000,1.740000,96.350000,260.720000,39.110000,15.580000,6.740000,4.820000,30.830000,1.110000,33.050000,48.180000,15.960000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,44.36,30.22,5.01,6.66,20,0,30.22,237.5,189,93,9.64,6.66,91.02,81,46,6.67,30.21,13.33,0,133.338754,47.5

45,11:00-11:15,0.000000,11.560000,270.980000,0.000000,16.130000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,16.130000,6.740000,4.820000,30.830000,1.110000,47.210000,48.180000,16.530000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,45.77,30.22,5.01,6.66,20,0,30.22,237.5,196,93,5.78,6.66,93.78,84,47,6.67,30.21,13.33,0,137.936978,47.5

46,11:15-11:30,0.000000,11.560000,270.980000,0.000000,16.530000,0.000000,86.910000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,16.530000,6.740000,4.820000,30.830000,1.110000,47.210000,48.180000,16.940000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,46.45,30.22,5.01,6.66,20,0,30.22,237.5,200,93,5.78,6.66,94.72,85,47,6.67,30.21,13.33,0,141.79481,47.5

47,11:30-11:45,0.000000,11.560000,270.980000,0.000000,16.620000,0.000000,76.400000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,16.620000,6.740000,4.820000,30.830000,1.200000,33.050000,48.180000,17.040000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,47.11,30.22,5.01,6.66,20,0,30.22,237.5,196,93,5.78,6.66,94.76,84,47,6.67,30.21,13.33,0,144.785604,47.5

48,11:45-12:00,0.000000,11.560000,270.980000,0.000000,16.620000,0.000000,76.400000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,16.620000,6.740000,4.820000,30.830000,1.200000,33.050000,48.180000,17.040000,5.780000,99.840000,30.830000,0.950000,6.740000,0,0,13.33,47.75,30.22,5.01,6.66,20,0,30.22,237.5,196,93,5.78,6.66,94.75,84,47,6.67,30.21,13.33,0,147.776398,47.5

49,12:00-12:15,0.000000,11.560000,270.980000,0.000000,16.620000,0.000000,76.400000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,16.620000,6.740000,4.820000,30.830000,1.200000,57.790000,48.180000,17.040000,5.780000,81.900000,30.830000,0.950000,6.740000,0,0,13.33,48.17,30.22,5.01,6.66,20,0,30.22,237.5,196,93,5.78,6.66,94.73,84,47,6.67,30.21,13.33,0,157.196912,47.5

50,12:15-12:30,0.000000,11.560000,270.980000,0.000000,16.620000,0.000000,76.400000,0.000000,0.000000,8.190000,96.350000,0.000000,18.310000,1.840000,96.350000,260.720000,39.110000,16.620000,6.740000,4.820000,30.830000,1.200000,57.790000,48.180000,17.040000,5.780000,81.900000,30.830000,0.950000,6.740000,0,0,13.33,48.24,30.22,5.01,6.66,20,0,30.22,237.5,196,93,5.78,6.66,94.73,84,47,6.67,30.21,13.33,0,157.362526,47.5

