Block,Time Block,UNCHAHAR2,UNCHAHAR1,KHSTPP-II,SIMHST2,SASAN,RSTPSU7,SIMHST1,SALAL,SEWA2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,RIHAND2,NLCTS2EXP,NNTPP,RAMPUR,RIHAND1,NTPL,PARBATI3,RAPPC,RSTPSU1TO6,PARBATI2,RAPPD,RIHAND3,RAPPB,JHAJJAR,FSTPP I & II,NAPP,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,TelanganaSTPP,TEHRIPSP,TEHRI,DHAULIGNGA,DADRT2,DULHASTI,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,TANDA2,SINGRAULI_HYDRO,TANAKPUR,TALST2,TALA,KHSTPP-I,KGSU3AND4,SINGRAULI,KUDGI,KOTESHWR,KGSU1AND2,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,DADRI_RF,ANTA_LF,UNCHAHAR4,VALLURNTECL,AURY_GF,URI2,ANTA_GF,UNCHAHAR3,AURY_CRF,ANTA_CRF,ANTA_RF,URI,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,28.75,13.05,142.63,0,265.09,0,0,65.94,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,0,0,8.14,53.26,32.64,12.54,45.32,20.09,0,5.34,0.92,11.46,0,16.95,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,23.99,0,17.39,0,0,0,36.1,0,0,0,0,0,0

55,13:30-13:45,28.75,13.05,142.63,0,265.09,0,0,64.82,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,0,0,28.33,53.26,32.64,12.54,45.32,20.49,11.4,5.34,0.92,11.46,0,16.97,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,23.99,0,17.39,0,0,0,29.73,0,0,0,0,0,0

56,13:45-14:00,28.75,13.05,142.63,0,265.09,0,0,64.82,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,0,0,48.53,53.26,32.64,12.54,45.32,20.88,11.4,5.34,0.92,11.46,0,17.02,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,23.99,0,17.39,0,0,0,29.73,0,0,0,0,0,0

57,14:00-14:15,28.75,13.05,142.63,0,265.09,0,0,64.82,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,0,0,48.53,53.26,32.64,12.54,45.32,19.03,25.54,5.34,0.92,11.46,0,16.03,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,29.73,0,0,0,0,0,0

58,14:15-14:30,28.75,13.05,142.63,0,265.09,0,0,64.82,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,0,0,48.53,53.26,32.64,12.54,45.32,24.04,40.54,5.34,0.92,11.46,0,16.03,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,29.73,0,0,0,0,0,0

59,14:30-14:45,37.79,18.38,142.63,0,265.09,0,0,64.82,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,133.71,18.04,23.54,0,0,0,169.07,0,0,0,0,0,94.78,53.26,32.64,12.54,45.32,20.76,40.54,5.34,0.92,11.46,0,16.03,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,23.35,0,0,0,25.48,0,0,0,0,0,0

60,14:45-15:00,37.79,18.38,142.63,0,265.09,0,0,64.82,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,0,62.78,0,0,0,125.84,0,133.71,18.04,23.54,0,0,0,169.07,0,0,0,0,0,142.87,53.26,32.64,12.54,45.32,22.2,40.54,5.34,0.92,11.46,0,16.03,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,23.35,0,0,0,25.48,0,0,0,0,0,0

61,15:00-15:15,37.79,18.38,142.63,0,254.28,0,0,78.23,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,3.58,62.78,0,0,0,125.84,0,133.71,18.04,23.54,0,0,0,169.07,0,0,0,0,0,142.87,53.26,32.64,12.54,45.32,20.68,40.54,5.34,0.92,11.46,0,16.03,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,23.35,0,0,0,25.48,0,0,0,0,0,0

62,15:15-15:30,37.79,18.38,142.63,0,254.28,0,0,78.23,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,17.87,62.78,0,0,0,125.84,0,133.71,18.04,23.54,0,0,0,169.07,0,0,0,0,0,94.78,53.26,32.64,12.54,45.32,21.77,40.54,5.34,0.92,11.46,0,16.03,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,23.35,0,0,0,25.48,0,0,0,0,0,0

63,15:30-15:45,26.8,12.87,142.63,0,254.28,0,0,78.23,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,34.32,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,13.72,0,48.53,53.26,32.64,6.27,45.32,23.71,40.54,5.34,0.92,11.46,0,15.74,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,25.48,0,0,0,0,0,0

64,15:45-16:00,26.8,12.87,142.63,0,254.28,0,0,78.23,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,34.32,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,41.16,0,48.53,53.26,32.64,6.27,45.32,19.34,40.54,5.34,0.92,11.46,0,15.74,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,25.48,0,0,0,0,0,0

65,16:00-16:15,26.8,12.87,142.63,0,254.28,0,0,78.23,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,34.32,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,0,53.26,32.64,6.27,45.32,19.49,40.54,5.34,0.92,11.46,0,15.48,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,25.48,0,0,0,0,0,0

66,16:15-16:30,26.8,12.87,142.63,0,254.28,0,0,78.23,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,34.32,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,50.31,53.26,32.64,6.27,45.32,18.39,40.54,5.34,0.92,11.46,0,15.48,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,25.48,0,0,0,0,0,0

67,16:30-16:45,26.8,12.87,142.63,0,258.56,0,0,77.12,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,34.32,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,50.31,53.26,32.64,6.27,45.32,18.76,40.54,5.34,0.92,11.46,0,14.91,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,25.48,0,0,0,0,0,0

68,16:45-17:00,26.8,12.87,142.63,0,259.69,0,0,77.12,0,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,34.32,62.78,0,0,0,125.84,0,127.46,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,50.31,53.26,32.64,6.27,45.32,19.98,40.54,5.34,0.92,11.46,0,14.91,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,17.39,0,0,0,25.48,0,0,0,0,0,0

69,17:00-17:15,33.82,15.5,142.63,0,259.69,0,0,77.12,5.89,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,37.17,62.78,0,0,0,125.84,0,178.13,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,99.48,53.26,32.64,6.27,45.32,23.61,40.54,5.34,0.92,11.46,0,14.27,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,20.66,0,0,0,36.1,0,0,0,0,0,0

70,17:15-17:30,33.82,15.5,142.63,0,259.69,0,0,77.12,11.75,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,37.17,62.78,0,0,0,125.84,0,178.13,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,137.95,53.26,32.64,6.27,45.32,23.56,40.54,5.34,0.92,11.46,0,14.27,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,26.99,0,20.66,0,0,0,36.1,0,0,0,0,0,0

71,17:30-17:45,43.28,20.82,142.63,0,259.69,0,0,77.12,11.75,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,37.17,62.78,0,0,0,125.84,0,184.38,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,212.85,53.26,32.64,6.27,45.32,21.7,40.54,5.34,0.92,11.46,0,12.72,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,33.98,0,0,0,0,0,0

72,17:45-18:00,43.28,20.82,142.63,0,259.69,0,0,77.12,16.66,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,37.17,62.78,0,0,0,125.84,0,184.38,18.04,23.54,0,0,0,169.07,0,0,0,54.88,0,260.94,53.26,32.64,6.27,45.32,22.89,40.54,5.34,0.92,11.46,0,12.72,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,33.98,0,0,0,0,0,0

73,18:00-18:15,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,36.46,62.78,0,0,0,125.84,0,184.38,18.04,23.54,0,0,0,169.07,0,0,0,55.77,0,309.03,53.26,32.64,12.54,45.32,23.58,40.54,5.34,0.92,11.46,0,12.67,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,31.85,0,0,0,0,0,0

74,18:15-18:30,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,36.46,62.78,0,0,0,125.84,0,184.38,18.04,23.54,0,0,0,169.07,0,0,0,55.77,0,309.03,53.26,32.64,12.54,45.32,20.73,40.54,5.34,0.92,11.46,0,12.39,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,31.85,0,0,0,0,0,0

75,18:30-18:45,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,36.46,62.78,0,0,0,125.84,0,213.23,18.04,23.54,0,0,0,169.07,0,0,0,55.77,0,294.6,53.26,32.64,12.54,45.32,22.95,40.54,5.34,0.92,11.46,0,12.24,43.79,0,129.59,0,9.75,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

76,18:45-19:00,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,36.46,62.78,0,0,0,125.84,0,228.43,18.04,23.54,0,0,0,169.07,0,0,0,56.35,0,347.5,53.26,32.64,12.54,45.32,18.16,40.54,5.34,0.92,11.46,0,12.24,43.79,0,129.59,0,19.51,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

77,19:00-19:15,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,30.03,62.78,0,0,0,125.84,0,241.3,18.04,23.54,0,0,0,169.07,0,0,74.01,56.35,0,424.44,53.26,32.64,12.54,45.32,20.11,40.54,5.34,0.92,11.46,0,12.1,43.79,0,129.59,0,29.27,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

78,19:15-19:30,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,47.19,62.78,0,0,0,125.84,0,243.85,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,501.39,55.47,34.33,19.68,47.7,21.27,40.66,5.34,0.92,11.46,0,11.96,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

79,19:30-19:45,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,47.19,62.78,0,0,0,125.84,0,298.82,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,23.59,40.66,5.34,0.92,11.46,0,11.96,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

80,19:45-20:00,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,47.19,62.78,0,0,0,125.84,0,298.82,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,22.39,40.66,5.34,0.92,11.46,0,12.1,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

81,20:00-20:15,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,47.19,62.78,0,0,0,125.84,0,298.82,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,23.97,40.66,5.34,0.92,11.46,0,12.39,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

82,20:15-20:30,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,47.19,62.78,0,0,0,125.84,0,298.82,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,23.43,40.66,5.34,0.92,11.46,0,12.39,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

83,20:30-20:45,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,298.82,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,24.04,40.66,5.34,0.92,11.46,0,12.53,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,37.16,0,0,0,0,0,0

84,20:45-21:00,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,298.82,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,24.04,40.66,5.34,0.92,11.46,0,12.53,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,37.16,0,0,0,0,0,0

85,21:00-21:15,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,308.44,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,23.61,40.66,5.34,0.92,11.46,0,12.67,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,37.16,0,0,0,0,0,0

86,21:15-21:30,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,21.45,62.78,0,0,0,125.84,0,308.44,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,24.04,40.54,5.34,0.92,11.46,0,12.8,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,37.16,0,0,0,0,0,0

87,21:30-21:45,43.28,19.97,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,21.45,62.78,0,0,0,125.84,0,318.06,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,22.53,40.54,5.34,0.92,11.46,0,12.8,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,38.23,0,0,0,0,0,0

88,21:45-22:00,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,327.68,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,21.6,40.66,5.34,0.92,11.46,0,12.96,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,38.23,0,0,0,0,0,0

89,22:00-22:15,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,20.57,40.66,5.34,0.92,11.46,0,12.96,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,38.23,0,0,0,0,0,0

90,22:15-22:30,43.28,19.97,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,21.25,40.66,5.34,0.92,11.46,0,13.1,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,38.23,0,0,0,0,0,0

91,22:30-22:45,43.28,20.72,142.63,0,259.69,0,0,77.12,18.75,6.91,0,0,8.29,120.48,0,0,5.62,94.56,0,37.17,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,170.66,0,0,148.01,56.35,0,528.39,55.47,34.33,19.68,47.7,21.2,40.66,5.34,0.92,11.46,0,13.23,43.79,0,129.59,0,42.93,0,0,0,0,0,0,0,3.1,0,0,29.98,0,26.63,0,0,0,42.47,0,0,0,0,0,0

92,22:45-23:00,43.28,20.82,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,35.75,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,21.18,40.54,5.34,0.92,11.46,0,13.37,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,29.98,0,26.63,0,0,0,42.47,0,0,0,0,0,0

93,23:00-23:15,43.28,20.82,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,35.75,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,21.63,40.54,5.34,0.92,11.46,0,13.51,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

94,23:15-23:30,43.28,20.82,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,35.75,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,18.62,40.54,5.34,0.92,11.46,0,13.67,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,36.1,0,0,0,0,0,0

95,23:30-23:45,43.28,20.82,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,35.75,62.78,0,0,0,125.84,0,367.11,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,17.65,40.54,5.34,0.92,11.46,0,13.8,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,40.35,0,0,0,0,0,0

96,23:45-24:00,43.28,20.82,142.63,0,259.69,0,0,77.12,17.64,6.78,0,0,8.29,120.48,0,0,5.48,94.56,0,35.75,62.78,0,0,0,125.84,0,367.12,18.04,23.54,0,0,0,169.07,0,0,148.01,56.35,0,528.39,53.26,32.64,12.54,45.32,16.43,40.54,5.34,0.92,11.46,0,13.94,43.79,0,129.59,0,39.02,0,0,0,0,0,0,0,3.1,0,0,25.49,0,26.63,0,0,0,40.35,0,0,0,0,0,0

