Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,45.36,0,103.125,59.0625,0,26.39091,92,0,32.2848,42.392196,0,0,0,48.576,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,20.58,15.00135,20.73185,348.975

2,00:15-00:30,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,30.24,0,103.125,59.0625,0,26.39091,92,0,32.2848,42.392196,0,0,0,48.576,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,20.58,15.00135,20.73185,348.975

3,00:30-00:45,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,15.12,0,103.125,59.0625,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,31.564,147.515625,20.58,15.00135,20.73185,348.975

4,00:45-01:00,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,0,0,103.125,59.0625,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,31.564,147.515625,20.58,15.00135,20.73185,348.975

5,01:00-01:15,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,0,0,103.125,59.0625,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,30.35,147.515625,20.58,15.00135,20.73185,348.975

6,01:15-01:30,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,0,0,103.125,59.0625,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,30.35,147.515625,20.58,15.00135,20.73185,348.975

7,01:30-01:45,686.779957,8.874,49.436556,0,0,0,27.3447,0,70.1727,3.999,0,50.76,39.7296,653.1525,10.278,0.86085,123.665625,0,0,103.125,59.0625,0,26.39091,92,0,13.452,42.392196,0,0,0,13.248,13.3224,46.48,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,76.87,0,0,0,0,0,0,0,0,0,0,33.992,147.515625,20.58,15.00135,20.73185,348.975

