Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_07,NR/01022024/15022024/HP-37,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01022024/29022024/79,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/04022024/04022024/IEX_240203_06275,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01022024/15022024/HP-44,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/15022024/HP-39,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/22052037/LT-59,NR/04022024/04022024/HPX-TAMCTG-030224-06057,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/15022024/HP-35,NR/01102023/19072037/LT-05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/01022024/29022024/SJVN010224NR1469,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08
1,00:00-00:15,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,141.410000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,65.990000,5.770000,230.880000,25.890000,0.000000,0.000000,0,14.07,42.26,35.87,0,0,23.14,0,0,0,0,0,0,0,0,0,35.87,0,14.09,0,0,0,13.2

2,00:15-00:30,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,192.400000,25.890000,0.000000,0.000000,0,14.41,43.24,37.26,0,0,21.14,0,0,0,0,0,0,0,0,0,37.26,0,14.41,0,0,0,13.36

3,00:30-00:45,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,14.79,44.37,39.2,0,0,18.53,0,0,0,0,0,0,0,0,0,39.2,0,14.79,0,0,0,13.61

4,00:45-01:00,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,15.3,45.92,39.64,0,0,18.33,0,0,0,0,0,0,0,0,0,39.64,0,15.31,0,0,0,13.84

5,01:00-01:15,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,15.5,46.53,39.6,0,0,15.13,0,0,0,0,0,0,0,0,0,39.6,0,15.51,0,0,0,14.03

6,01:15-01:30,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,15.63,46.88,39.65,0,0,14.53,0,0,0,0,0,0,0,0,0,39.65,0,15.63,0,0,0,14.25

7,01:30-01:45,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,12.5,37.5,29.33,0,0,14.33,0,0,0,0,0,0,0,0,0,29.33,0,12.5,0,0,0,10.49

8,01:45-02:00,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,12.34,37,30,0,0,13.13,0,0,0,0,0,0,0,0,0,30,0,12.33,0,0,0,10.34

9,02:00-02:15,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,12.34,37,21.67,0,0,11.74,0,0,0,0,0,0,0,0,0,21.67,0,12.33,0,0,0,10.34

10,02:15-02:30,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,12,36,21.67,0,0,10.34,0,0,0,0,0,0,0,0,0,21.67,0,12,0,0,0,10.07

11,02:30-02:45,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,21.67,0,0,9.74,0,0,0,0,0,0,0,0,0,21.67,0,9.17,0,0,0,9.79

12,02:45-03:00,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,21.67,0,0,9.54,0,0,0,0,0,0,0,0,0,21.67,0,9.17,0,0,0,9.79

13,03:00-03:15,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,31.67,0,0,9.14,0,0,0,0,0,0,0,0,0,31.67,0,9.17,0,0,0,7

14,03:15-03:30,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,32.33,0,0,8.34,0,0,0,0,0,0,0,0,0,32.33,0,9.17,0,0,0,7

15,03:30-03:45,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,28.33,0,0,7.74,0,0,0,0,0,0,0,0,0,28.33,0,9.17,0,0,0,7

16,03:45-04:00,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.650000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,28.33,0,0,6.66,0,0,0,0,0,0,0,0,0,28.33,0,9.17,0,0,0,7.16

17,04:00-04:15,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,28,0,0,6.61,0,0,0,0,0,0,0,0,0,28,0,9.17,0,0,0,7.16

18,04:15-04:30,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,0.000000,18.940000,70.140000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,28,0,0,6.61,0,0,0,0,0,0,0,0,0,28,0,9.17,0,0,0,7.16

19,04:30-04:45,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,0.000000,18.940000,65.990000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,27.67,0,0,6.61,0,0,0,0,0,0,0,0,0,27.67,0,9.17,0,0,0,7.16

20,04:45-05:00,0.000000,6.730000,53.870000,1.470000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.340000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,0.000000,18.940000,65.990000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,27.67,0,0,6.61,0,0,0,0,0,0,0,0,0,27.67,0,9.17,0,0,0,7.27

21,05:00-05:15,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.300000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,23.090000,18.940000,65.990000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,27.33,0,0,6.61,0,0,0,0,0,0,0,0,0,27.33,0,9.17,0,0,0,7.27

22,05:15-05:30,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.300000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,23.090000,18.940000,65.990000,5.770000,148.800000,25.890000,0.000000,0.000000,0,9.16,27.5,27.33,0,0,6.61,0,0,0,0,0,0,0,0,0,27.33,0,9.17,0,0,0,7.38

23,05:30-05:45,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,112.550000,8.080000,1.300000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,23.090000,18.940000,65.990000,5.770000,192.400000,25.890000,0.000000,0.000000,0,9.16,27.5,27,0,0,6.61,0,0,0,0,0,0,0,0,0,27,0,9.17,0,0,0,7.49

24,05:45-06:00,0.000000,6.730000,53.870000,1.560000,38.480000,152.460000,11.540000,0.000000,8.180000,4.810000,0.000000,0.000000,141.410000,8.080000,1.300000,96.200000,18.280000,0.000000,6.730000,0.690000,0.000000,0.950000,25.890000,23.090000,18.940000,65.990000,5.770000,230.880000,25.890000,0.000000,0.000000,0,9.16,27.5,27,0,0,6.61,0,0,0,0,0,0,0,0,0,27,0,9.17,0,0,0,7.49

25,06:00-06:15,0.000000,6.730000,53.870000,1.470000,38.480000,0.000000,11.540000,96.200000,8.180000,4.810000,0.000000,0.000000,189.510000,0.000000,1.300000,96.200000,18.280000,51.550000,6.730000,0.690000,0.000000,0.950000,30.780000,23.090000,0.000000,65.990000,5.770000,270.560000,30.780000,0.000000,0.000000,0,9.16,27.5,26.67,0,0,6.61,0,0,0,0,0,0,0,0,0,26.67,0,9.17,0,0,0,7.49

