Block,Time,KKNPPU2,PARBATI3,RIHAND1,SALAL,TANDA2,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,DADRI_LF,BSIUL,KOTESHWR,KUDGI,NAPP,NLCTS2EXP,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,URI,AURY_RF,KHSTPP-I,RIHAND3,SEWA2,UNCHAHAR3,ANTA_LF,BRBCL,CHAMERA1,KGSU3AND4,RAPPB,RIHAND2,SIMHST2,TALA,TALST2,TANAKPUR,UNCHAHAR2,AURY_CRF,AURY_LF,DHAULIGNGA,DULHASTI,KKNP,MAPS,NJPC,NNTPP,RAPPC,SIMHST1,DADRI_GF,DADRT2,KGSU1AND2,KHSTPP-II,NLCEXP,NLCIIST1,NTPL,TEHRI,AURY_GF,DADRI_CRF,CHAMERA3,RSTPSU7,SINGRAULI,URI2,ANTA_GF,DADRI_RF,CHAMERA2,FSTPP I & II,JHAJJAR,KISHANGANGA,KOLDAM,NLCIIST2,SASAN,UNCHAHAR1,VALLURNTECL,ANTA_RF
64,15:45-16:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,49.43,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

65,16:00-16:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,7.68,42.4,0,0,1.32,49.43,0,0,29.08,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,40.11

66,16:15-16:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,7.68,42.4,0,0,1.32,49.43,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,40.11

67,16:30-16:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,7.68,42.4,0,0,1.32,49.43,0,0,39.78,0,52.03,0,0,341.57,0,120.63,0,0,0,14.93,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,343.12,20.84,0,40.11

68,16:45-17:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,7.68,42.4,0,0,1.32,49.43,0,0,39.78,0,52.03,0,0,341.57,0,120.63,0,0,0,14.93,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,351,20.84,0,40.11

69,17:00-17:15,0,0,92,25.57,0,0,0,0,21.92,1.1,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,7.68,42.4,0,0,9.11,49.43,0,0,61.56,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,358.88,20.84,0,40.11

70,17:15-17:30,0,0,92,25.57,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,7.68,42.4,0,0,18.23,49.43,0,0,80.49,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,4,20.8,472.31,0,0,0,366.75,20.84,0,40.11

71,17:30-17:45,0,0,92,25.57,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,11.85,0,0,118.76,0,0,0,7.68,42.4,0,0,27.48,49.43,0,0,99.43,0,52.03,0,0,341.57,0,148.3,0,0,0,46.69,0,0,19.36,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,374.62,20.84,0,40.11

72,17:45-18:00,0,0,92,25.57,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,11.85,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,382.5,20.84,0,40.11

73,18:00-18:15,0,0,92,79.38,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,2.67,0,0,15,28.1,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,390.38,20.84,0,40.63

74,18:15-18:30,0,0,92,79.38,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,7.19,0,0,15,42.15,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,399.38,20.84,0,40.63

75,18:30-18:45,0,0,92,79.38,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,40.85,69.5,45.53,60.02,15.81,0,0,15,42.15,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,365.62,20.84,0,40.63

76,18:45-19:00,0,2.55,92,79.38,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,40.85,69.5,45.53,60.02,15.81,0,0,15,42.15,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,365.62,20.84,0,40.95

77,19:00-19:15,0,5.09,92,25.57,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,15.81,0,0,15,42.15,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,365.62,20.84,0,41.16

78,19:15-19:30,0,33.1,92,12.78,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,15.81,0,0,15,42.15,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,365.62,20.84,0,41.16

79,19:30-19:45,0,49.01,92,12.78,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,2.21,69.5,43.71,60.02,15.81,0,0,15,42.15,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,140.34,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,40.79,20.8,472.31,0,0,0,365.62,20.84,0,41.16

80,19:45-20:00,0,49.01,92,12.78,0,0,0,0,21.92,19.56,8.87,0,41.97,0,0,0,0,2.21,69.5,43.71,60.02,15.81,0,0,15,42.15,0,0,118.76,0,0,0,8.96,42.4,0,0,27.48,32.96,0,0,99.43,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,30.56,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,41.16

81,20:00-20:15,0,49.01,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,4.41,69.5,44.31,60.02,12,0,0,15,42.15,0,0,118.76,0,0,0,8.96,42.4,0,0,18.23,32.96,0,0,80.49,0,52.03,0,0,341.57,0,148.3,0,0,0,62.24,0,0,19.36,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

82,20:15-20:30,0,49.01,92,12.78,0,0,0,0,21.92,1.1,8.87,0,41.97,0,0,0,0,40.85,69.5,44.31,60.02,8.84,0,0,15,14.05,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,61.56,0,52.03,0,0,341.57,0,148.3,0,0,0,61.49,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

83,20:30-20:45,0,33.1,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,40.85,69.5,44.31,60.02,8,0,0,15,14.05,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,44.79,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

84,20:45-21:00,0,5.09,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,4.41,69.5,44.31,60.02,8,0,0,15,14.05,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,44.79,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

85,21:00-21:15,0,2.55,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,8,0,0,15,14.05,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,44.79,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

86,21:15-21:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,8,0,0,15,11.85,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,44.79,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

87,21:30-21:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,8,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

88,21:45-22:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,4.41,69.5,44.31,60.02,8,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,3.33,20.8,472.31,0,0,0,365.62,20.84,0,41.16

89,22:00-22:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,40.85,69.5,44.31,60.02,8,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,41.68

90,22:15-22:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,40.85,69.5,44.31,60.02,8,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,1.32,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,41.68

91,22:30-22:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,6.63,69.5,44.31,60.02,2.67,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,41.68

92,22:45-23:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,41.68

93,23:00-23:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,9.68,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,42.74

94,23:15-23:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,0,0,139.68,4.57,0,65.76,13.17,20.8,472.31,0,0,0,365.62,20.84,0,42.74

95,23:30-23:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,0,0,139.68,4.57,0,65.76,2,20.8,472.31,0,0,0,365.62,20.84,0,42.74

96,23:45-24:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,44.31,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,29.87,0,0,0,0,139.68,4.57,0,65.76,2,20.8,472.31,0,0,0,365.62,20.84,0,42.74

