Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/1196,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/5784,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/4125,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/6187,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6209,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/2414,NR/01102023/06022042/L_NR_2012_07
71,17:30-17:45,42.02,8,5.83,20,10,0,40.74,22,20.22,29.17,11.67,12,12.85,13.58,13.58,32.33,32.34,0,9.81,15.78,0,270.59,19.24,6.64,81.78,3.22,0,0,-0,0,9.88,0,20.44,100.23,3.22,8.66,8.66,254.29,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,2.49,40.89,56.4

72,17:45-18:00,42.02,6,5,13,7,0,39.43,18,19.97,25,11,10,6.5,13.14,13.14,32,32,0,5.15,10.58,0,270.59,19.24,6.64,81.78,2.41,0,0,-0,0,9.88,0,20.44,100.23,2.41,8.66,8.66,253.89,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,1.87,40.89,66.89

73,18:00-18:15,42.02,5,4.5,10,5,0,35.06,13,18.03,22.5,10,10,0,11.68,11.68,32.67,32.66,0,0,6.14,0,270.59,0,6.64,81.78,1.81,0,0,-0,0,9.88,0,20.44,100.23,1.81,8.66,8.66,253.1,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,1.4,40.89,66.89

74,18:15-18:30,42.02,3,3.83,7,3,0,34.82,9,16.97,19.17,8.33,7,0,11.6,11.6,33.33,33.34,0,0,2.52,0,270.59,0,6.64,81.78,1.24,0,0,-0,0,9.88,0,20.44,100.23,1.24,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0.96,40.89,86.78

75,18:30-18:45,42.02,1,2.76,6,3,0,34.79,4,13.21,13.8,5.19,3,0,11.59,11.59,28.33,28.34,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

76,18:45-19:00,42.02,1,1.24,3,2,0,34.76,2,12.96,6.21,1.85,2,0,11.59,11.59,28.33,28.34,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

77,19:00-19:15,42.02,0,0.29,1,1,0,33.24,1,12.79,1.47,0.33,1,0,11.08,11.08,28.59,28.58,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

78,19:15-19:30,42.02,0,0,0,0,0,31.64,0,12.62,0.01,0,0,0,10.55,10.55,28.08,28.07,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

79,19:30-19:45,42.02,0,0,0,0,0,30.35,0,12.48,0,0,0,0,10.11,10.11,27.69,27.69,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

80,19:45-20:00,42.02,0,0,0,0,0,29.54,0,12.35,0,0,0,0,9.85,9.85,27.36,27.36,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

81,20:00-20:15,42.02,0,0,0,0,0,26.55,0,10.15,0,0,0,0,8.85,8.85,27.08,27.07,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

82,20:15-20:30,42.02,0,0,0,0,0,25.83,0,9.1,0,0,0,0,8.61,8.61,26.79,26.79,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

83,20:30-20:45,42.02,0,0,0,0,0,25.07,0,8.39,0,0,0,0,8.35,8.35,26.52,26.52,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

84,20:45-21:00,42.02,0,0,0,0,0,24.28,0,8.13,0,0,0,0,8.09,8.09,26.3,26.31,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

85,21:00-21:15,42.02,0,0,0,0,0,24.34,0,7.99,0,0,0,0,8.11,8.11,26.11,26.12,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

86,21:15-21:30,42.02,0,0,0,0,0,24.4,0,7.9,0,0,0,0,8.13,8.13,25.96,25.97,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,115.44,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

87,21:30-21:45,42.02,0,0,0,0,0,24.45,0,7.84,0,0,0,0,8.15,8.15,25.82,25.83,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

88,21:45-22:00,40.81,0,0,0,0,0,24.52,0,7.79,0,0,0,0,8.17,8.17,25.7,25.69,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

89,22:00-22:15,42.02,0,0,0,0,0,20.9,0,8.47,0,0,0,0,6.96,6.96,26.18,26.17,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

90,22:15-22:30,41.97,0,0,0,0,0,21.63,0,8.89,0,0,0,0,7.22,7.22,26.85,26.86,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

91,22:30-22:45,39.14,0,0,0,0,0,22.38,0,7.38,0,0,0,0,7.46,7.46,23.33,23.33,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

92,22:45-23:00,37.18,0,0,0,0,0,23.13,0,7.5,0,0,0,0,7.71,7.71,23.75,23.76,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,64.18,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

93,23:00-23:15,35,0,0,0,0,0,23.66,0,7.65,0,0,0,0,7.88,7.88,24.01,24,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,70.17,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

94,23:15-23:30,32.83,0,0,0,0,0,24.15,0,7.81,0,0,0,0,8.05,8.05,24.2,24.19,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,70.17,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

95,23:30-23:45,34.43,0,0,0,0,0,24.71,0,8.01,0,0,0,0,8.23,8.23,24.35,24.35,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,70.17,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

96,23:45-24:00,35.34,0,0,0,0,0,25.23,0,8.21,0,0,0,0,8.42,8.42,24.34,24.33,0,0,0,0,270.59,0,6.64,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,260.34,70.17,17.32,4.6,33.67,0,0,20.44,0,20.76,0,40.89,86.78

