Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/1196,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/5784,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/4125,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/6187,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6209,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/2414,NR/01102023/06022042/L_NR_2012_07
1,00:00-00:15,6,0,0,0,0,0,37.01,0,11.33,0,0,0,0,12.33,12.33,36.33,36.34,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,50.99,0,8.66,8.66,214.96,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

2,00:15-00:30,6,0,0,0,0,0,36.49,0,11.67,0,0,0,0,12.17,12.17,36,36,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,50.99,0,8.66,8.66,214.53,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

3,00:30-00:45,6,0,0,0,0,0,34.99,0,12,0,0,0,0,11.67,11.67,30.59,30.58,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,79.85,0,8.66,8.66,248.73,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

4,00:45-01:00,6,0,0,0,0,0,34.01,0,12.33,0,0,0,0,11.33,11.33,30.33,30.34,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,88.51,0,8.66,8.66,246.53,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

5,01:00-01:15,6,0,0,0,0,0,33.49,0,12.33,0,0,0,0,11.17,11.17,29.95,29.95,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,80.82,0,8.66,8.66,245.38,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

6,01:15-01:30,6,0,0,0,0,0,33,0,12,0,0,0,0,11,11,29.47,29.47,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,69.27,0,8.66,8.66,245.61,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

7,01:30-01:45,12.01,0,0,0,0,0,31.01,0,12,0,0,0,0,10.33,10.33,36.63,36.62,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,245.35,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

8,01:45-02:00,12.21,0,0,0,0,0,30,0,11.67,0,0,0,0,10,10,35.76,35.77,0,0,0,0,270.59,19.24,8.51,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,234.62,70.17,17.32,5.9,33.67,0,0,20.44,15.25,20.76,0,40.89,55.44

9,02:00-02:15,12.41,0,0,0,0,0,37.01,0,9.33,0,0,0,0,12.33,12.33,35.62,35.62,0,0,0,0,270.59,19.24,2.13,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,164.62,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

10,02:15-02:30,12.61,0,0,0,0,0,37.99,0,8.67,0,0,0,0,12.67,12.67,35.48,35.48,0,0,0,0,268.51,19.24,2.13,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,127,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

11,02:30-02:45,15.01,0,0,0,0,0,45.11,0,13.33,0,0,0,0,15.04,15.04,35.48,35.48,0,0,0,0,230.9,19.24,2.13,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

12,02:45-03:00,14.61,0,0,0,0,0,44.43,0,13.33,0,0,0,0,14.82,14.82,35.53,35.53,0,0,0,0,192.42,19.24,2.13,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

13,03:00-03:15,20.01,0,0,0,0,0,44.09,0,13.33,0,0,0,0,14.7,14.7,35.34,35.33,0,0,0,0,149.62,19.24,2.13,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

14,03:15-03:30,19.41,0,0,0,0,0,43.18,0,13.33,0,0,0,0,14.39,14.39,35.04,35.03,0,0,0,0,149.62,19.24,2.13,81.78,0,0,0,-0,0,12.65,0,20.44,52.92,0,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

15,03:30-03:45,19.01,0,0,0,0,0,37.69,0,13.33,0,0,0,0,12.57,12.57,34.68,34.69,0,0,0,0,149.62,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

16,03:45-04:00,18.21,0,0,0,0,0,37.43,0,13.33,0,0,0,0,12.47,12.47,34.33,34.34,0,0,0,0,149.62,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

17,04:00-04:15,17.41,0,0,0,0,0,34.59,0,11.33,0,0,0,0,11.54,11.54,29.28,29.28,0,0,0,0,192.42,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,165.18,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

18,04:15-04:30,16.41,0,0,0,0,0,35.1,0,11.33,0,0,0,0,11.7,11.7,29.37,29.36,0,0,0,0,230.9,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

19,04:30-04:45,32.01,0,0,0,0,0,35.68,0,11.67,0,0,0,0,11.9,11.9,29.57,29.57,0,0,0,0,230.9,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

20,04:45-05:00,31.01,0,0,0,0,0,36.3,0,11.67,0,0,0,0,12.1,12.1,29.88,29.87,0,0,0,0,230.9,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

21,05:00-05:15,30.61,0,0,0,0,0,33.15,0,11,0,0,0,0,11.06,11.06,28.98,28.97,0,0,0,0,230.9,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

22,05:15-05:30,30.01,0,0,0,0,0,29.76,0,10.33,0,0,0,0,9.92,9.92,27.49,27.5,0,0,0,0,230.9,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,37.52

23,05:30-05:45,29.41,0,0,0,0,0,26.21,0,9.33,0,0,0,0,8.73,8.73,25.74,25.75,0,0,0,0,250.15,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,157.78,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

24,05:45-06:00,28.61,0,0,0,0,0,22.47,0,8.67,0,0,0,0,7.49,7.49,24.22,24.23,0,0,0,0,250.15,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,52.92,0,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

25,06:00-06:15,27.81,1,0.13,1,0,0,20.9,0,8.33,0.65,0.03,1,3.82,6.96,6.96,22.54,22.55,0,2.61,0.08,0,270.59,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,204.84,70.17,17.32,3.2,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

26,06:15-06:30,27.21,2,0.21,2,1,1,20.12,1,7.67,1.02,1.04,2,6.27,6.71,6.71,20.81,20.8,0,5.09,2.84,0,270.59,19.24,2.13,81.78,0,0,0,-0,0,9.88,0,20.44,100.23,0,8.66,8.66,214.46,70.17,17.32,3.2,81.78,0,0,20.44,15.25,20.76,0,40.89,55.44

27,06:30-06:45,22.41,3,0.79,5,2,4,19.52,3,7.33,3.93,4.11,4,9.08,6.5,6.5,21.26,21.26,0,8.69,6.49,0,270.59,19.24,2.13,81.78,0.95,0,0,-0,0,9.88,0,20.44,100.23,0.95,8.66,8.66,233.7,70.17,17.32,3.2,81.78,0,0,20.44,15.25,20.76,0.73,40.89,55.44

28,06:45-07:00,21.81,4,1.97,7,4,8,18.96,5,7,9.82,6.56,7,12.62,6.33,6.33,20.91,20.91,0,13.28,11.26,0,270.59,19.24,2.13,81.78,1.4,0,0,-0,0,9.88,0,20.44,100.23,1.4,8.66,8.66,233.7,70.17,17.32,3.2,81.78,0,0,20.44,15.25,20.76,1.08,40.89,55.44

29,07:00-07:15,7.01,5,3.47,11,6,12,19.84,7,7.33,17.36,9.48,11,17.88,6.62,6.62,21.32,21.31,0,18.75,16.94,0,270.59,19.24,2.13,81.78,2.12,0,0,-0,0,9.88,0,20.44,100.23,2.12,8.66,8.66,204.84,70.17,17.32,3.2,81.78,0,0,20.44,15.25,20.76,1.64,40.89,55.44

30,07:15-07:30,7.01,7,5.37,16,8,16,20.94,11,7.67,26.86,13.13,13,23.5,6.99,6.99,22.19,22.2,0,25.08,23.19,0,230.9,19.24,2.13,81.78,2.91,0,0,-0,0,9.88,0,20.44,52.92,2.91,8.66,8.66,204.84,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,2.25,40.89,55.44

31,07:30-07:45,7.01,8,7.47,21,11,24,22.37,15,8,37.34,19.5,18,29,7.45,7.45,23.29,23.29,0,31.53,27.98,0,192.42,19.24,4.69,81.78,3.75,0,0,-0,0,9.88,0,20.44,52.92,3.75,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,2.89,40.89,55.44

32,07:45-08:00,7.01,12,9.7,28,14,32,25.54,19,8.33,48.47,24.26,23,33,8.51,8.51,24.65,24.64,0,33,34.01,0,149.62,19.24,4.65,81.78,4.67,0,0,-0,0,9.88,0,20.44,52.92,4.67,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,3.6,40.89,55.44

33,08:00-08:15,7.01,16,12.06,34,17,33,20.14,25,8.33,60.27,30.08,32,33,6.71,6.71,24.77,24.78,0,33,40.12,0,149.62,19.24,4.64,81.78,5.59,0,0,-0,0,9.88,0,20.44,52.92,5.59,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,4.32,40.89,55.44

34,08:15-08:30,7.01,19,14.35,41,20,33,19.72,31,8,71.73,36.12,36,33,6.57,6.57,24.3,24.3,0,33,46.34,0,149.62,19.24,4.64,81.78,6.54,0,0,-0,0,9.88,0,20.44,52.92,6.54,8.66,8.66,169.55,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,5.05,40.89,55.44

35,08:30-08:45,7.01,17,16.97,40,20,33,19.45,30,7.67,84.84,42.1,40,33,6.48,6.48,23.62,23.61,0,33,52.62,0,149.62,19.24,4.64,81.78,7.46,0,0,-0,0,9.88,0,20.44,52.92,7.46,8.66,8.66,121.45,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,5.76,40.89,37.52

36,08:45-09:00,7.01,18,19.92,47,23,33,19.12,33,7.33,99.57,47.92,47,33,6.37,6.37,22.87,22.88,0,33,58.86,0,149.62,19.24,4.64,81.78,8.37,0,0,-0,0,9.88,0,20.44,52.92,8.37,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,6.47,40.89,37.52

37,09:00-09:15,7.01,18,23,52,26,33,18.85,42,7.33,114.97,54.11,53,33,6.29,6.29,22.45,22.44,0,33,65.19,0,149.62,19.24,4.64,81.78,9.69,0,0,-0,0,9.88,0,20.44,52.92,9.69,8.66,8.66,109.68,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,7.48,40.89,37.52

38,09:15-09:30,7.01,20,26.07,57,28,33,18.47,46,7,130.37,60,57,33,6.15,6.15,22.14,22.15,0,33,70.55,0,191.1,19.24,4.64,81.78,10.91,0,0,-0,0,9.88,0,20.44,52.92,10.91,8.66,8.66,135.03,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,8.43,40.89,37.52

39,09:30-09:45,12.6,32,30.32,37,18,33,17.86,49,10,151.6,65.9,57,33,5.96,5.96,30,30,0,33,76.98,0,229.59,19.24,4.64,81.78,12.07,0,0,-0,0,9.88,0,20.44,52.92,12.07,8.66,8.66,144.32,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,9.33,40.89,37.52

40,09:45-10:00,13.6,34,33.39,40,20,33,17.81,52,10,166.92,71.59,62,33,5.94,5.94,30.67,30.66,0,33,83.18,0,268.07,19.24,4.64,81.78,13.2,0,0,-0,0,9.88,0,20.44,52.92,13.2,8.66,8.66,111.8,70.17,17.32,3.21,81.78,0,0,20.44,15.25,20.76,10.2,40.89,37.52

41,10:00-10:15,13.01,30,36.52,60,30,33,30,63,10,182.6,76.01,60,33,10,10,31.67,31.66,0,33,88.91,0,270.59,19.24,6.64,81.78,13.77,0,0,-0,0,9.88,0,20.44,52.92,13.77,8.66,8.66,110.72,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,10.63,40.89,37.52

42,10:15-10:30,13.81,30,39.59,61,31,33,30,66,10,197.93,80.17,65,33,10,10,32.67,32.66,0,33,99.66,0,270.59,19.24,6.64,81.78,14.29,0,0,-0,0,9.88,0,20.44,52.92,14.29,8.66,8.66,112.55,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,11.05,40.89,37.52

43,10:30-10:45,14.81,32,42.71,63,32,33,30,70,10,213.57,84.44,70,33,10,10,33.33,33.34,0,33,101.14,0,270.59,19.24,6.64,81.78,14.81,0,0,-0,0,9.88,0,20.44,52.92,14.81,8.66,8.66,112.62,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,11.45,40.89,37.52

44,10:45-11:00,15.61,33,43.92,67,33,33,30,75,9.53,219.61,88.37,72,33,10,10,33.33,33.34,0,33,102.08,0,270.59,19.24,6.64,81.78,15.33,0,0,-0,0,9.88,0,20.44,52.92,15.33,8.66,8.66,113.57,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,11.84,40.89,37.52

45,11:00-11:15,15.01,28,44.58,83,42,33,30,78,9.9,222.89,90.94,74,33,10,10,33.33,33.34,0,33,102.66,0,270.59,19.24,6.64,81.78,15.81,0,0,-0,0,9.88,0,20.44,52.92,15.81,8.66,8.66,114.23,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,12.21,40.89,37.52

46,11:15-11:30,15.01,28,45.39,85,43,33,30,81,11,226.93,93.12,76,33,10,10,33.33,33.34,0,33,102.55,0,270.59,19.24,6.64,81.78,16.25,0,0,-0,0,9.88,0,20.44,52.92,16.25,8.66,8.66,115.22,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,12.56,40.89,37.52

47,11:30-11:45,9,39,45.75,87,43,33,33.06,81,9.09,228.76,96.67,83,33,11.03,11.03,33.85,33.84,0,33,105.28,0,270.59,19.24,6.64,81.78,16.68,0,0,-0,0,9.88,0,20.44,52.92,16.68,8.66,8.66,115.57,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,12.89,40.89,37.52

48,11:45-12:00,9,40,45.41,87,43,33,36.76,81,10.19,227.06,96.67,83,33,12.26,12.26,37.95,37.96,0,33,107.75,0,270.59,19.24,6.64,81.78,17.03,0,0,-0,0,9.88,0,20.44,52.92,17.03,8.66,8.66,115.16,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,13.16,40.89,37.52

49,12:00-12:15,8,42,44.93,83,42,33,35.48,76,8.68,224.62,96.67,80,33,11.83,11.83,23.52,23.52,0,33,110.04,0,270.59,19.24,6.64,81.78,17.1,0,0,-0,0,9.88,0,20.44,52.92,17.1,8.66,8.66,109.68,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,13.21,40.89,37.52

50,12:15-12:30,8,44,44.46,83,42,33,36,76,9.79,222.31,96.67,80,33,12,12,25.63,25.62,0,33,112.22,0,270.59,19.24,6.64,81.78,17.06,0,0,-0,0,9.88,0,20.44,52.92,17.06,8.66,8.66,109.68,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,13.19,40.89,37.52

51,12:30-12:45,8,40,43.9,77,38,33,36.79,70,11.1,219.52,96.67,80,33,12.27,12.27,27.95,27.96,0,33,113,0,270.59,19.24,6.64,81.78,17.01,0,0,-0,0,9.88,0,20.44,52.92,17.01,8.66,8.66,109.68,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,13.14,40.89,37.52

52,12:45-13:00,8,40,43.24,77,38,33,38.4,70,12.68,216.18,96.67,80,33,12.8,12.8,30.5,30.5,0,33,113.28,0,270.59,19.24,6.64,81.78,16.92,0,0,-0,0,9.88,0,20.44,52.92,16.92,8.66,8.66,109.68,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,13.07,40.89,37.52

53,13:00-13:15,12.01,40,42.56,67,33,33,39.6,60,20,212.81,96,86,33,13.2,13.2,40,40,0,33,112.49,0,258.89,19.24,6.64,81.78,14.55,0,0,-0,0,9.88,0,20.44,52.92,14.55,8.66,8.66,109.68,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,11.24,40.89,37.52

54,13:15-13:30,13.01,40,41.81,67,33,33,40.8,60,19.33,209.05,92.67,86,33,13.6,13.6,39.33,39.34,0,33,98.96,0,245.58,19.24,6.64,81.78,14.35,0,0,-0,0,9.88,0,20.44,52.92,14.35,8.66,8.66,109.68,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,11.09,40.89,37.52

55,13:30-13:45,13.41,35,36.65,67,33,33,42,69,18.67,183.26,88.67,87,33,14,14,38.67,38.66,0,33,103.6,0,270.59,19.24,6.64,81.78,14.26,0,0,-0,0,9.88,0,20.44,52.92,14.26,8.66,8.66,169.55,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,11.02,40.89,55.44

56,13:45-14:00,16.61,35,35.24,67,33,33,43.99,69,18.29,176.2,84.33,87,33,14.67,14.67,39,39,0,33,101.47,0,270.59,19.24,6.64,81.78,14.22,0,0,-0,0,9.88,0,20.44,52.92,14.22,8.66,8.66,169.55,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,10.99,40.89,55.44

57,14:00-14:15,20.01,33,29.78,73,37,33,48,69,18.33,148.88,77.31,87,33,16,16,38.33,38.34,0,33,98.69,0,232.11,19.24,6.64,81.78,14.05,0,0,-0,0,9.88,0,20.44,52.92,14.05,8.66,8.66,169.55,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,10.85,40.89,55.44

58,14:15-14:30,23.81,33,28.17,73,37,33,52.01,67,18.67,140.83,70.37,85,33,17.33,17.33,37.33,37.34,0,33,95.48,0,255.06,19.24,6.64,81.78,13.87,0,0,-0,0,9.88,0,20.44,52.92,13.87,8.66,8.66,169.55,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,10.72,40.89,55.44

59,14:30-14:45,26.81,33,26.56,72,36,33,54,63,24.54,132.77,55.96,75,33,18,18,37.02,37.01,0,33,86.88,0,270.59,19.24,6.64,81.78,13.67,0,0,-0,0,9.88,0,20.44,52.92,13.67,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,10.56,40.89,55.44

60,14:45-15:00,29.81,32,24.94,70,35,33,55.99,60,25.33,124.72,50.61,72,33,18.67,18.67,36.66,36.66,0,33,94.64,0,270.59,19.24,6.64,81.78,13.4,0,0,-0,0,9.88,0,20.44,52.92,13.4,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,10.37,40.89,55.44

61,15:00-15:15,31.41,28,24.13,67,33,33,58.5,57,18.33,120.64,52.68,65,33,19.51,19.51,36.53,36.53,0,33,77.29,0,270.59,19.24,6.64,81.78,12.94,0,0,-0,0,9.88,0,20.44,52.92,12.94,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,9.99,40.89,55.44

