Block,Time,SINGRAULI_HYDRO,RAPPB,DADRI_RF,CHAMERA3,TANAKPUR,AURY_CRF,UNCHAHAR3,TEHRI,URI,AURY_GF,KOLDAM,SALAL,URI2,DHAULIGNGA,TANDA2,KISHANGANGA,UNCHAHAR2,UNCHAHAR4,JHAJJAR,AURY_RF,RIHAND3,CHAMERA2,ANTA_CRF,SEWA2,UNCHAHAR1,SINGRAULI,DULHASTI,DADRI_GF,RIHAND1,RAMPUR,ANTA_GF,BRBCL,DADRI_CRF,NAPP,DADRI_LF,NJPC,BSIUL,SASAN,ANTA_LF,KOTESHWR,KHSTPP-I,DADRT2,ANTA_RF,RIHAND2,TALA,FSTPP I & II,KHSTPP-II,CHAMERA1,PARBATI3,AURY_LF,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.644509,0.000000,0.000000,0.000000,6.165453,0.000000,0.000000,0.000000,40.382995,0.000000,0.000000,24.607906,28.487569,0.000000,0.000000,0.000000,26.921130,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,8.035015,134.099806,0.000000,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,0.000000,6.276922,369.277425,0.000000,8.067551,44.663754,360.975000,0.000000,113.707125,0.000000,15.426724,141.753342,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

2,00:15-00:30,0.644509,0.000000,0.000000,0.000000,6.165453,0.000000,0.000000,0.000000,40.382995,0.000000,0.000000,24.607906,28.487569,0.000000,0.000000,0.000000,26.921130,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,8.035015,134.099806,0.000000,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,0.000000,6.276922,369.277425,0.000000,8.067551,44.663754,360.975000,0.000000,113.707125,0.000000,15.426724,141.753342,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

3,00:30-00:45,0.644509,0.000000,0.000000,0.000000,6.165453,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,28.487569,0.000000,0.000000,0.000000,26.182720,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,8.035015,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,0.000000,12.553844,369.277425,0.000000,8.067551,34.673911,360.975000,0.000000,113.707125,0.000000,12.600241,141.753342,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

4,00:45-01:00,0.644509,0.000000,0.000000,0.000000,6.165453,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,28.487569,0.000000,0.000000,0.000000,26.182720,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,8.035015,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,0.000000,12.553844,369.277425,0.000000,8.067551,34.673911,360.975000,0.000000,113.707125,0.000000,12.600241,141.753342,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

5,01:00-01:15,0.644509,0.000000,0.000000,0.000000,6.165453,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,28.487569,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,0.000000,12.553844,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

6,01:15-01:30,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,28.487569,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,0.000000,12.553844,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

7,01:30-01:45,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.382995,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,12.553844,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

8,01:45-02:00,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.382995,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.198165,0.000000,41.944717,0.000000,21.877973,12.553844,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

9,02:00-02:15,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,12.553844,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

10,02:15-02:30,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,13.796188,0.000000,41.944717,0.000000,21.877973,12.553844,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

11,02:30-02:45,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,6.276922,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

12,02:45-03:00,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,6.276922,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

13,03:00-03:15,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.382995,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,6.276922,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

14,03:15-03:30,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.382995,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,6.276922,369.277425,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

15,03:30-03:45,0.644509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.006733,0.000000,0.000000,24.607906,30.704420,0.000000,0.000000,0.000000,22.447832,0.000000,345.804424,0.000000,119.040531,0.000000,0.000000,0.000000,6.738200,134.099806,15.862543,0.000000,88.559200,0.000000,0.000000,14.438987,0.000000,41.944717,0.000000,21.877973,6.276922,371.322950,0.000000,8.067551,28.536855,360.975000,0.000000,113.707125,0.000000,12.600241,93.824718,0.000000,0.000000,0.000000,51.793271,0,0,0,0,0

