Block,Time,LT-35,L_NR_2020_02,LT-31,L_NR_2012_02,LT-59,SH-06,SH-07,L_NR_2012_01,L_NR_2012_07,L_NR_2023_04,LT-36,L_NR_2019_11,L_NR_2012_04,LT-05,L_NR_2022_10,L_NR_2021_16,L_NR_2023_07,L_NR_2021_14,L_NR_2019_07,L_NR_2020_05,L_NR_2019_05,L_NR_2021_15,L_NR_2022_08,L_NR_2023_10,L_NR_2020_06,L_NR_2018_61,L_NR_2021_12,L_NR_2022_09,L_NR_2020_07,L_NR_2021_17,L_NR_2021_13,L_NR_2019_19,L_NR_2019_06
21,05:00-05:15,0.000000,6.740000,0.000000,145.100000,8.330000,30.950000,30.950000,101.320000,56.100000,29.780000,0.000000,7.390000,272.050000,58.050000,21.08,0,0,0,0,30.1,0,0,10.98,0,10.03,6.6,0,21.08,10.05,0,0,0,0

22,05:15-05:30,0.000000,6.740000,0.000000,145.100000,8.330000,30.950000,30.950000,101.320000,56.100000,29.780000,0.000000,7.390000,272.050000,58.050000,20.75,0,0,0,0,29.33,0,0,10.39,0,9.77,6.6,0,20.75,9.78,0,0,0,0

23,05:30-05:45,0.000000,6.740000,0.000000,145.100000,8.330000,30.950000,30.950000,101.320000,56.100000,29.780000,0.000000,7.390000,272.050000,58.050000,20.01,0,0,0,0,28.42,0,0,9.99,0,9.47,6.6,0,20.01,9.49,0,0,0,0

24,05:45-06:00,0.000000,6.740000,0.000000,145.100000,8.330000,30.950000,30.950000,101.320000,56.100000,28.820000,0.000000,7.390000,272.050000,58.050000,19.2,0.67,0,0.18,0,27.7,0,0,9.61,0,9.23,6.6,0,19.2,9.24,0.33,0,0.214544,0

25,06:00-06:15,0.000000,6.740000,0.000000,145.100000,8.250000,30.950000,30.950000,101.320000,56.100000,28.820000,0.000000,7.390000,272.050000,58.050000,18.58,3.33,0,1.66,1.45,26.47,4.32,0,9.33,0,8.82,6.6,0,18.58,8.83,1.67,0,0.409584,4.37

26,06:15-06:30,0.020000,6.740000,0.020000,145.100000,8.250000,30.950000,30.950000,101.320000,56.100000,28.820000,0.020000,7.390000,272.050000,58.050000,18.02,6,1.46,3.79,3,25.48,8.64,0.27,8.89,0.62,8.49,6.6,0.09,18.02,8.49,3,0.02,2.574528,9.5

27,06:30-06:45,0.150000,6.740000,0.150000,145.100000,7.930000,30.950000,30.950000,101.320000,56.100000,27.850000,0.150000,7.390000,272.050000,58.050000,21.44,7.33,5.15,6.53,8,31.83,15.55,0.79,13,2.21,10.61,6.6,2.99,21.44,10.61,3.67,0.6,6.53384,16.16

28,06:45-07:00,0.420000,6.740000,0.420000,145.100000,7.930000,30.950000,30.950000,101.320000,56.100000,27.850000,0.430000,7.390000,272.050000,58.050000,20.88,7.33,11.32,9.75,15,31.38,24.19,1.89,12.74,4.85,10.46,6.6,7.73,20.88,10.46,3.67,1.55,11.780416,30.41

29,07:00-07:15,0.790000,6.610000,0.790000,145.100000,7.930000,30.950000,30.950000,101.320000,56.100000,26.880000,0.810000,7.240000,272.050000,58.050000,20.55,10,20.02,13.28,22,32.11,31.48,3.61,12.54,8.58,10.7,6.6,15.38,20.55,10.71,5,3.08,18.245992,31.47

30,07:15-07:30,1.140000,6.610000,1.140000,145.100000,7.930000,30.950000,30.950000,101.320000,56.100000,26.880000,1.170000,7.240000,272.050000,58.050000,20.75,12,30.86,18.07,28.82,32.74,28.82,6,11.89,13.23,10.91,6.6,24.22,20.75,10.93,6,4.84,24.838344,28.81

31,07:30-07:45,2.020000,6.610000,2.020000,174.110000,7.930000,30.950000,30.950000,101.320000,56.100000,26.880000,2.060000,7.240000,272.050000,58.050000,21.43,16,45.5,19.22,30.33,33.19,30.33,8,10.89,19.5,11.06,6.6,43.89,21.43,11.08,8,8.78,34.249024,30.34

32,07:45:08:00,2.870000,6.610000,2.870000,174.110000,7.930000,30.950000,30.950000,101.320000,56.100000,26.880000,2.940000,7.240000,272.050000,58.050000,21.88,23.33,56,25.57,30.83,32.01,30.83,14.5,10.33,24,10.67,5.6,59.58,21.88,10.67,11.67,11.92,44.157056,30.84

33,08:00-08:15,3.310000,6.610000,3.310000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,26.880000,3.400000,7.240000,272.050000,58.050000,20.01,27.33,66.5,28.33,32,31.43,32,17.5,9.93,28.5,10.48,5.6,77.38,20.01,10.47,13.67,15.47,54.338144,32

34,08:15-08:30,6.680000,6.610000,6.680000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,26.880000,6.850000,7.240000,272.050000,58.050000,20.72,30.67,77,35.05,32.33,31.03,32.33,20.5,9.63,33,10.35,5.6,94.93,20.72,10.34,15.33,18.99,65.962528,32.34

35,08:30-08:45,7.970000,6.610000,7.970000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,24.950000,8.170000,7.240000,272.050000,58.050000,22.01,35.34,87.5,42.47,32.5,30.34,32.5,24.5,9.47,37.5,10.11,5.6,113.96,22.01,10.13,17.66,22.79,77.177328,32.5

36,08:45:09:00,9.240000,6.610000,9.240000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,24.950000,9.470000,7.240000,272.050000,58.050000,22.98,40,98,48.33,32.5,30.49,32.5,28.5,9.44,42,10.16,5.6,132.52,22.98,10.16,20,26.5,86.578256,32.5

37,09:00:09:15,10.140000,6.610000,10.140000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,10.390000,7.080000,272.050000,58.050000,23.38,44.67,108.5,53.87,32.5,31.25,32.5,31.5,9.31,46.5,10.42,5.6,150.47,23.38,10.42,22.33,30.09,96.00844,32.5

38,09:15-09:30,11.570000,6.610000,11.570000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,11.850000,7.080000,272.050000,58.050000,24.89,50,122.5,59.2,32.5,31.43,32.5,33.5,9.24,52.5,10.48,5.6,167.97,24.89,10.48,25,33.59,111.553128,32.5

39,09:30-09:45,12.560000,6.610000,12.560000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,12.860000,7.080000,272.050000,58.050000,25.1,55.34,136.5,64.2,32.67,32.4,32.67,37,10.12,58.5,10.8,7.2,184.73,25.1,10.8,27.66,36.94,123.50908,32.66

40,09:45-10:00,13.290000,6.610000,13.290000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,13.620000,7.080000,272.050000,58.050000,25.12,58.67,147,68.57,32.67,32.35,32.67,38.5,10.12,63,10.78,7.2,200.75,25.12,10.8,29.33,40.15,126.776,32.66

41,10:00-10:15,14.180000,6.510000,14.180000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,14.540000,7.080000,272.050000,58.050000,25.22,62.67,157.5,72.77,32.67,32.87,32.67,39.5,10.12,67.5,10.96,7.2,214.48,25.22,10.95,31.33,42.89,126.776,32.66

42,10:15-10:30,14.890000,6.510000,14.890000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,15.260000,7.080000,272.050000,58.050000,25.51,67.34,164.5,76.83,32.67,32.76,32.67,40.8,10.42,70.5,10.92,7.2,226.72,25.51,10.93,33.66,45.34,126.776,32.66

43,10:30-10:45,15.490000,6.510000,15.490000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,18.890000,15.870000,7.080000,272.050000,58.050000,25.49,69.34,171.5,79.33,32.67,32.9,32.67,41,10.45,73.5,10.97,7.2,230,25.49,10.96,34.66,46,126.776,32.66

44,10:45-11:00,15.870000,6.510000,15.870000,223.450000,7.780000,30.950000,30.950000,101.320000,56.100000,19.860000,16.270000,7.080000,272.050000,58.050000,25.8,72,178.5,82.33,32.67,33.34,32.67,41.7,10.5,76.5,11.11,6.4,230,25.8,11.12,36,46,126.776,32.66

45,11:00-11:15,16.040000,6.000000,16.040000,170.880000,7.620000,30.950000,30.950000,101.320000,56.100000,19.860000,16.450000,7.080000,272.050000,58.050000,30.46,76.67,185.5,85,32.67,37.63,32.67,43.5,13,79.5,12.54,6.4,230,30.46,12.55,38.33,46,126.776,32.66

46,11:15-11:30,16.040000,6.000000,16.040000,170.880000,7.620000,30.950000,30.950000,101.320000,56.100000,19.860000,16.450000,7.080000,272.050000,58.050000,31.47,76.67,185.5,86,32.67,37.58,32.67,44.5,13.15,79.5,12.52,6.4,230,31.47,12.53,38.33,46,126.776,32.66

47,11:30-11:45,16.040000,6.000000,16.040000,170.880000,7.620000,30.950000,30.950000,101.320000,56.100000,19.860000,16.450000,7.080000,272.050000,58.050000,33.03,76.67,185.5,87.03,32.67,37.81,32.67,45.5,13.42,79.5,12.6,6.4,230,33.03,12.6,38.33,46,126.776,32.66

48,11:45-12:00,16.040000,6.000000,16.040000,170.880000,7.620000,30.950000,30.950000,101.320000,56.100000,19.860000,16.450000,7.080000,272.050000,58.050000,33.77,76.67,185.5,87.2,32.67,38.45,32.67,45.5,13.85,79.5,12.82,6.4,230,33.77,12.81,38.33,46,126.776,32.66

49,12:00-12:15,16.040000,6.000000,16.040000,170.880000,7.620000,30.950000,30.950000,101.320000,56.100000,19.860000,16.450000,7.310000,272.050000,58.050000,35.72,76.67,185.5,87.53,32.67,39.33,32.67,45.5,14.29,79.5,13.11,6.4,230,35.72,13.1,38.33,46,137.074112,32.66

50,12:15-12:30,16.040000,6.000000,16.040000,170.880000,7.620000,30.950000,30.950000,101.320000,56.100000,21.790000,16.450000,7.310000,272.050000,58.050000,37.85,76.67,178.5,87.63,32.67,40.4,32.67,45.5,15.26,76.5,13.47,6.4,230,37.85,13.46,38.33,46,136.098912,32.66

51,12:30-12:45,16.040000,6.000000,16.040000,223.450000,7.620000,30.950000,30.950000,101.320000,74.170000,21.790000,16.450000,7.310000,272.050000,58.050000,31.31,72,178.5,87.33,32.67,41.58,32.67,45.5,14.78,76.5,13.86,11.73,230,31.31,13.87,36,46,135.123712,32.66

52,12:45-13:00,16.040000,6.000000,16.040000,223.450000,7.620000,30.950000,30.950000,101.320000,74.170000,21.790000,16.450000,7.310000,272.050000,58.050000,31.78,72,178.5,87.67,32.67,42.46,32.67,45.5,14.87,76.5,14.15,11.39,230,31.78,14.16,36,46,134.148512,32.66

53,13:00-13:15,16.040000,6.420000,16.040000,223.450000,7.620000,30.950000,30.950000,101.320000,74.170000,21.790000,16.450000,7.470000,272.050000,58.050000,32.19,72.67,178.5,87.3,32.67,44.6,32.67,45.5,15.12,76.5,14.87,11.01,230,32.19,14.87,36.33,46,133.153808,32.66

54,13:15-13:30,16.040000,6.420000,16.040000,223.450000,7.620000,30.950000,30.950000,101.320000,74.170000,21.790000,16.450000,7.470000,272.050000,58.050000,32.19,73.34,178.5,86.97,32.67,46.86,32.67,45.5,15.89,76.5,15.62,11.25,230,32.19,15.62,36.66,46,132.178608,32.66

55,13:30-13:45,16.040000,6.420000,16.040000,223.450000,7.620000,30.950000,30.950000,101.320000,74.170000,21.790000,16.450000,7.000000,272.050000,58.050000,32.56,74,177.1,86.53,32.67,49.06,32.67,45.5,16.78,75.9,16.35,11.8,230,32.56,16.37,37,46,131.222912,32.66

56,13:45-14:00,15.890000,6.420000,15.890000,223.450000,7.620000,30.950000,30.950000,101.320000,74.170000,21.790000,16.280000,7.000000,272.050000,58.050000,50.11,75.34,176.4,85.3,32.67,51.28,32.67,44,17.12,75.6,17.09,13.08,230,50.11,17.1,37.66,46,136.713288,32.66

57,14:00-14:15,15.560000,6.560000,15.560000,223.450000,7.780000,30.950000,30.950000,101.320000,74.170000,21.790000,15.950000,7.000000,272.050000,58.050000,50.12,73.34,175,84.67,32.67,51.82,32.67,41,17.23,75,17.27,17.74,230,50.12,17.29,36.66,46,135.689328,32.66

58,14:15-14:30,15.290000,6.560000,15.290000,223.450000,7.780000,30.950000,30.950000,101.320000,74.170000,21.790000,15.670000,7.000000,272.050000,58.050000,50.5,70.67,171.5,83.13,32.67,51.81,32.67,40,17.25,73.5,17.27,19.14,230,50.5,17.26,35.33,46,134.665368,32.66

59,14:30-14:45,14.880000,6.560000,14.880000,223.450000,7.780000,30.950000,30.950000,101.320000,74.170000,21.790000,15.250000,7.000000,272.050000,58.050000,50.01,68.67,164.5,81,32.67,53.02,32.67,39.5,17.35,70.5,17.67,20.06,230,50.01,17.68,34.33,46,133.670664,32.66

60,14:45-15:00,14.220000,6.560000,14.220000,223.450000,7.780000,30.950000,30.950000,101.320000,74.170000,21.790000,14.570000,7.000000,272.050000,58.050000,48.49,66.67,157.5,77.8,32.67,51.85,32.67,38.34,17.25,67.5,17.28,20.21,230,48.49,17.3,33.33,46,132.666208,32.66

61,15:00-15:15,13.750000,6.690000,13.750000,223.450000,7.930000,30.950000,30.950000,101.320000,74.170000,21.790000,14.100000,7.840000,272.050000,58.050000,47.81,62.67,150.5,74.33,32.67,51.18,32.67,37.2,17.15,64.5,17.06,19.81,230,47.81,17.05,31.33,46,130.618288,32.66

62,15:15-15:30,13.310000,6.690000,13.310000,223.450000,7.930000,30.950000,30.950000,101.320000,74.170000,25.660000,13.650000,7.840000,272.050000,58.050000,50.09,60,140,70.57,32.67,51.33,32.67,35.88,16.06,60,17.11,18.81,220,50.09,17.1,30,44,126.522448,32.66

63,15:30-15:45,12.470000,6.690000,12.470000,223.450000,7.930000,30.950000,30.950000,101.320000,74.170000,25.660000,12.780000,7.840000,272.050000,58.050000,50.51,57.34,129.5,66.57,32.67,50.58,32.67,34.3,16.22,55.5,16.86,19.27,206.94,50.51,16.86,28.66,41.39,120.056872,32.66

64,15:45-16:00,11.420000,6.690000,11.420000,223.450000,7.930000,30.950000,30.950000,101.320000,74.170000,25.660000,11.710000,7.840000,272.050000,58.050000,50.66,52.01,119,62.27,32.67,51.46,32.67,32.28,16.34,51,17.15,18.94,192.91,50.66,17.16,26,38.58,106.433328,32.66

65,16:00-16:15,10.750000,6.890000,10.750000,223.450000,8.250000,30.950000,30.950000,101.320000,74.170000,24.700000,11.020000,7.840000,272.050000,58.050000,50.14,47.34,108.5,57.1,32.67,50.72,32.67,29.79,16.28,46.5,16.91,18.67,177.93,50.14,16.9,23.66,35.59,96.330256,32.66

66,16:15-16:30,9.770000,6.890000,9.770000,223.450000,8.250000,30.950000,30.950000,101.320000,74.170000,24.700000,10.020000,7.840000,272.050000,58.050000,49.96,43.34,94.5,52.3,32.67,50.71,32.67,26.95,15.91,40.5,16.9,18.43,161.53,49.96,16.91,21.66,32.3,78.415832,32.66

67,16:30-16:45,8.500000,6.890000,8.500000,223.450000,8.250000,30.950000,30.950000,101.320000,74.170000,23.730000,8.710000,7.840000,272.050000,58.050000,49.89,39.34,84,47,32.67,50.22,32.67,23.75,15.62,36,16.74,18.13,146.13,49.89,16.74,19.67,29.23,63.934112,32.66

68,16:45-17:00,7.340000,6.890000,7.340000,223.450000,8.250000,30.950000,30.950000,101.320000,74.170000,23.730000,7.530000,7.840000,272.050000,58.050000,51.77,38.67,73.5,41.07,25,49.96,33,20.36,15.35,31.5,16.65,16.78,127.35,51.77,16.66,19.33,25.47,54.923264,33

69,17:00-17:15,6.140000,6.970000,6.140000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,24.700000,6.290000,8.000000,272.050000,58.050000,51.33,37.34,63,35.2,20,57.31,33,16.97,14.88,27,19.1,22.61,108.73,51.33,19.11,18.66,21.75,45.39556,33

70,17:15-17:30,5.220000,6.970000,5.220000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,24.700000,5.360000,8.000000,272.050000,58.050000,51.2,32.67,52.5,29.77,15,56.63,23.83,13.67,14.41,22.5,18.88,22.16,91.03,51.2,18.87,16.33,18.2,36.092152,32.51

71,17:30-17:45,4.160000,6.330000,4.160000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,24.700000,4.270000,8.000000,272.050000,58.050000,50.68,28,42,24.27,8.74,55.66,14.3,10.47,13.94,18,18.55,21.69,70.94,50.68,18.56,14,14.19,27.412872,20.11

72,17:45-18:00,3.210000,6.330000,3.210000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,24.700000,3.290000,8.000000,272.050000,58.050000,50.2,22.67,31.5,19.17,2.7,53.64,9.53,8.64,17.44,13.5,17.88,21.27,53,50.2,17.88,11.33,10.6,20.732752,10.5

73,18:00-18:15,2.290000,6.690000,2.290000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,25.660000,2.350000,8.000000,272.050000,58.050000,43.42,16,21,14.43,0,52.58,0,6.86,16.77,9,17.53,20.83,38.44,43.42,17.51,8,7.69,17.5536,0

74,18:15-18:30,1.790000,6.690000,1.790000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,25.660000,1.820000,8.000000,272.050000,58.050000,42.87,11.33,10.5,10.47,0,50.47,0,4.45,16.49,4.5,16.82,20.14,27.13,42.87,16.84,5.67,5.43,10.785712,0

75,18:30-18:45,0.730000,6.690000,0.730000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,25.660000,0.740000,8.000000,272.050000,58.050000,42.11,9.33,3.5,6.4,0,49.48,0,2.72,16.36,1.5,16.49,14.68,19.42,42.11,16.5,4.67,3.88,4.154352,0

76,18:45-19:00,0.390000,6.690000,0.390000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,25.660000,0.400000,8.000000,272.050000,58.050000,41.3,6.67,0.7,0.33,0,48.85,0,1.56,16.16,0.3,16.28,14.77,11.05,41.3,16.3,3.33,2.21,0.9752,0

77,19:00-19:15,0.080000,6.890000,0.080000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,26.630000,0.090000,8.150000,272.050000,58.050000,40.58,3.33,0,0.03,0,48.79,0,0.45,15.9,0,16.26,14.82,4.01,40.58,16.27,1.67,0.8,0,0

78,19:15-19:30,0.000000,6.890000,0.000000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,39.99,0.67,0,0,0,48.37,0,0,15.61,0,16.12,15.54,0.84,39.99,16.13,0.33,0.17,0,0

79,19:30-19:45,0.000000,6.890000,0.000000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,39.34,0.67,0,0,0,42.56,0,0,15.47,0,14.18,16.63,0,39.34,14.19,0.33,0,0,0

80,19:45-20:00,0.000000,6.890000,0.000000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,36.32,0,0,0,0,42.29,0,0,13.53,0,14.1,7.4,0,36.32,14.1,0,0,0,0

81,20:00-20:15,0.000000,7.070000,0.000000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,35.89,0,0,0,0,41.85,0,0,12.53,0,13.95,7.4,0,35.89,13.94,0,0,0,0

82,20:15-20:30,0.000000,7.070000,0.000000,223.450000,8.870000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,35.36,0,0,0,0,41.14,0,0,12.04,0,13.71,7.4,0,35.36,13.72,0,0,0,0

83,20:30-20:45,0.000000,7.070000,0.000000,223.450000,8.410000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,35.48,0,0,0,0,40.51,0,0,11.59,0,13.5,7.4,0,35.48,13.5,0,0,0,0

84,20:45-21:00,0.000000,7.070000,0.000000,223.450000,8.410000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,36.02,0,0,0,0,39.66,0,0,11.29,0,13.22,7.4,0,36.02,13.22,0,0,0,0

85,21:00-21:15,0.000000,7.070000,0.000000,223.450000,8.410000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,36.3,0,0,0,0,39.64,0,0,11.08,0,13.21,7.4,0,36.3,13.23,0,0,0,0

86,21:15-21:30,0.000000,7.070000,0.000000,223.450000,8.410000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,26.69,0,0,0,0,39.43,0,0,10.86,0,13.14,7.4,0,26.69,13.16,0,0,0,0

87,21:30-21:45,0.000000,7.350000,0.000000,223.450000,8.410000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,26.65,0,0,0,0,34.69,0,0,10.67,0,11.56,7.4,0,26.65,11.57,0,0,0,0

88,21:45-22:00,0.000000,7.350000,0.000000,223.450000,8.410000,30.950000,30.950000,101.320000,74.170000,26.630000,0.000000,8.150000,272.050000,58.050000,26.69,0,0,0,0,34.84,0,0,10.51,0,11.61,7.4,0,26.69,11.62,0,0,0,0

89,22:00-22:15,0.000000,7.210000,0.000000,223.450000,8.330000,30.950000,30.950000,101.320000,74.170000,25.660000,0.000000,8.000000,272.050000,58.050000,27.44,0,0,0,0,35.24,0,0,9.85,0,11.74,7.4,0,27.44,11.75,0,0,0,0

90,22:15-22:30,0.000000,7.210000,0.000000,223.450000,8.330000,30.950000,30.950000,101.320000,74.170000,25.660000,0.000000,8.000000,272.050000,58.050000,30.05,0,0,0,0,35.44,0,0,9.88,0,11.81,7.4,0,30.05,11.81,0,0,0,0

91,22:30-22:45,0.000000,7.210000,0.000000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,25.660000,0.000000,8.000000,272.050000,58.050000,30.42,0,0,0,0,35.04,0,0,10.3,0,11.68,7.4,0,30.42,11.68,0,0,0,0

92,22:45-23:00,0.000000,7.210000,0.000000,223.450000,8.720000,30.950000,30.950000,101.320000,74.170000,25.660000,0.000000,8.000000,272.050000,58.050000,30.77,0,0,0,0,35.47,0,0,10.42,0,11.82,7.4,0,30.77,11.84,0,0,0,0

