Block,Time,JHAJJAR,NLCIIST2,NLCTS2EXP,RAPPC,UNCHAHAR3,AURY_GF,DADRI_CRF,CHAMERA2,KKNP,SEWA2,SIMHST2,SINGRAULI,TALST2,URI2,BSIUL,CHAMERA1,KOLDAM,NLCIIST1,RIHAND3,RSTPSU7,VALLURNTECL,DADRI_RF,KHSTPP-I,NAPP,PARBATI3,TALA,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR4,DULHASTI,KGSU3AND4,KKNPPU2,MAPS,NLCEXP,RSTPSU1TO6,SIMHST1,TANAKPUR,UNCHAHAR1,UNCHAHAR2,ANTA_GF,ANTA_LF,AURY_CRF,AURY_RF,DADRI_GF,DADRI_LF,BRBCL,KGSU1AND2,KHSTPP-II,KISHANGANGA,KOTESHWR,KUDGI,NNTPP,RAMPUR,RIHAND1,RIHAND2,AURY_LF,CHAMERA3,RAPPB,SALAL,SASAN,URI,ANTA_RF,DADRT2,DHAULIGNGA,FSTPP I & II,NJPC,NTPL,SINGRAULI_HYDRO,ANTA_CRF
67,16:30-16:45,413.81,0,0,60.23,27.05,0,0,32.82,0,5.79,0,141.78,0,33.98,6.52,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,3.51,10.26,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,28.98,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.18,686.07,40.4,20.8,167.1,0,0,0

68,16:45-17:00,413.81,0,0,60.23,27.05,0,0,32.82,0,11.58,0,141.78,0,33.98,6.52,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,3.51,10.26,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,28.98,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.18,686.07,40.4,20.8,167.1,0,0,0

69,17:00-17:15,413.81,0,0,60.23,27.05,0,0,32.82,0,11.58,0,141.78,0,33.98,1.1,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,3.51,10.11,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.18,686.07,40.4,20.8,167.1,0,0,0

70,17:15-17:30,413.81,0,0,60.23,27.05,0,0,32.82,0,11.58,0,141.78,0,33.98,1.1,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,15.46,10.11,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.18,686.07,40.4,20.8,167.1,0,0,0

71,17:30-17:45,413.81,0,0,60.23,27.05,0,0,32.82,0,11.58,0,141.78,0,33.98,1.1,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,15.46,9.82,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.18,686.07,40.4,20.8,167.1,0,0,0

72,17:45-18:00,413.81,0,0,60.23,27.05,0,0,32.82,0,17.37,0,141.78,0,33.98,1.1,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,15.46,9.53,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.18,686.07,40.4,20.8,167.1,0,0,0

73,18:00-18:15,413.81,0,0,60.23,27.05,0,0,32.82,0,17.37,0,141.78,0,33.98,6.52,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,33.73,9.53,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.77,686.07,40.4,20.8,167.1,0,0,0

74,18:15-18:30,413.81,0,0,60.23,27.05,0,0,32.82,0,17.37,0,141.78,0,33.98,6.52,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,54.11,9.23,1.41,76.9,0,1.62,53.79,0,0,0,0,0,0,11.78,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,2.88,38.64,0,0,3.54,0,58.1,0,25.31,0,75.52,413.44,44.16,45.77,686.07,40.4,20.8,167.1,0,0,0

75,18:30-18:45,413.81,0,0,60.23,27.05,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,54.11,8.82,1.41,76.9,0,1.62,55.08,0,0,0,0,0,0,12.43,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,45.77,686.07,41.42,20.8,168.66,0,0,0

76,18:45-19:00,413.81,0,0,60.23,27.05,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,54.11,8.82,1.41,76.9,0,1.62,55.08,0,0,0,0,0,0,12.43,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.13,686.07,41.42,20.8,168.66,0,0,0

77,19:00-19:15,413.81,0,0,60.23,27.05,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,54.11,8.82,0.11,76.9,0,1.62,55.08,0,0,0,0,0,0,12.43,20.96,43.71,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.37,686.07,41.42,20.8,168.66,0,0,0

78,19:15-19:30,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,54.11,8.82,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.37,686.07,41.42,20.8,168.66,0,0,0

79,19:30-19:45,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,54.11,9.11,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.37,686.07,41.42,20.8,168.66,0,0,0

80,19:45-20:00,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.27,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.37,686.07,41.42,20.8,168.66,0,0,0

81,20:00-20:15,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.55,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.37,686.07,41.42,20.8,168.66,0,0,0

82,20:15-20:30,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.7,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,4.32,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.37,686.07,41.42,20.8,168.66,0,0,0

83,20:30-20:45,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,3.3,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,30.92,9.85,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.78,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,2.88,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,46.37,686.07,40.4,20.8,167.1,0,0,0

84,20:45-21:00,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,3.3,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,30.92,9.88,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.78,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,2.88,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,46.37,686.07,40.4,20.8,167.1,0,0,0

85,21:00-21:15,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,3.3,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,30.92,9.7,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.78,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,46.37,686.07,40.4,20.8,167.1,0,0,0

86,21:15-21:30,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,3.3,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,30.92,9.7,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.78,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,46.37,686.07,40.4,20.8,167.1,0,0,0

87,21:30-21:45,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,3.3,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.7,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.78,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,46.37,686.07,40.4,20.8,167.1,0,0,0

88,21:45-22:00,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,13.04,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.7,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.78,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,46.37,686.07,40.4,20.8,167.1,0,0,0

89,22:00-22:15,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.7,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.96,686.07,41.42,20.8,168.66,0,0,0

90,22:15-22:30,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,9.7,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.96,686.07,41.42,20.8,168.66,0,0,0

91,22:30-22:45,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,10,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.96,686.07,41.42,20.8,168.66,0,0,0

92,22:45-23:00,413.81,0,0,60.23,26.4,0,0,45.65,0,17.37,0,141.78,0,33.98,19.56,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,21.08,10,0.11,76.9,0,0,55.08,0,0,0,0,0,0,12.43,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,42.94,0,0,3.62,0,58.1,0,33.74,0,75.52,413.44,44.16,46.96,686.07,41.42,20.8,168.66,0,0,0

93,23:00-23:15,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,13.04,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,17.56,10,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.53,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,48.13,686.07,40.4,20.8,167.1,0,0,0

94,23:15-23:30,413.81,0,0,60.23,26.4,0,0,44.22,0,17.37,0,141.78,0,33.98,13.04,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,17.56,10,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.53,20.57,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,48.13,686.07,40.4,20.8,167.1,0,0,0

95,23:30-23:45,413.81,0,0,60.23,27.05,0,0,44.22,0,17.37,0,141.78,0,33.98,13.04,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,17.56,10,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.53,20.96,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,48.13,686.07,40.4,20.8,167.1,0,0,0

96,23:45-24:00,413.81,0,0,60.23,27.05,0,0,44.22,0,17.37,0,141.78,0,33.98,13.04,42.15,5.35,0,127.6,0,0,96.19,33.69,45.46,17.56,10,0.11,76.9,0,0,53.79,0,0,0,0,0,0,11.53,20.96,42.4,0,0,0,77.58,0,0,20.01,0,98.87,1.44,38.64,0,0,3.54,0,58.1,0,32.08,0,75.52,413.44,44.16,48.13,686.07,40.4,20.8,167.1,0,0,0

