Block,Time,CHAMERA2,URI2,UNCHAHAR2,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR4,TANDA2,UNCHAHAR3,DADRT2,JHAJJAR,KOTESHWR,SEWA2,DULHASTI,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,DHAULIGNGA,RAMPUR,RIHAND2,NJPC,RIHAND1,KISHANGANGA,NAPP,RAPPC,CHAMERA1,BSIUL,TANAKPUR,URI,RAPPB,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
1,00:00-00:15,43.635161,35.652699,43.545976,20.904657,0.87246,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,3.889133,4.25586,19.830272,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,69.68323,0,0,0,19.826853,0,0,0,85.130591,0,0,2.96,2.38,1.45,0.84,0.88,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,322.875,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.022853,0,0,0,0.019975,0,0

2,00:15-00:30,43.635161,35.652699,43.545976,20.904657,0.87246,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,3.889133,4.25586,19.830272,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,69.68323,0,0,0,19.826853,0,0,0,85.130591,0,0,2.96,2.38,1.45,0.84,0.88,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,326.25,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.022853,0,0,0,0.019975,0,0

3,00:30-00:45,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,3.889133,4.25586,19.830272,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,69.68323,0,0,0,19.826853,0,0,0,85.130591,0,0,2.96,2.38,1.45,0.84,0.88,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,329.625,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.022853,0,0,0,0.019975,0,0

4,00:45-01:00,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,3.889133,4.25586,19.830272,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,52.992,0,84.826,0,69.68323,0,0,0,19.826853,0,0,0,85.130591,0,0,2.96,2.38,1.45,0.84,0.88,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,333,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.022853,0,0,0,0.019975,0,0

5,01:00-01:15,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,15.278738,4.25586,19.399178,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,52.992,0,84.826,0,69.68323,0,0,0,19.826853,0,0,0,85.130591,0,0,2.96,2.38,1.45,0.84,0.88,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,336.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023039,0,0,0,0.019975,0,0

6,01:15-01:30,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,15.278738,4.25586,9.915135,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,69.68323,0,0,0,19.826853,0,0,0,85.130591,0,0,2.96,2.38,1.45,0.84,0.88,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,339.75,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023039,0,0,0,0.019975,0,0

7,01:30-01:45,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,15.278738,4.25586,9.915135,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,70.884665,0,0,0,19.826854,0,0,0,85.130591,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,343.125,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023039,0,0,0,0.019975,0,0

8,01:45-02:00,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,15.278738,4.25586,9.915135,1.385097,120.694688,71.664341,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,70.884665,0,0,0,19.826854,0,0,0,85.130591,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.47,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,346.5,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023039,0,0,0,0.019975,0,0

9,02:00-02:15,43.635161,35.652699,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,15.278738,4.25586,9.915135,1.22256,120.694688,63.47413,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,70.884665,0,0,0,19.826854,0,0,0,85.130591,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.75,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

10,02:15-02:30,43.635161,35.652699,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,11.475892,53.905351,126.520838,31.709733,15.278738,4.25586,9.915135,1.22256,120.694688,63.47413,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,84.826,0,70.884665,0,0,0,19.826854,0,0,0,85.130591,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

11,02:30-02:45,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,15.278738,4.25586,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,8.967,50.784,0,84.826,0,70.884665,0,0,0,19.826854,0,0,0,85.130591,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

12,02:45-03:00,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,3.191895,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,8.967,50.784,0,84.826,0,70.884665,0,0,0,19.826854,0,0,0,85.130591,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

13,03:00-03:15,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,2.12793,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,8.967,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

14,03:15-03:30,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,1.063965,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,8.967,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

15,03:30-03:45,43.635161,34.775994,43.545976,20.904657,0.85217,27.555228,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

16,03:45-04:00,43.635161,34.775994,43.545976,20.904657,0.85217,18.370152,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020294,0,0

17,04:00-04:15,43.635161,34.775994,43.545976,20.904657,0.85217,18.370152,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

