Block,Time,NR/30092023/26122029/SH-06,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/07122023/HP-18,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,SR/01122023/31122023/BYPL_KSEB_DEC23,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01122023/15122023/HP-15,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08
73,18:00-18:15,30.850000,96.410000,30.850000,271.150000,1.610000,2.040000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,77.11,0,0,0,77.11,0,0,0,0,28.94,0,0,0,0,0,28.95,86.84,0,0,23.34

74,18:15-18:30,30.850000,96.410000,30.850000,271.150000,1.610000,2.040000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,78.55,0,0,0,78.55,0,0,0,0,29.52,0,0,0,0,0,29.53,88.58,0,0,23.34

75,18:30-18:45,30.850000,96.410000,30.850000,271.150000,1.610000,2.040000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,79.52,0,0,0,79.52,0,0,0,0,29.85,0,0,0,0,0,29.85,89.56,0,0,21

76,18:45-19:00,30.850000,96.410000,30.850000,271.150000,1.610000,2.040000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,81.71,0,0,0,81.71,0,0,0,0,30.29,0,0,0,0,0,30.27,90.82,0,0,21

77,19:00-19:15,30.850000,96.410000,30.850000,271.150000,1.530000,2.000000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,81.96,0,0,0,81.96,0,0,0,0,31.15,0,0,0,0,0,31.15,93.46,0,0,21.51

78,19:15-19:30,30.850000,96.410000,30.850000,271.150000,1.530000,2.000000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,82.66,0,0,0,82.66,0,0,0,0,32.81,0,0,0,0,0,32.82,98.45,0,0,23.34

79,19:30-19:45,30.850000,96.410000,30.850000,271.150000,1.530000,2.000000,117.620000,100.980000,123.290000,260.890000,26.030000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,83.68,0,0,0,83.68,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,23.86

80,19:45-20:00,30.850000,96.410000,30.850000,271.150000,1.530000,2.000000,117.620000,100.980000,123.290000,260.890000,25.070000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.480000,0.000000,83.36,0,0,0,83.36,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,24.23

81,20:00-20:15,25.660000,96.410000,25.660000,271.150000,1.530000,2.000000,117.620000,100.980000,123.290000,260.890000,25.070000,0.000000,48.20,7.01,86.960000,0.000000,0.000000,0.000000,1.400000,0.000000,84.52,0,0,0,84.52,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,26.32

82,20:15-20:30,25.660000,96.410000,25.660000,271.150000,1.530000,2.000000,67.490000,100.980000,123.290000,260.890000,25.070000,0.000000,48.20,7.01,83.040000,0.000000,0.000000,0.000000,1.400000,0.000000,84.68,0,0,0,84.68,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,27.51

83,20:30-20:45,25.660000,96.410000,25.660000,271.150000,1.530000,2.000000,67.490000,77.130000,123.290000,260.890000,25.070000,0.000000,48.20,7.01,73.830000,0.000000,0.000000,0.000000,1.400000,0.000000,84.35,0,0,0,84.35,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,29.21

84,20:45-21:00,25.660000,96.410000,25.660000,271.150000,1.530000,2.000000,67.490000,46.280000,123.290000,260.890000,25.070000,0.000000,48.20,7.01,71.550000,0.000000,0.000000,0.000000,1.400000,0.000000,85.76,0,0,0,85.76,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,29.88

85,21:00-21:15,25.660000,96.410000,25.660000,271.150000,1.530000,1.950000,67.490000,46.470000,123.290000,190.150000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,0.000000,0.000000,1.400000,0.000000,84.63,0,0,0,84.63,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,30.36

86,21:15-21:30,25.660000,96.410000,25.660000,271.150000,1.530000,1.950000,67.490000,46.470000,123.290000,190.150000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,0.000000,0.000000,1.400000,0.000000,84.88,0,0,0,84.88,0,0,0,0,33.34,0,0,0,0,0,33.33,100,0,0,31.12

87,21:30-21:45,25.660000,96.410000,25.660000,271.150000,1.530000,1.950000,67.490000,46.470000,123.290000,185.330000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,0.000000,0.000000,1.400000,0.000000,86.21,0,0,0,86.21,0,0,0,0,37.54,0,0,0,0,0,37.56,112.67,0,0,28.66

88,21:45-22:00,25.660000,96.410000,25.660000,271.150000,1.530000,1.950000,67.490000,46.470000,123.290000,194.970000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,0.000000,0.000000,1.400000,0.000000,86.87,0,0,0,86.87,0,0,0,0,36.85,0,0,0,0,0,36.83,110.5,0,0,28.34

89,22:00-22:15,25.660000,96.410000,25.660000,271.150000,1.460000,1.950000,67.490000,46.470000,123.290000,179.540000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,57.410000,0.000000,1.320000,0.000000,86,0,0,0,86,0,0,0,0,36.53,0,0,0,0,0,36.53,109.6,0,0,28.53

90,22:15-22:30,25.660000,96.410000,25.660000,231.380000,1.460000,1.950000,67.490000,46.470000,123.290000,179.540000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,57.410000,0.000000,1.320000,0.000000,85,0,0,0,85,0,0,0,0,35.83,0,0,0,0,0,35.82,107.47,0,0,27.99

91,22:30-22:45,25.660000,96.410000,25.660000,192.820000,1.460000,1.950000,67.490000,46.470000,123.290000,179.540000,25.070000,0.000000,48.20,7.01,54.870000,0.000000,57.410000,0.000000,1.320000,0.000000,85.4,0,0,0,85.4,0,0,0,0,34.83,0,0,0,0,0,34.81,104.44,0,0,27.54

92,22:45-23:00,25.660000,96.410000,25.660000,192.820000,1.460000,1.950000,67.490000,46.470000,123.290000,179.540000,25.070000,0.000000,48.20,8.66,50.860000,0.000000,57.410000,0.000000,1.320000,0.000000,85.07,0,0,0,85.07,0,0,0,0,33.87,0,0,0,0,0,33.87,101.61,0,0,26.86

93,23:00-23:15,25.660000,96.410000,25.660000,192.820000,1.460000,1.950000,71.730000,46.470000,123.290000,158.110000,25.070000,0.000000,48.20,8.64,30.170000,0.000000,57.410000,0.000000,1.320000,0.000000,83.93,0,0,0,83.93,0,0,0,0,32.34,0,0,0,0,0,32.33,97,0,0,26.08

94,23:15-23:30,25.660000,96.410000,25.660000,192.820000,1.460000,1.950000,71.730000,46.470000,123.290000,119.550000,25.070000,0.000000,48.20,8.54,30.170000,0.000000,57.410000,0.000000,1.320000,0.000000,83.76,0,0,0,83.76,0,0,0,0,31.45,0,0,0,0,0,31.46,94.37,0,0,25.75

95,23:30-23:45,25.660000,96.410000,25.660000,192.820000,1.460000,1.950000,71.730000,46.470000,123.290000,119.550000,25.070000,0.000000,48.20,8.51,30.170000,0.000000,57.410000,0.000000,1.320000,0.000000,83.46,0,0,0,83.46,0,0,0,0,30.86,0,0,0,0,0,30.86,92.58,0,0,25.45

96,23:45-24:00,25.660000,96.410000,25.660000,192.820000,1.460000,1.950000,71.730000,46.470000,123.290000,119.550000,25.070000,0.000000,48.20,8.52,29.890000,0.000000,57.410000,0.000000,1.320000,0.000000,82.82,0,0,0,82.82,0,0,0,0,30.76,0,0,0,0,0,30.77,92.3,0,0,24.97

