Time,Block,NR/2023/11368/F,NR/2023/10197/A,NR/2023/12021/C,NR/2023/11096/F,NR/2023/11341/F,NR/2023/10433/A,NR/2023/12019/C,NR/2023/11102/F,NR/2023/12025/C,NR/2023/11367/F,NR/2023/11221/F,NR/2023/11100/F,NR/2023/10181/A,NR/2023/11097/F,NR/2023/10182/A,NR/2023/11369/F,NR/2023/11099/F,NR/2023/11095/F,NR/2023/11343/F,NR/2023/11166/F,NR/2023/10486/A,NR/2023/11154/F,NR/2023/12018/C,NR/2023/11104/F,NR/2023/12012/D,NR/2023/12014/D,NR/2023/12015/D,Total
7,01:30-01:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.770000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,485.16

8,01:45-02:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.770000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,485.16

9,02:00-02:15,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.680000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,485.07

10,02:15-02:30,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.680000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,485.07

11,02:30-02:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.680000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,485.07

12,02:45-03:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.680000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,485.07

13,03:00-03:15,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.590000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.98

14,03:15-03:30,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.590000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.98

15,03:30-03:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.590000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.98

16,03:45-04:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.590000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.98

17,04:00-04:15,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.410000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.8

18,04:15-04:30,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.410000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.8

19,04:30-04:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.410000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.8

20,04:45-05:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.410000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.8

21,05:00-05:15,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.310000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.7

22,05:15-05:30,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.310000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.7

23,05:30-05:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.310000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.7

24,05:45-06:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.310000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.7

25,06:00-06:15,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.220000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.61

26,06:15-06:30,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.220000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.61

27,06:30-06:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.220000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,0,0,0,484.61

28,06:45-07:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.220000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.450000,1.5,0.4,3.5,490.01

29,07:00-07:15,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.130000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.450000,7.5,0.91,17.5,505.33

30,07:15-07:30,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.130000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.450000,13.2,1.48,30.8,524.9

31,07:30-07:45,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.130000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.450000,19.5,1.31,45.5,545.73

32,07:45:08:00,0.310000,49.910000,0.000000,0.530000,115.740000,13.230000,0.000000,0.600000,10.130000,0.310000,17.360000,0.530000,99.830000,0.360000,49.910000,0.610000,0.360000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.450000,24.9,2.12,58.1,564.54

33,08:00-08:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.940000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,31.2,2.59,72.8,585.83

34,08:15-08:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.940000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,36.6,2.82,85.4,604.06

35,08:30-08:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,4.820000,0.590000,9.940000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,42,3.47,98,627.53

36,08:45:09:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,4.820000,0.590000,9.940000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,48,4.21,112,648.27

37,09:00:09:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,4.820000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,51.9,3.31,121.1,660.28

38,09:15-09:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,4.820000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,58.5,4.12,136.5,683.09

39,09:30-09:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,4.820000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,63,5.27,147,699.24

40,09:45-10:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,7.720000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,66,5.83,154,712.7

41,10:00-10:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,7.720000,0.590000,9.760000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,70.5,4.35,164.5,726.13

42,10:15-10:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,7.720000,0.590000,9.760000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,73.5,5.45,171.5,737.23

43,10:30-10:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,7.720000,0.590000,9.760000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,74.4,7.74,173.6,742.52

44,10:45-11:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,9.640000,0.590000,9.760000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,75,8.38,175,747.08

45,11:00-11:15,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,14.470000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,75,7.38,175,760.81

46,11:15-11:30,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,19.290000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,75,8.56,175,766.81

47,11:30-11:45,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,19.290000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,8.75,178.5,772

48,11:45-12:00,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,19.290000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,6.62,178.5,769.87

49,12:00-12:15,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,24.110000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,6.93,178.5,774.92

50,12:15-12:30,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,24.110000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,7.24,178.5,775.23

51,12:30-12:45,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,24.110000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,5.46,178.5,773.45

52,12:45-13:00,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,24.110000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,7.16,178.5,775.15

53,13:00-13:15,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,24.110000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,8.86,178.5,776.75

54,13:15-13:30,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,19.290000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,7.47,178.5,770.54

55,13:30-13:45,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,14.470000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,7.68,178.5,765.93

56,13:45-14:00,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,7.720000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,6.31,178.5,757.81

57,14:00-14:15,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,76.5,3.85,178.5,747.63

58,14:15-14:30,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,75,5.65,175,744.43

59,14:30-14:45,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,73.5,5.84,171.5,739.62

60,14:45-15:00,0.300000,49.910000,10.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,23.440000,0.440000,72,6.29,168,735.07

61,15:00-15:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,70.5,5.71,164.5,721.52

62,15:15-15:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,64.5,5.02,150.5,700.83

63,15:30-15:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,61.8,4.37,144.2,691.18

64,15:45-16:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.480000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,58.5,3.47,136.5,679.28

65,16:00-16:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,52.2,0.98,121.8,655.89

66,16:15-16:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,46.5,0,108.5,635.91

67,16:30-16:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,41.4,0,96.6,618.91

68,16:45-17:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.580000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,25.470000,0.440000,32.4,0,75.6,588.91

69,17:00-17:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,26.4,0,61.6,573.07

70,17:15-17:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,21,0,49,555.07

71,17:30-17:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,15,0,35,535.07

72,17:45-18:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.660000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,12,0,28,525.07

73,18:00-18:15,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,9,0,21,515.26

74,18:15-18:30,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,3,0,7,495.26

75,18:30-18:45,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,1.5,0,3.5,490.26

76,18:45-19:00,0.300000,49.910000,0.000000,0.560000,115.740000,13.230000,0.000000,0.590000,9.850000,0.310000,17.360000,0.560000,99.830000,0.350000,49.910000,0.610000,0.350000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.440000,0,0,0,485.26

77,19:00-19:15,0.360000,49.910000,0.000000,0.670000,115.740000,13.230000,0.000000,0.690000,9.940000,0.340000,17.360000,0.670000,99.830000,0.410000,49.910000,0.720000,0.410000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.520000,0,0,0,486.07

78,19:15-19:30,0.360000,49.910000,0.000000,0.670000,115.740000,13.230000,0.000000,0.690000,9.940000,0.340000,17.360000,0.670000,99.830000,0.410000,49.910000,0.720000,0.410000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.520000,0,0,0,486.07

79,19:30-19:45,0.360000,49.910000,0.000000,0.670000,115.740000,13.230000,0.000000,0.690000,9.940000,0.340000,17.360000,0.670000,99.830000,0.410000,49.910000,0.720000,0.410000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.520000,0,0,0,486.07

80,19:45-20:00,0.360000,49.910000,0.000000,0.670000,115.740000,13.230000,0.000000,0.690000,9.940000,0.340000,17.360000,0.670000,99.830000,0.410000,49.910000,0.720000,0.410000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.520000,0,0,0,486.07

81,20:00-20:15,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.130000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.26

82,20:15-20:30,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.130000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.26

83,20:30-20:45,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.130000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.26

84,20:45-21:00,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.130000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.26

85,21:00-21:15,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.410000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.54

