Block,Time,SINGRAULI,DADRI_CRF,CHAMERA3,RAMPUR,RIHAND2,SEWA2,SIMHST1,VALLURNTECL,ANTA_RF,AURY_GF,DULHASTI,FSTPP I & II,NAPP,NJPC,NLCEXP,RIHAND1,TANDA2,UNCHAHAR2,URI2,AURY_RF,DADRI_GF,KISHANGANGA,NLCIIST2,NNTPP,RIHAND3,RSTPSU1TO6,ANTA_CRF,ANTA_LF,AURY_CRF,DADRI_RF,BRBCL,DHAULIGNGA,KHSTPP-I,NTPL,RAPPB,SASAN,TelanganaSTPP,UNCHAHAR3,URI,AURY_LF,DADRI_LF,CHAMERA1,KKNP,KUDGI,NLCIIST1,NLCTS2EXP,RAPPC,SALAL,TEHRI,CHAMERA2,JHAJJAR,KGSU3AND4,KKNPPU2,PARBATI2,SINGRAULI_HYDRO,TALST2,TANAKPUR,UNCHAHAR4,ANTA_GF,BSIUL,DADRT2,KGSU1AND2,KHSTPP-II,KOLDAM,KOTESHWR,MAPS,PARBATI3,RAPPD,RSTPSU7,SIMHST2,TALA,TEHRIPSP,UNCHAHAR1
55,13:30-13:45,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,12.81,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

56,13:45-14:00,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,12.81,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

57,14:00-14:15,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,29.81,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,12.81,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

58,14:15-14:30,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,29.81,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,12.81,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

59,14:30-14:45,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

60,14:45-15:00,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

61,15:00-15:15,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

62,15:15-15:30,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,23.97,0,21.83

63,15:30-15:45,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,22.49,0,21.83

64,15:45-16:00,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,22.49,0,21.83

65,16:00-16:15,155.58,0,35.09,7.04,126.8,18.93,0,0,47.99,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,22.49,0,21.83

66,16:15-16:30,155.58,0,35.09,7.04,126.8,18.93,0,0,47.99,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,22.49,0,21.83

67,16:30-16:45,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,5.76,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.44,0,21.83

68,16:45-17:00,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,5.76,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.34,0,21.83

69,17:00-17:15,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,5.76,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.29,0,21.83

70,17:15-17:30,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,12.81,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.2,0,21.83

71,17:30-17:45,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,11.25,48.9,670.85,0,0,0,1.13,0,12.81,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.09,0,21.83

72,17:45-18:00,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,22.52,48.9,670.85,0,0,0,1.13,0,12.81,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,19.97,0,21.83

73,18:00-18:15,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.13,0,12.81,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,19.78,0,21.83

74,18:15-18:30,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.13,0,12.81,3.98,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,19.52,0,21.83

75,18:30-18:45,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.13,0,12.81,2.39,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,19.29,62.39,21.83

76,18:45-19:00,155.58,0,35.09,7.04,126.8,18.93,0,0,47.32,0,39.74,20.8,24.62,181.16,0,93.3,6.61,45.1,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.13,0,12.81,2.39,0,13.04,590.85,0,148.3,10.65,20.88,0,0,26.14,0,0,19.11,62.39,21.83

77,19:00-19:15,155.58,0,35.09,7.04,126.8,18.93,0,0,47.6,0,39.74,20.8,24.62,181.16,0,93.3,6.67,45.1,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,45.04,48.9,670.85,0,0,0,1.13,0,12.81,2.39,0,13.04,590.85,0,148.3,10.65,31.32,0,0,26.14,0,0,18.61,62.39,21.83

78,19:15-19:30,155.58,0,36.89,7.22,126.8,20.12,0,0,47.6,0,39.74,20.8,24.62,182.87,0,93.3,6.67,45.1,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.92,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.39,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,18.61,62.39,21.83

79,19:30-19:45,155.58,0,36.89,7.22,126.8,20.12,0,0,47.99,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.1,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.92,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,18.4,62.39,21.83

80,19:45-20:00,155.58,0,36.89,7.22,126.8,20.12,0,0,47.99,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.1,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.92,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,18.58,62.39,21.83

81,20:00-20:15,155.58,0,36.89,7.22,126.8,20.12,0,0,47.99,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.92,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,18.76,62.39,21.83

82,20:15-20:30,155.58,0,36.89,7.22,126.8,20.12,0,0,47.99,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.92,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,18.93,62.39,21.83

83,20:30-20:45,155.58,0,36.89,7.22,126.8,20.12,0,0,47.99,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,19.11,62.39,21.83

84,20:45-21:00,155.58,0,36.89,7.22,126.8,20.12,0,0,47.99,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,19.29,62.39,21.83

85,21:00-21:15,155.58,0,36.89,7.22,126.8,20.12,0,0,48.64,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,40.85,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,46.4,0,0,26.14,0,0,19.43,62.39,21.83

86,21:15-21:30,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,6.97,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,40.85,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,6.52,590.85,0,148.3,10.65,31.32,0,0,26.14,0,0,19.58,62.39,21.83

87,21:30-21:45,155.58,0,35.09,7.04,126.8,18.93,0,0,48.64,0,39.74,20.8,24.62,181.16,0,93.3,6.97,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,40.85,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,6.52,590.85,0,148.3,10.65,31.32,0,0,26.14,0,0,19.73,62.39,21.83

88,21:45-22:00,155.58,0,36.89,7.22,126.8,20.12,0,0,48.64,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,40.85,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,34.81,0,0,26.14,0,0,19.85,62.39,21.83

89,22:00-22:15,155.58,0,36.89,7.22,126.8,20.12,0,0,48.91,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,34.81,0,0,26.14,0,0,19.97,62.39,21.83

90,22:15-22:30,155.58,0,36.89,7.22,126.8,20.12,0,0,48.91,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,34.81,0,0,26.14,0,0,20.09,62.39,21.83

91,22:30-22:45,155.58,0,36.89,7.22,126.8,20.12,0,0,48.91,0,39.74,20.8,24.62,182.87,0,93.3,6.97,45.12,32.18,82.27,0,8.87,0,0,132.37,0,0,0,0,76.68,24.99,46.04,45.53,0,0,348.98,0,27.99,38.64,0,0,42.27,0,0,0,0,68.56,81.34,46.64,51.47,670.85,0,0,0,1.13,0,11.91,2.48,0,20.46,590.85,0,148.3,10.65,34.81,0,0,26.14,0,0,20.2,62.39,21.83

92,22:45-23:00,155.58,0,35.09,7.04,126.8,18.93,0,0,48.91,0,39.74,20.8,24.62,181.16,0,93.3,6.97,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,13.04,590.85,0,148.3,10.65,20.88,0,0,26.14,0,0,20.32,62.39,21.83

93,23:00-23:15,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,6.87,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.44,62.39,21.83

94,23:15-23:30,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,6.87,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.56,62.39,21.83

95,23:30-23:45,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,6.87,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.7,62.39,21.83

96,23:45-24:00,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,6.87,45.12,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.34,45.04,48.9,670.85,0,0,0,1.13,0,11.91,2.48,0,13.04,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,20.82,62.39,21.83

