Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,32.82288,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,28.09872,6.5208,47.472,13.3224,85.988,0,0,0,0,35.7,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,23.52,20.0018,13.4135,417.375

2,00:15-00:30,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,32.82288,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,14.04936,6.5208,47.472,13.3224,85.988,0,0,0,0,35.7,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,23.52,20.0018,13.4135,417.375

3,00:30-00:45,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,32.82288,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,19.872,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,23.52,20.0018,13.4135,417.375

4,00:45-01:00,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,32.82288,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,19.872,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,23.52,20.0018,13.4135,417.375

5,01:00-01:15,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,23.52,20.0018,13.4135,417.375

6,01:15-01:30,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,26.46,20.0018,13.4135,417.375

7,01:30-01:45,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

8,01:45-02:00,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

9,02:00-02:15,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

10,02:15-02:30,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

11,02:30-02:45,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

12,02:45-03:00,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,13.3224,85.988,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

13,03:00-03:15,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

14,03:15-03:30,19.35568,36.5917,39.51012,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

15,03:30-03:45,19.35568,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

16,03:45-04:00,19.35568,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

17,04:00-04:15,19.35568,36.5917,31.992,686.779957,653.1525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,4.3989,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,23.184,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

18,04:15-04:30,19.35568,36.5917,31.992,686.779957,653.1525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,47.472,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

19,04:30-04:45,19.35568,36.5917,31.992,686.779957,653.1525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,47.472,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

20,04:45-05:00,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,26.622,1.05215,123.665625,45.36,0,6.5208,22.08,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

21,05:00-05:15,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,18.734,1.05215,123.665625,45.36,0,6.5208,30.912,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

22,05:15-05:30,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,17.748,1.05215,123.665625,45.36,0,6.5208,30.912,12.1695,83.083,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

23,05:30-05:45,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,17.748,1.05215,123.665625,45.36,0,6.5208,28.704,12.1695,75.53,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

24,05:45-06:00,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,17.748,1.05215,123.665625,31.5,0,6.5208,28.704,12.1695,75.53,0,0,0,0,36.75,0,0,0,64.074,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

25,06:00-06:15,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,17.748,1.05215,123.665625,31.5,0,6.5208,28.704,12.1695,75.53,0,0,36.75,0,0,0,64.074,0,0,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

26,06:15-06:30,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,17.748,1.05215,123.665625,31.5,0,6.5208,30.912,12.1695,75.53,0,0,35.7,0,0,0,64.074,0,0,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

27,06:30-06:45,19.35568,36.5917,31.992,686.779957,652.7525,49.436556,26.39091,20.178,0,0,0,139.3125,0,118.125,0,0,42.392196,152.9405,92,0,51.0138,18.69,19.985,17.748,1.05215,123.665625,31.5,6.32,6.5208,47.472,12.1695,75.53,0,0,35.7,0,0,0,64.074,0,0,0,0,0,78.912,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,44.6145,147.515625,26.46,20.0018,13.4135,417.375

