Block,Time,BRBCL,DULHASTI,FSTPP I & II,KGSU3AND4,KOTESHWR,NJPC,RAPPC,RIHAND2,RSTPSU7,SASAN,TALA,TANAKPUR,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,DADRI_CRF,NLCEXP,RAPPB,RIHAND3,SINGRAULI,DHAULIGNGA,JHAJJAR,KISHANGANGA,NLCTS2EXP,NNTPP,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TEHRI,URI2,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,DADRI_GF,DADRI_RF,CHAMERA1,KKNPPU2,KUDGI,SALAL,TALST2,DADRT2,KHSTPP-II,KKNP,KOLDAM,MAPS,NAPP,RSTPSU1TO6,TANDA2,UNCHAHAR1,UNCHAHAR2,VALLURNTECL,DADRI_LF,CHAMERA3,KGSU1AND2,NLCIIST1,NLCIIST2,PARBATI3,URI,ANTA_CRF,ANTA_RF,BSIUL,CHAMERA2,KHSTPP-I,NTPL,RAMPUR,SEWA2,SIMHST2,ANTA_GF,ANTA_LF
64,15:45-16:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,0,45.83,0,0,0,0,0,0

65,16:00-16:15,20,16.48,18.2,0,8.87,23.39,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,30.94,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,3.34,45.83,0,0,0,0,0,0

66,16:15-16:30,20,16.48,18.2,0,8.87,23.39,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,30.94,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,13.17,45.83,0,0,0,0,0,0

67,16:30-16:45,20,32.96,18.2,0,8.87,23.39,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,30.94,0,0,0,68.96,0,59.73,0,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,40.74,6.52,13.17,45.83,0,0,0,0,0,0

68,16:45-17:00,20,32.96,18.2,0,8.87,46.78,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,83.8,0,0.73,10.27,30.94,0,0,0,68.96,0,59.73,0,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,40.74,6.52,13.17,45.83,0,0,0,0,0,0

69,17:00-17:15,20,32.96,18.2,0,8.87,46.78,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,87.8,0,0.73,10.27,30.94,0,0,0,68.96,0,59.73,0,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,40.74,6.52,13.17,45.83,0,0,0,0,0,0

70,17:15-17:30,20,32.96,18.2,0,8.87,46.78,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,31.56,30.94,0,0,0,68.96,0,59.73,4.58,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,40.74,6.52,13.17,45.83,0,0,0,0,0,0

71,17:30-17:45,20,32.96,18.2,0,8.87,46.78,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.75,31.56,30.94,0,0,0,68.96,0,59.73,14.05,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,41.48,6.52,26.34,45.83,0,0,0,0,0,0

72,17:45-18:00,20,32.96,18.2,0,8.87,70.17,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,7.92,559.57,0,0,0,92,0,0.75,31.56,30.94,0,0,0,68.96,0,59.73,14.05,0,0,70.88,0,678.81,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,41.37,6.52,26.34,45.83,0,0,5.27,0,0,0

73,18:00-18:15,20,32.96,18.2,0,17.75,93.56,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,15.85,559.57,0,0,0,92,0,0.75,31.56,30.94,0,0,0,68.96,0,59.73,23.78,0,0,70.88,0,678.81,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,19.35,0,0,0,0,34.78,0,41.79,13.04,39.51,45.83,0,0,10.53,0,0,0

74,18:15-18:30,20,49.43,18.2,0,39.05,116.95,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,70.88,0,678.81,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,29.06,0,0,0,0,39.75,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

75,18:30-18:45,20,49.43,18.2,0,39.05,140.35,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,36.55,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,29.06,0,0,0,0,39.75,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

76,18:45-19:00,20,49.43,18.2,0,39.05,140.35,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,36.55,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,29.06,0,0,0,0,39.75,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

77,19:00-19:15,20,49.43,18.2,0,39.05,140.35,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,36.55,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,29.06,0,0,0,3.82,39.75,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

78,19:15-19:30,20,49.43,18.2,0,39.05,140.35,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,36.55,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,29.06,0,0,0,16.54,34.78,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

79,19:30-19:45,20,49.43,18.2,0,39.05,140.35,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,27.41,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,29.06,0,0,0,33.1,34.78,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

80,19:45-20:00,20,49.43,18.2,0,39.05,116.95,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,29.06,0,0,0,33.1,34.78,0,41.79,19.56,39.51,45.83,0,0,15.81,0,0,0

81,20:00-20:15,20,32.96,18.2,0,18.24,70.17,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,19.35,0,0,0,33.1,34.78,0,41.79,19.56,39.51,45.83,0,0,10.53,0,0,0

82,20:15-20:30,20,16.48,18.2,0,8.87,70.17,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,33.1,34.78,0,41.79,13.04,26.34,45.83,0,0,5.27,0,0,0

83,20:30-20:45,20,16.48,18.2,0,8.87,70.17,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,33.1,34.78,0,41.79,6.52,26.34,45.83,0,0,0,0,0,0

84,20:45-21:00,20,16.48,18.2,0,8.87,70.17,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,6.37,34.78,0,41.79,6.52,26.34,45.83,0,0,0,0,0,0

85,21:00-21:15,20,16.48,18.2,0,8.87,37.88,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,3.57,34.78,0,42.52,6.52,26.34,45.83,0,0,0,0,0,0

86,21:15-21:30,20,16.48,18.2,0,8.87,11.17,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.52,6.52,13.17,45.83,0,0,0,0,0,0

87,21:30-21:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.52,6.52,13.17,45.83,0,0,0,0,0,0

88,21:45-22:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.52,6.52,13.17,45.83,0,0,0,0,0,0

89,22:00-22:15,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

90,22:15-22:30,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.75,41.84,30.94,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

91,22:30-22:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,40.95,30.94,0,0,0,68.96,0,59.73,42.15,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

92,22:45-23:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.54,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,39.82,30.94,0,0,0,68.96,0,59.73,42.15,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

93,23:00-23:15,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.15,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,31.37,30.94,0,0,0,68.96,0,59.73,42.15,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

94,23:15-23:30,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,1.15,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,31.37,30.94,0,0,0,68.96,0,59.73,42.15,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

95,23:30-23:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,20.91,30.94,0,0,0,68.96,0,59.73,28.1,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,9.68,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

96,23:45-24:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,20.91,30.94,0,0,0,68.96,0,59.73,14.05,0,0,2.33,0,683.14,148.3,0,0,0,43.36,0,0,19.7,42.39,0,0,0,0,0,0,0,34.78,0,42.73,6.52,13.17,45.83,0,0,0,0,0,0

