Block,Time Block,BRBCL,DADRT2,FSTPP I & II,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,JHAJJAR,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KOTESHWR,KGSU1AND2,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,URI,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_RF,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR1,TALST2,TelanganaSTPP,SINGRAULI_HYDRO,TANAKPUR,TALA,TEHRI,UNCHAHAR2,TANDA2,CHAMERA1,BSIUL,MAPS,RAPPB,PARBATI2,NLCEXP,RAPPC,NLCIIST1,RAMPUR,NJPC,NLCIIST2,NLCTS2EXP,RAPPD,NNTPP,NAPP,NTPL,PARBATI3,RIHAND1,RIHAND2,SIMHST2,SASAN,SEWA2,RSTPSU1TO6,SINGRAULI,SIMHST1,RIHAND3,RSTPSU7,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,106.07,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,19.71,24.75,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,4.44,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,73.85,0,0,0,0,0

55,13:30-13:45,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,123.28,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,7.36,30.13,24.38,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,73.85,0,0,0,0,0

56,13:45-14:00,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,125.8,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,7.36,30.13,24.38,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,73.85,0,0,0,0,0

57,14:00-14:15,19.26,94.98,15.46,57.3,22.47,0,31.33,243.62,0,8.31,37.79,0,10.04,0,0,0,142.81,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0.96,0.49,7.36,30.13,24.38,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,76.44,0,0,0,0,0

58,14:15-14:30,19.26,94.98,15.46,57.3,22.47,0,31.33,243.62,0,8.31,37.79,0,10.04,0,0,0,142.81,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0.96,0.49,7.36,30.13,24.38,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,4.13,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,76.44,0,0,0,0,0

59,14:30-14:45,19.26,94.98,15.46,57.3,22.47,0,31.33,243.62,0,8.31,39.79,0,10.04,0,0,0,142.81,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0.96,0.49,8.77,30.13,24.05,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,76.44,0,0,0,0,0

60,14:45-15:00,19.26,94.98,15.46,57.3,22.47,0,31.33,243.62,0,8.31,43.85,0,10.04,0,0,0,142.81,0,2.14,0,27.85,18.61,48.91,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0.96,0.49,8.77,30.13,29.65,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,76.44,0,0,0,0,0

61,15:00-15:15,19.26,164.32,15.46,57.3,22.47,0,31.33,252.21,0,8.31,43.85,0,10.04,0,0,0,142.81,0,1.6,0,27.85,25.34,48.91,0,0,0,0,0,0,0,0,0,0,0,0,19.58,0,0,0.96,6.04,8.77,30.13,42.84,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,118.43,0,125.95,0,81.12,0,0,0,0,0

62,15:15-15:30,19.26,179.99,17.86,57.3,22.47,0,31.33,252.21,0,8.31,43.85,0,10.04,0,0,0,142.81,0,1.6,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.96,6.04,8.77,30.13,42.84,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,125.47,0,125.95,0,81.12,0,0,0,0,0

63,15:30-15:45,19.26,44.79,17.86,57.3,22.47,0,31.33,320.4,0,8.31,43.85,0,10.04,0,0,0,142.81,0,1.6,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,6.04,9.91,30.13,42.84,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,81.12,0,0,0,0,0

64,15:45-16:00,19.26,94.95,17.86,57.3,22.47,0,31.33,320.4,0,8.31,43.85,0,10.04,0,0,0,142.81,0,1.6,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,0.49,9.91,30.13,42.84,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,81.12,0,0,0,0,0

65,16:00-16:15,19.26,94.95,17.86,57.3,22.47,0,31.33,311.77,4.61,8.31,43.85,0,10.04,0,0,0,142.81,0,1.6,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,34.08,5.32,0,6.28,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,81.12,0,0,0,0,0

66,16:15-16:30,19.26,94.95,17.86,57.3,22.47,0,31.33,311.77,6.92,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,33.82,5.32,13.53,6.28,0,0,10.86,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,0,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,81.12,0,0,0,0,0

67,16:30-16:45,19.26,94.95,17.86,57.3,22.47,0,31.33,398.45,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,5.43,9.91,30.13,33.82,5.32,27.06,6.28,0,0,10.86,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,4.13,93.63,119.97,0,398.68,0,0,118.12,0,125.95,0,76.44,0,0,0,0,0

68,16:45-17:00,19.26,94.95,17.86,57.3,22.47,0,31.33,526.32,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,5.43,9.91,30.13,33.82,5.32,27.06,6.28,0,0,10.86,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,120,0,125.95,0,76.44,0,0,0,0,0

69,17:00-17:15,19.26,94.95,17.86,57.3,22.47,0,47,526.32,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,5.43,9.91,30.13,34.08,5.32,34.53,6.28,0,0,10.86,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,18.91,93.63,119.97,0,398.68,6.07,0,120.89,0,65.96,0,76.44,0,0,0,0,0

70,17:15-17:30,19.26,94.95,17.86,57.3,22.47,0,47,526.32,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,5.43,9.91,30.13,33.82,5.32,34.53,6.28,0,0,14.46,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,18.91,93.63,119.97,0,398.68,12.14,0,122.32,0,65.96,0,76.44,0,0,0,0,0

71,17:30-17:45,19.26,164.77,17.86,57.3,22.47,10.54,47,526.32,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.84,5.32,34.53,6.28,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,123.4,0,65.96,0,76.44,0,0,0,0,0

72,17:45-18:00,19.26,247.38,17.86,49.08,17.74,10.54,39.65,526.32,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,28.75,42.38,5.32,34.53,6.28,0,0,21.71,0,66.51,0,5.75,144.54,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,123.4,0,65.96,0,76.44,0,0,0,0,0

73,18:00-18:15,19.26,285.9,17.86,49.08,17.74,10.54,39.65,526.32,7.47,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,28.75,42.38,5.32,34.53,6.28,0,0,28.95,0,66.51,0,5.75,144.54,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,123.4,0,65.96,0,76.44,0,0,0,0,0

74,18:15-18:30,19.26,285.9,17.86,49.08,17.74,21.07,39.65,526.32,7.47,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,28.75,42.38,5.32,34.53,6.28,0,0,36.18,0,66.51,0,5.75,144.54,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,123.4,0,65.96,0,76.44,0,0,0,0,0

75,18:30-18:45,19.26,237.75,17.86,49.08,33.7,42.16,47,344.25,7.47,8.31,43.85,0,20.08,0,0,0,142.81,0,1.64,0,27.85,24.75,48.91,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,1.04,1.72,9.91,28.75,38.91,5.32,34.53,12.56,0,0,36.18,0,66.51,0,5.75,144.54,0,0,20.86,0,24.69,0,26.6,93.63,119.97,0,398.68,18.2,0,130.9,0,65.96,0,76.44,0,0,0,0,0

76,18:45-19:00,19.26,189.6,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,24.75,48.91,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,1.04,1.72,9.91,30.13,37.87,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,130.9,0,65.96,0,76.44,0,0,0,0,0

77,19:00-19:15,19.26,195.2,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,24.75,48.91,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,1.04,1.72,9.91,30.13,36.94,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,130.9,0,65.96,0,76.44,0,0,0,0,0

78,19:15-19:30,19.26,195.2,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,24.75,48.91,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,1.04,1.72,9.91,30.13,36.94,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,130.9,0,65.96,0,76.44,0,0,0,0,0

79,19:30-19:45,19.26,280.46,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,26.45,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,141.47,0,65.96,0,76.44,0,0,0,0,0

80,19:45-20:00,19.26,360.01,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,141.47,0,65.96,0,76.44,0,0,0,0,0

81,20:00-20:15,19.26,408.16,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,141.47,0,65.96,0,76.44,0,0,0,0,0

82,20:15-20:30,19.26,441.94,17.86,58,35.48,42.16,49.16,344.25,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,141.47,0,65.96,0,76.44,0,0,0,0,0

83,20:30-20:45,19.26,441.94,17.86,57.3,33.73,42.16,47,359.95,9.24,8.31,43.85,0,30.12,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,40.59,12.56,0,0,28.95,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,13.3,93.63,119.97,0,398.68,18.2,0,141.47,0,65.96,0,76.44,0,0,0,0,0

84,20:45-21:00,19.26,441.94,17.86,57.3,33.73,42.16,47,359.95,9.24,8.31,43.85,0,30.12,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,40.59,12.56,0,0,28.95,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,11.83,93.63,119.97,0,398.68,18.2,0,141.47,0,65.96,0,76.44,0,0,0,0,0

85,21:00-21:15,19.26,441.94,17.86,57.3,33.73,42.16,47,359.95,9.24,8.31,43.85,0,30.12,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,40.59,12.56,0,0,28.95,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,14.78,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

86,21:15-21:30,19.26,441.94,17.86,58,35.48,42.16,49.16,359.95,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,140.45,0,65.96,0,76.44,0,0,0,0,0

87,21:30-21:45,19.26,441.94,17.86,58,35.48,42.16,49.16,359.95,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,140.45,0,65.96,0,76.44,0,0,0,0,0

88,21:45-22:00,19.26,441.94,17.86,58,35.48,42.16,49.16,359.95,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,2.35,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,140.45,0,65.96,0,76.44,0,0,0,0,0

89,22:00-22:15,19.26,441.94,17.86,58,35.48,42.16,49.16,359.95,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,140.45,0,65.96,0,76.44,0,0,0,0,0

90,22:15-22:30,19.26,441.94,17.86,58,35.48,42.16,49.16,359.95,9.24,8.36,43.85,0,33.47,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,41.54,19.7,0,0,43.41,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,75.91,93.63,119.97,0,398.68,19.35,0,140.45,0,65.96,0,76.44,0,0,0,0,0

91,22:30-22:45,19.26,441.94,17.86,57.3,33.73,42.16,47,375.65,9.24,8.31,43.85,0,20.08,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,40.59,18.84,0,0,28.95,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

92,22:45-23:00,19.26,441.94,17.86,57.3,33.73,42.16,47,375.65,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,40.59,18.84,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

93,23:00-23:15,19.26,441.94,17.86,57.3,33.73,31.62,47,375.65,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,40.59,18.84,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

94,23:15-23:30,19.26,441.94,17.86,57.3,33.73,21.07,47,375.65,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,40.59,18.84,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

95,23:30-23:45,19.26,441.94,14.86,57.3,33.73,21.07,47,375.65,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,40.59,18.84,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

96,23:45-24:00,19.26,441.94,14.86,57.3,33.73,10.54,47,375.65,9.24,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,32.49,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,1.04,1.72,9.91,30.13,42.38,5.32,40.59,18.84,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,18.2,0,140.45,0,65.96,0,76.44,0,0,0,0,0

