Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16122023/22122023/HP-20,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/16122023/22122023/HP-16,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/20122023/20122023/SJVN20122023NR1304,NR/20122023/20122023/SJVN20122023NR1303,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/20122023/20122023/DD20231220NR21846,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/30042040/GNA_LT_35
9,02:00-02:15,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.9,0,0,0,33.3,0,33.3,11.51,0,32.72,25.87,0,48.02,0,0,0,0,0,0,0,10.91,0,0,0,0.000000,1.010000,169.250000,1.070000,0.000000,0.000000,71.450000,96.040000,0.000000

10,02:15-02:30,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.82,0,0,0,32.35,0,32.35,11.08,0,32.46,26.02,0,48.02,0,0,0,0,0,0,0,10.82,0,0,0,0.000000,1.010000,169.250000,1.070000,0.000000,0.000000,71.450000,96.040000,0.000000

11,02:30-02:45,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.8,0,0,0,41.74,0,41.74,10.68,0,32.45,20.76,0,48.02,0,0,0,0,0,0,0,10.82,0,0,0,0.000000,1.010000,169.250000,1.220000,0.000000,0.000000,71.450000,96.040000,0.000000

12,02:45-03:00,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.85,0,0,0,40.19,0,40.19,10.27,0,32.53,20.72,0,48.02,0,0,0,0,0,0,0,10.84,0,0,0,0.000000,1.010000,169.250000,1.220000,0.000000,0.000000,71.450000,96.040000,0.000000

13,03:00-03:15,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.91,0,0,0,38.67,0,38.67,8.6,0,32.78,20.41,0,48.02,0,0,0,0,0,0,0,10.93,0,0,0,0.000000,0.930000,169.250000,1.180000,0.000000,0.000000,71.450000,96.040000,0.000000

14,03:15-03:30,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.94,0,0,0,37.87,0,37.87,8.51,0,32.87,20.27,0,48.02,0,0,0,0,0,0,0,10.96,0,0,0,0.000000,0.930000,169.250000,1.180000,0.000000,0.000000,71.450000,96.040000,0.000000

15,03:30-03:45,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,11,0,0,0,34.54,0,34.54,8.47,0,32.99,24.08,0,48.02,0,0,0,0,0,0,0,10.99,0,0,0,0.000000,0.930000,169.250000,1.180000,0.000000,0.000000,71.450000,96.040000,0.000000

16,03:45-04:00,36.500000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,11.05,0,0,0,33.77,0,33.77,8.44,0,33.12,23.74,0,48.02,0,0,0,0,0,0,0,11.04,0,0,0,0.000000,0.930000,169.250000,1.180000,0.000000,0.000000,71.450000,96.040000,0.000000

17,04:00-04:15,55.340000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,8.47,0,0,0,33.16,0,33.16,8.38,0,25.41,23.31,0,48.02,0,0,0,0,0,0,0,8.47,0,0,0,0.000000,0.930000,169.250000,1.140000,0.000000,0.000000,71.450000,96.040000,0.000000

18,04:15-04:30,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,8.49,0,0,0,33.08,0,33.08,8.29,0,25.47,22.9,0,48.02,0,0,0,0,0,0,0,8.49,0,0,0,0.000000,0.930000,169.250000,1.140000,0.000000,0.000000,71.450000,96.040000,0.000000

19,04:30-04:45,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,8.61,0,0,0,21.45,0,21.45,8.19,0,25.81,25.8,0,48.02,0,0,0,0,0,0,0,8.6,0,0,0,0.000000,0.930000,169.250000,1.140000,0.000000,0.000000,71.450000,96.040000,0.000000

20,04:45-05:00,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,8.65,0,0,0,21.55,0,21.55,8.08,0,25.93,25.51,0,48.02,0,0,0,0,0,0,0,8.64,0,0,0,0.000000,0.930000,169.250000,1.140000,0.000000,0.000000,71.450000,96.040000,0.000000

21,05:00-05:15,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.83,0,0,0,21.82,0,21.82,8.01,0,32.44,25.28,0,48.02,0,0,0,0,0,0,0,10.81,0,0,0,0.000000,0.930000,169.250000,1.140000,0.000000,0.000000,71.450000,96.040000,0.000000

22,05:15-05:30,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,148.550000,11.520000,14.410000,10.65,0,0,0,22.12,0,22.12,7.96,0,31.92,25.09,0,48.02,0,0,0,0,0,0,0,10.64,0,0,0,0.000000,0.930000,169.250000,1.140000,0.000000,0.000000,67.230000,96.040000,0.000000

23,05:30-05:45,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,182.480000,11.520000,14.410000,10.46,0,0,0,22.37,0,22.37,7.9,0,31.36,26.96,0,48.02,0,0,0,0,0,0,0,10.45,0,0,0,0.000000,0.930000,188.460000,1.140000,0.000000,0.000000,67.230000,96.040000,0.000000

24,05:45-06:00,55.340000,25.920000,25.920000,8.160000,48.020000,22.090000,127.710000,5.760000,133.760000,1.660000,0.000000,230.500000,11.520000,14.410000,10.32,0,0,0,22.61,0,22.61,7.85,0,30.99,26.54,0,48.02,0,0,0,0,0,0,0,10.33,0,0,0,0.000000,0.930000,224.660000,1.140000,0.000000,0.000000,67.230000,96.040000,0.000000

25,06:00-06:15,74.230000,25.370000,30.730000,8.160000,48.020000,22.090000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.82,0,0,0,21.89,0,21.89,7.53,0,26.48,26.14,0,48.02,0,0,0,0,0,0,0,8.83,0,0,0,0.000000,0.930000,224.660000,1.070000,0.000000,0.000000,75.870000,96.040000,0.000000

26,06:15-06:30,55.340000,25.370000,30.730000,8.160000,67.230000,23.050000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.94,0,0,0,21.58,0,21.58,7.34,0,26.83,25.71,0,48.02,0,0,0,0,0,0,0,8.94,0,0,0,0.000000,0.930000,259.880000,1.070000,0.000000,0.000000,67.230000,96.040000,0.000000

27,06:30-06:45,67.740000,25.370000,30.730000,8.160000,96.040000,23.050000,257.150000,5.760000,0.000000,1.660000,0.000000,230.500000,11.520000,14.410000,8.96,0,0,0,26.89,0,26.89,7.34,1.2,26.88,25.31,0,48.02,0,0,0,0,0,0,0,8.96,0,0,0,0.000000,0.930000,259.880000,1.070000,0.000000,0.000000,96.040000,96.040000,0.000000

28,06:45-07:00,86.630000,23.210000,30.730000,8.160000,100.590000,23.050000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.93,0,0,0,27.58,0,27.58,7.34,4.3,26.78,24.85,0,48.02,0,0,0,0,0,0,0,8.93,0,0,0,0.000000,0.930000,259.880000,1.070000,0.000000,0.000000,117.170000,96.040000,0.000000

29,07:00-07:15,86.630000,19.580000,30.730000,8.160000,100.590000,22.090000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,8.9,0,1.002808,0,27.57,0,27.57,7.34,12.1,26.69,28.96,0,48.02,0,0,0,1,0,0,0,8.9,0,0,1,0.000000,0.930000,259.880000,1.070000,0.000000,0.000000,117.170000,96.040000,0.000000

30,07:15-07:30,86.630000,30.730000,30.730000,8.160000,100.590000,22.090000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,8.88,0,5.004304,1,27.24,0,27.24,7.34,21.1,26.66,28.74,0,48.02,0,0,0,8.34,0,0,0,8.89,0,1,1.58,0.060000,0.930000,259.880000,1.070000,0.000000,0.060000,117.170000,96.040000,0.060000

31,07:30-07:45,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,11.1,0.71,10.923792,2,33.87,0,33.87,10.27,32.4,33.33,28.45,0,48.02,3.57,1,0.33,28.71,1,0,0,11.11,1,3,14.37,0.270000,0.930000,259.880000,1.070000,0.000000,0.270000,117.170000,96.040000,0.270000

32,07:45:08:00,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.93,2.7,17.261928,8,33.55,0,33.55,10.08,30.37,32.81,28.26,0,48.02,13.51,3,1,30.37,3,0,0,10.94,3,5,29.76,0.730000,0.930000,259.880000,1.070000,0.000000,0.710000,117.170000,96.040000,0.710000

33,08:00-08:15,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.56,5.73,25.002048,21,20.87,0,20.87,9.25,30.34,31.67,27.94,0,48.02,28.67,5,6.14,30.33,5,0,0,10.56,9,10,30.33,1.450000,0.930000,259.880000,1.070000,0.000000,1.410000,117.170000,96.040000,1.410000

34,08:15-08:30,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.76,9.84,33.910488,32,20.4,0,20.4,9.03,30.34,32.26,27.44,0,48.02,49.22,8,14.53,30.33,8,0,0,10.75,13,17,30.33,2.380000,0.930000,259.880000,1.070000,0.000000,2.320000,117.170000,96.040000,2.320000

35,08:30-08:45,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.62,14.35,42.263976,60,16.75,0,16.75,7.34,32,31.89,27.05,0,48.02,71.78,15,22.85,32,14,0,0,10.63,25,29,32,3.550000,0.930000,259.880000,1.070000,0.000000,3.470000,117.170000,96.040000,3.470000

36,08:45:09:00,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.72,18.71,49.595184,77,16.08,0,16.08,7.34,32,32.15,26.68,0,48.02,93.55,19.77,29.72,32,18,0,0,10.72,33,37,32,4.900000,0.930000,259.880000,1.070000,0.000000,4.780000,117.170000,96.040000,4.780000

37,09:00:09:15,86.630000,30.250000,30.250000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,9.26,23.09,57.559232,91,21.6,0,21.6,7.34,32,27.76,26.5,0,48.02,115.46,23.6,37.17,32,22,0,0,9.25,39,45,32,6.350000,0.930000,259.880000,0.990000,0.000000,6.200000,117.170000,96.040000,6.200000

38,09:15-09:30,86.630000,30.250000,30.250000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,8.92,27.03,65.309088,105,21.99,0,21.99,7.34,32,26.76,26.22,0,48.02,135.14,26.04,45.36,32,26,0,0,8.92,45,53,32,7.760000,0.930000,259.880000,0.990000,0.000000,7.570000,117.170000,96.040000,7.570000

39,09:30-09:45,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,8.58,30.52,72.97132,123,21.73,0,21.73,7.34,32,25.76,25.77,0,48.02,152.62,29.13,52.56,32,30,28.81,24.01,8.59,52,59,32,9.030000,0.930000,259.880000,0.990000,0.000000,8.810000,117.170000,96.040000,8.810000

40,09:45-10:00,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,8.26,33.48,81.139824,137,21.61,0,21.61,7.34,32.5,24.76,25.65,0,48.02,167.41,31.44,58.43,32.5,33,28.81,24.01,8.25,58,67,32.5,10.190000,0.930000,259.880000,0.990000,0.000000,9.940000,117.170000,96.040000,9.940000

41,10:00-10:15,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,7.76,34.34,89.074664,151,29.22,0,29.22,5.66,32.5,23.26,23.15,0,48.02,171.69,34.03,64.11,32.5,38,28.81,24.01,7.75,64,75,32.5,11.230000,0.930000,259.880000,1.140000,0.000000,10.950000,117.170000,96.040000,10.950000

42,10:15-10:30,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,7.65,36.42,96.668744,161,29.08,0,29.08,5.66,32.5,22.92,23.08,0,48.02,182.12,36.24,69.2,32.5,40,28.81,24.01,7.64,69,81,32.5,12.110000,0.930000,259.880000,1.140000,0.000000,11.810000,117.170000,96.040000,11.810000

43,10:30-10:45,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.99,38.16,117.260384,165,29.08,0,29.08,8.41,32.5,32.95,27.22,0,48.02,190.81,39.93,74.09,32.5,42,28.81,24.01,10.98,70,83,32.5,12.840000,0.930000,259.880000,1.140000,0.000000,12.530000,117.170000,96.040000,12.530000

44,10:45-11:00,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.610000,0.000000,270.110000,11.520000,14.410000,10.78,39.48,121.534488,172,29.75,0,29.75,8.08,32.5,32.36,27.38,0,48.02,197.38,40.88,78.34,32.5,43,28.81,24.01,10.79,73,85,32.5,13.460000,0.930000,259.880000,1.140000,0.000000,13.120000,117.170000,96.040000,13.120000

45,11:00-11:15,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,10.87,40.84,124.776576,182,24.84,0,24.84,8.05,32.5,32.56,27.37,0,48.02,204.19,42.49,81.64,32.5,45,28.81,24.01,10.85,78,90,32.5,14.040000,0.930000,259.880000,1.140000,0.000000,13.690000,117.170000,96.040000,13.690000

46,11:15-11:30,86.630000,30.730000,30.730000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,10.96,42.5,127.34688,189,6.41,0,6.41,7.75,32.5,32.88,27.48,0,48.02,212.5,43.64,84.54,32.5,47,28.81,24.01,10.96,81,93,32.5,14.510000,0.930000,259.880000,1.140000,0.000000,14.150000,117.170000,96.040000,14.150000

47,11:30-11:45,86.630000,30.730000,30.730000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,11.19,43.33,129.664048,189,5.61,0,5.61,7.7,32.5,33.56,27.49,0,48.02,216.67,43.5,86.31,32.5,47,28.81,24.01,11.19,81,93,32.5,14.950000,0.930000,259.880000,1.140000,0.000000,14.580000,117.170000,96.040000,14.580000

48,11:45-12:00,86.630000,30.730000,30.730000,8.160000,100.590000,21.130000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,11.41,45,131.38732,189,5.41,0,5.41,8.09,32.5,34.24,27.53,0,48.02,225,45,88.73,32.5,47,28.81,24.01,11.41,81,93,32.5,15.200000,0.930000,259.880000,1.140000,0.000000,14.830000,117.170000,96.040000,14.830000

49,12:00-12:15,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.76,45.83,124.202152,189,5.48,0,5.48,6.1,32.5,26.26,27.13,0,48.02,229.17,45,88.71,32.5,47,28.81,24.01,8.75,81,93,32.5,15.350000,0.930000,259.880000,1.220000,0.000000,14.970000,117.170000,96.040000,14.970000

50,12:15-12:30,86.630000,30.730000,30.730000,8.160000,100.590000,20.170000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.49,45.83,124.698688,189,5.35,0,5.35,6.15,32.5,25.47,26.55,0,48.02,229.17,45,90.41,32.5,47,28.81,24.01,8.49,81,93,32.5,15.350000,0.930000,259.880000,1.220000,0.000000,14.970000,117.170000,96.040000,14.970000

51,12:30-12:45,73.850000,30.730000,30.730000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.48,45.92,124.3774,189,13.33,0,13.33,6.45,32.5,25.43,26.07,0,48.02,229.58,45,90.7,32.5,47,28.81,24.01,8.48,81,93,32.5,15.350000,0.930000,259.880000,1.220000,0.000000,14.970000,117.170000,96.040000,14.970000

52,12:45-13:00,73.850000,30.730000,30.730000,8.160000,94.120000,0.000000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.5,45.92,123.004624,189,13.33,0,13.33,6.49,32.5,25.49,25.56,0,48.02,229.58,45,89.16,32.5,47,28.81,24.01,8.49,81,93,32.5,15.350000,0.930000,259.880000,1.220000,0.000000,14.970000,117.170000,96.040000,14.970000

53,13:00-13:15,54.950000,30.730000,25.370000,8.160000,74.910000,0.000000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,8.25,45.92,120.667984,189,13.33,0,13.33,6.6,32.5,24.7,25.41,0,48.02,229.58,45,88.06,32.5,46,28.81,24.01,8.23,81,92,32.5,15.320000,1.010000,259.880000,1.300000,0.000000,14.950000,96.040000,96.040000,14.950000

54,13:15-13:30,54.950000,30.730000,25.370000,8.160000,84.520000,0.000000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,7.86,45.92,117.036456,189,13.33,0,13.33,6.42,32.5,23.58,25.3,0,48.02,229.58,43.67,86.58,32.5,45,28.81,24.01,7.86,81,90,32.5,15.220000,1.010000,259.880000,1.300000,0.000000,14.850000,67.230000,96.040000,14.850000

55,13:30-13:45,75.190000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,7.84,45.92,115.167144,189,13.33,0,13.33,11.36,32.5,23.5,25.11,0,48.02,229.58,42.02,83.67,32.5,46,28.81,24.01,7.83,81,92,32.5,14.830000,1.010000,259.880000,1.300000,0.000000,14.470000,67.230000,96.040000,14.470000

56,13:45-14:00,75.190000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.660000,0.000000,270.110000,11.520000,14.410000,7.84,45.92,110.708056,189,13.33,0,13.33,11.79,32.5,23.5,24.6,0,48.02,229.58,40.5,81.52,32.5,45,28.81,24.01,7.83,81,90,32.5,14.330000,1.010000,259.880000,1.300000,0.000000,13.970000,86.440000,96.040000,13.970000

57,14:00-14:15,75.190000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,45.92,105.606392,182,14.17,0,14.17,8.75,32.5,23.5,18.96,0,48.02,229.58,38.95,79.55,32.5,44,28.81,24.01,7.83,78,88,32.5,13.660000,1.010000,259.880000,1.300000,0.000000,13.320000,96.040000,96.040000,13.320000

58,14:15-14:30,75.190000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,43.93,99.540864,175,14.84,0,14.84,9.07,32.5,23.5,18.78,0,48.02,219.63,36.98,75.77,32.5,42,28.81,24.01,7.83,75,83,32.5,12.980000,1.010000,259.880000,1.300000,0.000000,12.660000,117.170000,96.040000,12.660000

59,14:30-14:45,75.190000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,41.59,92.365432,165,16.17,0,16.17,9.42,32.5,23.5,18.6,0,48.02,207.97,36.1,71,32.5,39,28.81,24.01,7.83,70,78,32.5,12.140000,1.010000,259.880000,1.300000,0.000000,11.840000,117.170000,96.040000,11.840000

