Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/4503,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/9061,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/1868,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/3646,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5474,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10
33,08:00-08:15,7,8.4,14.81,5.16,1.66,133.62,8.64,2.38,1.22,260.75,0,3.96,36.5,0,36.5,36.5,17.29,100.05,8.64,65.88,1.19,0,1.09,0,0,86.63,24.22,0,7,31.9,41.99,15,19.99,15,13,6.67,39.51,6.67,31.9,31.9,6.67,13.33,32,13.34

34,08:15-08:30,11,11.91,14.81,6.25,1.66,133.62,8.64,2.38,1.22,260.75,0,5.84,36.5,0,36.5,36.5,17.29,100.05,8.64,65.88,1.74,0,1.09,0,0,86.63,24.22,0,11,31.9,59.58,20,19.99,22,16,6.67,48.51,6.67,31.9,31.9,6.67,13.33,39,13.34

35,08:30-08:45,7,16.38,14.81,7.55,1.66,133.62,8.64,2.38,1.22,260.75,0,7.74,36.5,0,36.5,36.5,17.29,100.05,8.64,65.88,2.32,0,1.09,0,0,86.63,24.22,0,15,32.06,81.92,26,19.99,15,10,6.67,56.77,6.67,32.07,32.07,6.67,13.33,25,13.34

36,08:45-09:00,9,19.62,14.81,8.62,1.66,133.62,8.64,2.38,1.22,260.75,0,9.7,36.5,0,36.5,36.5,17.29,100.05,8.64,70.02,2.91,0,1.09,0,0,86.63,24.22,0,19,32.66,98.08,37,19.99,17,13,6.67,64.88,6.67,32.67,32.67,6.67,13.33,32,13.34

37,09:00-09:15,15,22.79,15.01,9.74,1.66,133.62,8.64,2.38,1.22,260.75,0,12.51,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,3.75,0,1.09,0,0,86.63,24.22,0,22,32.66,113.94,47,19.99,30,27,6.67,54.57,6.67,32.67,32.67,6.67,13.33,63,13.34

38,09:15-09:30,20,25.96,14.81,10.86,1.66,133.62,8.64,2.38,1.22,260.75,0,14.41,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,4.32,0,1.09,0,0,86.63,24.22,0,25,32.66,129.81,55,19.99,40,36,6.67,64.23,6.67,32.67,32.67,6.67,13.33,84,13.34

39,09:30-09:45,27,29.13,13.41,3.87,1.66,133.62,8.64,2.38,1.33,260.75,0,1.29,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,4.75,0,1.09,0,0,86.63,24.22,0,28,32.66,145.67,58,19.99,53,48,6.67,71.42,6.67,32.67,32.67,6.67,13.33,112,13.34

40,09:45-10:00,30,32.3,13.81,4.29,1.66,133.62,8.64,2.38,1.33,260.75,0,1.42,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,5.19,0,1.09,0,0,86.63,24.22,0,30,32.66,161.53,65,19.99,60,54,6.67,80.9,6.67,32.67,32.67,6.67,13.33,126,13.34

41,10:00-10:15,33,34.7,14.01,4.68,1.71,133.62,8.64,2.38,1.33,260.75,0,1.56,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,5.6,0,1.09,0,0,86.63,24.22,0,32,32.66,173.51,67,19.99,67,60,6.67,85.49,6.67,32.67,32.67,6.67,13.33,140,13.34

42,10:15-10:30,37,37.1,14.21,5.14,1.71,133.62,8.64,2.38,1.33,260.75,0,1.71,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,5.98,0,1.09,0,0,86.63,24.22,0,34,32.66,185.5,72,19.99,73,64,6.67,92.12,6.67,32.67,32.67,6.67,13.33,151,13.34

43,10:30-10:45,38,39.5,14.41,13.2,1.71,115.25,8.64,2.38,1.33,233.91,0,13.2,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,13.53,0,1.09,0,0,67.74,24.22,0,36,32.66,197.48,75,19.99,77,69,6.67,99.72,6.67,32.67,32.67,6.67,13.33,161,13.34

44,10:45-11:00,40,41.89,15.01,13.66,1.71,96.04,8.64,2.38,1.33,233.91,0,13.66,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,14,0,1.09,0,0,67.74,23.72,0,37,32.66,209.47,79,19.99,80,73,6.67,105.27,6.67,32.67,32.67,6.67,13.33,172,13.34

45,11:00-11:15,43,42.5,15.41,14.06,1.71,96.04,8.64,2.3,1.33,233.91,0,14.06,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,14.41,0,1.09,0,0,67.74,23.21,0,39,32.66,212.48,82,19.99,87,76,6.67,109.01,6.67,32.67,32.67,6.67,13.33,179,13.34

46,11:15-11:30,45,42.83,16.01,14.5,1.71,96.04,8.64,2.3,1.33,233.91,0,14.5,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,14.86,0,1.09,0,0,67.74,22.71,0,39,32.66,214.15,85,19.99,90,78,6.67,113.7,6.67,32.67,32.67,6.67,13.33,182,13.34

47,11:30-11:45,45,43.35,16.01,14.83,1.71,96.04,8.64,2.3,1.33,233.91,0,14.83,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,15.2,0,1.09,0,0,67.74,22.71,0,40,32.66,216.73,87,19.99,90,79,6.67,116.18,6.67,32.67,32.67,6.67,13.33,186,13.34

48,11:45-12:00,45,44.05,16.01,15.1,1.71,96.04,8.64,2.3,1.33,233.91,0,15.1,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,15.47,0,1.09,0,0,67.74,22.71,0,40,32.66,220.25,88,19.99,90,81,6.67,116.01,6.67,32.67,32.67,6.67,13.33,189,13.34

49,12:00-12:15,45,43.77,20.01,15.13,1.76,96.04,8.64,2.3,1.37,233.91,0,15.13,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,15.51,0,1.16,0,0,67.74,22.71,0,40,32.66,218.86,88,19.99,90,81,6.67,119.83,6.67,32.67,32.67,6.67,13.33,189,13.34

50,12:15-12:30,45,43.7,19.81,15.13,1.76,96.04,8.64,2.3,1.37,233.91,0,15.13,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,15.51,0,1.16,0,0,67.74,23.72,0,40,32.66,218.49,88,19.99,90,81,6.67,120.84,6.67,32.67,32.67,6.67,13.33,189,13.34

51,12:30-12:45,45,43.83,19.61,15.13,1.76,96.04,8.64,2.3,1.37,233.91,0,15.13,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,15.51,0,1.16,0,0,57.34,23.72,0,40,32.66,219.15,88,19.99,90,78,6.67,121.7,6.67,32.67,32.67,6.67,13.33,182,13.34

52,12:45-13:00,45,44.17,19.01,15.13,1.76,96.04,8.64,2.3,1.37,221.78,0,15.13,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,15.51,0,1.16,0,0,57.34,23.72,0,40,32.66,220.84,88,19.99,90,78,6.67,120.55,6.67,32.67,32.67,6.67,13.33,182,13.34

53,13:00-13:15,43,43.54,16.41,13.65,1.76,74.68,8.64,2.3,1.53,173.76,0,13.65,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,13.99,0,1.32,0,0,57.34,23.72,0,39,32.66,217.68,87,19.99,87,78,6.67,119.77,6.67,32.67,32.67,6.67,13.33,182,13.34

54,13:15-13:30,43,43.09,14.41,13.35,1.76,74.68,8.64,2.3,1.53,173.76,0,13.35,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,13.69,0,1.32,0,0,57.34,23.21,0,38,32.66,215.46,84,19.99,85,78,6.67,118.15,6.67,32.67,32.67,6.67,13.33,182,13.34

55,13:30-13:45,41,42.84,13.01,13.11,1.76,74.68,8.64,2.3,1.53,144.94,0,13.11,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,13.44,0,1.32,0,0,57.34,23.21,0,37,32.66,214.18,82,19.99,83,76,6.67,102.82,6.67,32.67,32.67,6.67,13.33,179,13.34

56,13:45-14:00,40,42.31,12.01,12.97,1.76,74.68,8.64,2.3,1.53,144.94,0,12.97,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,13.29,0,1.32,0,0,57.34,23.21,0,36,32.66,211.56,78,19.99,80,75,6.67,97.45,6.67,32.67,32.67,6.67,13.33,175,13.34

57,14:00-14:15,39,39.97,16.01,12.53,1.81,74.68,8.64,2.3,1.76,164.15,0,12.53,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,12.84,0,1.39,0,0,57.34,23.21,0,34,32.66,199.85,75,19.99,79,73,6.67,89.92,6.67,32.67,32.67,6.67,13.33,172,13.34

58,14:15-14:30,37,37.63,15.61,11.83,1.81,96.04,8.64,2.3,1.76,173.76,0,11.83,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,12.13,0,1.39,0,0,57.34,24.22,0,32,32.66,188.14,72,19.99,75,69,6.67,86.11,6.67,32.67,32.67,6.67,13.33,161,13.34

59,14:30-14:45,35,35.29,15.21,11.18,1.81,96.04,8.64,2.3,1.76,164.15,0,11.18,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,11.46,0,1.39,0,0,57.34,24.73,0,30,32.66,176.43,67,19.99,69,64,6.67,80.72,6.67,32.67,32.67,6.67,13.33,151,13.34

60,14:45-15:00,31,32.94,14.41,10.41,1.81,96.04,8.64,2.3,1.76,173.76,0,10.41,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,10.67,0,1.39,0,0,57.34,24.73,0,28,32.66,164.73,60,19.99,63,60,6.67,71.45,6.67,32.67,32.67,6.67,13.33,140,13.34

61,15:00-15:15,28,29.79,13.61,9.65,1.81,96.04,8.64,2.3,1.83,192.96,0,9.65,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,9.88,0,1.55,0,0,57.34,25.23,0,25,32.66,148.95,57,19.99,56,54,6.67,63.78,6.67,32.67,32.67,6.67,13.33,126,13.34

62,15:15-15:30,25,26.64,12.81,8.6,1.81,115.25,8.64,2.3,1.83,192.96,0,8.6,25.93,0,25.93,25.93,17.29,100.05,8.64,70.02,8.81,0,1.55,0,0,57.34,25.23,0,23,32.66,133.18,53,19.99,49,48,6.67,55.94,6.67,32.67,32.67,6.67,13.33,112,13.34

63,15:30-15:45,21,23.48,12.61,7.62,1.81,133.62,8.64,2.3,1.83,240.98,0,7.62,25.93,0,25.93,25.93,17.29,100.05,8.64,65.88,7.81,0,1.55,0,0,86.63,25.23,0,21,32.66,117.41,46,19.99,43,41,6.67,48.22,6.67,32.67,32.67,6.67,13.33,97,13.34

64,15:45-16:00,18,20.33,12.41,6.65,1.81,133.62,8.64,2.3,1.83,260.75,0,6.65,25.93,0,25.93,25.93,17.29,100.05,8.64,65.88,6.81,0,1.55,0,0,86.63,25.23,0,19,33,101.64,41,19.99,37,34,6.67,39.63,6.67,32,33,6.67,13.33,81,13.34

65,16:00-16:15,15,17.05,11.21,5.63,1.81,133.62,8.64,2.3,1.99,260.75,0,5.63,31.69,0,31.69,31.69,17.29,100.05,8.64,65.88,5.78,0,1.55,0,0,86.63,25.74,0,14,32.61,85.27,33,19.99,30,28,6.67,29.73,6.67,23,33,6.67,13.33,67,13.34

66,16:15-16:30,11,13.78,11,4.58,1.81,133.62,8.64,2.3,1.99,260.75,0,4.58,31.69,0,31.69,31.69,17.29,100.05,8.64,65.88,4.7,0,1.55,0,0,86.63,25.74,0,8,21.15,68.9,27,19.99,23,22,6.67,19.3,6.67,16,29.2,6.67,13.33,53,13.34

67,16:30-16:45,7,10.5,10.4,3.51,1.81,133.62,8.64,2.3,1.99,260.75,0,3.51,36.5,0,36.5,36.5,17.29,100.05,8.64,82.81,3.61,0,1.55,0,0,86.63,25.74,0,7,12.31,52.53,20,19.99,15,16,6.67,10.31,6.67,9,19.57,6.67,13.33,39,13.34

68,16:45-17:00,4,7.23,10,2.47,1.81,133.62,8.64,2.3,1.99,260.75,0,2.47,36.5,0,36.5,36.5,17.29,100.05,8.64,114.83,2.53,0,1.55,0,0,86.63,25.74,0,5,5.52,36.15,13,19.99,9,10,6.67,8.2,6.67,5,11.05,6.67,13.33,25,13.34

69,17:00-17:15,3,5.49,9.4,1.76,1.76,133.62,8.64,2.3,1.99,260.75,0,1.76,36.5,0,36.5,36.5,17.29,87.51,8.64,114.83,1.8,0,1.55,0,0,86.63,25.23,0,2,1.38,27.43,10,19.99,6,6,6.67,5.68,6.67,1,4.27,6.67,13.33,14,13.34

70,17:15-17:30,1,3.74,8.8,1.19,1.76,133.62,8.64,2.3,1.99,260.75,0,1.19,36.5,0,36.5,36.5,17.29,87.51,8.64,114.83,1.22,0,1.55,0,0,86.63,25.74,0,1,1.54,18.71,7,19.99,2,3,6.67,3.27,6.67,0,0.73,6.67,13.33,7,13.34

71,17:30-17:45,0,2,8.4,0.74,1.76,133.62,8.64,2.3,1.99,260.75,0,0.74,36.5,0,36.5,36.5,17.29,87.51,8.64,114.83,0.76,0,1.55,0,0,86.63,25.74,0,0,0.92,9.98,3,19.99,1,1,6.67,1.29,6.67,0,0.27,6.67,13.33,4,13.34

72,17:45-18:00,0,0.25,8.2,0.41,1.76,133.62,8.64,2.3,1.99,260.75,0,0.41,36.5,0,36.5,36.5,17.29,87.51,8.64,114.83,0.42,0,1.55,0,0,86.63,25.74,0,0,0.58,1.26,2,19.99,0,0,6.67,1.15,6.67,0,0.03,6.67,13.33,1,13.34

73,18:00-18:15,0,0.14,8,0.23,1.76,133.62,8.64,2.38,1.91,260.75,50,0.23,36.5,150,36.5,36.5,17.29,87.51,8.64,114.83,0.24,0,1.55,0,0,86.63,25.74,0,0,0,0.71,0,19.99,0,0,6.67,0.91,6.67,0,0,6.67,13.33,0,13.34

74,18:15-18:30,0,0.06,7.6,0,1.76,133.62,8.64,2.38,1.91,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,114.83,0,0,1.55,0,0,86.63,25.23,0,0,0,0.32,0,19.99,0,0,6.67,0.68,6.67,0,0,6.67,13.33,0,13.34

75,18:30-18:45,0,0.01,7.6,0,1.76,133.62,8.64,2.38,1.91,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,114.83,0,0,1.55,0,0,86.63,25.23,0,0,0,0.08,0,19.99,0,0,6.67,0.47,6.67,0,0,6.67,13.33,0,13.34

76,18:45-19:00,0,0,7.6,0,1.76,133.62,8.64,2.38,1.91,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,114.83,0,0,1.55,0,0,86.63,24.22,0,0,0,0,0,19.99,0,0,6.67,0.36,6.67,0,0,6.67,13.33,0,13.34

77,19:00-19:15,0,0,7.8,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,84.71,0,0,1.55,0,0,86.63,24.22,0,0,0,0,0,19.99,0,0,6.67,0.26,6.67,0,0,6.67,13.33,0,13.34

78,19:15-19:30,0,0,7.8,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,65.88,0,0,1.55,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0.26,6.67,0,0,6.67,13.33,0,13.34

