Block,Time,CHAMERA3,SINGRAULI_HYDRO,RAPPB,KOLDAM,DADRI_GF,RAMPUR,RIHAND3,AURY_GF,AURY_LF,UNCHAHAR3,DHAULIGNGA,TEHRI,ANTA_RF,SALAL,CHAMERA2,ANTA_LF,RIHAND2,KOTESHWR,AURY_RF,URI,DADRI_LF,DADRI_CRF,SINGRAULI,DULHASTI,KHSTPP-II,NAPP,TANAKPUR,UNCHAHAR4,BRBCL,URI2,AURY_CRF,RIHAND1,TALA,TANDA2,KHSTPP-I,ANTA_CRF,UNCHAHAR2,JHAJJAR,DADRT2,BSIUL,DADRI_RF,ANTA_GF,PARBATI3,RAPPC,UNCHAHAR1,NJPC,CHAMERA1,SEWA2,KISHANGANGA,KUDGI,GANDHAR-NAPM,KHARGONE-I,KAWAS-ComGas,VSTPS III,NLCIIST2,MAPS,KAPS,VSTPS I,TALST2,KKNP,LARA-I,GANDHAR-ComGas,MOUDA,VSTPS IV,NNTPP,KSTPS I&II,KSTPS7,KGSU3AND4,GADARWARA-I,VALLURNTECL,TAPS-II,KGSU1AND2,KAWAS-RLNG,KAWAS-APM,GANDHAR-APM,RSTPSU7,NLCTS2EXP,KAWAS-zLIQ,GANDHAR-RLNG,RSTPSU1TO6,VSTPS V,NLCEXP,SOLAPUR,SASAN,SIPAT II,FSTPP I & II,NTPL,SIPAT I,SIMHST2,MOUDA_II,KAWAS-NAPM,VSTPS II,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,30.656970,0.823878,0.000000,0.000000,0.000000,1.885687,121.109779,0.000000,0.000000,11.924182,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,0.651254,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,42.100250,443.503161,435.089391,19.008642,0.000000,0.000000,8.057174,58.459490,10.866306,97.790948,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

28,06:45-07:00,30.656970,0.823878,0.000000,0.000000,0.000000,1.885687,121.109779,0.000000,0.000000,11.817604,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,0.651254,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,42.100250,436.993600,435.089391,19.008642,0.000000,0.000000,3.760014,58.459490,10.866306,97.790948,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

29,07:00-07:15,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,11.820174,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,0.652671,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,37.562197,427.325600,435.089391,19.008642,0.000000,0.000000,3.760014,58.459490,10.866673,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

30,07:15-07:30,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,11.820174,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,0.652671,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,30.311992,417.657600,435.089391,19.008642,0.000000,0.000000,3.760014,58.459490,10.866673,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

31,07:30-07:45,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,11.820174,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,0.652671,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,29.276348,417.657600,435.089391,19.008642,0.000000,0.000000,3.760014,58.459490,10.866673,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,336.899588,0.904068,16.830828,0.00,5.137286,0.10,3.395103,0.000000,1.878456,0.41,0,0,0,0,0

32,07:45:08:00,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,11.820174,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,0.652671,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,29.276348,427.325600,435.089391,19.008642,0.000000,0.000000,3.760014,58.459490,10.866673,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,339.225950,0.904068,16.830828,0.00,5.137286,0.10,3.395103,0.000000,1.878456,0.41,0,0,0,0,0

33,08:00-08:15,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,9.020751,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,8.545449,0.652671,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,23.699072,400.255200,366.289929,19.008642,0.000000,0.000000,16.114346,58.459490,10.234914,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007364,0.00,1.283457,0.00,1.712429,339.346800,0.904068,16.830828,0.00,5.137286,0.10,3.395103,0.000000,1.878456,0.41,0,0,0,0,0

34,08:15-08:30,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,9.020751,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,110.467438,42.456523,8.545449,0.652671,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,23.493530,0.000000,11.946756,327.745200,359.603677,19.008642,0.000000,0.000000,16.114346,58.459490,10.234914,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007364,0.00,1.283457,0.00,1.712429,339.346800,0.904068,11.554033,0.00,5.137286,0.10,3.395103,0.000000,1.878456,0.41,0,0,0,0,0

35,08:30-08:45,30.656970,0.823878,0.000000,0.000000,0.000000,2.288787,121.109779,0.000000,0.000000,9.020751,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,136.931076,42.456523,8.545449,0.652769,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,23.699072,364.460180,359.603677,19.008642,0.000000,0.000000,16.114346,58.459490,10.234914,118.774431,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007364,0.00,1.283457,0.00,1.712429,339.346800,0.904068,16.830828,0.00,5.137286,0.11,3.395103,0.000000,1.878456,0.45,0,0,0,0,0

36,08:45:09:00,30.656970,0.823878,0.000000,0.000000,0.000000,1.885687,121.109779,0.000000,0.000000,9.020751,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,8.545449,0.652769,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,23.699072,390.587200,359.600795,19.008642,0.000000,0.000000,16.114346,58.459490,10.234914,97.790948,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007364,0.00,1.283457,0.00,1.712429,339.346800,0.904068,16.830828,0.00,5.137286,0.11,3.395103,0.000000,1.878456,0.48,0,0,0,0,0

37,09:00:09:15,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,122.314971,0.000000,0.000000,9.020751,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,110.467438,42.456523,8.545449,0.652769,14.502010,34.469029,0.000000,91.184938,0.000000,2.359089,23.493530,0.000000,11.123711,331.391486,360.159583,19.008642,0.000000,0.000000,16.114346,58.459490,10.699140,73.343211,40.748764,16.608716,2.466767,6.62,0.000000,3.424858,0.000000,1.894622,0.80,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.19,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.83,0.000000,0.007364,5.85,1.283457,0.78,1.712429,352.942425,0.904068,11.554033,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.51,0,0,0,0,0

38,09:15-09:30,30.656970,0.823878,0.000000,0.000000,0.000000,0.826696,122.319536,0.000000,0.000000,9.020751,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,1.486165,0.652769,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,28.498990,0.000000,20.564393,403.901486,360.159583,19.008642,0.000000,0.000000,16.114346,58.459490,10.699140,42.758795,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.82,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.19,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,368.152531,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.54,0,0,0,0,0

39,09:30-09:45,30.656970,0.823878,0.000000,0.000000,0.000000,0.382602,122.319536,0.000000,0.000000,10.589851,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.247694,0.652769,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.329831,0.000000,23.699072,336.225486,360.730740,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,19.795739,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.88,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.19,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,376.659238,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.57,0,0,0,0,0

40,09:45-10:00,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.247694,0.652769,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.329831,0.000000,23.699072,341.784586,360.730740,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.92,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.19,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,382.097488,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.64,0,0,0,0,0

41,10:00-10:15,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.247694,0.655681,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.329831,0.000000,23.699072,341.784586,360.730740,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.93,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.19,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,387.535738,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.70,0,0,0,0,0

42,10:15-10:30,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,51.232666,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.247694,0.655681,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.329831,0.000000,23.699072,341.784586,360.730740,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.96,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.19,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,392.973988,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

43,10:30-10:45,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,51.232666,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.247694,0.655681,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.329831,0.000000,23.699072,341.784586,360.050950,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.97,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,398.412238,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

44,10:45-11:00,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.247694,0.655681,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.329831,0.000000,23.699072,341.784586,360.050950,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.97,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007364,5.85,1.283457,0.79,1.712429,402.158588,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

45,11:00-11:15,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,0.000000,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.743082,0.655681,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,30.516075,0.000000,28.086404,386.286390,360.861149,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.97,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

46,11:15-11:30,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.743082,0.655681,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,30.516075,0.000000,28.919792,413.675834,360.861149,19.008642,0.000000,0.000000,3.760014,58.459490,11.599020,0.000000,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.90,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

47,11:30-11:45,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.589851,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.743082,0.633943,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,30.512208,0.000000,41.747584,453.025464,361.460848,19.008642,0.000000,0.000000,16.114346,58.459490,9.341995,0.000000,27.152095,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.90,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

48,11:45-12:00,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,10.516206,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,100.450520,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,30.512208,0.000000,42.100250,453.025464,361.460848,19.008642,0.000000,0.000000,16.114346,58.459490,8.955275,0.000000,19.476186,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.90,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.73,0,0,0,0,0

49,12:00-12:15,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,17.461955,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,419.218595,365.369199,12.672428,0.000000,0.000000,16.114346,58.459490,14.864840,0.000000,13.442387,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.90,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.83,0,0,0,0,0

50,12:15-12:30,30.656970,0.823878,0.000000,0.000000,0.000000,0.000000,122.319536,0.000000,0.000000,17.461955,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,428.886595,368.486635,12.672428,0.000000,0.000000,3.760014,58.459490,14.864840,0.000000,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.90,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.91,0,0,0,0,0

51,12:30-12:45,30.656970,0.823878,0.000000,0.000000,0.000000,0.471422,122.319536,0.000000,0.000000,17.461955,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,428.548215,378.154635,12.672428,0.000000,0.000000,0.000000,58.459490,14.864840,24.447737,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.90,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.92,0,0,0,0,0

52,12:45-13:00,30.656970,0.823878,0.000000,0.000000,0.000000,0.471422,122.319536,0.000000,0.000000,17.461955,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,51.232666,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,33.621431,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,41.747584,457.890595,388.789435,12.672428,0.000000,0.000000,0.000000,58.459490,14.864840,24.447737,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009887,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,402.430500,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

53,13:00-13:15,30.656970,0.823878,0.000000,0.000000,0.000000,0.942844,122.319536,0.000000,0.000000,14.561555,9.585953,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,51.232666,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,29.172223,416.560904,467.106708,12.672428,0.000000,0.000000,0.000000,58.459490,11.535619,48.895475,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.715242,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

54,13:15-13:30,30.656970,0.823878,0.000000,0.000000,0.000000,0.942844,122.319536,0.000000,0.000000,14.561555,9.585953,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,41.747584,349.757872,549.703627,12.672428,0.000000,0.000000,0.000000,58.459490,11.316931,48.895475,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

