Block,Time,TEHRI,UNCHAHAR4,DADRT2,DADRI_RF,JHAJJAR,AURY_GF,SINGRAULI_HYDRO,TANAKPUR,SALAL,KOLDAM,RAPPC,DADRI_LF,ANTA_GF,RAMPUR,CHAMERA3,AURY_LF,DHAULIGNGA,CHAMERA2,UNCHAHAR2,ANTA_LF,URI,RIHAND1,DADRI_GF,DULHASTI,UNCHAHAR3,TANDA2,AURY_CRF,ANTA_RF,PARBATI3,SEWA2,NJPC,DADRI_CRF,URI2,NAPP,RIHAND3,BSIUL,RAPPB,AURY_RF,ANTA_CRF,CHAMERA1,KOTESHWR,UNCHAHAR1,RIHAND2,KISHANGANGA,SINGRAULI,KHSTPP-II,FSTPP I & II,BRBCL,SASAN,TALA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,14.521398,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,80.917927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,8.004264,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,8.004264,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,8.004264,13.404367,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.395321,402.563601,0.000000,13.458200,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,8.004264,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,110.549596,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,8.004264,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.651700,92.522529,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,92.522529,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,55.972269,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,77.272370,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,92.522529,0.000000,118.600388,41.335900,4.806500,13.509782,402.563601,0.000000,13.458200,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,80.550478,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,108.607405,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,112.441248,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,9.303308,0.000000,0.000000,0.000000,14.419500,0.000000,5.306376,88.439600,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,0.000000,12.660359,14.419500,0.000000,5.306376,88.439600,0.000000,15.841120,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

20,04:45-05:00,14.958789,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,0.000000,25.320719,14.419500,0.000000,5.306376,88.439600,0.000000,15.841120,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,41.335900,4.806500,14.419524,402.563601,0.000000,13.458200,0,0,0,0,0

21,05:00-05:15,14.958789,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,0.000000,25.320719,14.419500,0.000000,5.306376,88.439600,0.000000,15.841120,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,79.787900,4.806500,14.419524,402.563601,0.000000,23.344401,0,0,0,0,0

22,05:15-05:30,29.917579,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,0.000000,25.320719,14.419500,0.000000,5.306376,88.439600,0.000000,15.841120,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,18.207022,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,89.199796,4.806500,14.419524,402.563601,0.000000,23.344401,0,0,0,0,0

23,05:30-05:45,44.876368,0.000000,354.719700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,0.000000,25.320719,19.336215,0.000000,5.306376,88.439600,0.000000,15.841120,5.767800,0.000000,0.000000,0.000000,0.000000,4.869369,36.414044,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,107.916403,8.722134,14.419524,402.563601,0.000000,26.073724,0,0,0,0,0

24,05:45-06:00,44.876368,0.000000,422.010700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,7.619264,25.320719,25.587595,0.000000,5.306376,88.439600,0.000000,31.682241,5.767800,0.000000,0.000000,0.000000,3.671205,4.997510,54.621066,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.651700,113.553562,0.000000,118.600388,107.916403,9.581373,14.419524,402.563601,0.000000,26.073724,0,0,0,0,0

25,06:00-06:15,44.876368,0.000000,518.140700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,16.127442,25.320719,25.587595,0.000000,38.205907,88.439600,0.000000,47.523361,5.767800,0.000000,0.000000,0.000000,15.717651,4.997510,81.931599,0.000000,5.819133,0.000000,118.879765,2.114860,0.000000,0.000000,0.000000,6.758900,17.061152,8.651700,113.553562,0.000000,118.600388,134.860245,9.581373,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

26,06:15-06:30,44.876368,0.000000,527.753700,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,19.585911,0.000000,26.347414,37.981078,25.587595,0.000000,38.205907,88.439600,0.000000,47.523361,5.767800,0.000000,0.000000,0.000000,15.717651,10.128288,118.345643,0.000000,5.819133,0.000000,118.879765,12.536890,0.000000,0.000000,0.000000,26.579945,25.591729,8.651700,113.553562,0.000000,118.600388,141.806770,9.581373,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

27,06:30-06:45,44.876368,0.000000,542.518211,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,19.585911,0.000000,26.347414,37.981078,35.205690,0.000000,6.367651,88.439600,0.000000,47.523361,5.767800,0.000000,0.000000,0.000000,15.717651,10.128288,127.449154,0.000000,5.819133,0.000000,118.879765,12.536890,0.000000,0.000000,0.000000,26.579945,25.591729,8.651700,113.553562,0.000000,118.600388,141.806770,13.008792,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

28,06:45-07:00,44.876368,0.000000,542.518211,0.000000,113.433400,0.000000,0.570080,3.078563,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,19.585911,0.000000,26.347414,37.981078,35.205690,0.000000,6.367651,88.439600,0.000000,47.523361,5.767800,0.000000,0.000000,0.000000,15.717651,10.128288,134.914033,0.000000,5.819133,0.000000,118.879765,12.536890,0.000000,0.000000,0.000000,26.579945,25.591729,8.651700,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

29,07:00-07:15,44.876368,0.000000,584.815411,0.000000,113.433400,0.000000,0.570080,1.108283,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,19.585911,0.000000,26.347414,37.981078,38.922195,0.000000,6.367651,88.439600,0.000000,47.523361,8.544582,0.000000,0.000000,0.000000,15.717651,10.128288,134.914033,0.000000,5.819133,0.000000,118.879765,12.536890,0.000000,0.000000,0.000000,26.579945,25.591729,8.651700,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

30,07:15-07:30,44.876368,0.000000,594.428411,0.000000,113.433400,0.000000,0.570080,1.108283,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,19.585911,0.000000,26.347414,37.981078,40.012190,0.000000,6.367651,88.439600,0.000000,47.523361,10.667065,0.000000,0.000000,0.000000,15.717651,10.128288,127.449154,0.000000,5.819133,0.000000,118.879765,12.536890,0.000000,0.000000,0.000000,26.579945,25.591729,8.651700,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

31,07:30-07:45,44.876368,0.000000,622.897310,0.000000,155.730600,0.000000,0.570080,1.108283,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,19.585911,0.000000,26.347414,37.981078,40.348645,0.000000,6.367651,88.439600,0.000000,47.523361,10.667065,0.000000,0.000000,0.000000,3.671205,10.128288,119.620135,0.000000,5.819133,0.000000,118.879765,12.536890,0.000000,0.000000,0.000000,26.579945,25.591729,8.651700,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

32,07:45:08:00,44.876368,0.000000,638.278110,0.000000,198.027800,0.000000,0.570080,1.108283,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,18.606615,0.000000,17.564943,12.660359,40.348645,0.000000,6.367651,88.439600,0.000000,31.682241,10.667065,0.000000,0.000000,0.000000,0.000000,4.741228,98.317919,0.000000,5.819133,0.000000,118.879765,6.268445,0.000000,0.000000,0.000000,13.505650,18.956836,8.651700,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

33,08:00-08:15,44.876368,0.000000,643.084610,0.000000,198.027800,0.000000,0.570080,1.108283,2.234061,0.000000,52.211279,0.000000,0.000000,0.000000,9.303308,0.000000,7.619264,3.203532,40.348645,0.000000,6.367651,88.439600,0.000000,31.682241,10.667065,0.000000,0.000000,0.000000,0.000000,4.356804,69.186684,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,8.353697,8.530576,8.651700,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

34,08:15-08:30,44.876368,0.000000,633.471610,0.000000,198.027800,0.000000,0.570080,1.108283,14.521398,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,8.490202,88.439600,0.000000,31.682241,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,36.414044,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,8.985463,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

35,08:30-08:45,29.917579,0.000000,619.052110,0.000000,201.873000,0.000000,0.570080,1.108283,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,38.205907,88.439600,0.000000,31.682241,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,20.938075,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

36,08:45:09:00,14.958789,0.000000,638.278110,0.000000,201.873000,0.000000,0.570080,1.108283,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,38.205907,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,402.563601,0.000000,33.452577,0,0,0,0,0

37,09:00:09:15,14.958789,0.000000,633.471610,0.000000,201.873000,0.000000,0.570080,1.108283,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,8.490202,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.112274,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,615.322266,0.000000,201.873000,0.000000,0.570080,1.108283,68.138867,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,6.367651,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.112274,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,651.736310,0.000000,201.873000,0.000000,0.570080,1.108283,24.574673,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,6.367651,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.112274,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,596.653837,0.000000,201.873000,0.000000,0.570080,2.462851,24.574673,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.348645,0.000000,6.367651,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.112274,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,594.058310,0.000000,201.873000,0.000000,0.570080,2.462851,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.749603,0.000000,6.367651,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,584.445310,0.000000,201.873000,0.000000,0.570080,6.772839,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.749603,0.000000,6.367651,88.439600,0.000000,15.841120,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,570.314200,0.000000,201.873000,0.000000,0.570080,6.772839,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.840396,0.000000,38.205907,88.439600,0.000000,0.000000,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,570.314200,0.000000,201.873000,0.000000,0.570080,8.004264,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.840396,0.000000,38.205907,88.439600,0.000000,0.000000,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,9.746525,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,551.458301,0.000000,198.027800,0.000000,0.570080,8.004264,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.840396,0.000000,6.367651,88.439600,0.000000,0.000000,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,5.140263,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,519.225912,0.000000,198.027800,0.000000,0.570080,3.694276,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.840396,0.000000,6.367651,88.439600,0.000000,0.000000,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,5.140263,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,519.225912,0.000000,198.027800,0.000000,0.570080,3.078563,0.000000,0.000000,52.211279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.840396,0.000000,6.367651,88.439600,0.000000,0.000000,10.667065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.051985,0.000000,118.879765,0.000000,0.000000,0.000000,0.000000,0.000000,8.530576,5.140263,113.553562,0.000000,118.600388,141.806770,17.438078,14.419524,399.059662,0.000000,33.452577,0,0,0,0,0

