Block,Time,LT-36,L_NR_2020_02,L_NR_2019_11,LT-35,L_NR_2012_01,L_NR_2012_02,L_NR_2012_04,SH-07,SH-06,L_NR_2012_07,L_NR_2023_04,LT-05,LT-59,LT-31,L_NR_2018_61,L_NR_2019_05,L_NR_2019_19,L_NR_2022_09,L_NR_2021_16,L_NR_2020_05,L_NR_2022_08,L_NR_2019_07,L_NR_2021_12,L_NR_2021_14,L_NR_2021_15,L_NR_2021_13,L_NR_2020_07,L_NR_2022_10,L_NR_2021_17,L_NR_2020_06,L_NR_2019_06
10,02:15-02:30,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,29.900000,115.790000,10.320000,0.000000,17.73,0,0,60.11,0,88.14,23.91,0,0,0,0,0,29.39,60.11,0,29.38,0

11,02:30-02:45,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,29.900000,115.790000,10.320000,0.000000,17.72,0,0,60.44,0,87.82,23.87,0,0,0,0,0,29.27,60.44,0,29.27,0

12,02:45-03:00,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,29.900000,115.790000,10.320000,0.000000,18.19,0,0,60.74,0,87.28,23.57,0,0,0,0,0,29.09,60.74,0,29.09,0

13,03:00-03:15,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,29.900000,115.790000,10.320000,0.000000,19.14,0,0,61.32,0,86.66,23.44,0,0,0,0,0,28.87,61.32,0,28.89,0

14,03:15-03:30,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,28.940000,94.600000,10.320000,0.000000,14.94,0,0,60.66,0,85.99,28.07,0,0,0,0,0,28.66,60.66,0,28.66,0

15,03:30-03:45,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,28.940000,94.600000,10.320000,0.000000,14.74,0,0,67.7,0,96.68,28.12,0,0,0,0,0,32.22,67.7,0,32.23,0

16,03:45-04:00,0.000000,0.000000,8.290000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,28.940000,94.600000,10.320000,0.000000,14.54,0,0,66.98,0,95.4,28.27,0,0,0,0,0,31.8,66.98,0,31.8,0

17,04:00-04:15,0.000000,0.000000,8.130000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,55.950000,28.940000,94.600000,10.320000,0.000000,14.27,0,0,65.94,0,94.89,28.51,0,0,0,0,0,31.63,65.94,0,31.63,0

18,04:15-04:30,0.000000,0.000000,8.130000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,55.950000,28.940000,70.380000,10.320000,0.000000,13.47,0,0,64.93,0,94.42,28.77,0,0,0,0,0,31.48,64.93,0,31.47,0

19,04:30-04:45,0.000000,0.000000,8.130000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,55.950000,28.940000,94.600000,10.320000,0.000000,12.46,0,0,64.25,0,94.03,28.82,0,0,0,0,0,31.34,64.25,0,31.34,0

20,04:45-05:00,0.000000,0.000000,8.130000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,55.950000,28.940000,94.600000,10.320000,0.000000,11.92,0,0,63.69,0,98.24,29.2,0,0,0,0,0,32.75,63.69,0,32.74,0

21,05:00-05:15,0.000000,0.000000,8.130000,0.000000,101.040000,243.440000,271.290000,0.000000,0.000000,55.950000,29.900000,94.600000,10.320000,0.000000,11.39,0,0,66.94,0,98.47,28.8,0,0,0,0,0,32.83,66.94,0,32.82,0

22,05:15-05:30,0.000000,0.000000,8.130000,0.000000,101.040000,225.110000,271.290000,0.000000,0.000000,55.950000,30.870000,94.600000,10.320000,0.000000,10.89,0,0,66.67,0,97.9,29.32,0,0,0,0,0,32.64,66.67,0,32.63,0

23,05:30-05:45,0.000000,0.000000,9.200000,0.000000,101.040000,200.030000,271.290000,0.000000,0.000000,55.950000,29.900000,115.790000,10.320000,0.000000,9.81,0,0,66.78,0,97.6,29.5,0,0,0.03,0,0,32.54,66.78,0,32.53,0

24,05:45-06:00,0.000000,0.000000,9.200000,0.000000,101.040000,200.990000,271.290000,0.000000,0.000000,55.950000,28.940000,115.790000,10.320000,0.000000,8.82,0,0.702432,66.93,1.33,97.6,29.99,0,0.07,0.1,0,0.01,32.54,66.93,0.67,32.53,0

25,06:00-06:15,0.000000,0.000000,9.200000,0.000000,101.040000,229.930000,271.290000,0.000000,0.000000,55.950000,28.940000,115.790000,10.320000,0.000000,7.93,4.6,2.838996,66.86,4.67,97.71,25.38,1.45,1.35,1.27,0.17,0.27,32.58,66.86,2.33,32.57,4.6

26,06:15-06:30,0.500000,0.000000,9.200000,0.490000,101.040000,200.990000,271.290000,0.000000,0.000000,55.950000,28.940000,115.790000,10.320000,0.490000,7.73,13.8,5.960916,67.07,9.33,97.9,25.23,3,5.56,3,1.01,1.11,32.64,67.07,4.67,32.63,13.8

27,06:30-06:45,1.020000,0.000000,9.200000,1.000000,101.040000,200.990000,271.290000,0.000000,0.000000,55.950000,28.940000,115.790000,10.320000,1.000000,7.69,21.5,9.629172,61.55,10.67,85.47,25.07,8,10.97,4.93,2.3,2.19,28.49,61.55,5.33,28.49,21.5

28,06:45-07:00,1.640000,0.000000,9.200000,1.600000,101.040000,200.990000,271.290000,0.000000,0.000000,55.950000,28.940000,115.790000,10.320000,1.600000,7.67,19.75,14.04864,61.53,13.33,85.91,24.85,15,17.63,7.23,3.79,3.53,28.63,61.53,6.67,28.64,19.75

29,07:00-07:15,2.440000,0.000000,9.200000,2.390000,101.040000,200.990000,271.290000,0.000000,0.000000,55.950000,28.940000,70.380000,10.320000,2.390000,7.98,19.5,18.916884,60.95,16,86.7,24.85,19.5,25.83,10.33,5.77,5.17,28.9,60.95,8,28.9,19.5

30,07:15-07:30,3.410000,0.000000,9.200000,3.320000,101.040000,200.990000,271.290000,0.000000,0.000000,55.950000,29.900000,70.380000,10.320000,3.320000,8.27,20,23.970492,60.2,21.33,87.69,17.44,20,37.15,14.43,8.13,7.43,29.23,60.2,10.67,29.23,20

31,07:30-07:45,4.480000,0.000000,9.200000,4.370000,101.040000,147.280000,271.290000,0.000000,0.000000,40.980000,29.900000,70.380000,10.320000,4.370000,7.38,20.34,26.448516,61.12,25.33,78.23,17.55,20.33,50.95,19.43,10.69,10.19,26.07,61.12,12.67,26.08,20.33

32,07:45:08:00,5.600000,0.000000,9.200000,5.460000,101.040000,147.280000,271.290000,0.000000,0.000000,40.980000,28.940000,70.380000,10.320000,5.460000,5.29,20.66,31.2192,60.22,30.67,78.75,17.69,20.67,66.88,24.93,13.42,13.38,26.25,60.22,15.33,26.25,20.67

33,08:00-08:15,6.690000,0.000000,9.060000,6.530000,48.230000,147.280000,271.290000,0.000000,0.000000,33.740000,29.900000,70.380000,10.320000,6.530000,4.18,22.83,36.14598,60.56,33.34,78.49,17.76,22.84,84.07,30.77,20.03,16.81,26.17,60.56,16.66,26.16,22.83

34,08:15-08:30,7.300000,0.000000,9.060000,7.110000,48.230000,147.280000,271.290000,0.000000,0.000000,33.740000,29.900000,70.380000,10.320000,7.110000,3.8,27.15,41.160564,61.57,38.67,79.33,18.55,27.15,102.19,36.7,23.93,20.44,26.46,61.57,19.33,26.44,27.15

35,08:30-08:45,8.410000,0.000000,9.060000,8.200000,48.230000,147.280000,271.290000,0.000000,0.000000,33.740000,29.900000,70.380000,10.320000,8.200000,4.23,27.98,46.43856,62.93,46,81.2,19.68,27.99,119.93,42.47,27.21,23.98,27.06,62.93,23,27.07,27.98

36,08:45:09:00,9.350000,0.000000,9.060000,9.120000,48.230000,147.280000,271.290000,0.000000,0.000000,33.740000,29.900000,70.380000,10.320000,9.120000,5.07,28.65,51.784848,63.79,52,83.9,20.9,28.65,137.61,48.33,29.95,27.52,27.95,63.79,26,27.97,28.65

37,09:00:09:15,10.090000,0.000000,9.060000,9.850000,48.230000,147.280000,271.290000,0.000000,0.000000,33.740000,29.900000,70.380000,10.320000,9.850000,5.41,28.65,55.492128,64.86,56.67,86.35,21.86,28.65,154.62,53.87,32.43,30.92,28.79,64.86,28.33,28.78,28.65

38,09:15-09:30,10.510000,0.000000,9.060000,10.250000,48.230000,200.990000,271.290000,0.000000,0.000000,33.740000,29.900000,70.380000,10.320000,10.250000,5.88,28.65,60.58476,66.18,56,94.31,24.78,28.65,169.85,59.2,34.46,33.97,31.44,66.18,28,31.44,28.65

39,09:30-09:45,10.560000,0.000000,9.060000,10.300000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,30.870000,70.380000,10.320000,10.300000,5.79,28.98,61.716456,66.52,59.34,94.82,25.55,28.99,184.85,64.2,36.65,36.97,31.59,66.52,29.66,31.61,28.98

40,09:45-10:00,10.660000,0.000000,9.060000,10.400000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,30.870000,94.600000,10.320000,10.400000,5.82,28.98,62.282304,66.74,61.34,95.26,25.74,28.99,198.62,68.57,39.02,39.72,31.76,66.74,30.66,31.75,28.98

41,10:00-10:15,10.810000,0.000000,9.060000,10.550000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,27.970000,115.790000,10.320000,10.550000,5.84,28.98,61.599384,66.48,59.34,95.71,26.37,28.99,211.31,72.77,40.82,42.26,31.9,66.48,29.66,31.9,28.98

42,10:15-10:30,10.910000,0.000000,9.060000,10.640000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,27.970000,115.790000,10.320000,10.640000,5.83,28.98,59.814036,66.44,60,96.27,26.7,28.99,222.71,76.83,41.95,44.54,32.09,66.44,30,32.09,28.98

43,10:30-10:45,11.020000,0.000000,9.060000,10.750000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,30.870000,115.790000,10.320000,10.750000,5.88,28.98,53.189712,66.53,61.34,96.67,26.86,28.99,232.98,77.87,42.85,46.59,32.22,66.53,30.66,32.22,28.98

44,10:45-11:00,11.100000,0.000000,9.060000,10.820000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,30.870000,115.790000,10.320000,10.820000,5.79,29.83,56.067732,66.63,63.34,97.66,27.48,29.84,233.33,83.6,43.49,46.67,32.55,66.63,31.66,32.56,29.83

45,11:00-11:15,11.140000,0.000000,9.510000,10.870000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,10.870000,5.82,30.67,58.701852,67.42,65.34,98.44,28.21,30.66,233.33,83.8,46.05,46.67,32.82,67.42,32.66,32.81,30.67

46,11:15-11:30,11.220000,0.000000,9.510000,10.940000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,10.940000,5.84,30.67,61.033536,68.3,66,99.32,29.2,30.66,233.33,86.7,47.02,46.67,33.11,68.3,33,33.1,30.67

47,11:30-11:45,11.250000,0.000000,9.510000,10.970000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,10.970000,5.83,30.67,62.4384,68.53,66.67,100.33,30,30.66,233.33,87.03,47.81,46.67,33.45,68.53,33.33,33.44,30.67

48,11:45-12:00,11.350000,0.000000,9.510000,11.070000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,11.070000,5.71,30.67,63.60912,69.06,67.34,101.32,30.21,30.66,233.33,87.2,48.18,46.67,33.77,69.06,33.66,33.77,30.67

49,12:00-12:15,11.350000,0.000000,8.670000,11.070000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,11.070000,5.84,30.67,57.60918,69.43,67.34,102.83,30.44,30.66,233.33,87.53,48.06,46.67,34.27,69.43,33.66,34.28,30.67

50,12:15-12:30,11.260000,0.000000,8.670000,10.980000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,10.980000,5.8,30.67,57.882348,59.82,67.34,104.27,30.89,30.66,233.33,87.63,47.72,46.67,34.76,59.82,33.66,34.76,30.67

51,12:30-12:45,11.210000,0.000000,8.670000,10.930000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,10.930000,5.84,30.67,60.457932,59.84,61,94.56,31.65,30.66,233.33,87.33,50,46.67,31.51,59.84,31,31.52,30.67

52,12:45-13:00,11.210000,0.000000,8.670000,10.930000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,28.940000,115.790000,10.320000,10.930000,5.78,30.67,62.857908,59.91,59,95.77,31.38,30.66,233.33,87.67,50,46.67,31.93,59.91,29,31.92,30.67

53,13:00-13:15,11.180000,0.000000,8.670000,10.910000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,28.940000,94.600000,10.320000,10.910000,5.88,30.67,65.31642,60.33,59,95.81,31.64,30.66,233.33,87.3,49.54,46.67,31.92,60.33,30,31.94,30.67

54,13:15-13:30,11.220000,0.000000,8.670000,10.940000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.970000,94.600000,10.320000,10.940000,5.7,30.67,67.940784,61.17,56,96.44,31.55,30.66,233.33,86.97,48.44,46.67,32.15,61.17,28,32.15,30.67

55,13:30-13:45,11.220000,0.000000,8.670000,10.940000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.010000,115.790000,10.320000,10.940000,18.39,30.67,50.77998,61.37,53,97.07,31.4,30.66,233.33,86.53,44.38,46.67,32.36,61.37,27,32.36,30.67

56,13:45-14:00,11.180000,0.000000,8.670000,10.920000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.010000,115.790000,10.320000,10.920000,19.12,30.67,52.77996,56.88,51,97.5,31.51,30.66,233.33,85.3,39.65,46.67,32.5,56.88,26,32.5,30.67

57,14:00-14:15,11.140000,0.000000,9.510000,10.870000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.010000,115.790000,10.320000,10.870000,20.04,30.67,54.497016,57.54,46.67,98.49,31.53,30.66,233.33,84.67,43.75,46.67,32.82,57.54,23.33,32.83,30.67

58,14:15-14:30,11.040000,0.000000,9.510000,10.760000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.010000,115.790000,10.320000,10.760000,20.96,30.67,55.911636,58.21,40,98.79,31.5,30.66,233.33,83.13,42.54,46.67,32.92,58.21,20,32.93,30.67

59,14:30-14:45,10.960000,0.000000,9.510000,10.700000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.970000,115.790000,10.320000,10.700000,22.07,30.67,56.809188,58.66,37.34,99.43,31.46,30.66,233.33,81,41.46,46.67,33.14,58.66,18.66,33.14,30.67

60,14:45-15:00,10.890000,0.000000,9.510000,10.620000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.970000,115.790000,10.320000,10.620000,22.92,30.67,57.384792,59,35.34,100.25,31.54,30.66,233.33,77.8,39.93,46.67,33.42,59,17.66,33.42,30.67

61,15:00-15:15,10.870000,0.000000,9.670000,10.600000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.010000,115.790000,10.320000,10.600000,23.84,30.67,51.101928,59.54,51.34,101.25,31.44,30.66,228.52,74.33,38.31,45.7,33.74,59.54,25.66,33.75,30.67

62,15:15-15:30,10.080000,0.000000,9.670000,9.840000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,27.010000,115.790000,10.320000,9.840000,24.3,30.67,49.628772,60.21,49.34,86.36,28.6,30.66,217.33,70.57,36.47,43.47,28.77,60.21,24.66,28.79,30.67

63,15:30-15:45,10.080000,0.000000,9.670000,9.840000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,9.840000,23.06,30.67,46.838556,61.12,48,87.26,28.75,30.66,205.03,66.57,36.8,41,29.08,61.12,24,29.09,30.67

64,15:45-16:00,9.900000,0.000000,9.670000,9.660000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,9.660000,22.66,30.67,43.814196,61.41,46,86.36,28.68,30.66,190.45,62.27,34.57,38.09,28.79,61.41,23,28.79,30.67

65,16:00-16:15,9.600000,0.000000,9.670000,9.360000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,9.360000,22.47,30.67,40.302036,59.42,45.34,83.26,28.43,30.66,170.48,57.1,31.89,34.1,27.76,59.42,22.66,27.75,30.67

66,16:15-16:30,9.210000,0.000000,9.670000,8.980000,48.230000,172.940000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,8.980000,16.06,30.67,36.477684,60.95,43.34,71.46,22.26,30.66,159.57,52.3,28.76,31.91,23.81,60.95,21.66,23.82,30.67

67,16:30-16:45,8.480000,0.000000,9.670000,8.270000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,8.270000,15.63,30.67,44.233704,63.12,38,73.36,22.58,30.66,140.64,47,25.46,28.13,24.45,63.12,19,24.45,30.67

68,16:45-17:00,7.410000,0.000000,9.670000,7.230000,48.230000,200.990000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,7.230000,15.43,32.7,39.150828,64.06,33.34,74.54,22.71,24.99,128.13,41.07,22.22,25.63,24.83,64.06,16.66,24.85,32.7

69,17:00-17:15,6.640000,0.000000,9.820000,6.470000,101.040000,205.820000,271.290000,0.000000,0.000000,46.810000,25.080000,115.790000,10.320000,6.470000,15.17,33,33.95088,58.21,28,74.81,22.83,20,109.54,35.2,19.68,21.91,24.93,58.21,14,24.94,33

70,17:15-17:30,5.530000,0.000000,9.820000,5.400000,101.040000,243.440000,271.290000,0.000000,0.000000,46.810000,26.040000,115.790000,10.320000,5.400000,14.56,33,28.68264,58.45,22,75.51,22.92,15,93.18,29.77,16.69,18.63,25.17,58.45,11,25.17,33

71,17:30-17:45,4.630000,0.000000,9.360000,4.530000,101.040000,261.020000,271.290000,0.000000,0.000000,64.820000,26.040000,115.790000,10.320000,4.530000,14.09,18.4,22.497336,58.75,16,76.42,22.96,8.74,75.8,24.27,13.78,15.16,25.48,58.75,8,25.47,21.16

72,17:45-18:00,3.400000,0.000000,9.360000,3.310000,101.040000,261.020000,271.290000,0.000000,0.000000,64.820000,27.010000,115.790000,10.320000,3.310000,14.02,9.2,16.819344,59.15,26,77.07,23.03,2.7,59.38,19.17,10.89,11.88,25.68,59.15,13,25.69,11.04

73,18:00-18:15,2.030000,0.000000,9.360000,1.990000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.010000,115.790000,10.320000,1.990000,13.92,0,16.224228,59.88,20,77.41,22.6,0,46.03,14.43,8.31,9.21,25.8,59.88,10,25.8,0

74,18:15-18:30,1.390000,0.000000,9.360000,1.360000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,1.360000,14.32,0,10.331604,60.46,12.67,77.71,22.27,0,33.75,10.47,6.12,6.75,25.92,60.46,6.33,25.9,0

75,18:30-18:45,1.040000,0.000000,9.360000,1.010000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.010000,115.790000,10.320000,1.010000,9.2,0,4.6341,50.77,12,70.99,21.58,0,23.99,6.4,4.22,4.8,23.67,50.77,6,23.66,0

76,18:45-19:00,0.780000,0.000000,9.360000,0.760000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.010000,115.790000,10.320000,0.760000,9.67,0,1.112184,51.42,7.33,69.94,20.97,0,16.11,0.33,2.5,3.22,23.32,51.42,3.67,23.31,0

77,19:00-19:15,0.410000,0.000000,9.200000,0.400000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.010000,115.790000,10.320000,0.400000,10.53,0,0,52.66,5.33,68.82,20.55,0,9.68,0.03,1.21,1.93,22.95,52.66,2.67,22.94,0

78,19:15-19:30,0.070000,0.000000,9.200000,0.070000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.010000,115.790000,10.320000,0.070000,11.62,0,0,52.67,2.67,67.49,20.2,0,4.11,0,0.34,0.82,22.48,52.67,1.33,22.5,0

79,19:30-19:45,0.000000,0.000000,9.200000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,15.85,0,0,52.63,0.67,66.28,19.85,0,0.48,0,0,0.09,22.1,52.63,0.33,22.09,0

80,19:45-20:00,0.000000,0.000000,9.200000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,18.76,0,0,50.29,0,65.26,19.36,0,0,0,0,0,21.77,50.29,0,21.75,0

81,20:00-20:15,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,16.89,0,0,53.78,0,73.82,20.86,0,0,0,0,0,24.59,53.78,0,24.61,0

82,20:15-20:30,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,17.86,0,0,52.53,0,70.93,20.58,0,0,0,0,0,23.64,52.53,0,23.64,0

83,20:30-20:45,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,18.59,0,0,51.57,0,68.5,19.95,0,0,0,0,0,22.83,51.57,0,22.83,0

84,20:45-21:00,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,19.38,0,0,51.64,0,67.63,19.46,0,0,0,0,0,22.55,51.64,0,22.54,0

85,21:00-21:15,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,20.15,0,0,51.33,0,68.75,19.21,0,0,0,0,0,22.9,51.33,0,22.92,0

86,21:15-21:30,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,26.040000,115.790000,10.320000,0.000000,16.1,0,0,51.62,0,70.13,19,0,0,0,0,0,23.37,51.62,0,23.38,0

87,21:30-21:45,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.970000,115.790000,10.320000,0.000000,16.94,0,0,46.8,0,67.38,20.63,0,0,0,0,0,22.46,46.8,0,22.46,0

88,21:45-22:00,0.000000,0.000000,9.670000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.970000,115.790000,10.320000,0.000000,18.92,0,0,46.63,0,64.81,20.51,0,0,0,0,0,21.61,46.63,0,21.6,0

89,22:00-22:15,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.970000,115.790000,10.320000,0.000000,20.43,0,0,47.66,0,65.79,20.33,0,0,0,0,0,21.92,47.66,0,21.93,0

90,22:15-22:30,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,27.970000,115.790000,10.320000,0.000000,21.77,0,0,48.78,0,66.22,20.19,0,0,0,0,0,22.09,48.78,0,22.07,0

91,22:30-22:45,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,29.900000,115.790000,10.320000,0.000000,14.14,0,0,49.15,0,66.39,20.09,0,0,0,0,0,22.13,49.15,0,22.13,0

92,22:45-23:00,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,29.900000,115.790000,10.320000,0.000000,14.51,0,0,53.93,0,71.47,20.18,0,0,0,0,0,23.82,53.93,0,23.83,0

93,23:00-23:15,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,30.870000,115.790000,10.320000,0.000000,15.1,0,0,54.08,0,71.69,20.26,0,0,0,0,0,23.89,54.08,0,23.9,0

94,23:15-23:30,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,30.870000,115.790000,10.320000,0.000000,15.88,0,0,55.05,0,72.98,20.39,0,0,0,0,0,24.32,55.05,0,24.33,0

95,23:30-23:45,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,30.870000,115.790000,10.320000,0.000000,16.55,0,0,54.98,0,72.89,20.43,0,0,0,0,0,24.3,54.98,0,24.3,0

96,23:45-24:00,0.000000,0.000000,9.510000,0.000000,101.040000,261.020000,271.290000,0.000000,0.000000,73.970000,30.870000,115.790000,10.320000,0.000000,17.32,0,0,54.96,0,72.86,20.5,0,0,0,0,0,24.28,54.96,0,24.29,0

