Block,Time Block,MAPS,KOTESHWR,KUDGI,KKNP,KISHANGANGA,KOLDAM,KKNPPU2,KHSTPP-I,KHSTPP-II,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,CHAMERA3,CHAMERA2,DHAULIGNGA,DULHASTI,DADRT2,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,RAPPB,RIHAND2,SASAN,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,SALAL,PARBATI3,RIHAND3,SIMHST1,SEWA2,SIMHST2,SINGRAULI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,CHAMERA1,BSIUL,BRBCL,NAPP,NLCIIST1,NLCEXP,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,8.53,0,0,0,0,0,42.18,142.49,13.12,345.76,0,0,0,0,0,15.83,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,14.95,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

64,15:45-16:00,0,8.53,0,0,0,0,0,43.45,142.49,13.12,348.94,0,0,0,0,0,15.83,398.88,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,15.2,0,14.89,0,0,4.14,19.25,0,0,1.72,0,30.52,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

65,16:00-16:15,0,8.53,0,0,0,0,0,43.45,142.49,15.36,403,0,0,0,0,0,15.83,485.35,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,15.2,0,17.62,0,0,4.14,21.79,0,0,1.72,0,34.99,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

66,16:15-16:30,0,8.53,0,0,0,0,0,43.45,142.49,15.36,523.43,0,0,0,0,0,15.83,527.78,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,28.45,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

67,16:30-16:45,0,8.53,0,0,0,0,0,43.45,142.49,15.36,561.87,0,0,0,0,0,15.83,527.78,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,41.77,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

68,16:45-17:00,0,8.53,0,0,0,0,0,43.45,142.49,15.36,590.69,0,0,0,3.2,0,15.83,575.82,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,44.85,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,22.47,0,0,0,0,0

69,17:00-17:15,0,8.53,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,0,12.65,0,15.83,627.82,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,44.85,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,1.06,14.41,42.69,0,0,44.96,0,0,0,0,0

70,17:15-17:30,0,9.47,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,12.65,0,31.66,654.79,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,5.06,0,121.02,44.85,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,11.54,6.26,14.41,42.69,0,0,67.42,0,0,0,0,0

71,17:30-17:45,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,8.78,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,27,12.53,14.41,42.69,0,0,88.44,0,0,0,0,0

72,17:45-18:00,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,16.88,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,14.47,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,40.5,12.53,14.41,42.69,0,0,111.91,0,0,0,0,0

73,18:00-18:15,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,196.37,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,14.47,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,40.5,12.53,14.41,42.69,0,0,111.91,0,0,0,0,0

74,18:15-18:30,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,204.48,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,14.47,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,40.5,12.53,14.41,42.69,0,0,111.91,0,0,0,0,0

75,18:30-18:45,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,212.59,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,40.5,12.53,14.41,42.69,0,0,111.91,0,0,0,0,0

76,18:45-19:00,0,9.47,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,25.31,26.34,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,220.7,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,40.5,6.26,14.41,42.69,0,0,109.19,0,0,0,0,0

77,19:00-19:15,0,8.53,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,12.65,26.34,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,228.8,0,88.39,0,0,0,0,51.94,0,0,8.93,3.67,119.45,0,5.06,0,121.02,44.85,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,4.24,23.53,1.06,14.41,42.69,0,0,89.8,0,0,0,0,0

78,19:15-19:30,0,8.53,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,12.65,15.35,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,236.91,0,88.39,0,0,0,0,51.94,0,0,53.58,15.9,119.45,0,0,0,121.02,44.85,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,25.45,11.54,0,14.41,42.69,0,0,68.15,0,0,0,0,0

79,19:30-19:45,0,8.53,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,12.65,7.61,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,245.02,0,88.39,0,0,0,0,51.94,0,0,53.58,15.9,119.45,0,0,0,121.02,29.9,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,25.45,0,0,14.41,42.69,0,0,44.96,0,0,0,0,0

80,19:45-20:00,0,8.53,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,12.65,0,31.66,656.02,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,255.83,0,88.39,0,0,0,0,51.94,0,0,53.58,15.9,119.45,0,0,0,121.02,29.9,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,25.45,0,0,14.41,42.69,0,0,21.83,0,0,0,0,0

81,20:00-20:15,0,8.53,0,0,0,0,0,43.45,142.49,15.95,628.65,0,0,9.29,12.65,0,31.66,652.32,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,266.64,0,88.39,0,0,0,0,51.94,0,0,8.93,15.9,119.45,0,0,0,121.02,29.9,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,3.18,0,0,14.41,42.69,0,0,21.83,0,0,0,0,0

82,20:15-20:30,0,8.53,0,0,0,0,0,43.45,142.49,16.03,628.65,0,0,9.29,12.65,0,31.66,652.32,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,277.45,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,0,0,121.02,14.95,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,3.18,0,0,14.41,42.69,0,0,0,0,0,0,0,0

83,20:30-20:45,0,8.53,0,0,0,0,0,43.45,142.49,16.03,542.65,0,0,9.29,11.52,0,31.66,614.69,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,288.26,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,0,0,121.02,14.95,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,4.24,0,0,14.41,42.69,0,0,0,0,0,0,0,0

84,20:45-21:00,0,8.53,0,0,0,0,0,43.45,142.49,16.03,478.3,0,0,9.29,11.52,0,31.66,574.34,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,299.07,0,88.39,0,0,0,0,51.94,0,0,1.35,3.42,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,25.45,0,0,14.41,42.69,0,0,0,0,0,0,0,0

85,21:00-21:15,0,8.53,0,0,0,0,0,43.45,142.49,16.03,375.85,0,0,9.29,0,0,15.83,625.33,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,309.88,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,10.34,25.36,0,0,3.7,0,35.11,0,25.45,0,0,14.41,42.69,0,0,0,0,0,0,0,0

86,21:15-21:30,0,8.53,0,0,0,0,0,43.45,142.49,16.03,375.85,0,0,9.29,0,0,15.83,614.69,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,320.69,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,10.34,25.36,0,0,3.7,0,35.11,0,25.45,0,0,14.41,42.69,0,0,0,0,0,0,0,0

87,21:30-21:45,0,8.53,0,0,0,0,0,43.45,142.49,16.03,345.76,0,0,9.29,0,0,15.83,518.44,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,10.34,25.36,0,0,3.7,0,35.11,0,25.45,0,0,14.41,42.69,0,0,0,0,0,0,0,0

88,21:45-22:00,0,8.53,0,0,0,0,0,43.45,142.49,16.03,345.76,0,0,0,0,0,15.83,485.35,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,10.34,25.36,0,0,3.7,0,35.11,0,4.24,0,0,14.41,42.69,0,0,0,0,0,0,0,0

89,22:00-22:15,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,502.64,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,7.75,25.36,0,0,3.7,0,35.11,0,3.18,0,0,14.41,42.69,0,0,0,0,0,0,0,0

90,22:15-22:30,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,454.6,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,7.75,25.36,0,0,3.7,0,35.11,0,3.18,0,0,14.41,42.69,0,0,0,0,0,0,0,0

91,22:30-22:45,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,406.56,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,2.46,0,35.11,0,8.48,0,0,14.41,42.69,0,0,0,0,0,0,0,0

92,22:45-23:00,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,2.46,0,35.11,0,8.48,0,0,14.41,42.69,0,0,0,0,0,0,0,0

93,23:00-23:15,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,2.46,0,35.11,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

94,23:15-23:30,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,2.46,0,35.11,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

95,23:30-23:45,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,1.97,0,35.11,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

96,23:45-24:00,0,8.53,0,0,0,0,0,43.45,142.49,16.03,347.98,0,0,0,0,0,15.83,358.52,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,324.27,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,4.14,25.36,0,0,1.97,0,35.11,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

