Column1,Time,GNA/NR/2025/08/01/5126,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/4125,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6187,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2952,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/5784,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/2414,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59
71,17:30-17:45,20.44,-0,0,14.58,0,28.93,100.23,0,1.63,14.58,1.63,1.25,70.17,270.59,0,4,76.28,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.21,20.44,40.89,0,23.94,12,29.17,3,5,5.83,10,5,11.67,0,9.18,27.54,9.18,17.34,17.33,9.21,40.01,16.67,19.1,0,0

72,17:45-18:00,20.44,-0,0,14.58,0,28.93,100.23,0,1.25,14.58,1.25,0.96,70.17,270.59,0,4,76.28,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.21,20.44,40.89,0,15.35,10,25.18,3,4,5.04,7,3,10,0,8.78,26.31,8.78,16.78,16.79,9.31,40.01,10.01,10.61,0,0

73,18:00-18:15,20.44,-0,0,14.58,0,28.93,100.23,0,0.92,14.58,0.92,0.71,64.18,270.59,0,4,86.78,0,33.67,0,20.76,81.78,0,12.65,260.34,1.47,20.44,40.89,0,0,7,19.6,3,3,3.92,5,3,7.79,0,6.33,19.01,6.33,16.64,16.64,8.31,46.02,0,5.92,0,0

74,18:15-18:30,20.44,-0,0,14.58,0,28.93,100.23,0,0.64,14.58,0.64,0.49,64.18,270.59,0,4,86.78,0,33.67,0,20.76,81.78,0,12.65,260.34,1.47,20.44,40.89,0,0,4,14.02,3,3,2.8,5,3,5.68,0,6.17,18.49,6.17,16.65,16.65,7.96,46.02,0,1.97,0,0

75,18:30-18:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,72.67,270.59,0,8.51,86.78,0,33.67,0,20.76,81.78,0,12.65,260.34,4.6,20.44,40.89,0,0,3,8.44,3,1,1.69,3,2,3.56,0,6,18,6,16.73,16.73,7.8,46.02,0,0,0,0

76,18:45-19:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,81.15,270.59,0,8.51,86.78,0,33.67,0,20.76,81.78,0,12.65,260.34,4.6,20.44,40.89,0,0,2,2.86,2,1,0.57,3,2,1.45,0,6,18,6,16.84,16.84,7.75,46.02,0,0,0,0

77,19:00-19:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,89.65,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,0,9.88,260.34,4.6,20.44,40.89,0,0,1,0.83,1,0,0.17,1,0,0.81,0,6.33,19.01,6.33,17.11,17.11,7.87,46.02,0,0,0,0

78,19:15-19:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,0,9.88,260.34,4.6,20.44,40.89,0,0,0,0.01,0,0,0,0,0,0.36,0,6.67,19.99,6.67,17.46,17.45,8.02,46.02,0,0,0,0

79,19:30-19:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,0,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0.09,0,7.17,21.49,7.17,13.72,13.71,5,46.02,0,0,0,0

80,19:45-20:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,0,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.67,22.99,7.67,14.02,14.03,5,46.02,0,0,0,0

81,20:00-20:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.17,21.49,7.17,13.89,13.9,5,46.02,0,0,0,0

82,20:15-20:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.17,21.49,7.17,13.58,13.59,5,45.61,0,0,0,0

83,20:30-20:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.17,21.49,7.17,6.61,6.62,5,38.02,0,0,0,0

84,20:45-21:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.33,22.01,7.33,6.42,6.43,5,38.02,0,0,0,0

85,21:00-21:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.67,22.99,7.67,6.31,6.3,5,38.02,0,0,0,0

86,21:15-21:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.83,23.51,7.83,6.22,6.22,5,38.02,0,0,0,0

87,21:30-21:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.33,25.01,8.33,3.33,3.34,5,43.02,0,0,0,0

88,21:45-22:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.83,26.51,8.83,3.33,3.34,5,43.02,0,0,0,0

89,22:00-22:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.17,24.49,8.17,6.67,6.66,5,43.02,0,0,0,0

90,22:15-22:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.83,23.51,7.83,6.67,6.66,5,43.02,0,0,0,0

91,22:30-22:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8,24,8,6.67,6.66,4,43.02,0,0,0,0

92,22:45-23:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,115.44,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8,24,8,6.67,6.66,4,43.02,0,0,0,0

93,23:00-23:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.17,24.49,8.17,6.67,6.66,7.52,36.01,0,0,0,0

94,23:15-23:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.33,25.01,8.33,6.67,6.66,7.39,36.01,0,0,0,0

95,23:30-23:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,89.98,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.67,25.99,8.67,6.67,6.66,7.23,36.01,0,0,0,0

96,23:45-24:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,6.64,86.78,0,33.67,0,20.76,81.78,3.22,9.88,178.95,4.6,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.83,26.51,8.83,6.67,6.66,7.08,36.01,0,0,0,0

