Block,Time,NR/01102023/22052037/LT-59,NR/30122023/31122023/IEX_231227_05964,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/30122023/30122023/IEX_231229_05989,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,NR/23122023/31122023/HP-17,NR/23122023/31122023/SJVN231223NR1309,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,NR/23122023/31122023/SJVN231223NR1310,NR/30122023/30122023/DD20231230NR22009,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/02012046/L_NR_2021_17,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/23122023/31122023/HP-21,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/30042040/GNA_LT_36,NR/30122023/30122023/HPX-TAMCTG-291223-05562
1,00:00-00:15,1.010000,40.450000,96.310000,30.820000,0.000000,0,32.750000,36.74,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,46.15,83.790000,114.950000,0,1.570000,0,48.16,148.970000,15.38,0,0.000000,8.190000,1.220000,30.820000,67.420000,0,14.450000,147.720000,24.080000,48.160000,10.79,15.38,0,0,0,0,0.000000,36.74,0,24.06,0,0.000000,0.000000

2,00:15-00:30,1.010000,40.450000,96.310000,30.820000,0.000000,0,32.750000,35.34,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,44.24,64.530000,114.950000,0,1.570000,0,48.16,148.970000,14.73,0,0.000000,8.190000,1.220000,30.820000,67.420000,0,14.450000,147.720000,24.080000,48.160000,9.73,14.75,0,0,0,0,0.000000,35.34,0,24.11,0,0.000000,0.000000

3,00:30-00:45,1.010000,40.450000,96.310000,30.820000,0.000000,0,32.750000,33.61,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,42.81,64.530000,114.950000,0,1.570000,0,48.16,148.970000,14.27,0,0.000000,8.190000,1.220000,30.820000,67.420000,0,14.450000,147.720000,24.080000,48.160000,9.55,14.27,0,0,0,0,0.000000,33.61,0,24.14,0,0.000000,0.000000

4,00:45-01:00,1.010000,40.450000,96.310000,30.820000,0.000000,0,32.750000,34.57,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,41.99,64.530000,114.950000,0,1.570000,0,48.16,148.970000,13.98,0,0.000000,8.190000,1.220000,30.820000,67.420000,0,14.450000,147.720000,24.080000,48.160000,9.23,14,0,0,0,0,0.000000,34.57,0,24.15,0,0.000000,0.000000

5,01:00-01:15,1.010000,40.450000,96.310000,22.470000,0.000000,0,32.750000,34.42,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,42.1,64.530000,114.950000,0,1.570000,0,48.16,148.970000,14.04,0,0.000000,8.190000,1.220000,22.470000,67.420000,0,14.450000,147.720000,24.080000,48.160000,9,14.03,0,0,0,0,0.000000,34.42,0,24.19,0,0.000000,0.000000

6,01:15-01:30,1.010000,40.450000,96.310000,22.470000,0.000000,0,32.750000,33.88,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,41.93,64.530000,114.950000,0,1.570000,0,48.16,148.970000,13.97,0,0.000000,8.190000,1.220000,22.470000,67.420000,0,14.450000,147.720000,24.080000,48.160000,8.8,13.98,0,0,0,0,0.000000,33.88,0,24.19,0,0.000000,0.000000

7,01:30-01:45,1.010000,40.450000,96.310000,22.470000,0.000000,0,32.750000,29.86,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,41.22,64.530000,114.950000,0,1.570000,0,48.16,148.970000,13.73,0,0.000000,8.190000,1.220000,22.470000,71.650000,0,14.450000,147.720000,24.080000,48.160000,11.18,13.74,0,0,0,0,0.000000,29.86,0,18.43,0,0.000000,0.000000

8,01:45-02:00,1.010000,40.450000,96.310000,22.470000,0.000000,0,32.750000,28.66,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,40.56,64.530000,114.950000,0,1.570000,0,48.16,148.970000,13.52,0,0.000000,8.190000,1.220000,22.470000,71.650000,0,14.450000,147.720000,24.080000,48.160000,10.95,13.52,0,0,0,0,0.000000,28.66,0,18.74,0,0.000000,0.000000

9,02:00-02:15,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,26.86,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,38.89,64.530000,114.950000,0,1.570000,0,48.16,148.970000,12.97,0,0.000000,8.190000,1.150000,22.470000,71.650000,0,14.450000,147.720000,24.080000,48.160000,10.8,12.96,0,0,0,0,0.000000,26.86,0,18.93,0,0.000000,0.000000

10,02:15-02:30,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,25.96,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,38.29,64.530000,114.950000,0,1.570000,0,48.16,148.970000,12.76,0,0.000000,8.190000,1.150000,22.470000,71.650000,0,14.450000,147.720000,24.080000,48.160000,10.53,12.76,0,0,0,0,0.000000,25.96,0,18.96,0,0.000000,0.000000

11,02:30-02:45,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,25.06,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,37.59,64.530000,114.950000,0,1.570000,0,48.16,148.970000,12.52,0,0.000000,8.190000,1.150000,22.470000,71.650000,0,14.450000,147.720000,24.080000,48.160000,8.66,12.53,0,0,0,0,0.000000,25.06,0,19.11,0,0.000000,0.000000

12,02:45-03:00,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,23.86,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,36.77,64.530000,114.950000,0,1.570000,0,48.16,148.970000,12.25,0,0.000000,8.190000,1.150000,22.470000,71.650000,0,14.450000,147.720000,24.080000,48.160000,8.47,12.26,0,0,0,0,0.000000,23.86,0,19.56,0,0.000000,0.000000

13,03:00-03:15,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,22.66,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,35.46,64.530000,114.950000,0,1.570000,0,48.16,148.970000,11.82,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,24.080000,48.160000,8.09,11.82,0,0,0,0,0.000000,22.66,0,19.61,0,0.000000,0.000000

14,03:15-03:30,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,21.76,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,34.6,64.530000,114.950000,0,1.570000,0,48.16,148.970000,11.53,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,24.080000,48.160000,7.79,11.53,0,0,0,0,0.000000,21.76,0,19.69,0,0.000000,0.000000

15,03:30-03:45,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,20.56,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,33.68,64.530000,114.950000,0,1.570000,0,48.16,148.970000,11.21,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7.57,11.23,0,0,0,0,0.000000,20.56,0,19.71,0,0.000000,0.000000

16,03:45-04:00,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,19.36,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,32.89,64.530000,114.950000,0,1.570000,0,48.16,148.970000,10.97,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7.27,10.96,0,0,0,0,0.000000,19.36,0,19.75,0,0.000000,0.000000

17,04:00-04:15,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,18.46,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,31,64.530000,114.950000,0,1.570000,0,48.16,148.970000,10.33,0,0.000000,8.190000,1.150000,22.470000,71.650000,0,14.450000,147.720000,23.110000,48.160000,7,10.33,0,0,0,0,0.000000,18.46,0,19.62,0,0.000000,0.000000

18,04:15-04:30,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,17.86,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,29.91,64.530000,114.950000,0,1.570000,0,48.16,148.970000,9.96,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7,9.97,0,0,0,0,0.000000,17.86,0,19.49,0,0.000000,0.000000

19,04:30-04:45,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,16.66,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,29.14,64.530000,114.950000,0,1.570000,0,48.16,148.970000,9.72,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7,9.71,0,0,0,0,0.000000,16.66,0,19.39,0,0.000000,0.000000

20,04:45-05:00,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,15.46,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,28.52,64.530000,114.950000,0,1.570000,0,48.16,148.970000,9.5,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7,9.51,0,0,0,0,0.000000,15.46,0,19.29,0,0.000000,0.000000

21,05:00-05:15,0.930000,40.450000,96.310000,22.470000,0.000000,0,32.750000,14.86,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,64.530000,114.950000,0,1.570000,0,48.16,148.970000,6.66,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7,6.67,0,0,0,0,0.000000,14.86,0,24.01,0,0.000000,0.000000

22,05:15-05:30,0.930000,40.450000,96.310000,22.470000,0.000000,0,37.560000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,88.610000,114.950000,0,1.570000,0,48.16,148.970000,6.66,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7,6.67,0,0,0,0,0.000000,13.33,0,24.21,0,0.000000,0.000000

23,05:30-05:45,0.930000,40.450000,96.310000,22.470000,0.000000,0,56.460000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,93.420000,114.950000,0,1.570000,0,48.16,192.620000,6.66,0,0.000000,8.190000,1.150000,22.470000,67.420000,0,14.450000,147.720000,23.110000,48.160000,7,6.67,0,0,0,0,0.000000,13.33,0,24.41,0,0.000000,0.000000

24,05:45-06:00,0.930000,40.450000,96.310000,22.470000,0.000000,0,75.400000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,111.570000,114.950000,0,1.570000,0,48.16,231.140000,6.66,0,0.000000,8.190000,1.150000,22.470000,96.310000,0,14.450000,147.720000,23.110000,48.160000,7,6.67,0,0,0,0,0.000000,13.33,0,24.61,0,0.000000,0.000000

25,06:00-06:15,0.930000,40.450000,96.310000,30.820000,0.000000,0,75.400000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,111.570000,0.000000,0,1.570000,0,48.16,270.870000,6.66,0,0.000000,8.190000,1.150000,14.820000,115.570000,0,14.450000,251.460000,23.110000,48.160000,6.66,6.67,0,0,0,0,0.000000,13.33,0,24.81,0,0.000000,0.000000

26,06:15-06:30,0.930000,40.450000,96.310000,30.820000,0.000000,0,56.460000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,129.240000,0.000000,0,1.570000,0,48.16,270.870000,6.66,0,0.000000,8.190000,1.150000,14.820000,96.310000,0,14.450000,251.460000,23.110000,48.160000,6.66,6.67,0,0,0,0,0.000000,13.33,0,25.01,0,0.000000,0.000000

27,06:30-06:45,0.930000,40.450000,96.310000,30.820000,0.000000,0,67.930000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,129.240000,0.000000,0,1.570000,0,48.16,270.870000,6.66,0,96.310000,8.190000,1.150000,14.820000,96.310000,0,14.450000,251.460000,23.110000,77.050000,6.66,6.67,1,0,0,0,0.000000,13.33,0,25.21,0,0.000000,0.000000

28,06:45-07:00,0.930000,40.450000,96.310000,30.820000,0.000000,0,86.870000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,129.240000,0.000000,0,1.570000,0,48.16,270.870000,6.66,0,96.310000,8.190000,1.150000,0.000000,115.570000,0,14.450000,251.460000,23.110000,100.880000,6.66,6.67,4,0,0,0,0.000000,13.33,0,25.41,0,0.000000,0.000000

29,07:00-07:15,0.930000,40.450000,96.310000,30.820000,0.000000,1,86.870000,13.33,0,0,5.780000,0.000000,0,0.000000,0,0,11.560000,20,129.240000,0.000000,0,1.570000,1,48.16,270.870000,6.66,0,96.310000,8.190000,1.150000,30.820000,115.570000,0,14.450000,251.460000,23.110000,100.880000,6.66,6.67,10,0.330922,0,0,0.000000,13.33,0,22.34,0,0.000000,0.000000

30,07:15-07:30,0.930000,40.450000,96.310000,30.820000,0.020000,2.23,86.870000,13.33,0,0,5.780000,0.000000,0,0.020000,0,0,11.560000,20,129.240000,0.000000,0,1.570000,3,48.16,270.870000,6.66,0,96.310000,8.190000,1.150000,30.820000,115.570000,0,14.450000,251.460000,23.110000,100.880000,6.66,6.67,20,2.676575,0,0,0.000000,13.33,0,22.54,1,0.020000,0.000000

31,07:30-07:45,0.930000,40.450000,96.310000,30.820000,0.180000,6.71,86.870000,13.33,0,1,5.780000,0.000000,1,0.180000,0.19,0.94,11.560000,20,129.240000,0.000000,0,1.570000,6.37,48.16,270.870000,6.66,0,144.460000,8.190000,1.150000,30.820000,115.570000,0,14.450000,251.460000,23.110000,100.880000,6.66,6.67,30,6.248586,0.33,2,0.000000,13.33,0,22.93,3,0.180000,0.000000

32,07:45:08:00,0.930000,40.450000,96.310000,30.820000,0.600000,26.76,86.870000,13.33,0,3,5.780000,0.000000,3,0.600000,1.84,9.2,11.560000,20,129.240000,0.000000,0,1.570000,21.76,48.16,270.870000,6.66,0,144.460000,8.190000,1.150000,30.820000,115.570000,0,14.450000,251.460000,23.110000,100.880000,6.66,6.67,33,10.307247,1,7,0.000000,13.33,2,23.34,5,0.620000,0.000000

33,08:00-08:15,0.930000,40.450000,96.310000,30.820000,1.600000,30.51,86.870000,13.33,0,6,5.780000,0.000000,4,1.600000,3.33,16.67,11.560000,20,129.240000,0.000000,0,1.570000,30.52,48.16,270.870000,6.66,0,144.460000,8.190000,1.070000,30.820000,115.570000,0,14.450000,251.460000,23.110000,61.640000,6.66,6.67,30.52,15.222412,6.14,14,0.000000,13.33,4,23.74,8,1.640000,0.000000

34,08:15-08:30,0.930000,40.450000,96.310000,30.820000,2.670000,30.51,86.870000,13.33,0,7,5.780000,0.000000,6,2.670000,5.15,25.75,11.560000,20,129.240000,0.000000,0,1.570000,30.52,48.16,270.870000,6.66,0,144.460000,8.190000,1.070000,30.820000,115.570000,0,14.450000,251.460000,23.110000,61.640000,6.66,6.67,30.52,21.266605,14.53,18,0.000000,13.33,7,24.14,12,2.740000,0.000000

35,08:30-08:45,0.930000,40.450000,96.310000,30.820000,3.870000,31.01,86.870000,13.33,0,12,5.780000,0.000000,8,3.870000,7.72,38.63,11.560000,20,129.240000,0.000000,0,1.570000,31.02,48.16,270.870000,6.66,0,144.460000,8.190000,1.070000,30.820000,115.570000,0,14.450000,251.460000,23.110000,61.640000,6.66,6.67,31.02,27.73905,22.85,28,0.000000,13.33,8,24.35,15,3.960000,0.000000

36,08:45:09:00,0.930000,40.450000,96.310000,30.820000,3.590000,31.01,86.870000,13.33,0,15,5.780000,0.000000,9,3.590000,11.16,55.79,11.560000,20,129.240000,0.000000,0,1.570000,31.02,48.16,270.870000,6.66,0,144.460000,8.190000,1.070000,30.820000,115.570000,0,14.450000,251.460000,24.080000,61.640000,6.66,6.67,31.02,34.610548,29.72,35,0.000000,13.33,12,24.67,18,3.680000,0.000000

37,09:00:09:15,0.770000,40.450000,96.310000,30.820000,4.800000,31.01,86.870000,13.33,0,21,5.780000,29.860000,12,4.800000,14.65,73.27,11.560000,17.5,129.240000,0.000000,0,1.570000,31.02,48.16,270.870000,5.84,0,144.460000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,31.02,41.744837,37.17,49,0.000000,13.33,15,22.14,23,4.930000,0.000000

38,09:15-09:30,0.770000,40.450000,96.310000,30.820000,6.080000,31.01,86.870000,13.33,0,27,5.780000,29.860000,15,6.080000,18.09,90.43,11.560000,17.5,129.240000,0.000000,0,1.570000,31.02,48.16,270.870000,5.84,0,144.460000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,31.02,50.202814,45.36,63,0.000000,13.33,19,22.07,30,6.240000,0.000000

39,09:30-09:45,0.770000,40.450000,96.310000,30.820000,3.940000,32.2,86.870000,13.33,0,27,5.780000,29.860000,15,3.940000,16.62,83.13,11.560000,17.5,129.240000,0.000000,0,1.570000,32.2,48.16,270.870000,5.84,0,144.460000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,32.2,59.205839,52.56,63,0.000000,13.33,13,22.06,30,4.050000,0.000000

40,09:45-10:00,0.770000,40.450000,96.310000,30.820000,4.920000,32.2,86.870000,13.33,0,33,5.780000,29.860000,18,4.920000,20.87,104.38,11.560000,17.5,129.240000,0.000000,0,1.570000,32.2,48.16,270.870000,5.84,0,144.460000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,32.2,68.403524,58.43,77,0.000000,13.33,14,21.93,37,5.030000,0.000000

