Block,Time,NR/01102023/22052037/LT-59,NR/30122023/31122023/IEX_231227_05964,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/30122023/30122023/IEX_231229_05989,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,NR/23122023/31122023/HP-17,NR/23122023/31122023/SJVN231223NR1309,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,NR/23122023/31122023/SJVN231223NR1310,NR/30122023/30122023/DD20231230NR22009,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/02012046/L_NR_2021_17,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/23122023/31122023/HP-21,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/30042040/GNA_LT_36,NR/30122023/30122023/HPX-TAMCTG-291223-05562
41,10:00-10:15,0.770000,40.450000,96.310000,30.820000,6.000000,32.2,86.870000,13.33,0,39,5.780000,29.860000,22,6.000000,23.37,116.88,11.560000,17.5,129.240000,0.000000,0,1.570000,32.2,48.16,270.870000,5.84,0,144.460000,8.190000,1.150000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,32.2,78.15599,50,91,0.000000,13.33,20,21.94,43,6.150000,0.000000

42,10:15-10:30,0.770000,40.450000,96.310000,30.820000,7.200000,32.2,86.870000,13.33,0,46,5.780000,29.860000,25,7.200000,30,150,11.560000,17.5,129.240000,0.000000,0,1.570000,32.2,48.16,270.870000,5.84,0,144.460000,8.190000,1.150000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,32.2,88.103116,53.33,109,0.000000,13.33,28,22.06,51,7.380000,0.000000

43,10:30-10:45,0.770000,40.450000,96.310000,30.820000,8.500000,32.2,86.870000,12.67,0,46,5.780000,0.000000,25,8.500000,36.67,183.33,11.560000,17.5,129.240000,0.000000,0,1.570000,32.2,48.16,270.870000,5.84,0,0.000000,8.190000,0.990000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,32.2,88.794159,58.33,107,0.000000,12.67,30,22.12,50,8.720000,0.000000

44,10:45-11:00,0.770000,40.450000,96.310000,30.820000,9.660000,32.16,86.870000,12.67,0,52,5.780000,0.000000,29,9.660000,40,200,11.560000,17.5,129.240000,0.000000,0,1.570000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,0.990000,30.820000,109.790000,0,14.450000,251.460000,24.080000,61.640000,5,5.83,32.17,96.726554,63.33,123,0.000000,12.67,35.72,22.37,59,9.890000,0.000000

45,11:00-11:15,0.850000,40.450000,96.310000,30.820000,10.610000,32.16,86.870000,12.67,0,45,5.780000,0.000000,25,10.610000,43.33,216.67,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,22.150000,61.640000,5,5.83,32.17,103.442324,68.33,105,0.000000,12.67,37.1,22.27,50,10.880000,0.000000

46,11:15-11:30,0.850000,40.450000,96.310000,30.820000,11.570000,32.16,86.870000,12.67,0,52,5.780000,0.000000,29,11.570000,45,225,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,22.150000,61.640000,5,5.83,32.17,109.233459,73.33,123,0.000000,12.67,39,21.86,59,11.850000,0.000000

47,11:30-11:45,0.850000,40.450000,96.310000,30.820000,6.490000,32.16,86.870000,12.67,0,55,5.780000,0.000000,31,6.490000,45.83,229.17,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,22.150000,61.640000,5,5.83,32.17,114.576876,50,130,0.000000,12.67,39,21.91,62,6.660000,0.000000

48,11:45-12:00,0.850000,40.450000,96.310000,30.820000,7.360000,32.16,86.870000,12.67,0,61,5.780000,0.000000,34,7.360000,45.83,229.17,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.070000,30.820000,109.790000,0,14.450000,251.460000,22.150000,61.640000,5,5.83,32.17,119.092988,53.33,144,0.000000,12.67,39,21.62,68,7.540000,0.000000

49,12:00-12:15,0.850000,40.450000,96.310000,30.820000,8.320000,32.16,86.870000,12.67,0,67,5.780000,0.000000,38,8.320000,45.83,229.17,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.150000,30.820000,109.790000,0,14.450000,251.460000,22.150000,61.640000,5,5.83,32.17,103.646717,56.67,158,0.000000,12.67,39,22.51,75,8.530000,0.000000

50,12:15-12:30,0.850000,40.450000,96.310000,30.820000,9.600000,32.16,67.930000,12.67,0,75,5.780000,0.000000,42,9.600000,45.83,229.17,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.150000,30.820000,96.310000,0,14.450000,251.460000,22.150000,61.640000,5,5.83,32.17,106.196763,60,175,0.000000,12.67,39,22.43,83,9.840000,0.000000

51,12:30-12:45,0.850000,40.450000,96.310000,30.820000,10.610000,32.16,86.870000,12.67,0,76,5.780000,0.000000,43,10.610000,45.83,229.17,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.150000,30.820000,67.420000,0,14.450000,251.460000,0.000000,61.640000,5,5.83,32.17,107.676179,63.33,179,0.000000,12.67,39,22.25,87,10.880000,0.000000

52,12:45-13:00,0.850000,40.450000,96.310000,30.820000,14.740000,32.16,86.870000,12.67,0,76,5.780000,0.000000,43,14.740000,45.83,229.17,11.560000,17.5,129.240000,0.000000,0,1.620000,32.17,48.16,270.870000,5.84,0,0.000000,8.190000,1.150000,30.820000,67.420000,0,14.450000,251.460000,0.000000,61.640000,5,5.83,32.17,108.406154,66.67,179,0.000000,12.67,39,22,87,15.100000,0.000000

53,13:00-13:15,0.900000,40.450000,96.310000,30.820000,14.700000,32.16,67.930000,12.67,0,78,5.780000,0.000000,43,14.700000,45.83,229.17,11.560000,17.5,129.240000,0.000000,24.08,1.620000,32.17,48.16,270.870000,5.84,28.89,0.000000,8.190000,1.220000,30.820000,67.420000,0,14.450000,251.460000,0.000000,61.640000,5,5.83,32.17,108.52295,70,182,0.000000,12.67,39,24.93,87,15.060000,0.000000

54,13:15-13:30,0.900000,40.450000,96.310000,30.820000,14.530000,32.16,86.870000,12.67,0,78,5.780000,0.000000,43,14.530000,45.83,229.17,11.560000,17.5,129.240000,0.000000,24.08,1.620000,32.17,48.16,270.870000,5.84,28.89,0.000000,8.190000,1.220000,30.820000,96.310000,0,14.450000,251.460000,0.000000,61.640000,5,5.83,32.17,107.861106,71,182,0.000000,12.67,41,24.48,87,14.890000,0.000000

55,13:30-13:45,0.900000,40.450000,96.310000,30.820000,14.210000,32.5,86.870000,12.67,0,78,5.780000,0.000000,43,14.210000,45.83,229.17,11.560000,17.5,129.240000,0.000000,24.08,1.620000,32.5,48.16,270.870000,5.84,28.89,0.000000,8.190000,1.220000,30.820000,96.310000,0,14.450000,251.460000,0.000000,61.640000,5,5.83,32.5,124.270944,85.85,182,0.000000,12.67,43.54,21.5,87,14.560000,0.000000

56,13:45-14:00,0.900000,40.450000,96.310000,30.820000,13.700000,32.5,86.870000,12.67,0,76,5.780000,0.000000,42,13.700000,45.83,229.17,11.560000,17.5,129.240000,0.000000,24.08,1.620000,32.5,48.16,270.870000,5.84,28.89,0.000000,8.190000,1.220000,30.820000,67.420000,0,14.450000,251.460000,0.000000,61.640000,5,5.83,32.5,120.173351,83.64,179,0.000000,12.67,42.3,21.34,83,14.050000,0.000000

