Block,Time,BSIUL,FSTPP I & II,JHAJJAR,KOTESHWR,SASAN,ANTA_LF,AURY_GF,CHAMERA1,KGSU1AND2,MAPS,NLCEXP,TANAKPUR,TelanganaSTPP,UNCHAHAR3,URI,BRBCL,KOLDAM,KUDGI,NLCTS2EXP,RAMPUR,RSTPSU7,TALST2,NJPC,NTPL,SIMHST1,SINGRAULI_HYDRO,TALA,TEHRI,UNCHAHAR1,AURY_LF,CHAMERA2,CHAMERA3,DADRT2,DULHASTI,KISHANGANGA,NLCIIST1,NNTPP,RAPPC,SINGRAULI,TANDA2,ANTA_RF,DADRI_RF,KHSTPP-II,NAPP,RIHAND2,SALAL,SIMHST2,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,AURY_RF,DADRI_LF,DHAULIGNGA,KGSU3AND4,KKNP,PARBATI2,PARBATI3,RAPPB,RSTPSU1TO6,SEWA2,URI2,ANTA_CRF,ANTA_GF,DADRI_CRF,KHSTPP-I,KKNPPU2,NLCIIST2,RAPPD,RIHAND1,RIHAND3,AURY_CRF,DADRI_GF
57,14:00-14:15,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,3.99,0,0,100.81,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,98.87,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

58,14:15-14:30,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,98.87,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

59,14:30-14:45,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,11.67,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,98.87,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

60,14:45-15:00,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,98.87,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

61,15:00-15:15,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,2.44,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,10.91,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,110.15,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

62,15:15-15:30,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,2.44,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,10.91,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,115.39,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

63,15:30-15:45,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,2.44,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,10.91,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,125.88,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,19.64,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

64,15:45-16:00,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,2.44,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,10.91,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,131.13,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,19.64,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

65,16:00-16:15,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,2.44,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,21.83,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,131.13,25.9,124.58,80.18,0,45,3.2,0,80.77,0,0,0,0,22.54,19.64,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

66,16:15-16:30,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,2.44,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,21.83,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,131.13,25.9,124.58,80.18,0,45,3.2,0,80.77,0,10.95,0,0,22.54,19.64,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

67,16:30-16:45,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,4.35,0,27.68,52.36,20,0,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,141.62,25.9,124.58,80.18,0,45,3.2,0,80.77,0,10.95,0,0,22.54,19.64,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

68,16:45-17:00,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,4.35,0,27.68,52.36,20,1.96,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,148.3,25.9,124.58,80.18,0,45,3.2,0,80.77,0,10.95,0,0,22.54,19.64,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

69,17:00-17:15,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,4.35,0,27.68,52.36,20,2.01,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,148.3,25.9,124.58,80.18,0,45,3.2,0,80.77,0,10.95,0,0,22.54,19.64,0,0,18.9,28.92,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

70,17:15-17:30,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,4.35,0,27.68,52.36,20,2.01,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,45,2.3,0,80.77,0,10.95,0,0,22.54,19.64,0,0,18.9,28.92,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

71,17:30-17:45,13.04,20.8,670.67,10.43,344.25,0,0,14.05,0,0,0,4.35,0,27.68,52.36,20,4.36,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,10.95,0,0,22.54,4.29,0,0,18.9,28.92,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

72,17:45-18:00,13.04,20.8,670.67,10.43,344.25,0,0,27.65,0,0,0,4.35,0,27.68,52.36,20,7.19,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,10.95,0,0,22.54,4.29,0,0,18.9,28.92,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

73,18:00-18:15,13.04,20.8,670.67,10.43,344.25,0,0,27.65,0,0,0,4.35,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,21.88,0,0,30.06,19.64,0,0,18.9,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

74,18:15-18:30,13.04,20.8,670.67,10.43,344.25,0,0,42.15,0,0,0,4.35,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,21.88,0,0,37.57,23.02,0,0,18.9,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

75,18:30-18:45,13.04,20.8,670.67,20.85,344.25,0,0,42.15,0,0,0,4.35,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,37.57,33.76,0,0,18.9,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

76,18:45-19:00,20.46,20.8,670.67,34.76,344.25,0,0,43.14,0,0,0,4.35,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,210.53,60.23,8.68,0,0,69.23,150.34,5.7,47.89,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,78.83,0,0,12.61,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

77,19:00-19:15,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,3.07,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,78.83,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

78,19:15-19:30,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,3.07,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,78.83,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

79,19:30-19:45,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,3.07,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

80,19:45-20:00,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,3.07,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

81,20:00-20:15,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,2.44,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

82,20:15-20:30,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,2.44,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

83,20:30-20:45,13.04,20.8,456.07,31.28,344.25,0,0,42.15,0,0,0,0.77,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,21.88,0,0,30.06,13.81,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

84,20:45-21:00,13.04,20.8,456.07,31.28,344.25,0,0,42.15,0,0,0,0.77,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,48.55,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,21.88,0,0,30.06,9.2,0,0,6.3,40.16,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

85,21:00-21:15,13.04,20.8,456.07,31.28,344.25,0,0,42.15,0,0,0,0,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,21.88,0,0,30.06,53.7,0,0,6.3,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

86,21:15-21:30,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,0,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,32.83,0,0,44.33,59.84,0,0,6.3,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

87,21:30-21:45,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,0,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,80.18,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

88,21:45-22:00,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,0,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

89,22:00-22:15,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,0,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

90,22:15-22:30,20.46,20.8,456.07,34.76,344.25,0,0,43.14,0,0,0,0,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,50.39,36.84,246.52,60.23,8.68,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,43.78,0,0,44.33,59.84,0,0,6.3,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

91,22:30-22:45,6.52,20.8,456.07,20.85,344.25,0,0,42.15,0,0,0,1.03,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,43.78,0,0,30.06,42.96,0,0,0,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

92,22:45-23:00,6.52,20.8,456.07,10.43,344.25,0,0,42.15,0,0,0,1.03,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.2,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,43.78,0,0,30.06,38.36,0,0,0,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

93,23:00-23:15,6.52,20.8,456.07,10.43,344.25,0,0,42.15,0,0,0,1.03,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

94,23:15-23:30,6.52,20.8,456.07,10.43,344.25,0,0,42.15,0,0,0,1.03,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

95,23:30-23:45,6.52,20.8,456.07,10.43,344.25,0,0,42.15,0,0,0,1.03,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

96,23:45-24:00,6.52,20.8,456.07,10.43,344.25,0,0,42.15,0,0,0,1.03,0,27.68,52.36,20,9.59,0,0,5.42,0,0,138.33,0,0,0.98,0,32.74,21.94,0,48.81,35.03,246.52,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,62.17,0,44.5,2.3,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,38.1,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

