Block,Time,DADRT2,SALAL,RAPPC,DADRI_GF,AURY_LF,AURY_GF,RIHAND3,SEWA2,DADRI_RF,CHAMERA1,RIHAND2,KOLDAM,ANTA_CRF,UNCHAHAR4,AURY_RF,RIHAND1,KOTESHWR,UNCHAHAR2,JHAJJAR,AURY_CRF,DADRI_CRF,TEHRI,TANDA2,CHAMERA3,NAPP,CHAMERA2,NJPC,BSIUL,UNCHAHAR1,KISHANGANGA,DULHASTI,URI,UNCHAHAR3,TANAKPUR,ANTA_RF,SINGRAULI_HYDRO,ANTA_GF,RAPPB,PARBATI3,SINGRAULI,DHAULIGNGA,URI2,DADRI_LF,ANTA_LF,RAMPUR,TALA,BRBCL,KHSTPP-I,FSTPP I & II,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,16.167273,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.487542,14.449500,25.576771,8.188050,115.756486,336.167618,0,0,0,0,0

17,04:00-04:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,16.167273,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.487542,14.449500,22.030478,8.188050,115.756486,336.167618,0,0,0,0,0

18,04:15-04:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,16.167273,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.487542,14.449500,22.030478,8.188050,115.756486,336.167618,0,0,0,0,0

19,04:30-04:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.487542,14.449500,24.739394,8.188050,115.756486,336.167618,0,0,0,0,0

20,04:45-05:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.345937,14.449500,25.085295,8.188050,115.756486,336.167618,0,0,0,0,0

21,05:00-05:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.147689,14.449500,25.085295,8.797048,115.756486,336.167618,0,0,0,0,0

22,05:15-05:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,9.062726,14.449500,25.085295,8.797048,115.756486,336.167618,0,0,0,0,0

23,05:30-05:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,22.046281,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,8.779516,14.449500,25.085295,8.797048,115.756486,336.167618,0,0,0,0,0

24,05:45-06:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,119.815254,9.859446,0.000000,1.647243,0.000000,93.493990,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,75.509983,143.512530,0.000000,36.499938,0.000000,0.000000,5.414963,8.496306,14.449500,25.085295,8.797048,115.756486,336.167618,0,0,0,0,0

25,06:00-06:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,75.509983,143.512530,9.095943,36.499938,0.000000,0.000000,5.414963,8.496306,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

26,06:15-06:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,75.509983,143.512530,20.920669,36.499938,0.000000,0.000000,5.414963,8.496306,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

27,06:30-06:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,75.509983,143.512530,31.381003,36.499938,0.000000,0.000000,5.414963,8.496306,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

28,06:45-07:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,75.509983,143.512530,41.938361,36.499938,0.000000,0.000000,5.414963,8.213096,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

29,07:00-07:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,75.509983,143.512530,41.938361,36.499938,0.000000,0.000000,5.414963,8.213096,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

30,07:15-07:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,8.818513,143.512530,41.938361,36.499938,0.000000,0.000000,5.414963,8.213096,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

31,07:30-07:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,4.115306,143.512530,41.938361,36.499938,0.000000,0.000000,5.414963,8.496306,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

32,07:45:08:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,41.938361,36.499938,0.000000,0.000000,5.414963,11.045198,14.449500,21.357517,8.797048,95.047077,336.167618,0,0,0,0,0

33,08:00-08:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.243445,14.449500,18.470523,8.188050,78.576381,336.167618,0,0,0,0,0

34,08:15-08:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,48.587185,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.243445,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

35,08:30-08:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,62.480203,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.243445,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

36,08:45:09:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,64.475885,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,18.812827,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.243445,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

37,09:00:09:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,64.475885,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,4.115306,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.243445,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

38,09:15-09:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.549796,23.793510,115.451505,0.000000,0.000000,64.475885,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,4.115306,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.243445,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

39,09:30-09:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,64.475885,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,4.115306,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

40,09:45-10:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,64.475885,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.031462,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,4.115306,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

41,10:00-10:15,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,48.356913,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.563204,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,21.357517,8.188050,95.047077,336.167618,0,0,0,0,0

42,10:15-10:30,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,32.237943,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.563204,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,21.357517,8.188050,95.047077,336.167618,0,0,0,0,0

43,10:30-10:45,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,32.237943,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.563204,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,21.357517,8.188050,95.047077,336.167618,0,0,0,0,0

44,10:45-11:00,230.036040,73.877404,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,32.237943,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.563204,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,21.357517,8.188050,95.047077,336.167618,0,0,0,0,0

45,11:00-11:15,230.036040,44.774184,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,16.118971,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.563204,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

46,11:15-11:30,230.036040,44.774184,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,23.793510,115.451505,0.000000,0.000000,16.118971,2.844635,33.552946,48.448411,46.719885,173.357832,12.562973,12.041250,8.034549,57.003666,34.563204,14.651793,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.470013,14.449500,18.437562,8.188050,78.576381,336.167618,0,0,0,0,0

47,11:30-11:45,230.228700,49.251602,65.495617,0.000000,0.000000,0.000000,125.787810,0.000000,0.000000,40.601245,96.851049,9.859446,0.000000,1.647243,0.000000,65.383699,10.993997,24.082500,115.596000,0.000000,0.000000,16.118971,2.844635,33.552946,48.448411,46.719885,173.357832,6.281487,12.041250,8.034549,57.003666,40.412362,14.931150,0.000000,0.000000,1.105720,0.000000,0.000000,17.637025,143.512530,31.453771,36.499938,0.000000,0.000000,5.414963,11.328408,14.449500,22.030478,9.633000,97.069444,336.167618,0,0,0,0,0

