Block,Time,CHAMERA3,UNCHAHAR3,SEWA2,NAPP,KOLDAM,UNCHAHAR1,JHAJJAR,DADRI_CRF,DHAULIGNGA,TANDA2,PARBATI3,RIHAND2,DADRT2,UNCHAHAR2,ANTA_RF,CHAMERA1,DADRI_LF,ANTA_GF,RIHAND3,SINGRAULI,KOTESHWR,AURY_CRF,AURY_GF,BSIUL,KISHANGANGA,TEHRI,RIHAND1,SALAL,RAPPB,TANAKPUR,RAMPUR,RAPPC,DULHASTI,NJPC,DADRI_RF,ANTA_CRF,TALA,BRBCL,KHSTPP-I,KHSTPP-II,SASAN,FSTPP I & II,SINGRAULI_HYDRO,CHAMERA2,UNCHAHAR4,URI2,ANTA_LF,AURY_RF,URI,DADRI_GF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,11.162605,26.599755,18.093714,47.897631,0.000000,21.779112,435.647394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,42.947306,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,13.036500,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.224688,44.654475,116.002884,403.024248,20.017920,0.729511,0.000000,2.973816,36.465835,0.000000,0.000000,33.999667,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,11.162605,26.599755,18.093714,47.897631,0.000000,21.779112,430.835394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,43.218136,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,26.072999,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.018355,44.654475,116.002884,403.024248,20.017920,0.729511,0.000000,2.973816,36.465835,0.000000,0.000000,33.999667,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,11.162605,26.599755,18.093714,47.897631,0.000000,21.779112,430.835394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,43.218136,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,40.949946,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,0.000000,2.973816,36.465835,0.000000,0.000000,33.999667,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,11.162605,26.599755,18.093714,47.897631,0.000000,21.779112,435.647394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,43.218136,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,40.949946,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,15.558745,2.973816,36.465835,0.000000,0.000000,33.999667,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,11.162605,26.599755,18.093714,47.897631,0.000000,21.779112,435.647394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,43.218136,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,53.679705,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,15.558745,2.973816,36.465835,0.000000,0.000000,37.187136,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,11.162605,26.599755,18.093714,47.897631,0.000000,19.184289,435.647394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,38.403706,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,53.679705,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,15.558745,2.973816,36.465835,0.000000,0.000000,37.187136,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,11.162605,23.621434,18.093714,47.897631,0.000000,19.184289,496.278594,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,38.403706,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,5.287146,54.599929,93.406640,38.581654,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.763661,0.729511,15.558745,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,11.162605,23.621434,18.093714,47.897631,0.000000,19.184289,560.759394,0.000000,0.000000,5.156625,0.000000,59.851752,366.089838,38.403706,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,5.287146,54.599929,93.406640,24.602794,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.763661,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,22.325211,26.599755,18.093714,47.897631,0.000000,21.779112,646.605378,0.000000,0.000000,5.156625,0.000000,59.851752,370.292254,43.211607,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,5.287146,54.599929,93.406640,12.301397,0.000000,0.000000,0.830012,66.242257,18.983470,21.448404,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,22.325211,26.599755,18.093714,47.897631,0.000000,21.779112,649.444679,0.000000,0.000000,5.156625,0.000000,59.851752,434.026242,43.218136,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,6.275618,5.287146,54.599929,93.406640,12.301397,0.000000,0.862984,1.660025,66.242257,37.966939,42.896809,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,22.325211,26.599755,18.093714,47.897631,1.803247,21.779112,649.444679,0.000000,0.000000,5.156625,3.670948,59.851752,506.183904,43.218136,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,6.275618,5.287146,54.599929,93.406640,12.301397,0.000000,0.862984,2.490038,66.242257,37.966939,64.345213,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,22.325211,26.599755,18.093714,47.897631,4.057305,21.779112,649.444679,0.000000,9.087445,5.156625,3.670948,59.851752,500.172657,43.218136,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,6.275618,5.287146,54.599929,93.406640,12.301397,0.000000,0.862984,3.720234,66.242257,37.966939,96.517820,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,33.521598,26.599755,18.093714,47.897631,6.694553,21.779112,649.444679,0.000000,18.174889,5.156625,8.810273,59.851752,529.516233,43.218136,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,6.275618,5.287146,54.599929,93.406640,36.904190,0.000000,0.862984,5.113470,66.242257,37.966939,132.443897,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

27,06:30-06:45,33.521598,26.599755,18.130340,47.897631,8.926070,21.779112,649.444679,0.000000,31.424384,5.156625,22.759873,59.851752,500.172657,43.218136,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,18.826854,7.930718,54.599929,93.406640,76.391674,0.000000,5.671038,5.113470,66.242257,56.950408,132.443897,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,46.676234,2.973816,36.754954,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,33.521598,26.599755,18.130340,47.897631,8.926070,21.779112,649.444679,0.000000,31.424384,5.156625,22.759873,59.851752,500.172657,43.218136,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,18.826854,7.930718,54.599929,93.406640,76.391674,0.000000,5.671038,5.113470,66.242257,56.950408,132.443897,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,46.676234,2.973816,36.754954,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,33.521598,26.599755,18.130340,47.897631,8.926070,21.779112,649.444679,0.000000,31.424384,5.156625,22.759873,59.851752,506.655480,43.218136,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,18.826854,7.930718,54.599929,93.406640,76.391674,0.000000,5.671038,5.113470,66.242257,56.950408,132.443897,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,46.676234,2.973816,36.754954,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,33.521598,21.017661,18.130340,47.897631,8.926070,19.184289,580.577616,0.000000,31.424384,5.156625,22.759873,59.851752,502.453064,38.403706,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,18.826854,7.930718,54.599929,93.406640,76.391674,0.000000,5.671038,5.113470,66.242257,56.950408,132.443897,0.000000,0.000000,0.000000,19.247984,37.691915,103.514204,403.024248,16.763661,0.729511,46.676234,2.973816,36.754954,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,33.521598,21.017661,18.093714,47.897631,6.694553,19.184289,513.209616,0.000000,20.949590,5.156625,22.759873,59.851752,431.051838,38.403706,0.000000,40.563312,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,7.930718,54.599929,93.406640,76.391674,0.000000,0.000000,5.113470,66.242257,37.966939,132.443897,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,12.783752,0.729511,46.676234,2.973816,36.465835,0.000000,0.000000,37.187136,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,33.521598,26.592533,18.093714,47.897631,4.057305,19.184289,445.841616,0.000000,10.450561,5.156625,22.759873,59.851752,431.051838,38.403706,0.000000,40.554189,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,5.287146,54.599929,93.406640,76.391674,0.000000,0.000000,3.720234,66.242257,37.966939,96.517820,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,46.676234,2.973816,36.465835,0.000000,0.000000,37.187136,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,22.325211,26.599755,18.093714,47.897631,1.803247,19.184289,367.316994,0.000000,10.299104,5.156625,17.620547,59.851752,375.521992,38.403706,0.000000,40.554189,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,2.643572,40.949946,93.406640,36.904190,0.000000,0.000000,2.490038,66.242257,37.966939,64.345213,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,22.325211,26.599755,18.093714,47.897631,0.000000,19.184289,367.316994,0.000000,0.000000,5.156625,3.670948,59.851752,365.608638,38.403706,0.000000,33.453024,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,2.643572,26.072999,93.406640,25.721102,0.000000,0.000000,1.660025,66.242257,37.966939,42.896809,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,22.325211,26.599755,18.093714,47.897631,0.000000,19.184289,367.316994,0.000000,0.000000,5.156625,3.670948,59.851752,365.608638,38.403706,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,2.643572,26.072999,93.406640,25.721102,0.000000,0.000000,0.800369,66.242257,37.966939,20.912195,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,11.162605,26.599755,18.093714,47.897631,0.000000,19.184289,367.316994,0.000000,0.000000,5.156625,3.670948,59.851752,365.608638,38.403706,0.000000,27.042208,0.000000,0.000000,125.670288,144.349365,26.627215,0.000000,0.000000,12.551236,2.643572,13.036500,93.406640,25.721102,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,31.117490,2.973816,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,11.162605,21.609345,18.093714,47.897631,0.000000,15.365005,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,38.403706,0.000000,19.007400,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,2.291405,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,11.162605,21.609345,18.093714,47.897631,0.000000,15.365005,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,38.403706,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,19.970412,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.000000,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,20.017920,0.729511,31.117490,1.732320,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,21.609345,18.093714,47.897631,0.000000,15.365005,377.756436,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,29.916493,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,15.558745,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,21.609345,18.093714,47.897631,0.000000,15.365005,372.944436,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,29.916493,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,15.558745,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,21.609345,18.093714,47.897631,0.000000,15.365005,377.756436,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,29.916493,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,15.558745,1.645704,36.465835,0.000000,0.000000,37.187136,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,21.609345,18.093714,47.897631,0.000000,15.365005,377.756436,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,29.916493,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,16.038011,0.729511,15.558745,1.645704,36.465835,0.000000,0.000000,37.187136,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,16.026174,18.093714,47.897631,0.000000,12.918488,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,25.326422,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,11.548800,0.729511,15.558745,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,16.026174,18.093714,47.897631,0.000000,12.918488,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,25.326422,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,18.983470,0.000000,0.000000,0.000000,0.000000,18.788020,44.654475,116.002884,403.024248,11.548800,0.729511,15.558745,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,16.026174,18.093714,47.897631,0.000000,12.918488,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,25.326422,0.000000,13.521104,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.739701,0.000000,66.242257,0.000000,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.002884,403.024248,11.548800,0.729511,0.000000,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,16.026174,18.093714,47.897631,0.000000,12.918488,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,25.326422,0.000000,7.602960,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.369850,0.000000,66.242257,0.000000,0.000000,0.000000,0.000000,0.000000,19.037011,44.654475,116.099124,403.024248,11.548800,0.729511,0.000000,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,16.026174,18.093714,47.897631,0.000000,12.918488,359.470836,0.000000,0.000000,5.156625,0.000000,59.851752,365.608638,25.326422,0.000000,0.000000,0.000000,0.000000,125.670288,144.349365,8.875739,0.000000,0.000000,12.551236,2.643572,0.000000,93.406640,25.721102,0.000000,0.862984,0.000000,66.242257,0.000000,0.000000,0.000000,0.000000,0.000000,19.247984,44.654475,116.099124,403.024248,11.548800,0.729511,0.000000,1.645704,36.465835,0.000000,0.000000,33.468422,0.000000,0.000000,0,0,0,0,0

