Block,Time Block,DULHASTI,FSTPP I & II,KGSU1AND2,KGSU3AND4,JHAJJAR,UNCHAHAR1,TANDA2,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,TANAKPUR,UNCHAHAR3,TelanganaSTPP,SINGRAULI,SEWA2,TALA,UNCHAHAR2,TEHRI,KUDGI,KOTESHWR,MAPS,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA1,CHAMERA2,BSIUL,CHAMERA3,BRBCL,KHSTPP-I,RIHAND1,RIHAND2,RAPPC,SALAL,RSTPSU1TO6,RAPPB,RSTPSU7,RIHAND3,SASAN,DHAULIGNGA,DADRT2,RAMPUR,URI,URI2,UNCHAHAR4,NNTPP,PARBATI3,NTPL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,VALLURNTECL,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,NJPC,NLCIIST2,NLCIIST1,NLCEXP,NLCTS2EXP,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
60,14:45-15:00,47.77,20.1,0,0,158.39,17.12,0,0,0,0,0,11.14,0,0,119.59,0,8.89,40.98,14.79,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,224.04,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

61,15:00-15:15,47.77,20.1,0,0,158.39,17.12,0,0,0,0,0,11.14,0,0,125.55,0,8.89,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,270.43,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

62,15:15-15:30,47.77,20.1,0,0,158.39,17.12,0,0,0,0,0,11.14,0,0,128.24,0,8.89,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,294.67,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

63,15:30-15:45,47.77,20.1,0,0,158.39,17.12,0,0,0,0,0,11.14,0,0,129.69,0,8.89,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,328.06,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

64,15:45-16:00,47.77,20.1,0,0,158.39,17.12,0,0,0,0,0,11.14,0,0,131.14,0,8.89,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,328.06,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

65,16:00-16:15,47.77,20.1,0,0,243.53,17.12,0,0,0,0,0,11.14,0,0,132.59,0,9.18,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,328.06,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

66,16:15-16:30,47.77,20.1,0,0,332.34,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.89,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,328.06,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

67,16:30-16:45,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.61,40.98,28.87,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,328.06,0,12.8,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

68,16:45-17:00,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.61,40.98,28.87,0,8.57,0,0,95.55,0,0,0,0,10.95,1.06,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,328.06,0,16,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

69,17:00-17:15,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.61,40.98,45.12,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,330.09,0,49.08,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.67,0,0,0,0,39.22,0,0,0,0,0

70,17:15-17:30,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.52,40.98,45.12,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,8.94,330.09,0,49.08,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.67,0,0,0,0,39.22,0,0,0,0,0

71,17:30-17:45,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.05,40.98,45.12,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,330.09,0,16,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.43,0,0,0,0,39.22,0,0,0,0,0

72,17:45-18:00,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,0,8.05,40.98,60.15,0,17.15,0,0,95.55,0,0,0,13.58,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,26.56,330.09,0,9.6,8.31,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

73,18:00-18:15,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,132.64,2.58,7.84,40.98,60.15,0,25.73,0,0,95.55,0,0,0,27.16,25.45,6.3,18.71,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,35.32,330.09,0,9.6,8.31,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

74,18:15-18:30,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,7.73,7.84,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,36.38,330.09,0,9.6,8.31,0,0,31.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

75,18:30-18:45,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,15.28,7.98,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,36.38,330.09,0,9.6,8.31,0,0,31.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

76,18:45-19:00,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,15.28,8.13,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,36.38,330.09,0,9.6,8.31,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

77,19:00-19:15,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,15.28,8.13,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,394.38,36.38,330.09,0,9.6,8.31,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

78,19:15-19:30,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,15.28,8.27,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,36.38,330.09,0,9.6,8.31,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

79,19:30-19:45,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,15.28,8.27,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,36.38,330.09,0,9.6,8.46,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

80,19:45-20:00,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,15.28,8.54,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,36.38,330.09,0,19.2,8.46,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

81,20:00-20:15,48.25,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,12.88,8.54,40.98,60.15,0,38.11,0,0,95.55,0,0,0,40.73,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,36.38,330.09,0,49.08,8.84,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.62,0,0,0,0,39.22,0,0,0,0,0

82,20:15-20:30,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,132.64,9.02,8.84,40.98,60.15,0,19.06,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,26.56,330.09,0,49.08,8.84,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

83,20:30-20:45,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.04,11.6,8.84,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,65.7,0,0,0,120.14,396.82,26.56,330.09,0,12.8,10.15,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

84,20:45-21:00,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.09,11.6,8.84,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,65.7,0,0,0,120.14,396.82,26.56,330.09,0,9.6,10.15,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

85,21:00-21:15,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.09,11.6,8.84,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,65.7,0,0,0,120.14,396.82,26.56,330.09,0,9.6,10.15,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

86,21:15-21:30,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,11.6,9,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,65.7,0,0,0,120.14,396.82,26.56,330.09,0,9.6,10.15,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

87,21:30-21:45,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,9.02,9,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,65.7,0,0,0,120.14,396.82,26.56,330.09,0,9.6,10.15,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

88,21:45-22:00,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,4.5,9,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,26.56,330.09,0,9.6,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

89,22:00-22:15,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.09,4.5,9,40.98,60.15,0,8.57,0,0,95.55,0,0,0,40.73,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,26.56,330.09,0,9.6,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

90,22:15-22:30,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.09,4.5,9.43,40.98,60.15,0,8.57,0,0,95.55,0,0,0,40.73,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,51.65,0,0,0,120.14,396.82,26.56,330.09,0,12.8,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

91,22:30-22:45,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.09,4.5,9.43,40.98,60.15,0,8.57,0,0,95.55,0,0,0,40.73,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,62.88,0,0,0,120.14,396.82,26.56,328.47,0,49.08,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

92,22:45-23:00,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,12.25,0,0,134.09,4.5,9.87,40.98,60.15,0,8.57,0,0,95.55,0,0,0,40.73,23.18,6.3,18.71,14.5,43.41,44.45,114.77,49.66,62.88,0,0,0,120.14,396.82,26.56,328.47,0,49.08,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

93,23:00-23:15,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,2.58,9.87,40.98,60.15,0,8.57,0,0,95.55,0,0,0,27.16,23.18,0,18.71,14.5,43.41,44.45,114.77,49.66,62.88,0,0,0,120.14,396.82,17.62,328.47,0,12.8,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

94,23:15-23:30,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,2.58,9.87,40.98,60.15,0,8.57,0,0,95.55,0,0,0,13.58,23.18,0,18.71,14.5,43.41,44.45,114.77,49.66,62.88,0,0,0,120.14,396.82,17.62,328.47,0,9.6,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

95,23:30-23:45,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,0,9.87,40.98,60.15,0,8.57,0,0,95.55,0,0,0,13.58,23.18,0,18.71,14.5,43.41,44.45,114.77,49.66,62.88,0,0,0,120.14,396.82,17.62,328.47,0,8.53,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

96,23:45-24:00,47.77,20.1,0,0,409.66,19.87,0,0,0,0,0,11.14,0,0,134.09,0,9.87,40.98,60.15,0,8.57,0,0,95.55,0,0,0,13.58,23.18,0,18.71,14.5,43.41,44.45,114.77,49.66,62.88,0,0,0,120.14,396.82,17.62,328.47,0,8.53,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,39.22,0,0,0,0,0

