Block,Time,KHSTPP-II,KISHANGANGA,KKNP,RAPPC,RIHAND1,SEWA2,VALLURNTECL,DULHASTI,KHSTPP-I,NJPC,NLCIIST2,NNTPP,PARBATI3,RAMPUR,RAPPB,RSTPSU1TO6,UNCHAHAR3,ANTA_GF,AURY_RF,BRBCL,BSIUL,KGSU1AND2,SIMHST2,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,DADRI_LF,DADRT2,JHAJJAR,KGSU3AND4,NLCTS2EXP,URI2,AURY_LF,DADRI_RF,FSTPP I & II,MAPS,NLCIIST1,NTPL,RIHAND2,RIHAND3,RSTPSU7,TALST2,TANDA2,UNCHAHAR4,URI,ANTA_CRF,DADRI_CRF,DADRI_GF,CHAMERA1,CHAMERA3,KOTESHWR,SASAN,TelanganaSTPP,UNCHAHAR2,ANTA_LF,CHAMERA2,DHAULIGNGA,KOLDAM,NAPP,NLCEXP,SINGRAULI,TALA,ANTA_RF,KKNPPU2,KUDGI,SALAL,SIMHST1,AURY_CRF,AURY_GF
57,14:00-14:15,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,12.94,17,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,45.53,0,0,52.28,0,0,0

58,14:15-14:30,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,12.94,17,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,45.53,0,0,52.28,0,0,0

59,14:30-14:45,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,17,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,45.53,0,0,65.07,0,0,0

60,14:45-15:00,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,35.44,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,45.53,0,0,65.07,0,0,0

61,15:00-15:15,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,35.44,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.67,1.62,29.81,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,45.53,0,0,65.07,0,0,0

62,15:15-15:30,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,35.44,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.43,1.62,29.81,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,45.53,0,0,65.07,0,0,0

63,15:30-15:45,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,35.44,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,45.53,0,0,65.07,0,0,0

64,15:45-16:00,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,34.01,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,45.53,0,0,65.07,0,0,0

65,16:00-16:15,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,30.92,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,53.16,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,44.95,0,0,65.07,0,0,0

66,16:15-16:30,138.46,2.88,0,60.53,94.65,0,0,36.36,38.24,167.1,0,0,30.92,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,53.16,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.62,44.95,0,0,65.07,0,0,0

67,16:30-16:45,138.46,2.88,0,60.53,94.65,11.58,0,36.36,38.24,167.1,0,0,30.92,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,53.16,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,10.05,44.95,0,0,65.07,0,0,0

68,16:45-17:00,138.46,2.88,0,60.53,94.65,11.58,0,36.36,38.24,167.1,0,0,30.92,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.78,53.16,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,10.05,44.95,0,0,65.07,0,0,0

69,17:00-17:15,138.46,2.88,0,60.53,94.65,11.58,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,0,0,0,0.39,11.78,53.16,20.96,0,686.07,413.81,0,0,24.38,0,73.8,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,10.05,44.95,0,0,65.07,0,0,0

70,17:15-17:30,138.46,2.88,0,60.53,94.65,11.58,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,0,0,0,0.39,11.78,53.16,20.96,0,686.07,413.81,0,0,24.38,0,76.64,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,10.29,44.95,0,0,65.07,0,0,0

71,17:30-17:45,138.46,2.88,0,60.53,94.65,11.58,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,0,0,0,0.39,11.78,70.87,20.96,0,686.07,413.81,0,0,24.38,0,76.64,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,19.32,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.27,44.95,0,0,65.07,0,0,0

72,17:45-18:00,138.46,2.88,0,60.53,94.65,11.58,0,36.36,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,0,0,0,0.39,11.78,70.87,20.96,0,686.07,413.81,0,0,24.38,0,76.64,9.03,0,0,0,121.71,127.6,0,0,0,1.62,38.64,0,0,0,42.15,32.08,28.98,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.27,44.95,0,0,65.07,0,0,0

73,18:00-18:15,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,61.49,20.01,0,0,0,0.39,11.78,70.87,20.96,0,686.07,413.81,0,0,24.38,0,4.94,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,28.98,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,3.55,0,0,65.07,0,0,0

74,18:15-18:30,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,53.4,3.54,0,0,27.05,0,60.89,20.01,0,0,0,0.39,11.78,70.87,20.96,0,685.72,413.81,0,0,24.38,0,12.33,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,28.98,405,0,43.06,0,44.22,0,5.35,44.86,0,101.27,9.64,9.46,0,0,65.07,0,0,0

75,18:30-18:45,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,53.4,3.54,0,0,27.05,0,4.87,20.01,0,0,0,0.39,11.78,70.87,20.96,0,685.72,413.81,0,0,26.6,0,18.5,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,38.64,405,0,43.05,0,44.22,0,5.35,44.86,0,101.27,10.29,16.56,0,0,66.82,0,0,0

76,18:45-19:00,138.46,4.32,0,60.53,94.65,17.37,0,36.8,38.24,168.66,0,0,53.4,3.62,0,0,27.05,0,12.18,20.01,0,0,0,0.39,12.68,70.87,20.96,0,685.72,413.81,0,0,26.6,0,30.82,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,10.29,23.65,0,0,66.82,0,0,0

77,19:00-19:15,138.46,4.32,0,60.53,94.65,17.37,0,36.8,38.24,168.66,0,0,53.4,3.62,0,0,27.05,0,24.35,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,26.6,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,9.27,28.74,0,0,66.82,0,0,0

78,19:15-19:30,138.46,4.32,0,60.53,94.65,17.37,0,36.8,38.24,168.66,0,0,53.4,3.62,0,0,27.05,0,36.54,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,26.6,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,9.27,28.74,0,0,66.82,0,0,0

79,19:30-19:45,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,168.66,0,0,53.4,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,26.6,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,9.41,28.74,0,0,66.82,0,0,0

80,19:45-20:00,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,168.66,0,0,7.03,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,26.6,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,9.64,28.74,0,0,66.82,0,0,0

81,20:00-20:15,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,168.66,0,0,35.14,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,29.56,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,10.05,29.1,0,0,66.82,0,0,0

82,20:15-20:30,138.46,4.32,0,60.53,94.65,11.58,0,36.8,38.24,168.66,0,0,35.14,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,29.56,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,10.29,29.1,0,0,66.82,0,0,0

83,20:30-20:45,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,168.66,0,0,35.14,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,29.56,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,43.07,0,45.65,0,5.35,44.86,0,101.27,8.68,29.1,0,0,66.82,0,0,0

84,20:45-21:00,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,167.1,0,0,35.14,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0.35,11.78,70.87,20.96,0,685.72,413.81,0,0,29.56,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,38.64,405,0,43.07,0,44.22,0,5.35,44.86,0,101.27,8.68,29.1,0,0,66.82,0,0,0

85,21:00-21:15,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,167.1,0,0,49.19,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0.35,11.78,70.87,20.96,0,685.72,413.81,0,0,29.56,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,38.64,405,0,20.7,0,44.22,0,5.35,44.86,0,101.27,8.82,29.45,0,0,66.82,0,0,0

86,21:15-21:30,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,167.1,0,0,49.19,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0.35,11.78,70.87,20.96,0,685.72,413.81,0,0,29.56,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,38.64,405,0,20.7,0,44.22,0,5.35,44.86,0,101.27,8.82,29.45,0,0,66.82,0,0,0

87,21:30-21:45,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,167.1,0,0,49.19,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0.35,11.78,70.87,20.96,0,685.72,413.81,0,0,27.34,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,32.08,38.64,405,0,20.7,0,44.22,0,5.35,44.86,0,101.27,9.11,29.45,0,0,66.82,0,0,0

88,21:45-22:00,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,168.66,0,0,49.19,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,20.96,0,685.72,413.81,0,0,27.34,0,43.16,9.03,0,0,0,121.71,127.6,0,0,2.25,1.62,38.64,0,0,0,42.15,33.74,42.51,405,0,20.7,0,45.65,0,5.35,44.86,0,101.27,9.27,29.45,0,0,66.82,0,0,0

89,22:00-22:15,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,168.66,0,0,30.92,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,17.46,0,685.72,413.81,0,0,27.34,0,43.16,9.73,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,33.74,42.51,405,0,20.7,0,45.65,0,5.35,44.86,0,101.27,10.14,29.8,0,0,66.82,0,0,0

90,22:15-22:30,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,168.66,0,0,30.92,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0.35,12.68,70.87,17.46,0,685.72,413.81,0,0,27.34,0,43.16,10.43,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,33.74,42.51,405,0,20.7,0,45.65,0,5.35,44.86,0,101.27,10.14,29.8,0,0,66.82,0,0,0

91,22:30-22:45,138.46,4.32,0,60.53,94.65,14.66,0,36.8,38.24,168.66,0,0,35.14,3.62,0,0,27.05,0,38.97,20.01,0,0,0,0,12.68,70.87,17.46,0,685.72,413.81,0,0,27.34,0,43.16,11.12,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,33.74,42.51,405,0,20.7,0,45.65,0,5.35,44.86,0,101.27,10.21,29.8,0,0,66.82,0,0,0

92,22:45-23:00,138.46,2.88,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,35.14,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0,11.78,70.87,17.46,0,685.72,413.81,0,0,27.34,0,43.16,11.82,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,32.08,38.64,405,0,20.74,0,44.22,0,5.35,44.86,0,101.27,10.35,29.8,0,0,66.82,0,0,0

93,23:00-23:15,138.46,2.88,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,35.14,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0,11.78,70.87,17.46,0,685.72,413.81,0,0,27.34,0,43.16,11.82,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,32.08,38.64,405,0,20.74,0,44.22,0,5.35,44.86,0,101.27,10.49,29.93,0,0,66.82,0,0,0

94,23:15-23:30,138.46,2.88,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,35.14,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0,11.78,70.87,17.46,0,685.78,413.81,0,0,27.34,0,43.16,11.82,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,32.08,38.64,405,0,20.74,0,44.22,0,5.35,44.86,0,101.27,11.03,29.93,0,0,66.82,0,0,0

95,23:30-23:45,138.46,2.88,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0,11.78,70.87,17.46,0,685.78,413.81,0,0,27.34,0,43.16,11.82,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,32.08,38.64,405,0,20.74,0,44.22,0,5.35,44.86,0,101.27,10.49,29.93,0,0,66.82,0,0,0

96,23:45-24:00,138.46,2.88,0,60.53,94.65,11.58,0,36.8,38.24,167.1,0,0,21.08,3.54,0,0,27.05,0,38.97,20.01,0,0,0,0,11.78,70.87,17.46,0,685.78,413.81,0,0,27.34,0,43.16,11.82,0,0,0,121.71,127.6,0,0,2.25,1.62,39.75,0,0,0,42.15,32.08,38.64,405,0,20.74,0,44.22,0,5.35,44.86,0,101.27,10.49,29.93,0,0,66.82,0,0,0

