Block,Time,BRBCL,BSIUL,CHAMERA2,KGSU3AND4,NJPC,NLCIIST2,RIHAND2,TALST2,UNCHAHAR4,RIHAND1,RSTPSU7,SIMHST2,UNCHAHAR1,CHAMERA3,KHSTPP-I,KHSTPP-II,NTPL,PARBATI3,ANTA_RF,DADRI_GF,KKNPPU2,KOLDAM,NNTPP,PARBATI2,RAPPC,RAPPD,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_LF,AURY_LF,KOTESHWR,KUDGI,NLCIIST1,RIHAND3,SEWA2,TALA,UNCHAHAR3,URI,AURY_CRF,DADRI_CRF,CHAMERA1,DHAULIGNGA,JHAJJAR,KISHANGANGA,KKNP,NAPP,SALAL,SIMHST1,SINGRAULI,URI2,VALLURNTECL,ANTA_GF,AURY_RF,DADRI_RF,DADRT2,FSTPP I & II,MAPS,RAPPB,TEHRI,DADRI_LF,DULHASTI,KGSU1AND2,NLCEXP,NLCTS2EXP,RAMPUR,TANAKPUR,TANDA2,TelanganaSTPP,ANTA_CRF,AURY_GF
89,22:00-22:15,17.58,20.46,51.37,0,182.59,0,124.58,0,2.22,97.23,0,0,21.64,36.84,45.53,148.3,0,78.83,48.81,0,0,9.59,0,59.51,67.88,19.14,0,393.75,1.11,44.5,0,0,34.76,0,0,95.79,20.09,15.31,27.68,50.23,0,0,42.97,44.78,605.67,8.68,0,25.51,0,0,122.73,40.16,0,0,80.77,101.83,573.92,20.8,0,0,19.74,0,59.5,0,0,0,7.15,7.68,5.7,0,0,0

90,22:15-22:30,17.58,20.46,51.37,0,182.59,0,124.58,0,2.22,97.23,0,0,21.64,36.84,45.53,148.3,0,78.83,48.81,0,0,9.59,0,59.51,67.88,19.14,0,399.38,1.11,44.5,0,0,34.76,0,0,95.79,20.09,15.31,27.68,50.23,0,0,42.97,44.78,605.67,8.68,0,25.51,0,0,122.73,40.16,0,0,80.77,101.83,573.92,20.8,0,0,19.74,0,59.5,0,0,0,7.15,7.68,5.7,0,0,0

91,22:30-22:45,17.58,13.04,48.81,0,180.89,0,124.58,0,2.23,97.23,0,0,21.64,35.03,45.53,148.3,0,53.7,48.81,0,0,9.59,0,48.84,67.88,19.14,0,399.38,1.11,44.5,0,0,10.43,0,0,95.79,18.9,15.31,27.68,50.23,0,0,42.49,43.78,605.67,5.75,0,25.51,0,0,135.57,38.1,0,0,80.77,101.83,573.92,20.8,0,0,29.61,0,58.69,0,0,0,6.98,6.4,5.7,0,0,0

92,22:45-23:00,17.58,13.04,48.81,0,180.89,0,124.58,0,2.23,97.23,0,0,21.64,35.03,45.53,148.3,0,53.7,48.81,0,0,9.59,0,48.84,67.88,19.14,0,399.38,1.11,44.5,0,0,10.43,0,0,95.79,12.6,15.31,27.68,50.23,0,0,42.49,43.78,605.67,2.87,0,25.51,0,0,135.57,38.1,0,0,80.77,101.83,573.92,20.8,0,0,29.61,0,58.69,0,0,0,6.98,6.4,5.7,0,0,0

93,23:00-23:15,17.58,13.04,48.81,0,180.89,0,124.58,0,2.23,97.23,0,0,21.64,35.03,45.53,148.3,0,53.7,49.2,0,0,9.59,0,48.84,67.88,19.14,0,399.38,1.11,44.5,0,0,10.43,0,0,95.79,12.6,15.31,27.68,50.23,0,0,42.49,43.78,605.67,0,0,25.51,0,0,135.57,38.1,0,0,80.77,101.83,573.92,20.8,0,0,29.61,0,58.69,0,0,0,6.98,6.4,5.7,0,0,0

94,23:15-23:30,17.58,13.04,48.81,0,180.89,0,124.58,0,2.23,97.23,0,0,21.64,35.03,45.53,148.3,0,53.7,49.2,0,0,9.59,0,48.84,67.88,19.14,0,399.38,1.11,44.51,0,0,10.43,0,0,95.79,6.22,15.31,27.68,50.23,0,0,42.49,43.78,605.67,0,0,25.51,0,0,135.57,38.1,0,0,80.77,101.83,573.92,20.8,0,0,29.61,0,58.69,0,0,0,6.98,6.4,5.7,0,0,0

95,23:30-23:45,20,13.04,48.81,0,180.89,0,124.58,0,2.23,97.23,0,0,21.64,35.03,45.53,148.3,0,53.7,49.2,0,0,9.59,0,48.84,67.88,19.14,0,399.38,1.11,44.49,0,0,10.43,0,0,95.79,6.22,15.31,27.68,50.23,0,0,42.49,43.78,605.67,0,0,25.51,0,0,135.57,38.1,0,0,80.77,101.83,573.92,20.8,0,0,29.61,0,58.69,0,0,0,6.98,6.4,5.7,0,0,0

96,23:45-24:00,20,13.04,48.81,0,180.89,0,124.58,0,2.23,97.23,0,0,21.64,35.03,45.53,148.3,0,53.7,49.2,0,0,9.59,0,48.84,67.88,19.14,0,399.38,1.11,44.51,0,0,10.43,0,0,95.79,6.22,15.31,27.68,50.23,0,0,42.49,43.78,605.67,0,0,25.51,0,0,135.57,38.1,0,0,80.77,101.83,573.92,20.8,0,0,29.61,0,58.69,0,0,0,6.98,6.4,5.7,0,0,0

