Block,Time,NR/23012024/23012024/DD20240123NR22320,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01012024/31012024/52,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01012024/31012024/HP-27,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01012024/31032024/ ChanjuII,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,NR/23012024/23012024/DD20240123NR22321,NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01012024/31012024/HP-28,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/23012024/23012024/HPX-TAMCTG-220124-05871,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341,WR/01102023/01102023/L_NR_2020_06,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/23012024/23012024/DD20240123NR22324,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31012024/HP-26,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/06012024/31012024/NVVN/OA/16855,WR/01102023/24112044/L_NR_2020_07,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/31052040/LT-31,NR/23012024/23012024/HPX-TAMCTG-220124-05870,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/23012024/23012024/IEX_240122_06163,NR/01102023/27052033/DIAPL(L_NR_2023_04)
6,01:15-01:30,0.000000,37.490000,22.080000,0.000000,16.6,8.81,0,0,57.240000,52.870000,22.080000,1.370000,0,0,0,169.390000,25.6,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,16.6,0,0.000000,0,0,8.53,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,7.4,0,0,0.950000,148.680000,48.060000,8.53,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

7,01:30-01:45,0.000000,37.490000,22.080000,0.000000,15.67,8.4,0,0,57.240000,52.870000,22.080000,1.370000,0,0,0,169.390000,25.37,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,15.67,0,0.000000,0,0,8.45,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,7.3,0,0,0.950000,148.680000,48.060000,8.46,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

8,01:45-02:00,0.000000,37.490000,22.080000,0.000000,15.67,8.17,0,0,57.240000,52.870000,22.080000,1.370000,0,0,0,169.390000,25.56,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,15.67,0,0.000000,0,0,8.52,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,7.08,0,0,0.950000,148.680000,48.060000,8.52,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

9,02:00-02:15,0.000000,37.490000,23.870000,0.000000,15.67,8.35,0,0,57.240000,52.870000,23.870000,1.370000,0,0,0,169.390000,26.52,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,15.67,0,0.000000,0,0,8.85,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,8.84,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

10,02:15-02:30,0.000000,37.490000,23.870000,0.000000,15.67,8.62,0,0,57.240000,52.870000,23.870000,1.370000,0,0,0,169.390000,27.1,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,15.67,0,0.000000,0,0,9.04,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,9.03,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

11,02:30-02:45,0.000000,37.490000,23.870000,0.000000,16.87,8.52,0,0,57.240000,52.870000,23.870000,1.370000,0,0,0,109.580000,25,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,16.87,0,0.000000,0,0,8.34,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,8.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

12,02:45-03:00,0.000000,37.490000,23.870000,0.000000,18.17,8.11,0,0,57.240000,52.870000,23.870000,1.370000,0,0,0,109.580000,25,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,18.17,0,0.000000,0,0,8.34,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,8.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

13,03:00-03:15,0.000000,37.490000,22.080000,0.000000,19.42,11.12,0,0,57.240000,52.870000,23.870000,1.290000,0,0,0,109.580000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,19.42,0,0.000000,0,0,7.5,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

14,03:15-03:30,0.000000,37.490000,22.080000,0.000000,21.08,10.52,0,0,57.240000,52.870000,23.870000,1.290000,0,0,0,109.580000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,21.08,0,0.000000,0,0,7.5,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

15,03:30-03:45,0.000000,37.490000,22.080000,0.000000,21.75,9.72,0,0,57.240000,52.870000,23.870000,1.290000,0,0,0,109.580000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,21.75,0,0.000000,0,0,7.5,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,23.070000

16,03:45-04:00,0.000000,37.490000,22.080000,0.000000,21.08,9.12,0,0,57.240000,52.870000,23.870000,1.290000,0,0,0,109.580000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,21.08,0,0.000000,0,0,7.5,48.060000,70.070000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

17,04:00-04:15,0.000000,37.490000,22.080000,0.000000,23.42,8.52,0,0,57.240000,52.870000,22.080000,1.290000,0,0,0,109.580000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,23.42,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

18,04:15-04:30,0.000000,37.490000,22.080000,0.000000,23.75,7.7,0,0,57.240000,52.870000,22.080000,1.290000,0,0,0,109.580000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,23.75,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

19,04:30-04:45,0.000000,37.490000,22.080000,0.000000,23.42,7.14,0,0,57.240000,52.870000,22.080000,1.290000,0,0,0,169.390000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,23.42,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

20,04:45-05:00,0.000000,56.350000,22.080000,0.000000,23.08,6.67,0,0,57.240000,52.870000,22.080000,1.290000,0,0,0,169.390000,22.5,0.000000,0.000000,6.730000,11.530000,1.380000,0,0,0,24.500000,0.000000,0,23.08,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,148.680000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

21,05:00-05:15,0.000000,56.350000,22.080000,0.000000,22.4,6.21,0,0,57.240000,52.870000,22.080000,1.370000,0,0,0,169.390000,22.5,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,24.500000,0.000000,0,22.4,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,192.240000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

22,05:15-05:30,0.000000,56.350000,22.080000,0.000000,21.08,6.21,0,0,57.240000,52.870000,22.080000,1.370000,0,0,0,198.230000,22.5,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,24.500000,0.000000,0,21.08,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,230.690000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

23,05:30-05:45,0.000000,56.350000,22.080000,0.000000,19.42,6.21,0,0,57.240000,52.870000,22.080000,1.370000,0,0,0,224.840000,22.5,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,24.500000,0.000000,0,19.42,0,0.000000,0,0,7.5,48.060000,65.930000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,270.340000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

24,05:45-06:00,0.000000,67.790000,22.080000,0.000000,17.73,6.01,0,0,57.240000,100.680000,22.080000,1.370000,0,0,0,233.490000,22.5,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,24.500000,0.000000,0,17.73,0,0.000000,0,0,7.5,48.060000,84.770000,0,0,0.000000,18.260000,152.330000,6,0,0,0.950000,230.690000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

25,06:00-06:15,0.000000,86.700000,30.760000,96.120000,16.75,6.01,0,0,0.000000,100.680000,30.760000,1.370000,0,0,0,260.100000,22.5,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,0.000000,0.000000,0,16.75,0,176.860000,0,0,7.5,48.060000,115.290000,0,0,0.000000,18.260000,77.520000,6,0,0,0.950000,270.340000,48.060000,7.5,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

26,06:15-06:30,0.000000,86.700000,30.760000,96.120000,15.07,6.01,0,0,0.000000,100.680000,30.760000,1.370000,0,0,0,260.100000,22,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,0.000000,0.000000,0,15.07,0,176.860000,0,0,7.34,48.060000,115.290000,0,0,0.000000,18.260000,77.520000,6,0,0,0.950000,270.340000,48.060000,7.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

27,06:30-06:45,0.000000,86.700000,30.760000,96.120000,14.33,6.01,0,0,0.000000,100.680000,30.760000,1.370000,0,0,0,260.100000,22,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,0.000000,0.000000,0,14.33,0,176.860000,0,0,7.34,48.060000,115.290000,0,0,0.000000,18.260000,77.520000,6,0,0,0.950000,270.340000,48.060000,7.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

28,06:45-07:00,0.000000,86.700000,30.760000,96.120000,13.33,6.01,0,0,0.000000,100.680000,30.760000,1.370000,0.85,0,0,260.100000,22,0.000000,0.000000,6.730000,11.530000,1.340000,0,0,0,0.000000,0.000000,0,13.33,0,176.860000,0,0,7.34,48.060000,115.290000,2,0,0.000000,18.260000,77.520000,6,0,0,0.950000,270.340000,48.060000,7.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,0.000000,24.030000

29,07:00-07:15,48.060000,86.700000,30.760000,96.120000,14,6.01,0,0,0.000000,100.680000,30.760000,1.370000,3.28,0,0,260.100000,22,0.000000,0.000000,6.730000,11.530000,1.340000,0.29157,0,0,0.000000,0.000000,1,14,0,176.860000,0,0,7.34,48.060000,115.290000,7,0.02,0.000000,18.260000,77.520000,6,0,0,0.950000,270.340000,48.060000,7.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,100.930000,23.070000

30,07:15-07:30,39.410000,86.700000,30.760000,96.120000,14,6.01,0,0,0.000000,100.680000,30.760000,1.370000,9.9,0,1,260.100000,22,0.000000,0.000000,6.730000,11.530000,1.340000,2.52694,0.02,0,0.000000,0.000000,3,14,0,176.860000,0,0,7.34,48.060000,115.290000,14,0.13,0.000000,18.260000,77.520000,6,0,0,0.950000,270.340000,48.060000,7.33,5.770000,0.000000,0.000000,8.170000,0.000000,0.690000,100.930000,23.070000

31,07:30-07:45,32.680000,86.700000,30.760000,96.120000,14,6.01,0,0.33,0.000000,100.680000,30.760000,1.370000,17.57,2,3,260.100000,22,0.000000,0.040000,6.730000,11.530000,1.340000,6.41454,0.09,0,0.000000,0.000000,6.37,14,1,176.860000,0,0,7.34,48.060000,115.290000,20,0.46,0.000000,18.260000,77.520000,6,0,1,0.950000,270.340000,48.060000,7.33,5.770000,0.040000,48.060000,8.170000,0.040000,0.690000,100.930000,22.110000

32,07:45:08:00,42.290000,86.700000,30.760000,96.120000,14,6.01,5,1,0.000000,100.680000,30.760000,1.370000,24.22,7,5,260.100000,22,0.000000,0.170000,6.730000,11.530000,1.340000,10.506239,1.62,0,0.000000,0.000000,21.76,14,3,176.860000,0,0,7.34,48.060000,115.290000,27,8.08,0.000000,18.260000,77.520000,6,0,3,0.950000,270.340000,48.060000,7.33,5.770000,0.170000,48.060000,8.170000,0.170000,0.690000,100.930000,22.110000

33,08:00-08:15,46.140000,86.700000,30.760000,48.060000,14,6.01,5,6.14,0.000000,100.680000,30.760000,1.370000,30.33,18,9,260.100000,22,96.120000,0.460000,6.730000,11.530000,1.340000,15.103326,5,0,0.000000,0.000000,30.33,14,7,176.860000,0,0,7.34,48.060000,115.290000,30.34,25,0.000000,18.260000,77.520000,6,0,4,0.950000,270.340000,48.060000,7.33,5.770000,0.450000,144.180000,8.170000,0.450000,0.690000,100.930000,22.110000

34,08:15-08:30,50.940000,86.700000,30.760000,48.060000,14,6.01,5,14.53,0.000000,100.680000,30.760000,1.370000,30.33,25,13,260.100000,22,96.120000,0.860000,6.730000,11.530000,1.340000,21.012478,6.23,0,0.000000,0.000000,30.33,14,10,176.860000,0,0,7.34,48.060000,115.290000,30.34,31.13,0.000000,18.260000,77.520000,6,0,7,0.950000,270.340000,48.060000,7.33,5.770000,0.840000,144.180000,8.170000,0.840000,0.690000,100.930000,22.110000

35,08:30-08:45,74.970000,86.700000,30.760000,48.060000,14,6.01,5,22.85,0.000000,100.680000,30.760000,1.370000,32,32,20,260.100000,22,96.120000,1.550000,6.730000,11.530000,1.340000,28.418356,7.07,0,0.000000,0.000000,32,14,13,176.860000,0,0,7.34,48.060000,115.290000,32,35.37,0.000000,18.260000,77.520000,6,0,10,0.950000,270.340000,48.060000,7.33,5.770000,1.510000,144.180000,8.170000,1.510000,0.690000,100.930000,23.070000

36,08:45:09:00,82.660000,86.700000,30.760000,48.060000,14,6.01,5,29.72,0.000000,100.680000,30.760000,1.370000,32,46,30,260.100000,22,96.120000,3.880000,6.730000,11.530000,1.340000,37.194613,10.06,0,0.000000,0.000000,32,14,20,176.860000,0,0,7.34,48.060000,115.290000,32,50.32,0.000000,18.260000,77.520000,6,0,15,0.950000,270.340000,48.060000,7.33,5.770000,3.780000,144.180000,8.170000,3.780000,0.690000,100.930000,23.070000

37,09:00:09:15,86.510000,86.700000,30.760000,48.060000,8.33,6.01,5,37.17,0.000000,100.680000,30.760000,1.370000,32,81,43,260.100000,22,96.120000,4.970000,6.730000,11.530000,1.340000,47.749447,12.85,0,0.000000,0.000000,32,8.33,34,176.860000,0,0,7.34,48.060000,115.290000,32,64.27,0.000000,18.260000,77.520000,3.34,0,22,0.950000,270.340000,48.060000,7.33,5.770000,4.850000,144.180000,8.170000,4.850000,0.690000,100.930000,0.000000

38,09:15-09:30,87.470000,86.700000,30.760000,48.060000,8.33,6.01,5,45.36,0.000000,100.680000,30.760000,1.370000,32,98,52,260.100000,22,96.120000,5.890000,6.730000,11.530000,1.340000,59.57747,16.51,0,0.000000,0.000000,32,8.33,42,176.860000,0,0,7.34,48.060000,115.290000,32,82.54,0.000000,18.260000,77.520000,3.34,0,26,0.950000,270.340000,48.060000,7.33,5.770000,5.750000,144.180000,8.170000,5.750000,0.690000,100.930000,0.000000

39,09:30-09:45,65.360000,86.700000,30.760000,48.060000,8.33,7.01,5,33.41,0.000000,100.680000,30.760000,1.370000,32,112,60,260.100000,15,96.120000,6.910000,6.730000,11.530000,1.340000,72.484302,14.23,0,0.000000,0.000000,32,8.33,48,176.860000,0,0,5,48.060000,115.290000,32,71.13,0.000000,18.260000,77.520000,3.34,0,30,0.000000,270.340000,48.060000,5,5.770000,6.740000,144.180000,8.170000,6.740000,0.690000,100.930000,0.000000

40,09:45-10:00,63.440000,86.700000,30.760000,48.060000,8.33,7.01,6,40.08,0.000000,100.680000,30.760000,1.370000,32.5,126,66,260.100000,15,96.120000,3.960000,6.730000,11.530000,1.340000,85.993712,16.56,0,0.000000,0.000000,32.5,8.33,54,176.860000,0,0,5,48.060000,115.290000,32.5,82.8,0.000000,18.260000,77.520000,3.34,0,33,0.000000,270.340000,48.060000,5,5.770000,3.870000,144.180000,8.170000,3.870000,0.690000,100.930000,0.000000

41,10:00-10:15,0.000000,86.700000,30.760000,48.060000,8.33,7.01,7,46.82,0.000000,100.680000,30.760000,1.370000,32.5,133,68,260.100000,15,96.120000,4.750000,6.730000,11.530000,1.340000,98.84223,18.47,0,0.000000,0.000000,32.5,8.33,57,176.860000,0,0,5,48.060000,115.290000,32.5,92.36,0.000000,18.260000,77.520000,3.34,0,34,0.990000,270.340000,48.060000,5,5.770000,4.630000,144.180000,8.170000,4.630000,0.690000,100.930000,0.000000

42,10:15-10:30,0.000000,86.700000,30.760000,48.060000,8.33,7.01,8,53.52,0.000000,100.680000,30.760000,1.370000,32.5,147,75,260.100000,15,96.120000,5.530000,6.730000,11.530000,1.340000,109.873295,24.28,0,0.000000,0.000000,32.5,8.33,63,176.860000,0,0,5,48.060000,115.290000,32.5,121.4,0.000000,18.260000,77.520000,3.34,0,37,0.990000,270.340000,48.060000,5,5.770000,5.400000,144.180000,8.170000,5.400000,0.690000,100.930000,0.000000

43,10:30-10:45,0.000000,86.700000,30.760000,48.060000,8.33,7.01,9,33.48,0.000000,100.680000,30.760000,1.370000,32.5,154,77,260.100000,15,96.120000,6.950000,6.730000,11.530000,1.340000,125.209877,30.95,0,0.000000,0.000000,32.5,8.33,66,176.860000,0,0,5,48.060000,115.290000,32.5,154.73,0.000000,18.260000,77.520000,3.34,0,38,0.990000,270.340000,48.060000,5,5.770000,6.780000,144.180000,8.170000,6.780000,0.690000,100.930000,0.000000

44,10:45-11:00,0.000000,86.700000,30.760000,48.060000,8.33,7.01,10,36.82,0.000000,100.680000,30.760000,1.370000,32.5,165,80,260.100000,15,96.120000,7.880000,6.730000,11.530000,1.340000,132.800416,45.06,0,0.000000,0.000000,32.5,8.33,70,176.860000,0,0,5,48.060000,115.290000,32.5,225.31,0.000000,18.260000,77.520000,3.34,0,40,0.990000,270.340000,48.060000,5,5.770000,7.690000,144.180000,8.170000,7.690000,0.690000,100.930000,0.000000

45,11:00-11:15,0.000000,67.790000,30.760000,96.120000,8.33,7.01,12,21.67,0.000000,100.680000,30.760000,1.290000,32.5,175,84,260.100000,15,96.120000,9.440000,6.730000,11.530000,1.340000,138.971981,46,0,0.000000,0.000000,32.5,8.33,75,0.000000,0,0,5,48.060000,115.290000,32.5,230,0.000000,18.260000,77.520000,3.34,0,42,0.990000,270.340000,48.060000,5,5.770000,9.220000,0.000000,8.170000,9.220000,0.690000,0.000000,0.000000

46,11:15-11:30,0.000000,86.700000,30.760000,96.120000,8.33,7.01,14,25.08,0.000000,100.680000,30.760000,1.290000,32.5,182,87,260.100000,15,96.120000,9.440000,6.730000,11.530000,1.340000,144.171646,46,0,0.000000,0.000000,32.5,8.33,78,0.000000,0,0,5,48.060000,115.290000,32.5,230,0.000000,18.260000,77.520000,3.34,0,43,0.990000,270.340000,48.060000,5,5.770000,9.220000,0.000000,8.170000,9.220000,0.690000,0.000000,0.000000

47,11:30-11:45,0.000000,86.700000,30.760000,96.120000,8.33,7.01,16,28.4,0.000000,100.680000,30.760000,1.290000,32.5,179,88,260.100000,15,96.120000,9.840000,6.730000,11.530000,1.340000,149.050584,46,0,0.000000,0.000000,32.5,8.33,76,0.000000,14.9,11.53,5,48.060000,115.290000,32.5,230,0.000000,18.260000,77.520000,3.34,0,44,0.990000,270.340000,48.060000,5,5.770000,9.600000,0.000000,8.170000,9.600000,0.690000,0.000000,0.000000

48,11:45-12:00,0.000000,86.700000,30.760000,96.120000,8.33,7.01,20,32.08,0.000000,100.680000,30.760000,1.290000,32.5,182,88,260.100000,15,96.120000,10.820000,6.730000,11.530000,1.340000,153.083969,46,0,0.000000,0.000000,32.5,8.33,78,0.000000,14.9,11.53,5,48.060000,115.290000,32.5,230,0.000000,18.260000,77.520000,3.34,0,44,0.990000,270.340000,48.060000,5,5.770000,10.550000,0.000000,8.170000,10.550000,0.690000,0.000000,0.000000

