Time,Block,NR/2024/19081/A/12622,NR/2024/18919/A/13087,NR/2024/18936/A/12557,NR/2024/18935/A/12556,NR/2024/19075/A/12600,NR/2024/19043/A/12612,NR/2024/19024/A/12628,NR/2024/18996/A/13121,NR/2024/19030/A/12616,NR/2024/18934/A/12555,NR/2024/19115/A/12671,NR/2024/18976/A/12565,NR/2024/18978/A/12567,NR/2024/19182/C,NR/2024/19121/A/12866,NR/2024/18977/A/12566,NR/2024/18855/A/12869,NR/2024/18986/A/12816,NR/2024/19171/C,NR/2024/19181/C,SR/2024/12824/C,Total
,,IEXL,APPCPL,PXIL,PXIL,IEXL,IEXL,DIAPL,PTC,IEXL,PXIL,IEXL,PXIL,PXIL,NVVNL,GMRETL,PXIL,GMRETL,ITCLH,TPDDL,NVVNL,HPXL,Total

,,DELHI,NAGALAND,TAMIL NADU,TAMIL NADU,ODISHA,NA,HIMACHAL PRADESH,MAHARASHTRA,NA,TAMIL NADU,MAHARASHTRA,ODISHA,TAMIL NADU,NA,RAJASTHAN,NA,RAJASTHAN,ANDHRA PRADESH,NA,NA,DELHI,
,,EDWPCL12,Nagaland_Ben,SAKTHISUGARSLTD,SAKTHISUGARS_ELMTN,VSL,MBMP,GBHHPL,JPL_DHULE,JHABUA_IPP,SAKTHISUGRAR_TN,SWPL,FACORPOWER,BIRLACARBONTN,KAMENG,RUVNL,MEENAKSHI,RUVNL,ITCWIND,JHAJJAR,SOLAPUR_SOLAR,BYPL,
,,UTTAR PRADESH,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,TAMIL NADU,
,,UPPCL,BYPL,BRPL,BRPL,BRPL,BRPL,DIAPL,BRPL,BRPL,BRPL,BRPL,BRPL,BRPL,TPDDL,BYPL,BRPL,BYPL,ITCLH,TPDDL,MES (Delhi),TANGEDCO,
,,North-North,North East-East-North,South-West-North,South-West-North,East-North,West-East-North,North-North,West-North,West-East-North,South-West-North,West-East-North,East-West-North,South-West-North,North East-East-North,North-North,South-West-North,North-North,South-West-North,North-North,West-North,North-East-South,
1,00:00-00:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

2,00:15-00:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

3,00:30-00:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

4,00:45-01:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

5,01:00-01:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

6,01:15-01:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

7,01:30-01:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

8,01:45-02:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,247.04

9,02:00-02:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,178.00,425.04

10,02:15-02:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,178.00,425.04

11,02:30-02:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,91.00,338.04

12,02:45-03:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.630000,116.050000,0,91.00,338.04

13,03:00-03:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,251.00,497.89

14,03:15-03:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,171.00,417.89

15,03:30-03:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,171.00,417.89

16,03:45-04:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,91.00,337.89

17,04:00-04:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,89.00,335.89

18,04:15-04:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,89.00,335.89

19,04:30-04:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,89.00,335.89

20,04:45-05:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,0.000000,0.000000,66.910000,0.480000,116.050000,0,90.00,336.89

21,05:00-05:15,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.480000,116.050000,0,272.00,516.89

22,05:15-05:30,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.480000,116.050000,0,202.00,446.89

23,05:30-05:45,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.480000,116.050000,0,132.00,376.89

24,05:45-06:00,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.480000,116.050000,0,62.00,306.89

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.530000,116.050000,0,330.00,565.27

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.530000,116.050000,0,325.00,560.27

27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.940000,66.910000,0.000000,0.000000,0.530000,116.050000,0.14,0.00,235.41

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.530000,116.050000,0.54,0.00,241.48

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.680000,116.050000,0.9,0.00,241.99

30,07:15-07:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.680000,116.050000,1.35,0.00,242.44

31,07:30-07:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.680000,116.050000,1.9,0.00,242.99

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.680000,116.050000,2.5,0.00,243.59

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,3.06,0.00,244.44

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,3.67,0.00,245.05

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,4.26,0.00,245.64

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,4.81,0.00,246.19

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,5.44,0.00,246.82

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,5.8,0.00,247.18

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,6,0.00,247.38

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,66.910000,0.000000,0.000000,0.970000,116.050000,6.29,0.00,247.67

41,10:00-10:15,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,66.910000,0.000000,0.000000,0.970000,116.050000,6.58,0.00,355.9

42,10:15-10:30,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,66.910000,0.000000,0.000000,0.970000,116.050000,6.77,0.00,356.09

43,10:30-10:45,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,66.910000,0.000000,0.000000,0.970000,116.050000,6.96,0.00,356.28

44,10:45-11:00,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,66.910000,0.000000,0.000000,0.970000,116.050000,7.16,0.00,356.48

45,11:00-11:15,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,7.64,0.00,356.96

46,11:15-11:30,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,7.93,0.00,357.25

47,11:30-11:45,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.32,0.00,357.64

48,11:45-12:00,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.57,0.00,357.89

49,12:00-12:15,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.95,0.00,435.64

50,12:15-12:30,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,9.04,0.00,435.73

51,12:30-12:45,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,9.14,0.00,435.83

52,12:45-13:00,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,9.17,0.00,435.86

53,13:00-13:15,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,9.25,0.00,435.94

54,13:15-13:30,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,9.33,0.00,436.02

55,13:30-13:45,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,9.14,0.00,435.83

56,13:45-14:00,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.7,0.00,435.39

57,14:00-14:15,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.56,0.00,435.25

58,14:15-14:30,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.22,0.00,434.91

59,14:30-14:45,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,8.03,0.00,434.72

60,14:45-15:00,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,7.35,0.00,434.04

61,15:00-15:15,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,7.16,0.00,433.85

62,15:15-15:30,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,6.77,0.00,433.46

63,15:30-15:45,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,6.58,0.00,433.27

64,15:45-16:00,0.000000,0.000000,6.770000,5.800000,19.340000,46.420000,4.840000,48.360000,19.340000,4.840000,48.360000,24.180000,14.510000,0.000000,0.000000,0.000000,66.910000,0.970000,116.050000,6.29,0.00,432.98

65,16:00-16:15,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.820000,116.050000,5.8,0.00,407.58

66,16:15-16:30,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.820000,116.050000,5.61,0.00,407.39

