Time,Block,NR/2024/19081/A/12622,NR/2024/18919/A/13087,NR/2024/18936/A/12557,NR/2024/18935/A/12556,NR/2024/19075/A/12600,NR/2024/19043/A/12612,NR/2024/19024/A/12628,NR/2024/18996/A/13121,NR/2024/19030/A/12616,NR/2024/18934/A/12555,NR/2024/19115/A/12671,NR/2024/18976/A/12565,NR/2024/18978/A/12567,NR/2024/19182/C,NR/2024/19121/A/12866,NR/2024/18977/A/12566,NR/2024/18855/A/12869,NR/2024/18986/A/12816,NR/2024/19171/C,NR/2024/19181/C,SR/2024/12824/C,Total
67,16:30-16:45,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.820000,116.050000,4.84,0.00,406.62

68,16:45-17:00,0.000000,0.000000,6.770000,5.800000,0.000000,46.420000,4.840000,48.360000,0.000000,4.840000,48.360000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.820000,116.050000,3.87,0.00,405.65

69,17:00-17:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,108.900000,0.000000,0.000000,66.910000,0.680000,116.050000,3.38,0.00,349.12

70,17:15-17:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,108.900000,0.000000,0.000000,66.910000,0.680000,116.050000,2.13,0.00,347.87

71,17:30-17:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,142.740000,0.000000,0.000000,66.910000,0.680000,116.050000,1.74,0.00,381.32

72,17:45-18:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,142.740000,0.000000,0.000000,66.910000,0.680000,116.050000,1.45,0.00,381.03

73,18:00-18:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.680000,116.050000,0.19,0.00,355.98

74,18:15-18:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.680000,116.050000,0,0.00,355.79

75,18:30-18:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.680000,116.050000,0,0.00,355.79

76,18:45-19:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.680000,116.050000,0,0.00,355.79

77,19:00-19:15,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,357.84

78,19:15-19:30,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,357.84

79,19:30-19:45,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,357.84

80,19:45-20:00,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,357.84

81,20:00-20:15,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,357.88

82,20:15-20:30,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,357.88

83,20:30-20:45,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,357.88

84,20:45-21:00,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.310000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,357.88

85,21:00-21:15,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.200000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,325.77

86,21:15-21:30,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.910000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,284.48

87,21:30-21:45,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,243.18

88,21:45-22:00,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.770000,116.050000,0,0.00,243.18

89,22:00-22:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,252.81

90,22:15-22:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,252.81

91,22:30-22:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,252.81

92,22:45-23:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.730000,116.050000,0,0.00,252.81

93,23:00-23:15,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,252.71

94,23:15-23:30,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,252.71

95,23:30-23:45,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,252.71

96,23:45-24:00,2.000000,9.670000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,66.910000,0.630000,116.050000,0,0.00,252.71

