Block,Time,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01062024/30062024/R2,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/IEPL01,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06
54,13:15-13:30,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,29.15,29.15,66.270000,57.670000,53.130000,9.320000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,15.660000,0.000000,28.760000,12.170000,67.620000,8.840000,0.000000,0.000000,273.140000,15.280000,15.280000,59.33,56.5,6.320000,18.83,92.56,22.66,93,47,113.508045,82,45,59.33,29.15,0,233.33,14.2,46.67,193,0,18.84

55,13:30-13:45,0.000000,0.000000,205.410000,24.690000,0.000000,0.000000,29.31,29.32,66.270000,57.670000,53.130000,9.480000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,15.540000,0.000000,28.760000,12.170000,67.620000,9.070000,0.000000,0.000000,273.140000,15.160000,15.160000,49.33,62.5,6.320000,20.83,92.46,23.66,93,47,102.093937,82,45,49.33,29.32,0,233.33,14,46.67,193,0,20.84

56,13:45-14:00,0.000000,0.000000,242.060000,24.690000,0.000000,0.000000,29.81,29.82,94.670000,76.590000,53.130000,9.480000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,15.300000,0.000000,28.760000,12.170000,67.620000,9.070000,0.000000,0.000000,273.140000,14.930000,14.930000,51.33,66.5,6.320000,22.17,92.51,24.34,93,47,99.055369,82,44.5,51.33,29.82,0,233.33,15,46.67,193,0,22.16

57,14:00-14:15,0.000000,0.000000,227.570000,24.690000,0.000000,0.000000,29.99,29.98,66.270000,76.590000,53.130000,9.480000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,14.990000,0.000000,26.740000,12.080000,67.620000,9.600000,0.000000,0.000000,273.140000,14.630000,14.630000,52.33,61.5,6.320000,20.5,92.36,21.66,93,47,95.714892,81,44.73,52.33,29.98,0,233.33,15.6,46.67,189,0,20.5

58,14:15-14:30,0.000000,0.000000,227.570000,24.690000,0.000000,0.000000,29.99,29.98,85.200000,76.590000,82.110000,9.480000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,14.490000,0.000000,26.740000,12.080000,67.620000,9.600000,0.000000,0.000000,273.140000,14.130000,14.130000,53.33,63,6.320000,21,92,22.34,90,45,91.955638,79,44.17,53.33,29.98,0,231,16,46.2,186,0,21

59,14:30-14:45,0.000000,0.000000,227.570000,24.690000,0.000000,0.000000,29.99,29.98,85.200000,76.590000,100.640000,9.710000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,13.990000,0.000000,27.250000,12.080000,67.620000,9.600000,0.000000,0.000000,273.140000,13.650000,13.650000,55.33,64,6.320000,21.33,91.3,23.34,85,43,87.787346,76,42.85,55.33,29.98,0,218.88,15.6,43.77,179,0,21.34

60,14:45-15:00,0.000000,0.000000,262.270000,24.690000,0.000000,0.000000,29.99,29.98,115.490000,76.590000,100.640000,9.710000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,13.370000,0.000000,27.250000,12.080000,67.620000,9.600000,0.000000,0.000000,273.140000,13.050000,13.050000,55.33,65.5,6.320000,21.83,89.4,23.66,81,41,83.356101,73,41.54,55.33,29.98,0,210.78,16.8,42.15,172,0,21.84

61,15:00-15:15,0.000000,0.000000,262.270000,24.690000,0.000000,0.000000,29.99,29.98,115.490000,87.130000,100.640000,10.100000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,12.840000,0.000000,27.250000,12.170000,67.620000,10.140000,0.000000,0.000000,273.140000,12.530000,12.530000,56.33,67.5,6.500000,22.5,85.59,19.66,77,38,77.278965,69,39.87,56.33,29.98,0,199.17,18.8,39.83,161,0,22.5

62,15:15-15:30,0.000000,0.000000,262.270000,24.690000,0.000000,0.000000,30.15,30.15,115.490000,87.130000,100.640000,10.100000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,12.110000,0.000000,26.740000,12.170000,67.620000,10.140000,0.000000,0.000000,273.140000,11.810000,11.810000,55.33,69,6.500000,23,80.57,19.66,72,36,72.623723,64,37.77,55.33,30.15,0,187.56,20.8,37.51,151,0,23

63,15:30-15:45,0.000000,0.000000,262.270000,24.690000,0.000000,0.000000,30.31,30.32,115.490000,87.130000,100.640000,10.340000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,11.160000,0.000000,26.740000,12.170000,67.620000,10.140000,0.000000,0.000000,273.140000,10.900000,10.900000,54.67,69,6.500000,23,75.16,19.34,67,33,66.634238,57,36.14,54.67,30.32,0,175.94,19,35.19,133,0,23

64,15:45-16:00,0.000000,0.000000,262.270000,24.690000,0.000000,0.000000,30.65,30.65,115.490000,87.130000,100.640000,10.340000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,10.440000,0.000000,26.740000,12.170000,67.620000,10.140000,0.000000,0.000000,273.140000,10.180000,10.180000,54.33,69,6.500000,23,69.46,19.34,61,31,60.547363,54,34.08,54.33,30.65,0,164.33,25.21,32.87,126,0,23

65,16:00-16:15,48.300000,0.000000,262.270000,24.690000,24.150000,0.000000,30.65,30.65,115.490000,87.130000,100.640000,10.410000,15.410000,0.000000,0.000000,30.910000,7.670000,24.150000,0.000000,9.510000,48.300000,27.750000,12.360000,67.620000,10.610000,0.000000,0.000000,273.140000,9.280000,9.280000,55.67,62,6.780000,20.67,63.52,19,57,28,54.402054,51,31.74,55.67,30.65,0,150.6,19,30.12,119,0,20.66

66,16:15-16:30,48.300000,0.000000,262.270000,24.690000,24.150000,0.000000,30.65,30.65,115.490000,87.130000,100.640000,10.410000,15.410000,0.000000,0.000000,30.910000,7.670000,24.150000,0.000000,8.590000,48.300000,27.750000,12.360000,67.620000,10.610000,0.000000,0.000000,273.140000,8.380000,8.380000,56.67,61,6.780000,20.33,57.27,18.66,50,25,48.295701,45,28.05,56.67,30.65,0,136.88,19.4,27.37,105,0,20.34

67,16:30-16:45,48.300000,0.000000,262.270000,24.690000,24.150000,0.000000,30.65,30.65,115.490000,87.130000,100.640000,10.410000,30.910000,0.000000,0.000000,30.910000,7.670000,24.150000,0.000000,7.620000,48.300000,27.750000,12.360000,67.620000,10.610000,0.000000,0.000000,273.140000,7.430000,7.430000,60,61,6.780000,20.33,50.71,18.34,43,22,40.777193,39,24.55,60,30.65,0,123.15,21.61,24.63,91,0,20.34

68,16:45-17:00,48.300000,0.000000,262.270000,24.690000,24.150000,0.000000,30.65,30.65,115.490000,87.130000,100.640000,10.410000,30.910000,0.000000,0.000000,30.910000,7.670000,24.150000,0.000000,6.560000,48.300000,28.270000,12.360000,67.620000,10.610000,0.000000,0.000000,273.140000,6.410000,6.410000,60,59,6.780000,19.67,43.4,18,37,18,35.216224,34,22.52,60,30.65,0,109.42,24.21,21.88,81,0,19.66

69,17:00-17:15,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,22,27.11,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,5.450000,48.300000,28.270000,12.920000,67.620000,10.610000,0.000000,0.000000,273.140000,5.320000,5.320000,59.33,59,7.150000,19.67,36,17.34,30,15,29.450736,29,19.06,59.33,33,0,95.8,27.01,19.16,68,0,19.66

70,17:15-17:30,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,11,19.9,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,4.410000,48.300000,28.270000,12.920000,67.620000,10.610000,0.000000,0.000000,273.140000,4.310000,4.310000,58.67,59,7.150000,19.67,29.2,16.66,23,12,23.899506,25,15.08,58.67,31.94,0,82.18,28.81,16.43,60,0,19.66

71,17:30-17:45,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,3,13.12,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,3.360000,48.300000,28.270000,12.920000,67.620000,10.610000,0.000000,0.000000,273.140000,3.280000,3.280000,57.33,61,7.150000,20.33,22.41,21,17,8,18.971572,16,11.93,57.33,23.68,0,67.68,32.42,13.53,39,0,20.34

72,17:45-18:00,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,8.39,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,2.630000,48.300000,28.270000,12.920000,67.620000,10.610000,0.000000,0.000000,273.140000,2.560000,2.560000,56,59,7.150000,19.67,15.85,20.34,10,5,14.131289,12,9,56,15.34,0,53.21,35.62,10.64,28,0,19.66

73,18:00-18:15,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,1.940000,48.300000,28.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,1.890000,1.890000,60.33,68,7.620000,22.67,10.01,22.66,5,3,9.855868,6,5,60.33,0,0,40.06,39.01,8.01,14,0,22.66

74,18:15-18:30,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,1.370000,48.300000,28.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,1.340000,1.340000,58.67,66,7.620000,22,5.41,21.66,3,1,6.125831,3,4,58.67,0,0,28.22,39.41,5.64,7,0,22

75,18:30-18:45,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.910000,48.300000,28.770000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,0.890000,0.890000,57.33,64.5,7.620000,21.5,2.35,21.34,1,1,2.571096,1,3,57.33,0,0,19.32,31.02,3.86,4,0,21.5

76,18:45-19:00,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.530000,48.300000,29.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,0.530000,0.530000,56.33,63,7.620000,21,0,20.34,0,0,0.613557,0,2,56.33,0,0,11.85,31.82,2.37,1,0,21

77,19:00-19:15,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.090000,48.300000,29.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,0.090000,0.090000,55.33,61,7.990000,20.33,0,19.66,0,0,0,0,1,55.33,0,0,7.26,32.82,1.45,1,0,20.34

78,19:15-19:30,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.010000,48.300000,29.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,0.010000,0.010000,53.67,56.5,7.990000,18.83,0,18.66,0,0,0,0,0.5,53.67,0,0,3.5,32.62,0.7,0,0,18.84

79,19:30-19:45,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,51.67,52.5,7.990000,17.5,0,17.66,0,0,0,0,0,51.67,0,0,0.05,30.02,0.01,0,0,17.5

80,19:45-20:00,48.300000,24.150000,262.270000,24.690000,24.150000,0.000000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.190000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,50,50,7.990000,16.67,0,16.34,0,0,0,0,0,50,0,0,0,27.61,0,0,0,16.66

81,20:00-20:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.270000,13.650000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,48.33,46.5,8.360000,15.5,0,15,0,0,0,0,0,48.33,0,0,0,25.41,0,0,0,15.5

82,20:15-20:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.270000,13.650000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,46.67,48,8.360000,16,0,13.34,0,0,0,0,0,46.67,0,0,0,23.41,0,0,0,16

83,20:30-20:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.270000,13.650000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,44.67,49.5,8.360000,16.5,0,12.66,0,0,0,0,0,44.67,0,0,0,22.01,0,0,0,16.5

84,20:45-21:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.270000,13.650000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,43.67,50,8.360000,16.67,0,13,0,0,0,0,0,43.67,0,0,0,20.8,0,0,0,16.66

85,21:00-21:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.270000,13.830000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,49,8.730000,16.33,0,12.66,0,0,0,0,0,42.33,0,0,0,19.6,0,0,0,16.34

86,21:15-21:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.770000,13.830000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,49,8.730000,16.33,0,13.34,0,0,0,0,0,42.33,0,0,0,18.6,0,0,0,16.34

87,21:30-21:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.830000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,49,8.730000,16.33,0,12.66,0,0,0,0,0,42.33,0,0,0,17.8,0,0,0,16.34

88,21:45-22:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.830000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,48.5,8.730000,16.17,0,12.66,0,0,0,0,0,42.33,0,0,0,17.2,0,0,0,16.16

89,22:00-22:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,31.290000,14.020000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,48.5,8.920000,16.17,0,11.34,0,0,0,0,0,42.33,0,0,0,16.6,0,0,0,16.16

90,22:15-22:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,31.290000,14.020000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,48.5,8.920000,16.17,0,11.66,0,0,0,0,0,42.33,0,0,0,16,0,0,0,16.16

91,22:30-22:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,31.290000,14.020000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.67,48.5,8.920000,16.17,0,11.66,0,0,0,0,0,42.67,0,0,0,15.8,0,0,0,16.16

92,22:45-23:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,14.020000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,48.5,8.920000,16.17,0,11.34,0,0,0,0,0,42.33,0,0,0,15.8,0,0,0,16.16

93,23:00-23:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,14.110000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,48.5,8.920000,16.17,0,11.66,0,0,0,0,0,42.33,0,0,0,15.8,0,0,0,16.16

94,23:15-23:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,14.110000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.33,48.5,8.920000,16.17,0,12.66,0,0,0,0,0,42.33,0,0,0,15.6,0,0,0,16.16

95,23:30-23:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,14.110000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.67,48.5,8.920000,16.17,0,15,0,0,0,0,0,42.67,0,0,0,15.8,0,0,0,16.16

96,23:45-24:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,14.110000,67.620000,10.610000,0.000000,0.000000,273.140000,0.000000,0.000000,42.67,48.5,8.920000,16.17,0,15.66,0,0,0,0,0,42.67,0,0,0,15.8,0,0,0,16.16

