Block,Time Block,KKNPPU2,KGSU3AND4,KHSTPP-II,KOLDAM,KKNP,KHSTPP-I,KISHANGANGA,KGSU1AND2,TALST2,TALA,RAPPB,SALAL,SIMHST2,RAMPUR,RIHAND3,SEWA2,SINGRAULI_HYDRO,RIHAND2,SASAN,RAPPC,RIHAND1,SINGRAULI,RSTPSU1TO6,SIMHST1,RSTPSU7,NTPL,PARBATI3,ANTA_RF,AURY_LF,ANTA_CRF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_LF,AURY_CRF,AURY_RF,ANTA_GF,DADRI_LF,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,BSIUL,BRBCL,CHAMERA3,CHAMERA1,CHAMERA2,KUDGI,MAPS,KOTESHWR,NLCTS2EXP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NNTPP,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.26,0,361.56,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

63,15:30-15:45,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.73,0,361.56,229.78,38.7,11.8,0,0,0,0,20.37,0,0,32.69,1.6,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

64,15:45-16:00,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.73,0,361.56,229.78,38.7,11.8,0,0,0,0,20.37,0,0,32.69,1.6,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

65,16:00-16:15,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0,361.56,229.78,50.08,11.8,0,0,0,0,20.37,0,0,32.69,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

66,16:15-16:30,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0,361.56,284.95,51.6,11.8,0,0,0,0,20.37,0,0,32.69,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

67,16:30-16:45,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,361.56,342.62,51.6,11.8,0,0,0,0,20.37,0,0,32.69,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,18.21,0,0,42.09,0,0,0,0,0

68,16:45-17:00,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,19.99,0,361.56,395.46,51.6,11.8,0,0,0,0,20.37,0,0,32.69,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,40.05,0,0,42.09,0,0,0,0,0

69,17:00-17:15,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19.99,15.84,451.91,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,60.08,0,0,42.09,0,0,0,0,0

70,17:15-17:30,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,547.22,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,2.11,19.22,1.22,12.69,2.56,0,0,37.53,0,0,0,80.1,0,0,42.09,0,0,0,0,0

71,17:30-17:45,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,7.59,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,593.55,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,12.53,19.22,18.63,23.16,37.98,0,0,37.53,0,0,0,112.41,0,0,42.09,0,0,0,0,0

72,17:45-18:00,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,7.59,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,654.88,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,12.53,19.22,18.63,26.96,37.98,0,0,37.53,0,0,0,112.41,0,0,42.09,0,0,0,0,0

73,18:00-18:15,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,7.59,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,656.35,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,12.53,19.22,18.63,26.96,37.98,0,0,37.53,0,0,0,112.41,0,0,42.09,0,0,0,0,0

74,18:15-18:30,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,7.59,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,656.35,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,12.53,19.22,18.63,23.16,37.98,0,0,37.53,0,0,0,109.23,0,0,42.09,0,0,0,0,0

75,18:30-18:45,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,7.59,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,656.35,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,6.27,19.22,18.63,23.16,37.98,0,0,37.53,0,0,0,109.23,0,0,42.09,0,0,0,0,0

76,18:45-19:00,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,7.59,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,656.35,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,6.27,19.22,18.63,12.71,37.98,0,0,37.53,0,0,0,80.19,0,0,42.09,0,0,0,0,0

77,19:00-19:15,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,17.56,19.99,31.68,656.35,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,0.53,1.06,19.22,8.57,0,1.92,0,0,25.78,0,0,0,60.08,0,0,42.09,0,0,0,0,0

78,19:15-19:30,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,8.79,19.99,15.84,656.35,417.79,51.6,13.54,0,0,0,0,25.38,0,0,40.75,1.07,0,19.22,8.57,0,0,0,0,25.59,0,0,0,40.05,0,0,42.09,0,0,0,0,0

79,19:30-19:45,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,8.79,19.99,15.84,656.35,417.79,51.6,13.54,0,0,0,0,25.38,6.53,0,40.75,1.07,0,19.22,7.34,0,0,0,0,25.59,0,0,0,18.21,0,0,42.09,0,0,0,0,0

80,19:45-20:00,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,656.35,417.79,51.6,13.54,0,0,0,4.14,25.38,6.53,0,40.75,25.46,0,19.22,7.34,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

81,20:00-20:15,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,652.59,417.79,51.6,13.54,0,0,0,4.14,25.38,6.53,0,40.75,25.46,0,19.22,7.34,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

82,20:15-20:30,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,652.59,417.79,51.6,13.54,0,0,0,4.14,25.38,6.53,0,40.75,25.46,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

83,20:30-20:45,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,585.52,383.61,51.6,13.54,0,0,0,4.14,25.38,6.53,0,40.75,2.65,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

84,20:45-21:00,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,499.82,315.01,51.6,13.54,0,0,0,4.14,25.38,6.53,0,40.75,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

85,21:00-21:15,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,419.08,245.39,51.6,13.54,0,0,0,4.14,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

86,21:15-21:30,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,409.62,244.8,51.6,13.54,0,0,0,10.34,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

87,21:30-21:45,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,351.94,229.78,38.7,18.12,0,0,0,10.34,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

88,21:45-22:00,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,15.84,284.66,231.29,38.7,18.12,0,0,0,10.34,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

89,22:00-22:15,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.14,15.84,284.66,231.29,38.7,16.13,0,0,0,10.34,21.81,0,0,35.2,0.53,0,19.22,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

90,22:15-22:30,0,0,142.55,0,0,32.08,0,0,0,0,0,13.41,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,15.84,284.66,231.29,38.7,16.13,0,0,0,10.34,21.81,0,0,35.2,25.46,0,19.22,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

91,22:30-22:45,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,15.84,284.66,231.29,38.7,16.13,0,0,0,10.34,21.81,0,0,35.2,25.46,0,19.22,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

92,22:45-23:00,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,15.84,284.66,231.29,38.7,16.13,0,0,0,4.14,21.81,0,0,35.2,25.46,0,19.22,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

93,23:00-23:15,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51,15.84,284.66,231.29,25.79,10.6,0,0,0,4.14,20.52,0,0,26.91,1.07,0,18.17,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

94,23:15-23:30,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,15.84,284.66,231.29,25.79,10.6,0,0,0,4.14,20.52,0,0,23.43,0,0,17.32,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

95,23:30-23:45,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,15.84,284.66,231.29,25.79,10.6,0,0,0,4.14,20.52,0,0,23.43,0,0,16.47,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

96,23:45-24:00,0,0,142.55,0,0,32.08,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,15.84,284.66,231.29,25.79,10.6,0,0,0,4.14,20.52,0,0,23.43,0,0,14.42,0,0,0,0,0,17.06,0,0,0,0,0,0,42.09,0,0,0,0,0

