Block,Time,TANAKPUR,KISHANGANGA,UNCHAHAR1,SALAL,URI2,TEHRI,UNCHAHAR4,PARBATI3,ANTA_LF,URI,AURY_GF,SINGRAULI,ANTA_RF,BSIUL,NJPC,SEWA2,KOLDAM,DADRI_RF,DADRI_CRF,JHAJJAR,UNCHAHAR2,ANTA_GF,AURY_LF,DADRI_LF,RAPPB,DHAULIGNGA,KOTESHWR,RAPPC,AURY_RF,CHAMERA3,UNCHAHAR3,SINGRAULI_HYDRO,DADRT2,RIHAND1,AURY_CRF,KHSTPP-II,KHSTPP-I,DULHASTI,CHAMERA1,DADRI_GF,RIHAND2,TALA,RIHAND3,ANTA_CRF,FSTPP I & II,RAMPUR,TANDA2,NAPP,KUDGI,BRBCL,CHAMERA2,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,1.486780,1.408539,15.911697,64.623468,33.308488,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,1.174722,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,40.765623,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,127.67,13.915988,40.491409,337.528620,0,0,0,0,0

2,00:15-00:30,1.486780,1.408539,15.911697,64.623468,33.308488,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,1.067929,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,40.765623,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,124.77,12.729409,40.491409,337.528620,0,0,0,0,0

3,00:30-00:45,1.486780,1.408539,15.911697,64.623468,33.308488,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,1.067929,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,40.765623,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,123.80,12.762779,40.491409,337.528620,0,0,0,0,0

4,00:45-01:00,1.486780,1.408539,15.911697,64.623468,33.308488,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.587361,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,40.765623,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,120.90,11.616531,40.491409,337.528620,0,0,0,0,0

5,01:00-01:15,1.486780,1.408539,15.911697,64.623468,33.308488,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,27.125124,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,119.93,11.266762,40.491409,337.528620,0,0,0,0,0

6,01:15-01:30,1.486780,1.408539,15.911697,64.623468,33.308488,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,13.588541,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,117.03,11.452138,40.491409,337.528620,0,0,0,0,0

7,01:30-01:45,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,111.23,11.770074,40.491409,337.528620,0,0,0,0,0

8,01:45-02:00,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,658.509512,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,109.29,11.394305,40.491409,337.528620,0,0,0,0,0

9,02:00-02:15,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,601.772883,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,29.02,11.807130,40.491409,337.528620,0,0,0,0,0

10,02:15-02:30,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,38.440397,0.000000,131.615116,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,616.073573,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,548.576883,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,29.02,12.535946,40.491409,337.528620,0,0,0,0,0

11,02:30-02:45,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,38.440397,0.000000,137.342400,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,596.936883,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,29.02,12.004483,40.491409,337.528620,0,0,0,0,0

12,02:45-03:00,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,0.000000,6.338835,57.499353,16.044750,0.000000,0.967200,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,572.756883,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,29.02,14.932031,40.491409,337.528620,0,0,0,0,0

13,03:00-03:15,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,0.000000,12.677671,57.499353,16.044750,0.000000,0.967200,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,572.756883,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,13.485966,40.491409,337.528620,0,0,0,0,0

14,03:15-03:30,1.486780,1.408539,15.911697,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,0.000000,12.677671,57.499353,16.044750,0.000000,0.967200,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,0.967200,29.570779,19.951982,0.957139,548.576883,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,12.830031,40.491409,337.528620,0,0,0,0,0

15,03:30-03:45,1.486780,1.408539,20.074237,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,9.672000,12.677671,57.499353,16.044750,0.000000,19.344000,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,19.335392,29.570779,25.841444,0.957139,526.726771,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,13.139471,40.491409,337.528620,0,0,0,0,0

16,03:45-04:00,1.486780,1.408539,20.074237,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,9.672000,12.677671,57.499353,16.044750,0.000000,19.344000,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,19.335392,29.570779,25.841444,0.957139,526.726771,90.259104,0.000000,142.676992,38.160876,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,12.136222,40.491409,337.528620,0,0,0,0,0

17,04:00-04:15,1.486780,1.408539,20.074237,64.623468,32.762446,25.412092,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,9.672000,12.677671,57.499353,16.044750,0.000000,19.344000,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,19.335392,29.570779,25.841444,0.957139,497.710771,90.259104,0.000000,142.676992,36.986695,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,13.661005,40.491409,337.528620,0,0,0,0,0

18,04:15-04:30,1.486780,1.408539,20.074237,64.623468,32.762446,16.941394,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,9.672000,12.677671,57.499353,16.044750,0.000000,19.344000,0.000000,443.642094,41.637960,0.000000,0.000000,0.000000,0.000000,9.257700,8.166506,54.578452,19.335392,29.570779,25.841444,0.957139,473.530771,90.259104,0.000000,142.676992,36.986695,50.282029,0.000000,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,16.220357,40.491409,337.528620,0,0,0,0,0

19,04:30-04:45,0.495593,1.408539,19.877217,82.156096,32.762446,0.000000,0.000000,0.000000,0.000000,36.304819,0.000000,137.342400,9.352824,12.677671,57.499353,16.044750,0.213586,18.705648,0.000000,472.454045,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,18.705648,29.570779,25.590758,0.957139,453.888003,90.259104,0.000000,142.676992,36.986695,50.282029,13.588541,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,18.899986,40.491409,337.528620,0,0,0,0,0

20,04:45-05:00,0.495593,1.408539,19.877217,82.156096,32.762446,0.000000,0.000000,3.238176,0.000000,36.304819,0.000000,137.342400,9.352824,12.677671,57.499353,16.044750,0.587361,18.705648,0.000000,472.454045,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,18.705648,29.570779,25.590758,0.957139,429.708003,90.259104,0.000000,142.676992,36.986695,50.282029,27.177082,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,24.18,19.140433,40.491409,337.528620,0,0,0,0,0

21,05:00-05:15,0.495593,1.408539,19.877217,82.156096,32.762446,0.000000,0.000000,9.066891,0.000000,36.304819,0.000000,137.342400,9.352824,12.677671,57.499353,16.044750,0.587361,18.705648,0.000000,472.454045,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,18.705648,29.570779,25.590758,0.957139,429.708003,90.259104,0.000000,142.676992,36.986695,50.282029,27.177082,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,9.67,19.344031,40.491409,337.528620,0,0,0,0,0

22,05:15-05:30,0.495593,1.408539,19.877217,82.156096,32.762446,0.000000,0.000000,50.645060,0.000000,36.304819,0.000000,137.342400,9.352824,12.677671,57.499353,16.044750,0.800947,18.705648,0.000000,472.454045,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,18.705648,29.570779,25.590758,0.957139,429.708003,90.259104,0.000000,142.676992,36.986695,50.282029,27.177082,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,9.67,19.344031,40.491409,337.528620,0,0,0,0,0

23,05:30-05:45,0.495593,1.408539,19.877217,82.156096,32.762446,0.000000,0.000000,50.645060,0.000000,36.304819,0.000000,137.342400,9.352824,12.677671,57.499353,16.044750,1.174722,18.705648,0.000000,472.454045,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,18.705648,29.570779,25.590758,0.957139,429.708003,90.259104,0.000000,142.676992,36.986695,50.282029,27.177082,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,9.67,19.344031,40.491409,337.528620,0,0,0,0,0

24,05:45-06:00,0.495593,1.408539,19.877217,82.156096,32.762446,0.000000,0.000000,50.645060,0.000000,36.304819,0.000000,137.342400,9.352824,12.677671,57.499353,16.044750,1.174722,18.705648,0.000000,472.454045,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,18.705648,29.570779,25.590758,0.957139,429.708003,90.259104,0.000000,142.676992,36.986695,50.282029,27.177082,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,1.347048,40.408206,9.67,19.344031,40.491409,337.528620,0,0,0,0,0

25,06:00-06:15,0.495593,1.408539,5.822447,82.156096,32.762446,0.000000,0.000000,50.645060,0.000000,36.304819,0.000000,137.342400,1.130522,12.677671,57.499353,16.044750,1.174722,0.000000,0.000000,400.416114,41.637960,0.000000,0.000000,0.000000,0.000000,16.100349,8.166506,54.578452,2.740661,29.570779,11.215999,0.957139,362.996900,90.259104,0.000000,142.676992,36.986695,50.282029,22.922640,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,0.134541,40.408206,9.67,18.076075,40.491409,337.528620,0,0,0,0,0

26,06:15-06:30,0.495593,1.408539,5.822447,82.156096,32.762446,0.000000,0.000000,50.645060,0.000000,36.304819,0.000000,137.342400,0.000000,12.677671,57.499353,16.044750,1.174722,0.000000,0.000000,339.945750,41.637960,0.000000,0.000000,0.000000,0.000000,16.100349,8.166506,54.578452,0.000000,29.570779,10.983097,0.957139,362.983643,90.259104,0.000000,142.676992,36.986695,50.282029,22.922640,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,0.134541,40.408206,9.67,19.344031,40.491409,337.528620,0,0,0,0,0

27,06:30-06:45,0.495593,1.408539,5.822447,65.185411,32.762446,0.000000,0.000000,50.645060,0.000000,36.304819,0.000000,137.342400,0.000000,12.677671,57.499353,16.044750,1.762084,0.000000,0.000000,339.945750,41.637960,0.000000,0.000000,0.000000,0.000000,18.515401,8.166506,54.578452,0.000000,29.570779,10.973634,0.957139,362.996900,90.259104,0.000000,142.676992,36.986695,50.282029,40.765623,0.000000,115.667448,0.000000,121.185605,0.000000,17.545008,0.655406,0.646309,40.408206,14.51,19.344031,40.491409,337.528620,0,0,0,0,0

