Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,GNA/NR/2025/03/01/8036,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/2563,GNA/SR/2025/03/01/7500,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/1906,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/WR/2025/03/01/6406,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10
16,03:45-04:00,0,94.99,0,0,31.67,0,0,0,0,0,0,0,0,0,0,23.04,1.15,85.71,29.77,55.49,166.48,5.76,6.72,0,4.6,17.28,23.04,0,1.31,0,0,259.78,133.56,1.25,0,23.04,100.01,0,35.01,0,0,42,23.67,31.67,79.67,7,79.66

17,04:00-04:15,0,94.99,0,0,31.67,0,0,0,0,0,0,0,0,0,0,23.04,1.15,85.71,29.77,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,35.01,0,0,42,26.67,31.67,79.67,6,79.66

18,04:15-04:30,0,94.99,0,0,31.67,0,0,0,0,0,0,0,0,0,0,23.04,1.15,85.71,29.77,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,35.01,0,0,42,26.67,31.67,78.33,6,78.34

19,04:30-04:45,0,94.99,0,0,31.67,0,0,0,0,0,0,0,0,0,0,23.04,1.15,85.71,29.27,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,35.01,0,0,42,26.67,31.67,77.67,6,77.66

20,04:45-05:00,0,93,0,0,31,0,0,0,0,0,0,0,0,0,0,23.04,1.15,85.71,29.27,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,35.01,0,0,42,26.67,31,76.67,6,76.66

21,05:00-05:15,0,93,0,0,31,0,0,0,0,0,0,0,0,0,0,23.04,1.08,85.71,29.27,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,32.94,0,0,42,29.33,31,81.67,6,81.66

22,05:15-05:30,0,93,0,0,31,0,0,0,0,0,0,0,0,0,0,23.04,1.08,85.71,29.27,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,32.94,0,0,42,29.33,31,82,6,82

23,05:30-05:45,0,93,0,0,31,0,0,0,0,0,0,0,0,0,0,23.04,1.08,85.71,29.27,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,32.94,0,0,42,29.33,31,81.67,6,81.66

24,05:45-06:00,0,93,0,0,31,0,0,0,0,0,0,0,0,0,0,23.04,1.08,85.71,29.27,55.49,166.48,5.76,6.72,0,4.5,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,32.94,0,0,42,29.33,31,82,6,82

25,06:00-06:15,0,82.01,0,0,27.33,0,0,0,0,0,0,0,0,0,0,23.04,1.08,85.71,28.76,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,32.94,0,0,42,23.67,27.33,68.33,6,68.34

26,06:15-06:30,0,82.01,0,0,27.33,0,0,0,0,0,0,0,0,0,0,23.04,1.08,85.71,27.75,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,32.94,0,0,42,23.33,27.33,67.67,6,67.66

27,06:30-06:45,0,82.01,0,0.12,27.33,0,0,0,0,0,0,0,0,0,0.1,23.04,1.08,85.71,27.75,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,41.4,0,0,42,23,27.33,66.67,6,66.66

28,06:45-07:00,0,82.01,0,0.82,27.33,0,1,0,0,0,1,0,1,0,0.12,23.04,1.08,85.71,27.25,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.26,0,0,259.78,133.56,1.25,0,23.04,100.01,0,57.59,0,0,42,22,27.33,66,6,66

29,07:00-07:15,0,82.01,0,4.56,27.33,0,4,1,1,0.38,7,1.88,3,2,0.05,23.04,1.08,85.71,26.75,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,259.78,133.56,1.25,0,23.04,100.01,0.11,57.59,0.11,0.11,0,21.67,27.33,65.33,6,65.34

30,07:15-07:30,0,81.49,0,14.39,27.17,0,7,3,3,1.55,10,7.73,5,6,0.49,23.04,1.08,73.55,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,259.78,133.56,1.25,0,23.04,100.01,0.37,32.94,0.37,0.37,0,20.67,27.17,64.67,6,64.66

31,07:30-07:45,0,73.5,0,25.63,24.5,0,14,6,5,5,10,25,5,9,4.16,23.04,1.08,63.96,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,194.14,133.56,1.25,0,23.04,100.01,0.75,32.94,0.75,0.75,0,20,24.5,54,6,54

32,07:45-08:00,0,73.01,0,36.92,24.33,0,25,10,7,6.69,17,33.44,8,13,10.36,23.04,1.08,63.96,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,194.14,133.56,1.25,0,23.04,71.21,1.29,32.94,1.29,1.29,0,19,24.33,53.33,6,53.34

33,08:00-08:15,0,67.5,0,48.35,22.5,0,35,15,9,9.65,19,48.23,9,20,16.03,23.04,1.08,47.04,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,139.2,115.2,1.25,0,23.04,52.8,2.08,32.94,2.08,2.08,0,18,22.5,44.33,6,44.34

34,08:15-08:30,0,58.5,0,59.65,19.5,0,53,22,14,13.41,27,67.03,13,24,24,23.04,1.08,47.04,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,139.2,96,1.25,0,23.04,52.8,3.56,32.94,3.56,3.56,0,16,19.5,42.33,6,42.34

35,08:30-08:45,0,47.51,0,70.23,15.83,0,74,31,20,16.75,37,83.76,18,32,33.54,23.04,1.08,47.04,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,139.2,96,0.78,0,23.04,52.8,5,35.01,5,5,0,15,15.83,45,6,45

36,08:45-09:00,0,39.49,0,80.4,13.17,0,95,40,23,20.3,43,101.51,22,40,41.83,23.04,1.08,47.04,26.24,0,0,5.76,6.72,0,4.41,17.28,23.04,0,1.21,0,0,139.2,96,0.78,0,23.04,52.8,6.26,35.01,6.26,6.26,0,14,13.17,42.33,6,42.34

37,09:00-09:15,0,39,0,95.27,13,0,102,43,25,24.02,49,120.12,24,43,49.72,23.04,1.08,47.04,26.24,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.21,0,0,139.2,147.84,1.01,0,23.04,52.8,7.46,35.01,7.46,7.46,0,14.33,13,40,6,40

38,09:15-09:30,0,39,0,105.02,13,0,119,51,27,27.65,57,138.24,28,49,57.96,23.04,1.08,47.04,26.75,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.21,0,0,139.2,155.52,1.01,0,23.04,52.8,8.49,35.01,8.49,8.49,0,15,13,37.33,6,37.34

39,09:30-09:45,0,49.99,0,113.68,16.67,0,130,55,30,31.04,61,155.2,31,59,65.43,23.04,1.08,47.04,26.75,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.21,0,0,139.2,155.52,1.01,0,23.04,52.8,10.26,35.01,10.26,10.26,0,15,16.67,44,6,44

40,09:45-10:00,0,51.49,0,121.42,17.17,0,144,61,33,34.11,67,170.55,33,67,72.65,23.04,1.08,47.04,26.75,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.21,0,0,139.2,168,1.01,0,23.04,52.8,11.28,35.01,11.28,11.28,0,15,17.17,45,6,45

41,10:00-10:15,0,53.51,0,128.49,17.83,0,158,67,36,37,72,184.97,36,70,73.36,23.04,1.08,47.04,26.24,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,148.8,1.01,0,23.04,52.8,12.35,35.01,12.35,12.35,0,15,17.83,46.33,6,46.34

42,10:15-10:30,0,55.01,0,134.92,18.33,0,175,75,39,39.62,77,198.11,38,77,78.79,23.04,1.08,47.04,25.74,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,129.6,1.01,0,23.04,52.8,13.1,35.01,13.1,13.1,0,15,18.33,48,6,48

43,10:30-10:45,0,55.5,0,140.96,18.5,0,179,76,41,45.09,83,225.46,42,83,81.5,23.04,1.08,47.04,23.72,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,129.6,1.01,0,23.04,52.8,14.68,35.01,14.68,14.68,0,15.67,18.5,49.67,6,49.66

44,10:45-11:00,0,55.99,0,146.69,18.67,0,179,76,43,46.35,90,231.75,45,85,86.63,23.04,1.08,47.04,23.21,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,143.04,1.01,0,23.04,52.8,15.14,35.01,15.14,15.14,0,16.33,18.67,52,6,52

45,11:00-11:15,0,61.01,0,151.48,20.33,0,189,81,45,46.67,89,233.33,44,85,93.31,23.04,1.15,47.04,23.21,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,151.2,1.01,0,23.04,52.8,16.12,35.01,16.12,16.12,0,17,20.33,53.67,6,53.66

46,11:15-11:30,0,65.51,0,155.58,21.83,0,189,81,45,46.67,89,233.33,44,85,96.8,23.04,1.15,47.04,22.2,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,151.2,1.01,0,23.04,52.8,16.72,35.01,16.72,16.72,0,18.33,21.83,55.67,6,55.66

47,11:30-11:45,0,70.5,0,158.86,23.5,0,193,82,45,46.67,90,233.33,45,86,97.48,23.04,1.15,47.04,22.2,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,151.2,1.01,0,23.04,52.8,15.56,35.01,14.08,15.56,0,21.33,23.5,56.67,6,56.66

48,11:45-12:00,0,75.49,0,160.63,25.17,0,193,82,46,46.67,90,233.33,45,86,97.93,23.04,1.15,47.04,22.2,0,0,5.76,6.72,0,4.32,17.28,23.04,0,1.26,0,0,139.2,151.2,1.01,0,23.04,52.8,15.56,35.01,14.08,15.56,0,23.33,25.17,56.67,6,56.66

49,12:00-12:15,0,73.99,0,160.63,24.67,0,193,82,47,46.67,90,233.33,45,87,96.46,23.04,1.15,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.31,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,25.33,24.67,68.33,6,68.34

50,12:15-12:30,0,74.51,0,160.63,24.83,0,193,82,47,46.67,90,233.33,45,87,96.39,23.04,1.15,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.31,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,27.67,24.83,68.33,6,68.34

51,12:30-12:45,0,85.01,0,160.63,28.33,0,193,82,47,46.67,90,233.33,45,87,96.3,23.04,1.15,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.31,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,29.67,28.33,68.33,6,68.34

52,12:45-13:00,0,85.99,0,159.86,28.67,0,193,82,47,46.67,90,233.33,45,87,95.56,23.04,1.15,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.31,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,31.67,28.67,67.67,6,67.66

53,13:00-13:15,0,87,0,157.4,29,0,193,82,45,46.67,89,233.33,44,86,95.59,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,30.67,29,67,6,67

54,13:15-13:30,0,88.01,0,154.11,29.33,0,193,82,45,46.67,89,233.33,44,86,95.69,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,30,29.33,66,6,66

55,13:30-13:45,0,100.01,0,149.76,33.33,0,179,76,45,46.67,78,233.33,39,86,95.64,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,31.67,33.33,71.67,6,71.66

56,13:45-14:00,0,100.01,0,144.4,33.33,0,179,76,44,46.67,77,233.33,38,86,95.63,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.05,0,23.04,52.8,15.56,35.01,14.08,15.56,0,31.67,33.33,71.67,6,71.66

57,14:00-14:15,0,100.01,0,143.98,33.33,0,179,76,43,46.67,85,233.33,42,85,98.33,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.16,0,23.04,52.8,15.34,35.01,13.88,15.34,0,31.67,33.33,71.67,6,71.66

58,14:15-14:30,0,100.01,0,140.18,33.33,0,179,76,42,46.67,82,233.33,41,83,98.33,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.16,0,23.04,52.8,14.87,35.01,13.45,14.87,0,31.67,33.33,71.67,6,71.66

59,14:30-14:45,15.34,107.51,15.33,135.12,35.83,15.33,186,79,41,46.67,80,233.33,40,83,94.57,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.16,0,23.04,52.8,14.33,35.01,12.97,14.33,0,34,35.83,71.67,6,71.66

60,14:45-15:00,16.84,106.5,16.83,128.4,35.5,16.83,179,76,39,46.67,78,233.33,39,81,93.75,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.22,17.28,23.04,0,1.35,0,0,139.2,151.2,1.16,0,23.04,52.8,13.73,35.01,12.42,13.73,0,33.67,35.5,70.33,6,70.34

61,15:00-15:15,18.34,105,18.33,122.37,35,18.33,168,72,37,45.13,78,225.63,39,81,89.95,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,165.12,1.16,0,23.04,52.8,12.98,35.01,11.74,12.98,0,33,35,69.67,6,69.66

62,15:15-15:30,20.5,103.99,20.5,115.75,34.67,20.5,158,67,35,43.05,74,215.22,37,76,84.78,23.04,1.23,47.04,0,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,180.48,1.16,0,23.04,52.8,12.25,35.01,11.09,12.25,0,32.67,34.67,68.67,6,68.66

63,15:30-15:45,21.84,101.51,21.83,109.62,33.83,21.83,151,64,34,39.15,69,195.73,35,73,79.12,23.04,1.23,47.04,26.75,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,194.88,1.16,0,23.04,52.8,11.35,35.01,10.26,11.35,0,36.67,33.83,67.67,6,67.66

64,15:45-16:00,22,99,22,100.08,33,22,140,60,31,36.08,65,180.38,32,67,73.66,23.04,1.23,47.04,26.75,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,210.24,1.16,0,23.04,52.8,10.36,35.01,9.38,10.36,0,36.67,33,67,6,67

65,16:00-16:15,23.66,96,23.67,91.02,32,23.67,130,55,29,30.99,60,154.94,30,63,67.2,23.04,1.15,47.04,26.24,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,210.24,1.24,0,23.04,52.8,9.33,35.01,8.44,9.33,0,38.33,32,73.33,6,73.34

66,16:15-16:30,24.34,93.49,24.33,79.83,31.17,24.33,119,51,25,27.62,55,138.11,27,57,60.12,23.04,1.15,47.04,26.75,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,210.24,1.24,0,23.04,52.8,8.17,35.01,7.4,8.17,0,38.33,31.17,73.33,6,73.34

67,16:30-16:45,24.34,91.01,24.33,67.46,30.33,24.33,109,46,22,21.45,50,107.27,25,45,50.03,23.04,1.15,47.04,27.25,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,210.24,1.24,0,23.04,52.8,6.97,35.01,6.3,6.97,0,38.33,30.33,71.67,6,71.66

68,16:45-17:00,24.34,89.51,24.33,56.07,29.83,24.33,91,39,18,18.12,41,90.57,21,37,42.48,23.04,1.15,47.04,27.75,0,0,5.76,6.72,0,4.14,17.28,23.04,0,1.39,0,0,139.2,210.24,1.24,0,23.04,52.8,5.66,35.01,5.12,5.66,0,38.33,29.83,70.67,6,70.66

69,17:00-17:15,24.34,85.01,24.33,43.03,28.33,24.33,74,31,13,10,33,50,17,26,30.74,25.92,1.15,47.04,28.76,0,0,5.76,6.72,0,4.14,17.28,25.92,0,1.39,100,0,139.2,210.24,1.24,0,25.92,52.8,4.21,35.01,3.81,4.21,0,37.33,28.33,68.33,6,68.34

70,17:15-17:30,18,84,27.5,31.15,28,27.5,56,24,9,8.33,25,41.67,12,18,24.44,25.92,1.15,47.04,29.27,0,0,5.76,6.72,0,4.14,17.28,25.92,0,1.39,100,0,139.2,210.24,1.24,0,25.92,52.8,3,35.01,2.71,3,0,35,28,68,6,68

71,17:30-17:45,8,81.49,30.98,21.42,27.17,18.09,39,16,5,6.67,17,33.33,8,15,15.02,25.92,1.15,63.96,29.27,0,0,5.76,6.72,0,4.14,17.28,25.92,0,1.39,100,0,163.2,210.24,1.24,0,25.92,52.8,2.17,35.01,1.97,2.17,0,33,27.17,66.33,6,66.34

72,17:45-18:00,1,78.49,18.8,12.56,26.17,6.37,21,9,3,5.83,8,29.17,4,8,10.87,25.92,1.15,63.96,29.27,0,0,5.76,6.72,0,4.14,17.28,25.92,0,1.39,100,0,194.14,210.24,1.24,0,25.92,52.8,1.47,35.01,1.33,1.47,0,30.33,26.17,63.67,6,63.66

73,18:00-18:15,0,75.49,0,0.42,25.17,0,11,4,1,5,3,25,2,8,7.38,25.92,1.15,63.96,29.27,0,0,5.76,6.72,0,4.22,17.28,25.92,0,1.44,100,0,194.14,210.24,1.24,100,25.92,52.8,0.92,35.01,0.82,0.92,0,27.33,25.17,65,6,65

74,18:15-18:30,0,73.01,0,0,24.33,0,4,1,1,3.33,1,16.67,1,5,1.71,25.92,1.15,63.96,29.27,0,0,5.76,6.72,0,4.22,17.28,25.92,0,1.44,100,0,194.14,210.24,1.24,100,25.92,52.8,0.5,35.01,0.45,0.5,0,24.33,24.33,63,6,63

75,18:30-18:45,0,58.5,0,0,19.5,0,1,0,0,1.8,1,9.01,0,2,0.51,25.92,1.15,63.96,29.27,0,0,5.76,6.72,0,4.22,17.28,25.92,50,1.44,100,0,194.14,230.4,1.24,100,25.92,81.6,0,35.01,0,0,0,21.33,19.5,56,12.01,56

76,18:45-19:00,0,53.51,0,0,17.83,0,0,0,0,0.29,0,1.44,0,0,0.27,25.92,1.15,63.96,30.28,0,0,5.76,6.72,0,4.22,17.28,25.92,50,1.44,100,0,194.14,249.6,1.24,100,25.92,100.01,0,35.01,0,0,0,20.33,17.83,54,11.61,54

77,19:00-19:15,0,49.5,0,0,16.5,0,0,0,0,0,0,0,0,0,0,25.92,1.15,86.59,30.79,0,0,5.76,6.72,0,4.32,17.28,25.92,50,1.44,100,0,242.14,271.44,0.78,100,25.92,100.01,0,35.01,0,0,0,14,16.5,46.67,11,46.66

