Block,Time,DHAULIGNGA,RAMPUR,CHAMERA3,KISHANGANGA,NJPC,NAPP,CHAMERA2,JHAJJAR,PARBATI3,KOTESHWR,DULHASTI,DADRT2,KOLDAM,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,RIHAND1,URI2,UNCHAHAR2,RAPPC,UNCHAHAR1,SINGRAULI_HYDRO,RAPPB,BSIUL,CHAMERA1,TANAKPUR,SALAL,URI,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
14,03:15-03:30,0,0,21.118518,2.551476,0,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.07,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

15,03:30-03:45,0,0,21.118518,2.551476,0,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.07,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

16,03:45-04:00,0,0,31.709733,2.551476,0,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.11,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

17,04:00-04:15,0,0.395741,31.709733,2.551476,20.475526,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.11,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

18,04:15-04:30,0,0.395741,31.709733,2.551476,20.475526,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.16,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.022146

19,04:30-04:45,0,0.395741,31.709733,2.551476,20.475526,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.16,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

20,04:45-05:00,0,0.395741,31.709733,2.551476,20.475526,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,61.586,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.03,3.78,0.42,0.88,0.2,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

21,05:00-05:15,0,0.508811,31.709733,2.551476,26.515806,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,48.804,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.41,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

22,05:15-05:30,0,0.975221,31.709733,2.551476,50.57455,45.56718,43.635161,661.459879,0,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.14808,1.5372,48.804,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.41,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.314688,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

23,05:30-05:45,0,1.462832,31.709733,2.551476,75.861824,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.41,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.81,0,20.73185,15.386,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

24,05:45-06:00,0,1.462832,31.709733,2.551476,75.861824,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,50.232,0,6.080756,92.427499,0,0,73.287535,0,0,0,6.41457,34.405422,0,3.03,2.41,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,18.0236,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

25,06:00-06:15,9.915135,1.286162,31.709733,2.551476,66.545459,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,33.82228,0,3.03,2.41,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

26,06:15-06:30,19.830272,1.462832,31.709733,2.551476,75.861824,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,50.232,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,33.82228,0,3.03,2.41,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021961

27,06:30-06:45,29.745407,1.462832,31.709733,2.551476,75.861824,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,52.992,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,33.82228,0,3.03,2.79,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

28,06:45-07:00,29.745407,1.462832,21.118518,2.551476,75.861824,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.798816,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,52.992,0,6.080756,91.211348,0,0,73.287535,0,0,0,6.41457,33.82228,0,3.03,2.79,3.78,0.42,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

29,07:00-07:15,29.745407,1.462832,21.118518,2.551476,75.861824,45.56718,43.635161,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,50.232,0,6.080756,91.211348,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.79,3.78,0.41,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017622,0,0,0.001846,0.021777

30,07:15-07:30,29.745407,0.975221,21.118518,2.551476,50.57455,45.56718,29.001777,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,1.5372,48.804,50.232,0,6.080756,91.211348,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.79,3.78,0.41,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017622,0,0,0.001846,0.021777

31,07:30-07:45,29.745407,0.487611,21.118518,2.551476,25.287274,45.56718,29.001777,661.459879,3.47244,8.712864,35.813791,689.353782,0,126.520838,0,1.427606,141.894467,120.694688,2.525983,26.963602,17.179061,94.319982,35.068228,43.545976,59.738476,22.193776,1.075357,0,0,42.66,0,48.804,50.232,0,6.080756,91.211348,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,3.04,3.78,0.41,0.88,0.22,2,2.18,1.2,0,1.85,7.61,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.28254,1.332638,3.518162,4.26444,2.794499,1.857394,3.518162,3.693005,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.14583,276.75,0,0,0.00254,0,0.017622,0,0,0.001846,0.021777

