Block,Time,SEWA2,DHAULIGNGA,TANAKPUR,KOLDAM,NJPC,UNCHAHAR3,SINGRAULI,ANTA_LF,AURY_GF,TEHRI,DADRI_GF,DADRI_CRF,JHAJJAR,UNCHAHAR1,URI2,CHAMERA3,RIHAND2,RAPPB,SINGRAULI_HYDRO,ANTA_CRF,RAPPC,ANTA_GF,NAPP,UNCHAHAR2,DADRI_RF,AURY_RF,RIHAND1,DADRI_LF,KISHANGANGA,URI,DADRT2,DULHASTI,AURY_LF,CHAMERA2,UNCHAHAR4,BSIUL,RAMPUR,SALAL,CHAMERA1,KOTESHWR,ANTA_RF,RIHAND3,TANDA2,PARBATI3,AURY_CRF,FSTPP I & II,VSTPS II,KGSU1AND2,MOUDA_II,NLCIIST1,KSTPS7,RSTPSU7,GANDHAR-ComGas,TAPS-II,KAWAS-NAPM,VALLURNTECL,BRBCL,NNTPP,KAWAS-APM,GADARWARA-I,RSTPSU1TO6,GANDHAR-NAPM,SIPAT I,KGSU3AND4,KAWAS-ComGas,VSTPS III,KAWAS-RLNG,NLCEXP,TALA,MOUDA,GANDHAR-RLNG,KKNP,SIPAT II,VSTPS IV,KUDGI,KHSTPP-I,MAPS,LARA-I,SIMHST2,NTPL,KAPS,SASAN,KAWAS-zLIQ,GANDHAR-APM,TALST2,KHSTPP-II,VSTPS I,NLCTS2EXP,SOLAPUR,KHARGONE-I,KSTPS I&II,VSTPS V,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,16.603563,0.000000,1.485704,0.000000,0.000000,13.112250,102.668400,0.000000,0.000000,32.573141,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,28.928505,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,34.815263,40.736119,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.135449,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,9.301517,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,29.981893,0.24,4.087237,0.00,3.65,1.080100,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

7,01:30-01:45,16.603563,0.000000,0.000000,0.000000,0.000000,13.097713,102.668400,0.000000,0.000000,32.573141,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,23.536208,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,34.815263,40.736119,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.135449,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,8.351701,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,29.981893,0.24,4.087237,0.00,3.65,1.080100,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

8,01:45-02:00,16.603563,0.000000,0.000000,0.000000,0.000000,13.097713,102.668400,0.000000,0.000000,21.715427,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.178785,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,34.815263,40.736119,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.988509,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,7.489098,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,18.156282,0.24,4.087237,0.00,3.65,1.080100,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

9,02:00-02:15,16.603563,0.000000,0.000000,0.000000,0.000000,14.093123,102.668400,0.000000,0.000000,21.715427,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,23.536208,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,34.815263,27.157413,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.135449,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,9.095053,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,29.981893,0.24,4.087237,0.00,3.65,1.093773,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

10,02:15-02:30,16.603563,0.000000,0.000000,0.000000,0.000000,14.093123,102.668400,0.000000,0.000000,0.000000,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,21.575466,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,47.169066,27.157413,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.988509,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,9.959090,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,18.156282,0.24,4.087237,0.00,3.65,1.093773,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

11,02:30-02:45,16.603563,0.000000,3.466642,0.000000,0.000000,14.093123,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,22.182175,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,80.861256,13.578706,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.988509,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,9.925003,0.19,0.000000,0.000000,7.48,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,18.156282,0.24,4.087237,0.00,3.65,1.093773,337.284338,0.000000,0.000000,0.00,110.435914,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

12,02:45-03:00,16.603563,0.000000,3.466642,0.000000,0.000000,14.093123,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.907099,3.082555,34.599557,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,22.182175,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,80.861256,13.578706,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.988509,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,11.869161,0.19,0.000000,0.000000,7.48,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,18.156282,0.24,4.087237,0.00,3.65,1.093773,337.284338,0.000000,0.000000,0.00,110.435914,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

13,03:00-03:15,16.603563,0.000000,3.466642,0.000000,0.000000,13.937081,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.907099,3.082555,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.302024,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,80.861256,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.988509,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,13.537147,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,18.156282,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,110.435914,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

14,03:15-03:30,16.603563,0.000000,3.466642,0.000000,0.000000,13.937081,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.907099,3.082555,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.302024,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,80.861256,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.988509,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.109145,0.19,0.000000,0.000000,7.68,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,18.156282,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,110.435914,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

15,03:30-03:45,16.603563,0.000000,3.466642,0.000000,0.000000,14.178034,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.684804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.771829,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,80.861256,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.891859,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.28,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,17.991977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,62.310352,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

16,03:45-04:00,16.603563,0.000000,3.466642,0.000000,0.000000,14.178034,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.684804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.771829,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.000000,80.861256,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.891859,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.28,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,17.991977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,72.941852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

17,04:00-04:15,16.603563,0.000000,3.466642,0.000000,19.789596,14.178034,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.684804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.771829,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.382485,47.169066,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.891859,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,13.114086,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,17.991977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,93.238352,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

18,04:15-04:30,16.603563,0.000000,3.466642,0.000000,19.789596,14.178034,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.684804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,18.771829,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.382485,47.169066,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.891859,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,13.593548,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,17.991977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,89.372352,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

19,04:30-04:45,16.603563,0.000000,4.333303,0.000000,19.789596,14.178034,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,122.684804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,22.120102,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.382485,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,7.891859,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,17.991977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,99.001776,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

20,04:45-05:00,16.603563,0.000000,4.333303,0.000000,19.789596,14.178034,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,158.928554,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,28.735205,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,19.002743,0.382485,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.038799,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,29.589977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,138.812354,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

21,05:00-05:15,16.603563,0.000000,7.676136,0.000000,19.789596,13.501134,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,174.875804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,28.735205,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,12.757800,0.382485,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.038799,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.28,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.57,1.795171,2.575988,0.00,29.589977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

22,05:15-05:30,16.603563,0.000000,7.676136,0.000000,19.789596,13.501134,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,174.875804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,28.735205,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,28.030217,0.000000,12.757800,0.382485,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.038799,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.28,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.55,1.795171,2.575988,0.00,29.589977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

23,05:30-05:45,16.603563,0.000000,7.676136,0.000000,48.880302,13.484919,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,174.875804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,28.735205,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,42.173382,0.000000,12.757800,0.942551,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.038799,1.864989,1.93,3.370763,0.78,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.53,1.795171,2.575988,0.00,29.589977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

24,05:45-06:00,16.603563,0.000000,7.676136,0.000000,73.320453,13.484919,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,174.875804,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,28.735205,0.000000,0.000000,91.160264,0.000000,2.466002,51.216768,0.000000,34.614029,0.000000,42.173382,0.000000,12.757800,1.413827,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,14.038799,1.864989,1.93,3.370763,0.82,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.46,1.795171,2.575988,0.00,29.589977,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

25,06:00-06:15,16.603563,0.000000,7.676136,0.000000,64.316187,11.583259,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,140.602776,3.053560,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,33.293615,0.000000,0.000000,91.160264,0.000000,2.466002,51.216768,0.000000,34.614029,0.000000,42.173382,0.000000,12.757800,1.243075,34.815263,0.000000,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,20.035545,1.864989,1.93,3.370763,0.83,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.38,1.795171,2.575988,0.00,44.622638,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

26,06:15-06:30,16.603563,9.582979,7.676136,1.028322,73.320453,18.722168,103.931514,0.000000,0.000000,0.000000,0.000000,0.000000,130.639099,7.915055,33.486722,20.411048,116.646885,0.000000,1.039333,0.000000,57.737237,0.000000,44.040680,40.100407,0.000000,0.000000,91.160264,0.000000,2.466002,48.549228,0.000000,34.614029,0.000000,42.173382,0.000000,19.002743,1.413827,34.815263,13.578706,8.420983,0.000000,122.281677,0.000000,0.000000,0.000000,20.035545,1.864989,1.93,3.370763,0.83,1.287995,1.88,0.000000,1.316072,0.000000,0.00,14.497506,0.19,0.000000,0.000000,7.08,0.000000,5.100457,2.11,0.000000,1.881042,0.000000,1.67,0.000000,1.860319,0.000000,1.31,1.795171,2.575988,0.00,44.622638,0.24,4.087237,0.00,3.65,1.107445,337.284338,0.000000,0.000000,0.00,142.573852,2.237146,0.00,1.700152,1.700152,2.627886,1.274256,0.41,0,0,0,0,0

