Block,Time,AURY_GF,UNCHAHAR4,ANTA_LF,AURY_RF,TEHRI,PARBATI3,ANTA_RF,RIHAND1,CHAMERA1,ANTA_CRF,URI,URI2,TANAKPUR,DADRI_LF,CHAMERA3,DADRT2,UNCHAHAR3,SALAL,KISHANGANGA,UNCHAHAR2,TANDA2,ANTA_GF,RIHAND2,KOLDAM,NAPP,JHAJJAR,SEWA2,SINGRAULI,DADRI_RF,RAMPUR,CHAMERA2,DULHASTI,BSIUL,DADRI_GF,AURY_LF,AURY_CRF,UNCHAHAR1,RIHAND3,DHAULIGNGA,KOTESHWR,NJPC,RAPPC,SINGRAULI_HYDRO,DADRI_CRF,RAPPB,TALA,KUDGI,KHSTPP-II,FSTPP I & II,BRBCL,KHSTPP-I,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,31.287886,12.733819,0.000000,28.048516,602.649071,16.303729,82.987019,0.000000,40.909689,0.000000,0.000000,113.990371,0.000000,37.724601,626.084594,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.997594,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,32.219864,401.722875,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,31.287886,12.733819,0.000000,28.048516,554.394071,13.400830,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,626.084594,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.561390,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,32.219864,401.722875,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,479.700938,13.134476,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.305352,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,32.219864,401.722875,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,475.416849,13.134476,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.305352,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,32.219864,401.722875,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,458.431089,13.501353,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.305352,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,13.425620,32.219864,401.722875,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,458.431089,13.501353,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.502996,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,13.147248,32.219864,401.722875,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,419.832927,13.501353,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.502996,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.213610,32.219864,401.722875,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,46.880698,30.508934,12.733819,0.000000,28.048516,419.827089,13.501353,82.987019,0.000000,40.910686,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.502996,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.427914,32.219864,401.722875,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,46.880698,31.287886,12.733819,0.000000,28.048516,438.582071,13.501353,82.987019,0.000000,29.698443,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.501085,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,33.449824,401.722875,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,31.287886,12.733819,0.000000,28.048516,438.582071,13.501353,82.987019,0.000000,29.698443,0.000000,0.000000,114.002438,0.000000,37.724601,583.205104,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.501085,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.230649,33.584814,401.722875,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,438.582071,13.490428,82.987019,0.000000,29.698443,0.000000,0.000000,114.002438,0.000000,37.724601,582.500582,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.501085,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,33.584814,401.722875,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,12.733819,0.000000,28.048516,438.582071,13.490428,82.987019,0.000000,29.698443,0.000000,0.000000,114.002438,0.000000,37.724601,582.500582,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.501085,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,9.65,94.907934,13.752675,14.477766,33.584814,401.722875,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,65.178994,0.000000,0.000000,88.789200,41.171166,0.000000,40.487875,30.508934,11.621155,0.000000,28.048516,429.501541,13.490428,81.641283,0.000000,20.845081,0.000000,0.000000,114.002438,0.000000,37.724601,506.745057,15.252487,134.448081,0.000000,0.000000,38.131217,47.711220,6.293224,0.000000,0.000000,0.000000,11.501085,119.349695,35.314650,34.257190,148.242641,49.355890,0.923118,0.000000,0.000000,23.266631,0.00,53.059654,6.388479,14.477766,18.181712,401.722875,0,0,0,0,0

