Block,Time Block,TALA,SIMHST2,SIMHST1,SINGRAULI,SALAL,SASAN,TALST2,SEWA2,SINGRAULI_HYDRO,TANAKPUR,RSTPSU7,RIHAND3,RAPPB,RAPPC,RIHAND1,RSTPSU1TO6,RIHAND2,KGSU3AND4,NLCTS2EXP,NNTPP,NLCIIST2,JHAJJAR,KGSU1AND2,NJPC,NLCEXP,NLCIIST1,NAPP,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,KUDGI,KOTESHWR,BRBCL,CHAMERA1,BSIUL,CHAMERA2,DADRT2,CHAMERA3,KISHANGANGA,KKNPPU2,KOLDAM,KKNP,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,DADRI_RF,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,TEHRI,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,URI2,ANTA_LF,AURY_GF,ANTA_GF,URI,AURY_CRF,NTPL,KHSTPP-I,KHSTPP-II,RAMPUR,PARBATI3,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,74.62,1.35,374.38,0,0,0.52,0.24,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,42.91,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,74.62,1.35,381.95,0,0,0.52,0.24,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,42.91,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,82.15,1.35,389.53,0,0,0.52,0.24,0,59.79,0,51.02,72.7,0,98.19,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,42.91,0,0,0,0,4.15,0,0,0,0.85,0,0,18.41,78.45,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,82.16,1.35,394.93,0,0,0.52,0.24,0,59.79,0,51.02,76.26,0,98.45,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,18.75,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,42.91,0,0,0,0,4.15,0,0,0,0.85,0,0,18.41,78.45,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,94.14,1.35,394.93,0,0,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,20.04,0,0,42.12,0,17.13,15.85,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,6.31,0,16.93,0,25.34,42.91,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,123.28,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,94.14,1.35,394.93,0,0,0.52,0.24,0,59.79,0,51.02,80.6,0,114.22,0,0,0,0,229.93,0,40.08,0,0,42.12,0,17.13,15.85,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,6.31,0,17.75,0,27.91,42.91,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,94.14,1.35,394.93,0,0,0.52,0.24,0,59.79,0,51.02,84.45,0,114.22,0,0,0,0,233.02,0,60.12,0,0,42.12,7.62,18.72,31.7,0,0,17.07,19.24,0,0,3.34,361.78,0,0,0,0,0,0,0,0,0,0,6.31,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,94.14,1.35,394.93,0,0,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,291.84,0,80.15,0,0,42.12,15.49,18.98,47.54,0,0,25.6,19.24,12.73,2.12,5.13,457,9.31,0,0,0,0,0,0,0,0,0,6.31,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,94.14,1.35,394.93,0,7.6,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,365.14,0,112.48,0,0,42.12,26.36,18.98,47.54,0,0,37.56,19.24,23.17,12.54,38,456.84,18.64,0,0,0,0,0,0,0,0,0,6.31,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,94.14,1.35,394.93,0,7.6,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,416.82,0,112.48,0,0,42.12,26.36,18.98,47.54,0,0,37.56,19.24,23.17,12.54,38,528.26,18.64,0,0,0,0,0,0,0,0,0,6.31,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,98.97,1.35,394.93,0,7.6,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,112.48,0,0,42.12,26.36,18.98,47.54,0,0,37.56,19.24,23.17,12.54,38,616.67,18.64,0,0,0,0,0,0,0,0,0,7.14,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,100.17,1.35,394.93,0,7.6,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,109.3,0,0,42.12,26.36,18.98,47.54,0,0,37.56,19.24,12.73,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,8.78,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,141.25,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,100.17,1.35,401.2,0,7.6,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,109.3,0,0,42.12,15.24,16.72,47.54,0,0,37.56,19.24,0,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,142.63,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,100.17,1.35,402.77,0,7.6,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,80.24,0,0,42.12,7.62,16.72,47.54,0,0,37.56,19.24,0,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.2,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,142.63,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,100.17,1.35,402.77,0,0,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,60.12,0,0,42.12,0,16.72,31.7,0,0,37.56,19.24,0,2.12,2.56,656.7,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,41.87,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,142.63,0,3.67,0,0,0,0,0,0

78,19:15-19:30,0,0,0,100.17,1.35,402.77,0,0,0.52,0.24,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,40.08,0,0,42.12,0,16.72,15.85,0,0,37.56,19.24,0,0,0,656.7,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,41.26,0,0,0,0,4.15,0,0,0,0.85,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

79,19:30-19:45,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,20.04,0,0,42.12,0,16.72,15.85,0,0,37.56,19.24,0,0,0,656.7,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,41.26,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

80,19:45-20:00,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,417.69,0,0,0,0,42.12,0,17.29,15.85,0,0,37.56,19.24,0,0,0,656.7,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,41.26,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

81,20:00-20:15,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,393.99,0,0,0,0,42.12,0,17.38,15.85,0,0,37.56,19.24,0,0,0,652.99,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,28.6,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

82,20:15-20:30,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,336.28,0,0,0,0,42.12,0,17.38,15.85,0,0,37.56,19.24,0,0,0,595.64,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,28.6,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

83,20:30-20:45,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,278.58,0,0,0,0,42.12,0,17.38,15.85,0,0,18.97,19.24,0,0,0,595.64,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,28.6,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

84,20:45-21:00,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,251.65,0,0,0,0,42.12,0,17.38,15.85,0,0,8.53,19.24,0,0,0,571.6,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,28.6,0,0,0,0,10.35,0,0,0,12.74,0,0,32.4,142.63,0,3.43,0,0,0,0,0,0

85,21:00-21:15,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,251.65,0,0,0,0,42.12,0,17.38,15.85,0,0,8.53,19.24,0,0,0,499.46,0,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,28.6,0,0,0,0,4.15,0,0,0,12.74,0,0,32.4,142.63,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,248.31,0,0,0,0,42.12,0,17.38,15.85,0,0,8.53,19.24,0,0,0,432.14,0,0,0,0,0,0,0,0,0,0,7.94,0,20.5,0,32.72,28.6,0,0,0,0,4.15,0,0,0,12.74,0,0,32.4,142.63,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,248.31,0,0,0,0,42.12,0,17.38,15.85,0,0,8.53,19.24,0,0,0,376.78,0,0,0,0,0,0,0,0,0,0,7.94,0,20.5,0,32.72,28.6,0,0,0,0,4.15,0,0,0,12.74,0,0,32.4,142.63,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,248.31,0,0,0,0,42.12,0,17.38,15.85,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,7.94,0,20.5,0,32.72,28.6,0,0,0,0,4.15,0,0,0,12.74,0,0,32.4,142.63,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,100.17,1.35,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.72,15.85,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,8.52,0,21.88,0,34.28,28.6,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,100.17,8.94,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.42,15.85,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,8.52,0,21.88,0,35.14,14.3,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,100.17,13.42,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.42,15.85,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,8.52,0,21.88,0,35.14,14.3,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,100.17,13.42,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.42,15.85,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,8.52,0,21.88,0,35.14,14.3,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,100.17,13.42,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.42,0,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,7.35,0,18.99,0,30.12,14.3,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,100.17,13.42,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.42,0,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,7.43,0,18.99,0,30.15,11.94,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,100.17,13.42,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,15.42,0,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,7.43,0,18.99,0,30.15,0,0,0,0,0,4.15,0,0,0,5.31,0,0,32.4,142.63,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,100.17,13.42,402.77,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,12.4,0,0,0,8.53,19.24,0,0,0,284.83,0,0,0,0,0,0,0,0,0,0,5.77,0,14.09,0,22.42,0,0,0,0,0,4.15,0,0,0,5.31,0,0,32.4,142.63,0,0,0,0,0,0,0,0

