Block,Time,L_NR_2012_07,LT-31,L_NR_2023_04,L_NR_2019_11,L_NR_2012_01,L_NR_2012_04,LT-36,SH-07,LT-05,L_NR_2012_02,SH-06,L_NR_2020_02,LT-59,LT-35,L_NR_2022_10,L_NR_2021_16,L_NR_2019_19,L_NR_2021_13,L_NR_2022_08,L_NR_2020_07,L_NR_2019_07,L_NR_2022_09,L_NR_2020_05,L_NR_2018_61,L_NR_2019_06,L_NR_2019_05,L_NR_2021_15,L_NR_2020_06,L_NR_2021_14,L_NR_2021_17,L_NR_2021_12
14,03:15-03:30,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,40.59,0,0,0,7.58,14.91,0,40.59,44.71,43.45,0,0,0,14.9,0,0,0

15,03:30-03:45,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,39.75,0,0,0,7.8,12.28,0,39.75,36.79,43.46,0,0,0,12.26,0,0,0

16,03:45-04:00,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,39.39,0,0,0,7.62,12.01,0,39.39,36.05,43.37,0,0,0,12.02,0,0,0

17,04:00-04:15,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,38.91,0,0,0,7.87,11.93,0,38.91,35.81,43.47,0,0,0,11.94,0,0,0

18,04:15-04:30,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,27.53,0,0,0,8,11.88,0,27.53,35.62,43.35,0,0,0,11.87,0,0,0

19,04:30-04:45,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,27.46,0,0,0,8.05,11.81,0,27.46,35.44,43.36,0,0,0,11.81,0,0,0

20,04:45-05:00,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,26.070000,0.000000,10.330000,0.000000,28.19,0,0,0,5.92,11.83,0,28.19,35.47,43.46,0,0,0,11.82,0,0,0

21,05:00-05:15,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.000000,29.53,0,0,0,5.94,11.62,0,29.53,34.81,43.41,0,0,0,11.6,0,0,0

22,05:15-05:30,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.000000,29.49,0,0,0,5.96,11.35,0,29.49,34.04,43.4,0,0,0,11.35,0,0,0

23,05:30-05:45,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.000000,29.4,0,0,0,6.03,11.18,0,29.4,33.49,43.34,0,0,0,11.16,0.03,0,0

24,05:45-06:00,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.000000,29.71,1.33,0.750904,0.01,6.13,11.04,0,29.71,33.15,43.45,0,0,0,11.05,0.1,0.67,0.07

25,06:00-06:15,74.030000,0.000000,29.930000,0.000000,101.130000,271.520000,0.000000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.000000,27.84,2,2.379488,0.11,5.99,10.95,1.45,27.84,32.83,43.45,15.88,0,0.13,10.94,1.27,1,0.58

26,06:15-06:30,74.030000,0.380000,29.930000,0.000000,101.130000,271.520000,0.390000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.380000,27.51,3.33,6.231528,0.91,7.63,10.91,3,27.51,32.71,43.2,25.19,2.04,0.7,10.9,3,1.67,4.54

27,06:30-06:45,74.030000,0.710000,30.890000,0.000000,101.130000,271.520000,0.720000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,0.710000,27.17,4.67,11.380584,2.11,7.55,10.82,8,27.17,32.49,43.19,33,5.85,1.58,10.83,4.93,2.33,10.56

28,06:45-07:00,74.030000,1.170000,29.930000,0.000000,101.130000,271.520000,1.190000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,1.170000,26.84,8,17.50484,3.49,7.41,10.8,15,26.84,32.38,43.35,33,13.04,2.73,10.79,7.23,4,17.47

29,07:00-07:15,74.030000,2.070000,29.930000,0.000000,101.130000,271.520000,2.130000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,2.070000,26.51,10.67,24.321488,5.11,7.42,10.89,22,26.51,32.69,43.45,33,22.31,4.46,10.9,10.33,5.33,25.55

30,07:15-07:30,74.030000,3.020000,29.930000,0.000000,101.130000,271.520000,3.090000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,3.020000,26.17,16.67,31.372184,7.18,7.39,10.97,30,26.17,32.96,43.39,30.47,30.48,6.81,10.99,14.43,8.33,35.93

31,07:30-07:45,74.030000,3.980000,0.000000,0.000000,101.130000,271.520000,4.080000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,3.980000,26.07,22.67,39.115272,9.54,5.3,9.05,30.5,26.07,27.13,43.47,30.5,30.5,9.43,9.04,19.43,11.33,47.7

32,07:45:08:00,74.030000,5.000000,0.000000,0.000000,101.130000,271.520000,5.130000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,5.000000,18.07,28,46.526792,12.36,5.23,9.04,30.67,18.07,27.09,43.41,30.66,30.67,12.31,9.03,24.93,14,61.8

33,08:00-08:15,74.030000,6.040000,0.000000,0.000000,101.130000,271.520000,6.190000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,6.040000,17.98,33.34,54.07484,15.53,5.3,9.11,32.17,17.98,27.32,43.69,32.16,32.17,16.64,9.1,30.77,16.66,77.63

34,08:15-08:30,74.030000,6.840000,0.000000,0.000000,101.130000,271.520000,7.010000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,6.840000,18.12,36,61.700904,18.67,5.2,9.2,32.33,18.12,27.65,43.63,32.34,32.33,20.05,9.22,36.7,18,93.35

35,08:30-08:45,74.030000,7.900000,0.000000,0.000000,101.130000,271.520000,8.090000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,7.900000,17.96,40.67,69.063664,22.23,5.11,9.31,32.33,17.96,27.93,43.7,32.34,32.33,23.14,9.31,42.47,20.33,111.14

36,08:45:09:00,74.030000,8.870000,0.000000,0.000000,101.130000,271.520000,9.090000,26.070000,115.510000,261.240000,30.890000,0.000000,10.330000,8.870000,18.15,48,76.3094,25.56,5.02,9.37,32.33,18.15,28.09,43.66,32.34,32.33,25.97,9.36,48.33,24,127.82

37,09:00:09:15,74.030000,9.600000,0.000000,0.000000,101.130000,271.520000,9.840000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.600000,17.98,58.67,81.77052,28.63,4.82,8.92,32.5,17.98,26.74,43.66,32.5,32.5,28.45,8.91,53.87,29.33,143.16

38,09:15-09:30,74.030000,10.010000,0.000000,0.000000,101.130000,271.520000,10.270000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,10.010000,15.83,62,88.460392,32.29,3.54,8.38,32.5,15.83,25.16,43.62,32.5,32.5,30.59,8.39,59.2,31,161.47

39,09:30-09:45,74.030000,10.210000,29.930000,0.000000,101.130000,271.520000,10.470000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,10.210000,15.08,66.67,94.54564,35.14,3.48,8.24,32.5,15.08,24.73,43.62,32.5,32.5,33.71,8.24,64.2,33.33,175.73

40,09:45-10:00,74.030000,10.330000,29.930000,0.000000,101.130000,271.520000,10.590000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,10.330000,14.28,72,100.39684,37.76,3.41,8.01,32.5,14.28,24,43.62,32.5,32.5,32.37,8,68.57,36,188.81

41,10:00-10:15,74.030000,10.550000,29.930000,0.000000,101.130000,271.520000,10.820000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,10.550000,14.05,78,105.263088,40.17,5.33,7.73,32.5,14.05,23.17,43.62,32.5,32.5,29.73,7.72,72.77,39,200.87

42,10:15-10:30,74.030000,10.670000,29.930000,0.000000,101.130000,271.520000,10.930000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,10.670000,13.67,77.34,108.998104,42.34,6.67,7.49,32.5,13.67,22.5,43.62,32.5,32.5,25.74,7.5,76.83,38.66,211.71

43,10:30-10:45,74.030000,8.320000,29.930000,0.000000,101.130000,271.520000,8.530000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.320000,13.33,78.67,116.126816,44.29,6.67,7.16,32.5,13.33,21.5,43.62,32.5,32.5,31.81,7.17,79.33,39.33,221.47

44,10:45-11:00,74.030000,8.510000,29.930000,0.000000,101.130000,271.520000,8.720000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.510000,13.33,77.34,118.213744,46.67,3.67,7.16,32.5,13.33,21.5,43.62,32.5,32.5,37.34,7.17,82.33,38.66,233.33

45,11:00-11:15,74.030000,8.700000,29.930000,0.000000,101.130000,271.520000,8.910000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.700000,13.33,76,119.783816,46.67,3.67,7.16,32.5,13.33,21.5,42.42,32.5,32.5,48.33,7.17,85,38,233.33

46,11:15-11:30,74.030000,8.830000,29.930000,0.000000,101.130000,271.520000,9.050000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.830000,13.33,73.34,120.82728,46.67,3.67,7.16,32.5,13.33,21.5,42.74,32.5,32.5,50,7.17,86,36.66,233.33

47,11:30-11:45,74.030000,8.890000,29.930000,0.000000,101.130000,271.520000,9.110000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.890000,13.33,70.67,121.490416,46.67,3.67,7.16,32.5,13.33,21.5,43.02,32.5,32.5,50,7.17,87.03,35.33,233.33

48,11:45-12:00,74.030000,8.930000,29.930000,0.000000,101.130000,271.520000,9.150000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.930000,13.33,72,121.617192,46.67,3.67,7.16,32.5,13.33,21.5,43.22,32.5,32.5,50,7.17,87.2,36,233.33

49,12:00-12:15,74.030000,9.870000,29.930000,0.000000,101.130000,271.520000,10.110000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.870000,13.33,69.34,113.162208,46.67,3.67,7.16,32.5,13.33,21.5,43.62,32.5,32.5,50,7.17,87.53,34.66,233.33

50,12:15-12:30,74.030000,9.930000,29.930000,0.000000,101.130000,271.520000,10.180000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.930000,13.33,68,113.961872,46.67,3.67,7.16,32.5,13.33,21.5,43.62,32.5,32.5,50,7.17,87.63,34,233.33

51,12:30-12:45,74.030000,9.930000,29.930000,0.000000,101.130000,271.520000,10.180000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.930000,13.33,66.67,115.639216,46.67,3.67,7.16,32.5,13.33,21.5,42.42,32.5,32.5,45,7.17,87.33,33.33,233.33

52,12:45-13:00,74.030000,9.930000,29.930000,0.000000,101.130000,271.520000,10.180000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.930000,13.33,66.67,116.858216,46.67,3.67,7.16,32.5,13.33,21.5,42.74,32.5,32.5,44.08,7.17,87.67,33.33,233.33

53,13:00-13:15,74.030000,9.930000,31.860000,0.000000,101.130000,271.520000,10.180000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.930000,13.33,68,117.21904,46.67,3.67,7.16,32.5,13.33,21.5,43.02,32.5,32.5,40.63,7.17,87.3,34,233.33

54,13:15-13:30,74.030000,9.930000,31.860000,0.000000,101.130000,271.520000,10.180000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,9.930000,13.33,70,116.702184,46.67,3.67,7.16,32.5,13.33,21.5,43.22,32.5,32.5,36.13,7.17,86.97,35,233.33

55,13:30-13:45,74.030000,8.620000,31.860000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,13.33,71.34,114.907816,46.67,3.67,7.16,32.5,13.33,21.5,43.62,32.5,32.5,38.4,7.17,86.53,35.66,233.33

56,13:45-14:00,74.030000,8.620000,30.890000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,13.33,72.67,110.968008,46.67,3.67,7.16,32.5,13.33,21.5,43.62,32.5,32.5,39.92,7.17,85.3,36.33,233.33

57,14:00-14:15,74.030000,8.620000,31.860000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,15.29,60,106.628368,46.67,6.67,7.5,32.5,15.29,22.5,43.62,32.5,32.5,35.59,7.5,84.67,30,233.33

58,14:15-14:30,74.030000,8.620000,30.890000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,16.2,62.67,101.898648,46.67,6.67,7.5,32.5,16.2,22.5,43.62,32.5,32.5,36.28,7.5,83.13,31.33,233.33

59,14:30-14:45,74.030000,8.620000,30.890000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,16.78,64.67,97.42248,46.67,6.67,7.5,32.5,16.78,22.5,43.62,32.5,32.5,32.93,7.5,81,32.33,233.33

60,14:45-15:00,74.030000,8.620000,31.860000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,17.72,66,92.341688,46.23,6.67,7.5,32.5,17.72,22.5,43.62,32.5,32.5,29.14,7.5,77.8,33,231.17

61,15:00-15:15,74.030000,8.620000,31.860000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,18.83,67.34,98.680488,44.31,6.67,7.5,32.5,18.83,22.5,43.62,32.5,32.5,24.95,7.5,74.33,33.66,221.57

62,15:15-15:30,74.030000,8.620000,31.860000,0.000000,101.130000,271.520000,8.830000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.620000,21.08,62.67,91.590784,39.62,6.67,7.5,32.5,21.08,22.5,43.62,32.5,32.5,20.2,7.5,70.57,31.33,198.09

63,15:30-15:45,74.030000,8.630000,31.860000,0.000000,101.130000,271.520000,8.840000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.630000,22.06,0,85.03744,37.37,12.21,7.98,32.5,22.06,23.96,43.62,32.5,32.5,29.93,7.99,59.91,0,186.88

64,15:45-16:00,74.030000,8.260000,31.860000,0.000000,101.130000,271.520000,8.470000,26.070000,115.510000,261.240000,30.890000,0.000000,10.410000,8.260000,23.17,0,78.289056,34.72,11.41,8.79,32.5,23.17,26.36,43.62,32.5,32.5,31.06,8.79,56.04,0,173.58

65,16:00-16:15,74.030000,7.910000,31.860000,0.000000,101.130000,271.520000,8.100000,24.430000,115.510000,261.240000,28.960000,0.000000,10.410000,7.910000,23.22,0,70.965304,31.08,10.51,9.74,32.5,23.22,29.23,43.62,32.5,32.5,30.87,9.74,51.39,0,155.38

66,16:15-16:30,74.030000,5.110000,31.860000,0.000000,101.130000,271.520000,5.230000,24.430000,115.510000,261.240000,28.960000,0.000000,10.410000,5.110000,23.65,2.67,63.202712,25.63,10,10.69,32.5,23.65,32.08,43.62,32.5,32.5,29.95,10.69,30,1.33,128.13

67,16:30-16:45,74.030000,4.680000,31.860000,0.000000,101.130000,271.520000,4.790000,24.430000,115.510000,261.240000,28.960000,2.780000,10.410000,4.680000,61.97,7.33,57.380768,23.24,24.06,26.68,33,61.97,80.02,43.62,33,20.87,25.99,26.67,28.33,3.67,116.18

68,16:45-17:00,74.030000,4.090000,31.860000,0.000000,101.130000,271.520000,4.190000,24.430000,115.510000,261.240000,28.960000,2.780000,10.410000,4.090000,61.6,4.67,49.111072,20.85,23.44,26.45,25,61.6,79.37,43.62,33,10.97,22.05,26.46,26.67,2.33,104.23

69,17:00-17:15,74.030000,3.570000,31.860000,0.000000,101.130000,271.520000,3.670000,24.430000,112.090000,261.240000,28.960000,2.780000,10.410000,3.570000,61.25,9.33,41.085176,18.26,22.47,26.25,20,61.25,78.73,44.42,33,4.08,11.78,26.24,25,4.67,91.32

70,17:15-17:30,74.030000,2.950000,31.860000,0.000000,101.130000,271.520000,3.030000,24.430000,112.090000,261.240000,28.960000,2.780000,10.410000,2.950000,60.6,14,33.4006,7.56,21.49,26.17,15,60.6,78.49,44.42,33,0.58,11.45,26.16,23.33,7,37.8

71,17:30-17:45,74.030000,2.490000,31.860000,0.000000,101.130000,271.520000,2.560000,24.430000,112.090000,261.240000,28.960000,2.780000,10.410000,2.490000,17.22,18,26.203624,6.73,6.89,8.77,8.74,17.22,26.33,44.42,33,0,9.68,8.78,21.84,9,33.63

72,17:45-18:00,74.030000,1.930000,31.860000,0.000000,101.130000,271.520000,1.980000,24.430000,112.090000,261.240000,28.960000,2.780000,10.410000,1.930000,17.77,22.67,19.416232,5.89,7.11,9.66,2.7,17.77,28.99,44.42,26.06,0,8.04,9.66,17.25,11.33,29.47

73,18:00-18:15,74.030000,1.300000,31.860000,0.000000,101.130000,271.520000,1.340000,29.440000,109.250000,261.240000,29.440000,2.780000,10.410000,1.300000,18.8,22.67,14.120896,5.06,7.52,9.79,0,18.8,29.34,44.42,0,0,6.47,9.78,12.99,11.33,25.3

74,18:15-18:30,74.030000,0.930000,31.860000,0.000000,101.130000,271.520000,0.960000,29.440000,109.250000,261.240000,29.440000,2.780000,10.410000,0.930000,22.17,17.33,8.259944,5,8.87,10.35,0,22.17,31.02,44.42,0,0,5.04,10.34,9.42,8.67,25

75,18:30-18:45,74.030000,0.660000,31.860000,0.000000,101.130000,271.520000,0.680000,29.440000,109.250000,261.240000,29.440000,2.780000,10.410000,0.660000,22.05,12.67,2.97436,4.43,8.82,10.5,0,22.05,31.5,44.42,0,0,3.87,10.5,5.76,6.33,22.14

76,18:45-19:00,74.030000,0.450000,31.860000,0.000000,101.130000,271.520000,0.460000,29.440000,109.250000,261.240000,29.440000,2.780000,10.410000,0.450000,22.33,11.33,0.809416,2.57,8.93,10.5,0,22.33,31.52,44.42,0,0,2.53,10.51,0.3,5.67,12.88

77,19:00-19:15,74.030000,0.220000,31.860000,0.000000,101.130000,271.520000,0.230000,29.440000,112.190000,261.240000,29.440000,2.780000,10.410000,0.220000,21.39,8.67,0,1.45,8.55,10.53,0,21.39,31.64,44.42,0,0,1.31,10.55,0.03,4.33,7.24

78,19:15-19:30,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.440000,112.190000,261.240000,29.440000,2.780000,10.410000,0.000000,23.22,2.67,0,0.64,9.29,10.79,0,23.22,32.37,44.42,0,0,0.27,10.79,0,1.33,3.23

79,19:30-19:45,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.440000,112.190000,261.240000,29.440000,2.780000,10.410000,0.000000,25.88,0.67,0,0.16,10.35,10.83,0,25.88,32.49,44.42,0,0,0,10.83,0,0.33,0.81

80,19:45-20:00,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.440000,112.190000,261.240000,29.440000,2.780000,10.410000,0.000000,30.88,0,0,0,14.21,16.01,0,30.88,48.06,44.49,0,0,0,16.02,0,0,0

81,20:00-20:15,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,0.000000,112.190000,261.240000,29.440000,3.720000,10.410000,0.000000,31.99,0,0,0,14.54,16.19,0,31.99,48.58,44.5,0,0,0,16.19,0,0,0

82,20:15-20:30,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,0.000000,112.190000,261.240000,29.440000,3.720000,10.410000,0.000000,32.54,0,0,0,15.21,16.43,0,32.54,49.26,44.49,0,0,0,16.42,0,0,0

83,20:30-20:45,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.440000,112.190000,261.240000,29.440000,3.720000,10.410000,0.000000,33.66,0,0,0,15.54,16.58,0,33.66,49.69,44.5,0,0,0,16.56,0,0,0

84,20:45-21:00,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.440000,112.190000,261.240000,29.440000,3.720000,10.410000,0.000000,34.93,0,0,0,16.21,16.81,0,34.93,50.4,44.54,0,0,0,16.8,0,0,0

85,21:00-21:15,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,114.550000,261.240000,29.930000,4.640000,10.410000,0.000000,51.68,0,0,0,15.58,16.84,0,51.68,50.51,44.44,0,0,0,16.84,0,0,0

86,21:15-21:30,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,114.550000,261.240000,29.930000,4.640000,10.410000,0.000000,51.6,0,0,0,14.77,17.31,0,51.6,51.94,44.51,0,0,0,17.32,0,0,0

87,21:30-21:45,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,4.640000,10.410000,0.000000,49.56,0,0,0,14.51,18.27,0,49.56,54.83,44.45,0,0,0,18.28,0,0,0

88,21:45-22:00,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,4.640000,10.410000,0.000000,49.36,0,0,0,15.14,18.47,0,49.36,55.46,44.61,0,0,0,18.49,0,0,0

89,22:00-22:15,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,4.640000,10.410000,0.000000,48.97,0,0,0,15.28,18.89,0,48.97,56.69,44.47,0,0,0,18.9,0,0,0

90,22:15-22:30,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,4.640000,10.410000,0.000000,47.38,0,0,0,16,19.28,0,47.38,57.82,44.51,0,0,0,19.27,0,0,0

91,22:30-22:45,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,6.500000,10.410000,0.000000,49.54,0,0,0,16.02,21.3,0,49.54,63.92,44.57,0,0,0,21.31,0,0,0

92,22:45-23:00,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,6.500000,10.410000,0.000000,49.33,0,0,0,15.28,21.03,0,49.33,63.09,44.51,0,0,0,21.03,0,0,0

93,23:00-23:15,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,6.500000,10.410000,0.000000,49.17,0,0,0,15.14,21,0,49.17,62.98,44.52,0,0,0,20.99,0,0,0

94,23:15-23:30,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,6.500000,10.410000,0.000000,48.88,0,0,0,14.77,20.92,0,48.88,62.81,44.6,0,0,0,20.94,0,0,0

95,23:30-23:45,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,6.500000,10.410000,0.000000,48.55,0,0,0,14.74,20.76,0,48.55,62.26,44.59,0,0,0,20.75,0,0,0

96,23:45-24:00,74.030000,0.000000,31.860000,0.000000,101.130000,271.520000,0.000000,29.930000,115.890000,261.240000,29.930000,6.500000,10.410000,0.000000,48.52,0,0,0,14.74,20.44,0,48.52,61.32,44.46,0,0,0,20.44,0,0,0

