Block,Time,DADRT2,KISHANGANGA,MAPS,NJPC,NTPL,RIHAND1,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,AURY_CRF,DADRI_CRF,BSIUL,NLCIIST1,RIHAND3,RSTPSU7,SASAN,VALLURNTECL,ANTA_RF,CHAMERA1,FSTPP I & II,KOTESHWR,NAPP,NNTPP,TANAKPUR,CHAMERA2,DULHASTI,KGSU3AND4,KHSTPP-II,NLCIIST2,PARBATI3,RIHAND2,TelanganaSTPP,URI,AURY_RF,DADRI_GF,DADRI_RF,KUDGI,RAMPUR,RAPPC,SEWA2,TALST2,TEHRI,UNCHAHAR2,DADRI_LF,JHAJJAR,KHSTPP-I,KOLDAM,NLCTS2EXP,RAPPB,SALAL,SINGRAULI,TANDA2,UNCHAHAR4,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_LF,BRBCL,KGSU1AND2,KKNP,NLCEXP,RSTPSU1TO6,SIMHST1,TALA,URI2,CHAMERA3,DHAULIGNGA,KKNPPU2,UNCHAHAR1,AURY_GF
7,01:30-01:45,686.07,4.32,0,167.1,0,94.65,0,0.96,26.391,0,0,19.56,0,127.6,0,382.5,0,0,42.15,14.3,38.64,45.1,0,6.92,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,17.37,0,66.29,42.41,0,413.83,32.17,5.35,0,0,83.67,127.75,2.89,0.006,0,0,0,0,15,0,0,0,0,0,10.49,22.16,32.08,40.4,0,20.523,0

8,01:45-02:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,0,42.15,14.3,38.64,45.1,0,6.92,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,17.37,0,66.29,42.41,0,413.83,32.17,5.35,0,0,83.67,127.75,2.89,0.006,0,0,0,0,15,0,0,0,0,0,10.64,22.16,32.08,40.4,0,20.96,0

9,02:00-02:15,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,0,42.15,14.3,38.64,45.1,0,10.76,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,17.37,0,66.29,42.41,0,413.83,32.17,5.35,0,0,83.67,127.75,2.89,0.006,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

10,02:15-02:30,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,0,42.15,14.3,38.64,45.1,0,6.92,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,17.37,0,66.29,42.41,0,413.83,32.17,5.35,0,0,83.67,127.75,2.89,0.006,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

11,02:30-02:45,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,48.13,42.15,14.3,38.64,45.1,0,6.92,44.22,53.79,0,136.37,0,30.92,121.71,0,39.19,77.33,0,79.73,0,3.54,60.09,17.37,0,66.29,42.41,0,413.83,32.17,5.35,0,0,83.67,127.75,2.89,0.006,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

12,02:45-03:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,48.13,42.15,14.3,38.64,45.1,0,10.76,44.22,53.79,0,136.37,0,30.92,121.71,0,39.19,77.33,0,79.73,0,3.54,60.09,11.72,0,66.29,42.41,0,413.83,32.17,5.35,0,0,83.67,127.75,2.89,0.006,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

13,03:00-03:15,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,6.92,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

14,03:15-03:30,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,19.56,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,6.92,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

15,03:30-03:45,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,10.76,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,119.18,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

16,03:45-04:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,6.92,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.35,24.38,32.08,40.4,0,20.96,0

17,04:00-04:15,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,24.38,32.08,40.4,0,20.96,0

18,04:15-04:30,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,12.81,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,24.38,32.08,40.4,0,20.96,0

19,04:30-04:45,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,24.38,32.08,40.4,0,20.96,0

20,04:45-05:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,17.99,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.55,24.38,32.08,40.4,0,20.96,0

21,05:00-05:15,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,12.81,44.22,53.79,0,136.37,0,21.08,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,24.38,32.08,40.4,0,20.96,0

22,05:15-05:30,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,21.08,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,24.38,32.08,40.4,0,20.96,0

23,05:30-05:45,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,11.24,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,24.38,32.08,40.4,0,20.96,0

24,05:45-06:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,48.13,42.15,14.3,28.98,45.1,0,12.81,44.22,53.79,0,136.37,0,36.54,121.71,0,30.91,77.33,0,79.73,0,3.54,60.09,0,0,66.29,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.11,24.38,32.08,40.4,0,20.96,0

25,06:00-06:15,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,36.54,121.71,0,39.19,76.72,0,76.88,0,3.54,60.09,0,0,66.29,42.41,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,0.006,0,0,0,0,15,0,0,0,0,0,9.11,36.05,32.08,40.4,0,20.96,0

26,06:15-06:30,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,36.54,121.71,0,39.19,76.72,0,76.88,0,3.54,60.09,0,0,66.29,42.41,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,0.006,0,0,0,0,15,0,0,0,0,0,8.82,36.05,32.08,40.4,0,20.96,0

27,06:30-06:45,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,28.98,45.1,0,12.81,44.22,53.79,0,136.37,0,36.54,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,66.29,42.41,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,0.006,0,0,0,0,15,0,0,0,0,0,8.82,36.05,32.08,40.4,0,20.96,0

28,06:45-07:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,28.98,45.1,0,8.96,44.22,53.79,0,136.37,0,36.54,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,50.14,42.41,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,0.006,0,0,0,0,15,0,0,0,0,0,8.82,36.05,32.08,40.4,0,20.96,0

29,07:00-07:15,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,19.32,45.1,0,8.96,44.22,53.79,0,136.37,0,36.54,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,50.14,42.41,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,0.006,0,0,0,0,15,0,0,0,0,0,8.96,36.05,32.08,40.4,0,20.96,0

30,07:15-07:30,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,19.32,45.1,0,12.81,44.22,53.79,0,136.37,0,7.03,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,33.43,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,36.05,32.08,40.4,0,20.96,0

31,07:30-07:45,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,19.32,45.1,0,9.22,44.22,53.79,0,136.37,0,7.03,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,33.43,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

32,07:45-08:00,686.07,4.32,0,167.1,0,94.65,0,0.96,27.05,0,0,13.04,0,127.6,0,382.5,0,47.31,42.15,14.3,19.32,45.1,0,9.22,44.22,53.79,0,136.37,0,7.03,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,16.71,43.71,0,413.83,32.17,5.35,0,0,80.18,110.61,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

33,08:00-08:15,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,12.81,44.22,53.79,0,136.37,0,21.08,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,16.71,43.71,0,413.83,32.17,5.35,0,0,80.18,119.18,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

34,08:15-08:30,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,9.22,44.22,53.79,0,136.37,0,21.08,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

35,08:30-08:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,9.22,44.22,53.79,0,136.37,0,21.08,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

36,08:45-09:00,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,12.81,44.22,53.79,0,136.37,0,21.08,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

37,09:00-09:15,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,8.33,44.22,53.79,0,136.37,0,21.08,121.71,0,39.19,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

38,09:15-09:30,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,21.08,121.71,0,39.19,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,80.18,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

39,09:30-09:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

40,09:45-10:00,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,76.72,0,76.88,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,29.56,32.08,40.4,0,20.96,0

41,10:00-10:15,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.72,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,76.72,0,74.03,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.85,29.56,32.08,40.4,0,20.96,0

42,10:15-10:30,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,76.72,0,74.03,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.85,26.6,32.08,40.4,0,20.96,0

43,10:30-10:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,30.92,121.71,0,30.91,76.72,0,74.03,0,3.54,60.09,0,0,0,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.85,28.07,32.08,40.4,0,20.96,0

44,10:45-11:00,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.15,14.3,19.32,45.1,0,10.89,44.22,53.79,0,136.37,0,30.92,121.71,0,33.12,76.72,0,74.03,0,3.54,60.09,0,0,16.71,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.85,28.07,32.08,40.4,0,20.96,0

45,11:00-11:15,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.66,14.3,19.32,45.1,0,10.25,44.22,53.79,0,136.37,0,30.92,121.71,0,33.12,76.72,0,74.03,0,3.54,60.09,0,0,16.71,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.85,28.07,32.08,40.4,0,20.96,0

46,11:15-11:30,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.66,14.3,19.32,45.1,0,10.25,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.72,0,74.03,0,3.54,60.09,0,0,33.43,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.85,28.07,32.08,40.4,0,20.96,0

47,11:30-11:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.72,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.29,28.07,32.08,40.4,0,20.96,0

48,11:45-12:00,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,46.13,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.72,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.29,28.07,32.08,40.4,0,20.96,0

49,12:00-12:15,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,39.19,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.29,28.07,32.08,40.4,0,20.96,0

50,12:15-12:30,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,39.19,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,10.29,28.07,32.08,40.4,0,20.96,0

51,12:30-12:45,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,13.15,28.07,32.08,40.4,0,20.96,0

52,12:45-13:00,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,13.15,28.07,32.08,40.4,0,20.96,0

53,13:00-13:15,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,12.44,28.07,32.08,40.4,0,20.96,0

54,13:15-13:30,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,12.44,28.07,32.08,40.4,0,20.96,0

55,13:30-13:45,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,12.44,28.07,32.08,40.4,0,20.96,0

56,13:45-14:00,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,17.56,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,12.44,28.07,32.08,40.4,0,20.96,0

