Column1,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1380,NR/01102023/19072037/LT-05,GNA/NR/2025/02/01/5886,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/6460,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/01/4863,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/8625,GNA/WR/2024/11/01/4200,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/2594,GNA/SR/2025/02/01/7432
24,05:45-06:00,0,0,0,13.5,0,0,40.5,0,0,0,0,0,7,21.33,0,0,0,21.34,9.33,13.5,0,1.16,0,26.99,7.93,65.98,8.65,0.92,75,0.62,1.29,23.78,8.65,0,0,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,86.7,23.07,0

25,06:00-06:15,0,0,0,12.83,0,0,38.51,0.01,0,0,0.72,0,7,20.33,0,0,0,20.34,8.67,12.83,0,1.16,0,26.99,0,74.45,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,86.7,23.07,0

26,06:15-06:30,0,0,0,12.5,0,0,37.5,0.71,0,0,1.05,0,7,19,0,0,0,19,8.67,12.5,0,1.16,0,26.99,0,82.93,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,86.7,23.07,0

27,06:30-06:45,0,1,0,12,0,0,36,3.31,0,0,2.75,0,7,18,0,0,0,18,8.67,12,0,1.16,0,3.58,0,91.42,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,32,0,0,36.53,43.25,0,86.7,36.53,0

28,06:45-07:00,0,4,0,11.33,0,0,34.01,9.1,0,0,6.78,0,7,17,0,0,0.39,17,8.67,11.33,0,1.16,0,3.58,0,99.9,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,32,0,0,36.53,43.25,0,86.7,36.53,0

29,07:00-07:15,0,10,10,10.83,0,5,32.51,18.68,2,1,14.44,0,7,16,0,0,3.54,16,8.33,10.83,0,1.16,0,31,0,114.98,13.46,0.92,75,0.62,1.19,0,13.46,0,0,271.78,260.1,100.14,31,0,0,36.53,43.25,0,86.7,36.53,0

30,07:15-07:30,1,15,10,10.33,0.53,5,31.01,31.75,3,4,25.97,1,7,16,0.08,0.1,9.42,16,8,10.33,0,1.16,0,31,0,114.98,13.46,0.92,75,0.62,1.19,0,13.46,0,0,271.78,260.1,100.14,31,0,0,36.53,43.25,0,86.7,36.53,0

31,07:30-07:45,3,24,10,10.67,4.75,5,31.99,26.25,5,7,26.25,2,7,24.33,0.17,0.95,15.7,24.34,7.67,10.67,0.15,1.16,0,31,0,114.98,13.46,0.92,75,0.62,1.19,0,13.46,0.12,0.15,271.78,260.1,100.14,31,0,0,36.53,43.25,0,86.7,36.53,0

32,07:45-08:00,7,25.84,13,10.33,11.52,7,31.01,25.83,7,18,25.83,3,7,24,1.89,2.3,23.11,24,7.33,10.33,0.62,1.16,0,31,0,114.98,13.46,0.92,75,0.62,1.19,0,13.46,0.48,0.62,271.78,260.1,100.14,31,0,0,36.53,43.25,0,86.7,36.53,0

33,08:00-08:15,10,29.24,17,9.5,20.48,8,28.5,29.23,13,25,29.23,7,7,22.67,5.95,4.09,32.53,22.66,6.67,9.5,1.38,1.16,0,31,0,114.98,13.46,0,75,0.62,1.29,0,13.46,1.08,1.38,271.78,260.1,100.14,31,0,0,36.53,43.25,0,86.7,36.53,0

34,08:15-08:30,16,29.56,23,8.5,42.98,12,25.5,29.57,22,39,29.57,12,7,20.67,11.8,8.6,43.69,20.66,6.67,8.5,2.47,1.16,0,31,0,114.98,13.46,0,75,0.62,1.29,0,13.46,1.91,2.47,271.78,260.1,100.14,31,0,0,36.53,43.25,0,86.7,36.53,0

35,08:30-08:45,24,30.06,30,7.83,66.95,15,23.51,30.07,30,56,30.07,16,7,18.33,22.09,13.39,55.61,18.34,6.67,7.83,3.87,1.16,0,32,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,2.98,3.87,271.78,260.1,100.14,32,0,0,36.53,43.25,0,86.7,36.53,0

36,08:45-09:00,30,30.46,40,7,89.88,20,21,30.47,39,70,30.47,21,7,15,30.21,17.98,67.25,15,6.67,7,6,1.16,0,32,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,4.64,6,271.78,260.1,100.14,32,0,0,36.53,43.25,0,86.7,36.53,0

37,09:00-09:15,40,30.46,52,7,112.18,26,21,30.47,48,95,30.47,25,7,13.33,38.55,22.43,77.76,13.34,6.67,7,7.59,1.16,0,32,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,5.86,7.59,271.78,260.1,100.14,9.13,0,0,36.53,43.25,0,86.7,36.53,0

38,09:15-09:30,48,30.46,60,7,133.07,30,21,30.47,55,112,30.47,29,7,13.33,49.24,26.61,87.4,13.34,6.67,7,9.05,1.16,0,32,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,7,9.05,271.78,260.1,100.14,9.13,0,0,36.53,43.25,0,86.7,36.53,0

39,09:30-09:45,52,30.46,67,7,161.22,33,21,30.47,63,123,30.47,32,7,13.33,56.95,32.24,96.76,13.34,6.67,7,10.32,1.16,0,26.99,0,114.98,8.65,0.92,75,0.62,1.29,0,8.65,7.97,10.32,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,86.7,23.07,0

40,09:45-10:00,60,30.46,75,7,179.72,37,21,30.47,70,140,30.47,35,7,13.33,64.26,35.95,105.43,13.34,6.67,7,11.54,1.16,0,26.99,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,8.92,11.54,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,86.7,23.07,0

41,10:00-10:15,69,30.46,82,7,197.12,41,21,30.47,77,161,30.47,37,7,13.33,75.45,39.42,112.82,13.34,6.67,7,12.59,1.16,0,26.99,0,65.98,8.65,0.92,75,0,1.19,0,8.65,9.73,12.59,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

42,10:15-10:30,72,30.46,87,7,211.42,43,21,30.47,82,168,30.47,39,7,13.33,81.91,42.28,119.03,13.34,6.67,7,13.54,1.16,0,26.99,0,65.98,8.65,0.92,75,0.62,1.19,0,8.65,10.46,13.54,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

43,10:30-10:45,78,30.46,91,7,224.02,46,21,30.47,88,182,30.47,41,7,13.33,87.91,44.81,124.44,13.34,6.67,7,14.58,1.16,0,26.99,0,65.98,8.65,0.92,75,0.62,1.19,0,8.65,11.27,14.58,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

44,10:45-11:00,81,30.46,93,7,234.43,47,21,30.47,91,189,30.47,43,7,13.33,93.44,46.89,129.25,13.34,6.67,7,15.34,1.16,0,26.99,0,65.98,8.65,0.92,75,0.62,1.19,0,8.65,11.85,15.34,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

45,11:00-11:15,85,30.46,97,7,237.5,48,21,30.47,92,200,30.47,44,7,13.33,98.24,47.5,133.57,13.34,6.67,7,16.15,1.16,0,26.99,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,12.48,16.15,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

46,11:15-11:30,87,30.46,97,7,237.5,48,21,30.47,93,203,30.47,45,7,13.33,100,47.5,137.22,13.34,6.67,7,16.81,1.16,0,26.99,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,12.99,16.81,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

47,11:30-11:45,87,30.46,97,7,237.5,48,21,30.47,95,203,30.47,46,7,13.33,100,47.5,140.37,13.34,6.67,7,16.81,1.16,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.99,16.81,271.78,212.04,100.14,26.99,0,0,23.07,23.07,0,64.13,23.07,0

48,11:45-12:00,87,30.46,97,7,237.5,48,21,30.47,95,203,30.47,47,7,13.33,100,47.5,142.7,13.34,6.67,7,16.81,1.16,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.99,16.81,271.78,169.82,100.14,26.99,0,0,23.07,23.07,0,64.13,23.07,0

49,12:00-12:15,87,30.46,100,7,237.5,50,21,30.47,95,203,30.47,47,7,13.33,100,47.5,151.37,13.34,6.67,7,16.81,1.16,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.99,16.81,271.78,136.49,100.14,26.99,0,0,23.07,23.07,0,59.43,23.07,0

50,12:15-12:30,87,30.46,100,7,237.5,50,21,30.47,95,203,30.47,47,7,13.33,100,47.5,151.61,13.34,6.67,7,16.81,1.16,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.99,16.81,271.78,136.49,100.14,26.99,0,0,23.07,23.07,0,59.43,23.07,0

51,12:30-12:45,87,30.46,100,7,237.5,50,21,30.47,95,203,30.47,47,7,13.33,100,47.5,150.62,13.34,6.67,7,16.81,1.16,0,26.99,0,70.12,8.65,0,75,0.62,1.29,0,8.65,12.99,16.81,271.78,136.49,100.14,26.99,0,0,23.07,23.07,0,59.43,23.07,0

52,12:45-13:00,87,30.46,100,7,237.5,50,21,30.47,95,203,30.47,47,7,13.33,100,47.5,148.56,13.34,6.67,7,16.81,1.16,0,26.99,0,70.12,8.65,0,75,0.62,1.29,0,8.65,12.99,16.81,271.78,136.49,70.17,26.99,0,0,23.07,23.07,0,59.43,23.07,0

53,13:00-13:15,87,30.46,100,7,237.5,50,21,30.47,95,203,30.47,47,7.2,13.33,100,47.5,145.87,13.34,6.67,7,16.81,1.2,0,26.99,0,70.12,8.65,0.92,75,0,1.19,0,8.65,12.99,16.81,230.69,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

54,13:15-13:30,87,30.46,100,7,237.5,50,21,30.47,95,203,30.47,47,7.4,13.33,100,47.5,143.19,13.34,6.67,7,16.81,1.2,0,26.99,0,70.12,8.65,0.92,75,0,1.19,0,8.65,12.99,16.81,192.24,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

55,13:30-13:45,87,30.46,100,7,237.5,50,21,30.47,93,203,30.47,47,7.8,13.33,100,47.5,143.81,13.34,6.67,7,16.81,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.19,0,8.65,12.99,16.81,149.48,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

56,13:45-14:00,84,30.46,100,7,237.5,50,21,30.47,92,196,30.47,46,8.4,13.33,100,47.5,139.62,13.34,6.67,7,16.81,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.19,0,8.65,12.99,16.81,149.48,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

57,14:00-14:15,84,30.46,97,7,237.5,48,21,30.47,91,196,30.47,45,9.4,13.33,100,47.5,134.97,13.34,6.67,7,16.81,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.99,16.81,149.48,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

58,14:15-14:30,84,30.46,95,7,237.5,47,21,30.47,91,196,30.47,44,9.8,13.33,100,47.5,130.14,13.34,6.67,7,16.31,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.61,16.31,149.48,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

59,14:30-14:45,81,30.46,92,7,237.5,46,21,30.47,89,189,30.47,42,10.2,13.33,100,47.5,124.7,13.34,6.67,7,15.68,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,12.12,15.68,192.24,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

60,14:45-15:00,78,30.46,90,7,236.47,45,21,30.47,87,182,30.47,41,11,13.33,100,47.3,118.6,13.34,6.67,7,15.05,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,11.63,15.05,230.69,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

61,15:00-15:15,73,30.96,85,7,230.35,43,21,30.97,84,172,30.97,39,11.41,13.33,100,46.07,111.23,13.34,6.67,7,14.24,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,11,14.24,271.78,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

62,15:15-15:30,69,30.96,81,7,218.14,41,21,30.97,81,161,30.97,37,12.01,13.33,95,43.63,102.5,13.34,6.67,7,13.36,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,10.32,13.36,271.78,136.49,52.87,26.99,0,0,23.07,23.07,0,59.43,23.07,0

63,15:30-15:45,64,30.96,71,7,204.32,36,21,30.97,74,151,30.97,34,12.41,13.33,87.02,40.86,92.77,13.34,6.67,7,12.35,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,9.54,12.35,271.78,169.82,78.53,26.99,0,0,23.07,23.07,0,59.43,23.07,0

64,15:45-16:00,60,30.96,65,7,188.88,32,21,30.97,69,140,30.97,31,12.81,13.67,80.98,37.78,82.26,13.66,6.67,7,11.23,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,8.67,11.23,271.78,169.82,100.14,26.99,0,0,23.07,23.07,0,59.43,23.07,0

65,16:00-16:15,51,31.3,56,7,172.18,28,21,31.3,61,119,31.3,28,13.21,14.33,74.53,34.44,71.65,14.34,6.67,7,9.97,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.19,0,8.65,7.71,9.97,271.78,169.82,100.14,26.99,0,0,23.07,23.07,0,59.43,23.07,0

66,16:15-16:30,43,31.3,48,7,154.36,24,21,31.3,55,102,31.3,25,13.41,17,67.69,30.87,60.98,17,6.67,7,8.65,1.2,0,26.99,0,70.12,8.65,0.92,75,0.62,1.19,0,8.65,6.69,8.65,271.78,169.82,100.14,26.99,0,0,23.07,23.07,0,59.43,23.07,0

67,16:30-16:45,36,31.3,39,7,134.14,20,21,31.3,48,84,31.3,21,14.41,14,60.06,26.83,49.88,14,6.67,7,7.17,1.2,0,26.99,0,65.98,8.65,0.92,75,0.62,1.19,0,8.65,5.55,7.17,271.78,217.88,100.14,26.99,0,0,23.07,23.07,0,76.31,23.07,0

68,16:45-17:00,28,31.3,31,7,112.42,16,21,31.3,42,67,31.3,16,14.41,14,51.77,22.49,38.59,14,6.67,7,5.62,1.2,0,26.99,0,65.98,8.65,0.92,75,0.62,1.19,0,8.65,4.35,5.62,271.78,260.1,100.14,26.99,0,0,23.07,23.07,0,86.7,23.07,0

69,17:00-17:15,18,31.3,21,7.17,81.72,11,21.49,31.3,33,42,31.3,11,16.01,14,42.73,16.35,27.71,14,6.67,7.17,3.91,1.25,0,26.99,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,3.02,3.91,271.78,260.1,100.14,26.99,0,0,31.72,31.72,0,86.7,31.72,0

70,17:15-17:30,10,18,15,7.33,61.38,7,22.01,24.26,23,25,18.86,7,15.81,14,32.22,12.28,18.1,14,6.67,7.33,2.71,1.25,0,26.99,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,2.1,2.71,271.78,260.1,100.14,26.99,0,0,31.72,31.72,0,86.7,31.72,0

71,17:30-17:45,6,8,10,7.83,40.77,5,23.51,13.01,13,14,10.08,4,15.61,17.67,21.4,8.15,10.84,17.66,7.33,7.83,1.74,1.25,0,26.99,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,1.35,1.74,271.78,260.1,100.14,26.99,0,0,31.72,31.72,0,86.7,31.72,0

72,17:45-18:00,3,1,5,8,25.07,2,24,5.69,9,7,4.63,2,15.41,19,14.08,5.02,5.92,19,7.33,8,0.97,1.25,0,26.99,0,114.98,8.65,0.92,75,0.62,1.29,0,8.65,0.75,0.97,271.78,260.1,100.14,26.99,0,0,31.72,31.72,0,86.7,31.72,0

73,18:00-18:15,1,0,1,8.33,5.09,0,25.01,0,5,2,0,1,17.01,18.33,4.98,1.02,1.87,18.34,7.33,8.33,0.43,1.25,26.24,20.46,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0.33,0.43,271.78,260.1,100.14,32,0,50,36.53,43.25,200,86.7,36.53,0

74,18:15-18:30,0,0,0,9,1.92,0,27,0,2,0,0,1,17.01,19.33,1.5,0.39,0,19.34,7.33,9,0.11,1.25,27.25,3.58,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0.09,0.11,271.78,260.1,100.14,32,0,50,36.53,43.25,200,86.7,36.53,0

75,18:30-18:45,0,0,0,9.5,0.09,0,28.5,0,0,0,0,0,16.61,23.67,0.1,0.02,0,23.66,7.33,9.5,0,1.25,27.76,31,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,31,0,50,36.53,43.25,200,86.7,36.53,50

76,18:45-19:00,0,0,0,10.17,0,0,30.49,0,0,0,0,0,16.41,28.33,0,0,0,28.34,7.33,10.17,0,1.25,27.76,31,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,31,0,50,36.53,43.25,200,86.7,36.53,50

