Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA1,DADRT2,BSIUL,JHAJJAR,CHAMERA3,KGSU1AND2,CHAMERA2,BRBCL,AURY_CRF,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,AURY_RF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,ANTA_GF,UNCHAHAR2,TALA,TANAKPUR,TEHRI,TALST2,TANDA2,TelanganaSTPP,SINGRAULI_HYDRO,SIMHST1,SINGRAULI,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,NTPL,SALAL,SEWA2,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,KOTESHWR,NLCTS2EXP,NAPP,NLCEXP,NNTPP,NLCIIST1,KUDGI,NJPC,MAPS,NLCIIST2,KHSTPP-II,KGSU3AND4,KKNP,KHSTPP-I,KKNPPU2,KOLDAM,KISHANGANGA,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,11.94,0,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,1.1,22.98,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,391.2,60.8,8.52,0,20.1,0,0,0,0,0,0,0,114.31,0,0,35.07,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,11.94,0,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,1.1,22.98,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,60.8,8.52,0,20.1,0,0,0,0,0,0,0,114.31,0,0,35.07,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,10.56,0,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0.49,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,114.31,0,0,35.07,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,11.5,0,0,361.09,6.26,229.5,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0.49,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,114.31,0,0,35.07,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,14.96,0,0,361.09,6.26,240.92,0,0,0,19.2,0,25.43,0,11.02,0,0,0,0,0,14.2,0,14.75,0,0,23.56,0,0.49,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,22.28,0,0,142.37,0,0,43.29,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,14.96,0,0,353.49,6.26,289.85,0,0,0,19.2,0,25.43,0,11.02,0,0,0,0,0,14.2,0,14.75,0,0,23.56,0,0.49,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,44.91,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,17.47,0,0,363.65,6.26,387.47,0,0,0,19.2,0,38.16,0,15.72,0,0,0,0,0,14.2,0,21.09,0,0,33.83,0,0.49,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,44.91,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,17.47,0,0,403.67,6.26,396.49,0,0,3.84,19.2,0,38.16,0,20.02,0,0,0,0,0,14.2,0,25.34,0,0,40.69,0,0.49,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,80.45,8.52,0,20.1,0,0,0,0,44.91,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,8.77,17.47,15.82,13.43,442.33,6.26,415.21,9.29,0,12.64,19.2,0,38.16,0,20.02,0,0,0,0,0,14.2,0,25.34,0,0,40.69,0,0.49,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,84.29,8.52,0,20.1,0,0,0,0,44.91,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,8.77,17.47,31.64,26.93,497.03,6.26,417.26,18.58,0,12.64,19.2,0,38.16,0,20.02,0,0,0,0,0,14.2,0,25.34,0,0,40.69,0,0.49,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,17.04,0,20.1,0,0,0,0,67.36,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,17.54,17.47,47.45,40.46,562.78,18.78,417.26,27.9,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,14.2,0,25.34,0,0,40.69,0,1.1,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,0,59.67,0,114.01,394.2,88.32,37.49,0,20.1,0,0,0,0,89.82,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,26.31,17.47,47.45,40.46,612.21,18.78,417.26,27.9,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,14.2,0,25.34,0,0,40.69,0,1.1,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,0,59.67,0,114.01,394.2,88.32,37.49,0,20.1,0,0,0,0,112.27,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,1.1,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,0,59.67,0,114.01,394.2,88.32,37.49,0,20.1,0,0,0,0,133.09,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,1.1,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,0,59.67,0,114.01,394.2,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,1.1,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,0,59.67,0,114.01,394.2,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,17.54,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,1.1,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,0,59.67,0,114.01,394.2,88.32,37.49,0,20.1,0,0,0,0,112.27,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,8.77,17.47,31.64,26.97,655.47,6.26,417.26,18.58,0,37.93,19.2,0,31.8,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,1.1,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,3.67,59.67,0,114.01,394.2,88.32,17.04,0,20.1,0,0,0,0,89.82,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,8.77,17.47,15.82,13.43,655.47,6.26,417.26,18.58,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,1.1,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,15.88,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,67.36,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,8.77,17.47,15.82,0,655.47,6.26,417.26,18.58,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,1.1,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,15.88,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,44.91,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,8.77,17.47,15.82,0,655.47,6.26,417.26,9.29,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,1.1,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,15.88,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,22.45,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,8.77,17.47,15.82,0,655.47,6.26,417.26,9.29,0,12.64,19.2,0,25.43,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,1.1,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,15.88,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,8.77,17.47,15.82,0,655.47,6.26,417.26,0,0,12.64,19.2,0,25.43,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,1.1,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,66.93,10.11,15.88,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,8.77,17.47,15.82,0,655.47,6.26,417.26,0,0,12.64,19.2,0,25.43,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,66.93,10.11,15.88,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,8.77,17.47,15.82,0,655.47,6.26,417.26,0,0,12.64,19.2,0,25.43,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,15.65,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,17.47,15.82,0,655.47,6.26,417.26,0,0,12.64,19.2,0,25.43,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,15.65,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,17.47,15.82,0,655.47,6.26,417.26,0,0,12.64,19.2,0,25.43,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,1.21,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,3.43,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,17.47,15.82,0,655.47,6.26,417.26,0,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,17.47,15.82,0,652.57,6.26,417.26,0,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,17.47,15.82,0,649.69,6.26,417.26,0,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,17.47,15.82,0,649.69,6.26,417.26,0,0,12.64,19.2,0,31.8,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,20.01,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,17.47,15.82,0,598.49,6.26,417.26,0,0,0,17.4,0,31.8,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,20.01,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,17.47,15.82,0,580.56,6.26,417.26,0,0,0,19.07,0,31.8,0,20.02,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,1.1,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,24.55,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,20.01,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,17.47,15.82,0,577.15,6.26,417.26,0,0,0,19.2,0,19.08,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,20.01,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,17.47,15.82,0,577.15,6.26,417.26,0,0,0,19.2,0,19.08,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,17.47,15.82,0,577.15,6.26,417.26,0,0,0,19.2,0,19.08,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,17.47,15.82,0,577.15,6.26,417.26,0,0,0,18.26,0,19.08,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.27,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

