Block,Time,L_NR_2019_19,L_NR_2021_15,LT-05,L_NR_2020_06,LT-59,LT-36,L_NR_2019_11,L_NR_2022_10,SH-06,L_NR_2019_07,L_NR_2021_14,L_NR_2020_05,SH-07,L_NR_2022_09,L_NR_2021_17,L_NR_2012_02,L_NR_2012_07,L_NR_2012_04,L_NR_2021_12,L_NR_2018_61,LT-35,LT_MEJA_Delhi,L_NR_2020_07,L_NR_2021_13,L_NR_2012_01,L_NR_2019_06,L_NR_2023_04,L_NR_2020_02,L_NR_2022_08,L_NR_2021_16,L_NR_2019_05,LT-31
19,04:30-04:45,0,0,116.160000,35.16,7.780000,0.000000,8.850000,69.41,19.050000,0,0,105.48,19.050000,69.41,0,261.860000,87.290000,101.610000,0,27.31,0.000000,3.910000,35.15,0,0.000000,0,0.000000,10.520000,38.48,0,0,0.000000

20,04:45-05:00,0,0,116.160000,35.14,7.780000,0.000000,8.850000,69.4,19.050000,0,0,105.43,19.050000,69.4,0,261.860000,87.290000,101.610000,0,27.31,0.000000,3.910000,35.14,0,0.000000,0,0.000000,10.520000,38.53,0,0,0.000000

21,05:00-05:15,0,0,116.160000,35.17,7.780000,0.000000,8.850000,69.4,19.050000,0,0,105.5,19.050000,69.4,0,261.860000,87.290000,101.610000,0,27.71,0.000000,3.910000,35.16,0,0.000000,0,0.000000,10.330000,38.56,0,0,0.000000

22,05:15-05:30,0,0,116.160000,35.14,7.780000,0.000000,8.850000,69.4,19.050000,0,0,105.42,19.050000,69.4,0,230.670000,63.460000,101.610000,0,27.82,0.000000,1.320000,35.13,0,0.000000,0,0.000000,10.330000,38.71,0,0,0.000000

23,05:30-05:45,1.697718,0,116.160000,35.08,7.780000,0.000000,8.850000,69.39,19.050000,0,0.03,105.23,19.050000,69.39,0.19,201.640000,63.460000,101.610000,0,28.24,0.000000,1.320000,35.06,0,0.000000,0,0.000000,10.330000,38.71,0.37,0,0.000000

24,05:45-06:00,6.166424,0.36,116.160000,35.1,7.780000,0.000000,8.850000,69.38,19.050000,0,0.31,105.31,19.050000,69.38,0.9,201.640000,63.460000,101.610000,0.38,29.46,0.000000,1.320000,35.1,0.07,0.000000,0,0.000000,10.330000,38.71,1.79,0,0.000000

25,06:00-06:15,10.24485,0.77,116.160000,35.11,7.780000,0.000000,8.850000,69.38,21.770000,1.42,1.57,105.34,21.770000,69.38,2.26,201.640000,63.460000,101.610000,3.61,29.51,0.000000,1.320000,35.12,0.72,0.000000,11.48,0.000000,10.140000,38.72,4.52,14.54,0.000000

26,06:15-06:30,14.596472,1.9,116.160000,35.12,7.780000,0.130000,8.850000,69.38,21.770000,3.94,3.32,105.35,21.770000,69.38,3.8,201.640000,63.460000,101.610000,8.34,16.31,0.130000,1.320000,35.11,1.67,0.000000,20.14,0.000000,10.140000,38.72,7.61,23.88,0.130000

27,06:30-06:45,20.011607,3.13,116.160000,35.12,7.780000,0.990000,8.850000,69.38,21.770000,11.41,5.33,105.36,21.770000,69.38,5.87,201.640000,50.970000,101.610000,15.82,16.43,0.960000,2.180000,35.11,3.16,0.000000,30.41,0.000000,10.140000,38.72,11.75,33,0.960000

28,06:45-07:00,26.997619,4.83,116.160000,35.12,7.780000,1.550000,8.850000,69.38,21.770000,17.64,7.95,105.36,21.770000,69.38,8.49,201.640000,50.970000,101.610000,25.66,16.5,1.510000,2.180000,35.12,5.13,0.000000,31.4,0.000000,10.140000,38.73,16.98,31.41,1.510000

29,07:00-07:15,34.920303,7.02,116.160000,35.12,7.780000,2.400000,8.470000,69.37,21.770000,26.46,11.26,105.36,21.770000,69.37,11.32,166.140000,50.970000,101.610000,32.53,16.51,2.340000,2.180000,35.12,6.5,0.000000,26.99,0.000000,9.860000,38.73,22.64,27,2.340000

30,07:15-07:30,43.311323,9.68,107.620000,35.12,7.780000,3.230000,8.470000,69.37,21.770000,26.82,15.49,105.36,21.770000,69.37,12.67,166.140000,50.970000,101.610000,43.6,16.52,3.150000,2.180000,35.12,8.72,0.000000,26.81,0.000000,9.860000,38.73,25.33,26.82,3.150000

31,07:30-07:45,52.00481,12.56,99.080000,35.12,7.780000,4.150000,8.470000,69.37,21.770000,26.82,20.46,105.37,21.770000,69.37,15,115.160000,31.930000,114.190000,58.23,16.4,4.040000,2.180000,35.12,11.64,0.000000,26.81,0.000000,9.860000,38.73,30,26.82,4.040000

32,07:45:08:00,60.454372,15.57,90.540000,35.12,7.780000,5.270000,8.470000,69.36,21.770000,26.82,25.87,105.37,21.770000,69.36,18,115.160000,31.930000,114.190000,75.17,14.44,5.150000,2.110000,35.13,15.03,0.000000,26.81,0.000000,9.860000,38.73,36,26.82,5.150000

33,08:00-08:15,68.328271,19.27,81.990000,35.12,7.630000,6.380000,8.470000,69.36,21.770000,32.33,31.67,105.37,21.770000,69.36,20.66,115.160000,31.930000,114.190000,93.32,14.62,6.220000,2.070000,35.13,18.66,0.000000,32.34,0.000000,9.680000,38.73,41.34,32.33,6.220000

34,08:15-08:30,75.792376,22.53,70.600000,35.12,7.630000,7.500000,8.470000,69.36,21.770000,32.33,37.75,105.37,21.770000,69.36,22,115.160000,31.930000,114.190000,115.53,14.95,7.320000,2.070000,35.13,23.11,0.000000,32.34,0.000000,9.680000,38.74,44,32.33,7.320000

35,08:30-08:45,83.558948,25.6,70.600000,35.09,7.630000,8.620000,8.470000,69.36,21.770000,32.33,43.7,105.26,21.770000,69.36,27.33,115.160000,31.930000,114.190000,125.56,15.07,8.410000,2.070000,35.08,25.11,0.000000,32.34,0.000000,9.680000,38.74,54.67,32.33,8.410000

36,08:45:09:00,91.588959,28.5,70.600000,35.2,7.630000,9.620000,8.470000,69.35,21.770000,32.33,49.51,105.59,21.770000,69.35,31,115.160000,31.930000,114.190000,145.73,11.07,9.380000,2.070000,35.19,29.14,0.000000,32.34,0.000000,9.680000,38.74,62,32.33,9.380000

37,09:00:09:15,99.375045,31.08,70.600000,36.49,7.780000,10.540000,8.780000,69.35,21.770000,32.33,55.06,109.46,21.770000,69.35,33,150.650000,31.930000,114.190000,162.31,11.73,10.290000,2.070000,36.49,32.46,0.000000,32.34,0.000000,9.680000,38.74,66,32.33,10.290000

38,09:15-09:30,105.795151,33.33,70.600000,35.99,7.780000,11.040000,8.780000,69.35,21.770000,32.33,60.09,107.96,21.770000,69.35,34.33,150.650000,31.930000,114.190000,166.84,12.1,10.770000,2.070000,35.99,33.37,0.000000,32.34,0.000000,9.680000,38.75,68.67,32.33,10.770000

39,09:30-09:45,110.888305,36.43,70.600000,36.44,7.780000,11.270000,8.780000,69.35,21.770000,32.33,64.92,109.32,21.770000,69.35,37.33,150.650000,31.930000,114.190000,179.63,12.47,11.000000,2.110000,36.43,35.93,0.000000,32.34,0.000000,9.680000,38.75,74.67,32.33,11.000000

40,09:45-10:00,115.669235,38.42,70.600000,36,7.780000,11.340000,8.780000,69.35,21.770000,32.33,69.46,108,21.770000,69.35,39.66,150.650000,31.930000,114.190000,192.43,12.98,11.060000,2.110000,36.01,38.48,0.000000,32.34,0.000000,9.680000,38.76,79.34,32.33,11.060000

41,10:00-10:15,119.337867,39.94,70.600000,36.24,7.780000,11.390000,8.780000,69.34,21.770000,32.33,73.34,108.71,21.770000,69.34,40.33,150.650000,31.930000,114.190000,200.32,12.44,11.110000,2.120000,36.22,40.06,0.000000,32.34,0.000000,9.490000,38.77,80.67,32.33,11.110000

42,10:15-10:30,121.650276,40.93,70.600000,36.35,7.780000,11.420000,8.780000,69.34,21.770000,32.33,76.82,109.05,21.770000,69.34,40.66,150.650000,31.930000,114.190000,204.63,12.26,11.140000,2.120000,36.35,40.93,0.000000,32.34,0.000000,9.490000,38.78,81.34,32.33,11.140000

43,10:30-10:45,124.333451,42.03,70.600000,36.69,7.780000,11.440000,8.780000,69.34,21.770000,32.33,80.23,110.06,21.770000,69.34,46,150.650000,31.930000,126.770000,208.76,11.53,11.160000,2.120000,36.68,41.75,0.000000,32.34,0.000000,9.490000,38.78,92,32.33,11.160000

44,10:45-11:00,127.836214,42.88,70.600000,36.1,7.780000,11.460000,8.780000,69.34,21.770000,32.33,83.14,108.3,21.770000,69.34,47.66,199.040000,31.930000,132.820000,212.95,10.51,11.180000,2.120000,36.1,42.59,0.000000,32.34,0.000000,9.490000,38.79,95.34,32.33,11.180000

45,11:00-11:15,131.007239,36.21,70.600000,36.46,7.780000,9.640000,8.700000,72.99,21.560000,32.67,85.95,109.37,21.560000,72.99,44.33,201.640000,31.930000,132.820000,217.12,9.19,9.410000,2.120000,36.45,43.42,0.000000,32.66,0.000000,9.490000,38.8,88.67,32.67,9.410000

46,11:15-11:30,132.002453,36.88,70.600000,35.99,7.780000,9.630000,8.700000,72.98,21.560000,32.67,88.3,107.96,21.560000,72.98,44.33,201.640000,31.930000,132.820000,221.28,9.21,9.400000,2.120000,35.99,44.26,0.000000,32.66,0.000000,9.490000,38.8,88.67,32.67,9.400000

47,11:30-11:45,132.558602,37.6,116.160000,36.18,7.780000,9.660000,8.700000,72.98,21.560000,32.67,90.13,108.54,21.560000,72.98,44.33,201.640000,50.970000,132.820000,225,9.37,9.420000,2.120000,36.17,45,0.000000,32.66,0.000000,9.490000,38.8,88.67,32.67,9.420000

48,11:45-12:00,133.456246,38.64,116.160000,36.31,7.780000,9.630000,8.700000,72.97,21.560000,32.67,90.13,108.93,21.560000,72.97,47.66,201.640000,50.970000,132.820000,225,9.64,9.400000,2.120000,36.31,45,0.000000,32.66,0.000000,9.490000,38.8,95.34,32.67,9.400000

49,12:00-12:15,132.412247,39.54,116.160000,28.63,7.940000,9.620000,8.700000,72.97,21.560000,32.67,90.13,85.88,21.560000,72.97,47.33,201.640000,50.970000,132.820000,141.88,7.04,9.390000,2.080000,28.62,28.37,0.000000,32.66,0.000000,9.630000,38.8,94.67,32.67,9.390000

50,12:15-12:30,132.578116,40.32,116.160000,28.63,7.940000,9.580000,8.700000,72.97,21.560000,32.67,90.13,85.89,21.560000,72.97,47.33,230.670000,50.970000,132.820000,150.21,7.19,9.350000,2.080000,28.63,30.04,0.000000,32.66,0.000000,9.630000,38.81,94.67,32.67,9.350000

51,12:30-12:45,129.494904,44.47,116.160000,28.55,7.940000,9.620000,8.700000,72.97,21.560000,32.67,85.63,85.66,21.560000,72.97,47,261.860000,74.790000,132.820000,158.54,7.2,9.380000,3.960000,28.56,31.71,0.000000,32.66,0.000000,9.630000,38.81,94,32.67,9.380000

52,12:45-13:00,131.124323,44.23,116.160000,28.51,7.940000,9.620000,8.700000,72.97,21.560000,32.67,85.63,85.54,21.560000,72.97,47,261.860000,74.790000,132.820000,166.88,7.15,9.380000,3.960000,28.52,33.37,0.000000,32.66,0.000000,9.630000,38.82,94,32.67,9.380000

53,13:00-13:15,131.221893,43.75,116.160000,28.65,7.940000,9.610000,8.780000,72.97,21.560000,32.67,85.63,85.94,21.560000,72.97,47.66,261.860000,74.480000,132.820000,175.17,7.18,9.370000,3.960000,28.64,35.03,0.000000,32.66,0.000000,9.630000,38.82,95.34,32.67,9.370000

54,13:15-13:30,130.382791,43,116.160000,28.57,7.940000,9.600000,8.780000,72.96,21.560000,32.67,85.63,85.72,21.560000,72.96,47.66,261.860000,74.480000,132.820000,200.11,7.14,9.370000,3.960000,28.58,40.02,0.000000,32.66,0.000000,9.630000,38.82,95.34,32.67,9.370000

55,13:30-13:45,127.475205,41.83,116.160000,28.58,7.390000,9.590000,8.780000,72.95,21.560000,32.67,85.63,85.73,21.560000,72.95,47.66,261.860000,87.290000,132.820000,202.19,7.25,9.360000,3.960000,28.57,40.44,0.000000,32.66,0.000000,9.630000,38.83,95.34,32.67,9.360000

56,13:45-14:00,122.011285,40.53,116.160000,28.57,7.390000,9.570000,8.780000,72.95,21.560000,32.67,83.89,85.72,21.560000,72.95,47.66,261.860000,87.290000,132.820000,202.19,7.32,9.340000,3.960000,28.58,40.44,0.000000,32.66,0.000000,9.630000,38.84,95.34,32.67,9.340000

57,14:00-14:15,115.893646,36.59,116.160000,26.8,7.390000,9.560000,8.620000,72.95,21.560000,32.67,76.64,80.4,21.560000,72.95,46.66,261.860000,87.290000,132.820000,202.19,12.47,9.330000,3.960000,26.81,40.44,0.000000,32.66,0.000000,9.770000,38.84,93.34,32.67,9.330000

58,14:15-14:30,109.951633,35.65,116.160000,26.75,7.390000,9.540000,8.620000,72.95,21.560000,32.67,74.29,80.25,21.560000,72.95,46,261.860000,87.290000,132.820000,200.11,12.88,9.310000,3.960000,26.76,40.02,0.000000,32.66,0.000000,9.770000,38.84,92,32.67,9.310000

59,14:30-14:45,103.941321,34.68,116.160000,26.8,7.390000,7.530000,8.620000,72.95,21.560000,32.67,71.07,80.39,21.560000,72.95,45,261.860000,87.290000,132.820000,195.34,13.08,7.350000,3.960000,26.79,39.07,0.000000,32.66,0.000000,9.770000,38.84,90,32.67,7.350000

60,14:45-15:00,97.287047,33.7,116.160000,26.8,7.390000,7.510000,8.620000,72.95,20.450000,32.67,68.25,80.4,20.450000,72.95,42.33,261.860000,87.290000,132.820000,196.47,13.52,7.330000,3.960000,26.81,39.29,0.000000,32.66,0.000000,9.770000,38.85,84.67,32.67,7.330000

61,15:00-15:15,90.340063,32.62,116.160000,26.67,7.630000,7.490000,8.850000,72.94,18.790000,32.67,65.41,80.01,20.450000,72.94,38.66,261.860000,87.290000,132.820000,153.74,14.12,7.310000,3.960000,26.68,30.75,0.000000,32.66,0.000000,10.140000,36.04,77.34,32.67,7.310000

62,15:15-15:30,83.783359,31.4,116.160000,26.68,7.630000,7.470000,8.850000,72.94,18.790000,32.67,61.72,80.06,20.450000,72.94,36.66,261.860000,87.290000,132.820000,152.11,14.66,7.290000,3.960000,26.69,30.42,0.000000,32.66,0.000000,10.140000,36.04,73.34,32.67,7.290000

63,15:30-15:45,76.485123,26,116.160000,26.77,7.630000,7.440000,8.850000,72.94,20.450000,32.67,56.77,80.3,20.450000,72.94,34.33,261.860000,87.290000,132.820000,143.12,16.22,7.250000,3.960000,26.75,28.63,0.000000,32.66,0.000000,10.140000,36.06,68.67,32.67,7.250000

64,15:45-16:00,69.108831,24.22,116.160000,26.8,7.630000,7.360000,8.850000,72.94,20.450000,32.67,51.8,80.39,20.450000,72.94,32,261.860000,87.290000,132.820000,132.51,16.46,7.180000,3.960000,26.8,26.5,0.000000,32.66,0.000000,10.140000,36.06,64,32.67,7.180000

65,16:00-16:15,61.947193,22.47,116.160000,26.74,7.780000,7.100000,8.850000,72.93,20.450000,32.67,45.85,80.21,20.450000,72.93,29,261.860000,87.290000,132.820000,146.04,16.63,6.930000,3.960000,26.73,29.21,0.000000,32.66,0.000000,9.310000,36.06,58,32.67,6.930000

66,16:15-16:30,54.590415,20.77,116.160000,26.82,7.780000,6.470000,8.850000,72.93,20.450000,32.67,39.85,80.44,20.450000,72.93,25.33,261.860000,87.290000,132.820000,137.71,16.87,6.310000,3.960000,26.81,27.54,0.000000,32.66,0.000000,9.310000,36.06,50.67,32.67,6.310000

67,16:30-16:45,46.54089,19.09,116.160000,26.8,7.780000,5.810000,8.850000,72.93,20.450000,32.67,35.66,80.39,20.450000,72.93,23.66,261.860000,87.290000,132.820000,129.38,17.02,5.670000,3.960000,26.79,25.87,0.000000,32.66,0.000000,9.310000,36.07,47.34,32.67,5.670000

68,16:45-17:00,37.915702,17.31,116.160000,26.73,7.780000,5.140000,8.850000,72.92,20.450000,32.67,31.22,80.18,20.450000,72.92,20.33,261.860000,87.290000,132.820000,112.71,17.63,5.010000,3.960000,26.73,22.54,0.000000,32.66,0.000000,9.310000,36.07,40.67,32.67,5.010000

69,17:00-17:15,30.2467,14.61,116.160000,26.74,7.780000,4.440000,8.850000,72.92,20.450000,24.5,26.48,80.22,20.450000,72.92,18.33,261.860000,87.290000,132.820000,91.88,18.26,4.340000,3.960000,26.74,18.37,0.000000,33,0.000000,9.490000,36.07,36.67,33,4.340000

70,17:15-17:30,23.885136,12.49,116.160000,26.79,7.780000,3.730000,8.850000,72.92,20.450000,14.7,22.1,80.38,20.450000,72.92,16,261.860000,87.290000,132.820000,46.04,19.06,3.640000,3.960000,26.8,9.21,0.000000,33,0.000000,9.490000,36.08,32,33,3.640000

71,17:30-17:45,18.528543,10.53,116.160000,26.81,7.780000,3.010000,8.850000,72.92,21.560000,8.56,17.58,80.42,21.560000,72.92,12.33,261.860000,87.290000,132.820000,41.88,19.69,2.940000,3.960000,26.79,8.37,0.000000,22.48,0.000000,9.490000,36.08,24.67,21.74,2.940000

72,17:45-18:00,13.776884,8.6,116.160000,26.68,7.780000,2.280000,8.850000,72.92,21.770000,2.65,13.46,80.03,21.770000,72.92,10,261.860000,87.290000,132.820000,37.71,20.45,2.220000,3.960000,26.66,7.54,0.000000,10.48,0.000000,9.490000,36.09,20,12.44,2.220000

73,18:00-18:15,9.757,6.72,116.160000,26.72,7.940000,1.710000,8.850000,12.75,21.770000,0,9.94,80.17,21.770000,12.75,7.67,261.860000,87.290000,132.820000,33.54,20.61,1.670000,3.960000,26.73,6.71,0.000000,0,0.000000,9.350000,36.09,15.33,0,1.670000

74,18:15-18:30,6.059097,4.96,116.160000,26.72,7.940000,1.110000,8.850000,12.81,21.770000,0,7.15,80.15,21.770000,12.81,5,261.860000,87.290000,132.820000,23.65,21.25,1.080000,3.960000,26.72,4.73,0.000000,0,0.000000,9.350000,36.09,10,0,1.080000

75,18:30-18:45,3.063698,3.59,116.160000,23.88,7.940000,0.320000,8.240000,12.89,21.770000,0,5,71.62,21.770000,12.89,4.33,261.860000,87.290000,132.820000,13.02,27.86,0.310000,3.960000,23.87,2.6,0.000000,0,0.000000,9.350000,34.43,8.67,0,0.310000

76,18:45-19:00,1.36598,2.35,116.160000,23.92,7.940000,0.000000,8.240000,12.94,19.050000,0,1.24,71.75,19.050000,12.94,3,261.860000,87.290000,132.820000,8.28,27.69,0.000000,3.960000,23.9,1.66,0.000000,0,0.000000,9.350000,34.44,6,0,0.000000

77,19:00-19:15,0.400037,1.17,116.160000,23.98,7.390000,0.000000,8.240000,12.76,19.050000,0,0.03,71.94,19.050000,12.76,1.33,261.860000,87.290000,132.820000,4.26,27.33,0.000000,3.960000,23.99,0.85,0.000000,0,0.000000,9.350000,34.44,2.67,0,0.000000

78,19:15-19:30,0,0.29,116.160000,23.99,7.390000,0.000000,8.240000,12.82,19.050000,0,0,71.96,19.050000,12.82,0.67,261.860000,87.290000,132.820000,1.8,26.98,0.000000,3.960000,23.98,0.36,0.000000,0,0.000000,9.350000,34.45,1.33,0,0.000000

79,19:30-19:45,0,0,116.160000,23.97,7.390000,0.000000,8.240000,12.92,19.050000,0,0,71.89,19.050000,12.92,0.01,261.860000,87.290000,132.820000,0,36.14,0.000000,3.960000,23.96,0,0.000000,0,0.000000,9.350000,34.45,0.01,0,0.000000

80,19:45-20:00,0,0,116.160000,8.48,7.390000,0.000000,8.240000,12.96,19.050000,0,0,25.44,19.050000,12.96,0,261.860000,87.290000,132.820000,0,36.54,0.000000,3.960000,8.49,0,0.000000,0,0.000000,9.350000,10.27,0,0,0.000000

81,20:00-20:15,0,0,116.160000,8.56,7.160000,0.000000,7.930000,10,7.740000,0,0,25.68,7.740000,10,0,261.860000,87.290000,132.820000,0,36.92,0.000000,3.960000,8.56,0,75.280000,0,0.000000,9.210000,10.18,0,0,0.000000

82,20:15-20:30,0,0,116.160000,8.5,7.160000,0.000000,7.930000,10,7.740000,0,0,25.49,7.740000,10,0,261.860000,87.290000,132.820000,0,37.72,0.000000,3.960000,8.49,0,86.030000,0,0.000000,9.210000,10.39,0,0,0.000000

83,20:30-20:45,0,0,116.160000,8.44,7.160000,0.000000,7.930000,10,7.740000,0,0,25.31,7.740000,10,0,261.860000,87.290000,132.820000,0,37.02,0.000000,3.960000,8.43,0,86.030000,0,0.000000,9.210000,10.43,0,0,0.000000

84,20:45-21:00,0,0,116.160000,7.38,7.160000,0.000000,7.930000,10,7.740000,0,0,22.14,7.740000,10,0,261.860000,87.290000,132.820000,0,36.02,0.000000,3.960000,7.39,0,86.030000,0,0.000000,9.210000,10.15,0,0,0.000000

85,21:00-21:15,0,0,116.160000,7.33,7.010000,0.000000,7.930000,10,0.000000,0,0,22,30.970000,10,0,261.860000,87.290000,132.820000,0,35.27,0.000000,3.960000,7.33,0,96.780000,0,0.000000,9.490000,6.68,0,0,0.000000

86,21:15-21:30,0,0,116.160000,7.3,7.010000,0.000000,7.930000,10,0.000000,0,0,21.91,30.970000,10,0,261.860000,87.290000,132.820000,0,21.63,0.000000,3.960000,7.32,0,96.780000,0,0.000000,9.490000,6.66,0,0,0.000000

87,21:30-21:45,0,0,116.160000,7.42,7.010000,0.000000,7.930000,10,0.000000,0,0,22.25,30.970000,10,0,261.860000,87.290000,132.820000,0,21.34,0.000000,3.880000,7.4,0,96.780000,0,0.000000,9.490000,6.5,0,0,0.000000

88,21:45-22:00,0,0,116.160000,7.34,7.010000,0.000000,7.930000,10,0.000000,0,0,22.03,30.970000,10,0,261.860000,87.290000,132.820000,0,20.93,0.000000,3.880000,7.35,0,101.370000,0,0.000000,9.490000,6.48,0,0,0.000000

89,22:00-22:15,0,0,116.160000,7.36,6.770000,0.000000,7.770000,10,0.000000,0,0,22.09,30.970000,10,0,261.860000,87.290000,132.820000,0,20.48,0.000000,3.880000,7.37,0,101.370000,0,0.000000,9.490000,6.39,0,0,0.000000

90,22:15-22:30,0,0,116.160000,7.29,6.770000,0.000000,7.770000,10,0.000000,0,0,21.89,30.970000,10,0,261.860000,87.290000,132.820000,0,20.2,0.000000,3.880000,7.3,0,101.370000,0,0.000000,9.490000,6.51,0,0,0.000000

91,22:30-22:45,0,0,116.160000,7.4,6.770000,0.000000,7.770000,10,0.000000,0,0,22.2,30.970000,10,0,261.860000,87.290000,132.820000,0,19.62,0.000000,3.880000,7.4,0,101.370000,0,0.000000,9.490000,6.59,0,0,0.000000

92,22:45-23:00,0,0,116.160000,7.28,6.770000,0.000000,7.770000,10,0.000000,0,0,21.84,30.970000,10,0,261.860000,87.290000,132.820000,0,19.28,0.000000,3.880000,7.29,0,101.370000,0,0.000000,9.490000,6.54,0,0,0.000000

