Block,Time Block,CHAMERA3,DHAULIGNGA,CHAMERA2,DULHASTI,DADRT2,CHAMERA1,BRBCL,BSIUL,KGSU3AND4,KKNPPU2,JHAJJAR,KGSU1AND2,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KUDGI,ANTA_GF,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,FSTPP I & II,RIHAND3,TANAKPUR,SINGRAULI,TALA,RIHAND2,SASAN,TANDA2,SIMHST1,RSTPSU1TO6,SIMHST2,SINGRAULI_HYDRO,RSTPSU7,TALST2,SALAL,SEWA2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,KOLDAM,KOTESHWR,MAPS,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,RAPPB,NLCEXP,NLCIIST1,RIHAND1,NJPC,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,8.8,2.32,31.82,291.09,0,14.48,0,0,0,403.04,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,2.13,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

62,15:15-15:30,0,8.8,2.32,31.82,291.09,0,14.48,0,0,0,403.04,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,2.13,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

63,15:30-15:45,0,8.8,2.32,31.82,289.06,0,14.48,0,0,0,378.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,1.28,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

64,15:45-16:00,0,17.6,2.32,31.82,289.06,0,14.48,0,0,0,378.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,1.28,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

65,16:00-16:15,0,17.6,2.32,31.82,289.06,0,14.48,0,0,0,378.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,128.89,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,1.28,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

66,16:15-16:30,0,17.6,2.32,31.82,289.06,0,14.48,0,0,0,378.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,128.89,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,1.28,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

67,16:30-16:45,0,17.6,2.32,47.72,291.09,0,14.48,0,0,0,403.04,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,128.89,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,25.48,0,40.94,1.28,14.41,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

68,16:45-17:00,0,17.6,2.32,47.72,291.09,0,14.48,0,0,0,443.93,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,128.89,0,114.66,404.32,0,0,0,0,0,0,0,12.34,2.58,25.48,0,40.94,1.28,14.41,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

69,17:00-17:15,0,17.6,2.32,47.72,313.3,0,12.94,0,0,0,443.93,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,128.89,0,114.66,404.32,0,0,0,0,0,0,0,2.25,2.58,25.48,0,40.94,1.28,14.41,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,67.75,0,0,0,0,0,0

70,17:15-17:30,9.35,17.6,3.86,47.72,329.79,11.44,11.46,0,0,0,443.93,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,128.89,0,114.66,404.32,0,0,0,0,0,0,0,2.25,2.58,25.48,0,40.94,1.28,28.84,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,90.33,0,0,0,0,0,0

71,17:30-17:45,26.44,26.53,22.65,47.72,329.79,27.13,11.46,3.19,0,0,417.85,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,133.98,0,114.66,404.32,0,0,0,0,0,0,0,2.25,6.94,25.48,0,40.94,1.28,45.08,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,112.92,0,0,0,0,0,0

72,17:45-18:00,28.06,36.35,38.15,47.72,329.79,40.7,11.46,18.89,0,0,422.35,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,15.26,25.48,0,40.94,1.28,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,135.5,0,0,0,0,0,0

73,18:00-18:15,28.06,36.35,38.15,47.72,329.79,40.7,11.46,18.89,0,0,422.46,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,13.47,15.26,25.48,0,40.94,3.2,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,135.5,0,0,0,0,0,0

74,18:15-18:30,28.06,36.35,38.15,47.72,329.79,40.7,12.52,18.89,0,0,422.46,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,76.64,15.26,25.48,0,40.94,37.84,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,135.5,0,0,0,0,0,0

75,18:30-18:45,28.06,36.35,38.15,47.72,329.79,40.7,14.12,18.89,0,0,422.46,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,76.64,15.26,25.48,0,40.94,37.84,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,135.5,0,0,0,0,0,0

76,18:45-19:00,28.06,36.35,38.15,47.72,329.79,40.7,14.48,18.89,0,0,422.46,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,76.64,15.26,25.48,0,40.94,3.2,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,2.46,0,0,0,88.83,135.5,0,0,0,0,0,0

77,19:00-19:15,28.06,36.35,38.15,47.72,329.79,40.7,14.48,18.89,0,0,422.46,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,76.64,15.26,25.48,0,40.94,1.6,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,6.14,0,0,0,88.83,135.5,0,0,0,0,0,0

78,19:15-19:30,28.06,36.35,38.15,47.72,329.79,40.7,14.48,18.89,0,0,422.46,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,13.47,15.26,25.48,0,40.94,1.6,60.09,19.85,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,135.5,0,0,0,0,0,0

79,19:30-19:45,28.06,36.35,38.15,47.72,327.76,40.7,14.48,18.89,0,0,386,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,15.26,21.97,0,35.29,1.6,60.09,17.11,0,0,4.41,0,9.52,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,135.5,0,0,0,0,0,0

80,19:45-20:00,18.69,26.53,25.43,47.72,327.76,27.13,14.48,1.06,0,0,328.07,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,7.72,21.97,0,35.29,1.6,60.09,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,112.92,0,0,0,0,0,0

81,20:00-20:15,9.35,17.6,11.59,31.82,327.76,27.13,14.48,0,0,0,276.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,11.5,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,7.72,21.97,0,35.29,1.6,60.09,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,90.33,0,0,0,0,0,0

82,20:15-20:30,9.35,8.8,11.59,31.82,327.76,11.6,14.48,0,0,0,276.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,7.72,21.97,0,35.29,1.6,45.08,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,67.75,0,0,0,0,0,0

83,20:30-20:45,9.35,8.8,11.59,31.82,327.76,11.6,14.48,0,0,0,276.9,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,7.72,21.97,0,35.29,3.2,45.08,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,38.41,0,0,0,0,0,0

84,20:45-21:00,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,303.93,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,7.72,21.97,0,35.29,37.84,45.08,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,4.91,0,0,0,88.83,38.41,0,0,0,0,0,0

85,21:00-21:15,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,371.51,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,7.6,25.48,0,40.94,37.84,45.08,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,2.46,0,0,0,88.83,38.41,0,0,0,0,0,0

86,21:15-21:30,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,386,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,2.58,25.48,0,40.94,3.2,45.08,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

87,21:30-21:45,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,419.79,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,25.48,0,40.94,2.13,29.75,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

88,21:45-22:00,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,419.79,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,25.48,0,40.94,2.13,28.84,19.85,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

89,22:00-22:15,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,410.13,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,2.13,28.84,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

90,22:15-22:30,9.35,8.8,11.59,31.82,327.76,0,14.48,0,0,0,352.2,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,2.13,28.84,17.11,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

91,22:30-22:45,9.35,8.8,1.93,31.82,327.76,0,14.48,0,0,0,325.17,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,2.13,28.84,17.11,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

92,22:45-23:00,9.35,8.8,1.93,31.82,327.76,0,14.48,0,0,0,325.17,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.18,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,2.13,28.84,17.11,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

93,23:00-23:15,9.35,8.8,1.93,31.82,327.76,0,14.48,0,0,0,325.17,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.81,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,3.2,28.84,17.11,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.49,0,0,0,0,0,0

94,23:15-23:30,9.35,8.8,1.81,31.82,327.76,0,14.48,0,0,0,325.17,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.81,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,37.84,28.84,17.11,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,21.03,0,0,0,0,0,0

95,23:30-23:45,0,8.8,1.81,31.82,327.76,0,14.48,0,0,0,325.17,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.81,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,37.84,28.84,17.11,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,21.03,0,0,0,0,0,0

96,23:45-24:00,0,8.8,1.81,31.82,327.76,0,14.48,0,0,0,325.17,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.81,134.86,0,114.66,393.2,0,0,0,0,0,0,0,2.25,0,21.97,0,35.29,4.26,28.84,17.11,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,21.03,0,0,0,0,0,0

