Block,Time,DADRI_GF,CHAMERA1,ANTA_LF,CHAMERA2,UNCHAHAR4,KOLDAM,RAMPUR,AURY_CRF,DADRI_LF,CHAMERA3,DULHASTI,RAPPB,NAPP,UNCHAHAR3,URI,RAPPC,RIHAND2,RIHAND3,SINGRAULI,ANTA_CRF,ANTA_GF,RIHAND1,AURY_LF,AURY_GF,BSIUL,ANTA_RF,SALAL,UNCHAHAR1,DADRT2,JHAJJAR,DHAULIGNGA,PARBATI3,AURY_RF,TEHRI,SINGRAULI_HYDRO,KISHANGANGA,KOTESHWR,NJPC,TANDA2,DADRI_RF,UNCHAHAR2,URI2,TANAKPUR,DADRI_CRF,SEWA2,FSTPP I & II,KHSTPP-I,KHSTPP-II,SASAN,TALA,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,23.394202,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,586.526963,210.199136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,15.655375,10.117645,0.000000,16.734328,11.863927,30.986240,142.842560,334.832400,0.000000,14.449300,0,0,0,0,0

8,01:45-02:00,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,23.394202,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,586.526963,210.199136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,15.655375,10.117645,0.000000,16.734328,11.863927,30.986240,142.842560,334.832400,0.000000,14.449300,0,0,0,0,0

9,02:00-02:15,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,37.218048,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,586.526963,210.199136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,34.726469,10.117645,0.000000,16.734328,11.863927,30.986240,142.842560,334.832400,0.000000,14.449300,0,0,0,0,0

10,02:15-02:30,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,37.218048,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,586.526963,210.199136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,34.726469,10.117645,0.000000,16.734328,11.863927,30.986240,142.842560,334.832400,0.000000,14.449300,0,0,0,0,0

11,02:30-02:45,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,25.520947,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,586.526963,195.751136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,34.726469,10.117645,0.000000,16.734328,11.863927,30.986240,142.842560,334.832400,0.000000,14.449300,0,0,0,0,0

12,02:45-03:00,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,25.520947,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,586.526963,166.855136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,34.726469,10.117645,0.000000,16.734328,11.863927,30.986240,142.842560,334.832400,0.000000,14.449300,0,0,0,0,0

13,03:00-03:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,25.520947,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,516.840674,137.959136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,15.655375,10.117645,0.000000,16.734328,12.134201,28.293662,123.898150,334.832400,0.000000,14.449300,0,0,0,0,0

14,03:15-03:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,25.520947,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,442.427041,137.959136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,15.655375,10.117645,0.000000,16.734328,12.134201,27.931740,123.898150,334.832400,0.000000,14.449300,0,0,0,0,0

15,03:30-03:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,25.520947,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,380.464000,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,15.655375,10.117645,0.000000,16.734328,12.134201,27.931740,123.898150,334.832400,0.000000,14.449300,0,0,0,0,0

16,03:45-04:00,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,25.520947,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,17.658731,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,36.243868,15.655375,10.117645,0.000000,16.734328,12.134201,27.931740,123.898150,334.832400,0.000000,14.449300,0,0,0,0,0

17,04:00-04:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,37.218048,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,13.511192,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,30.456866,15.655375,10.117645,0.000000,16.734328,12.134201,27.931740,123.898150,334.832400,0.000000,14.449300,0,0,0,0,0

18,04:15-04:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,37.218048,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,13.511192,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,30.456866,15.655375,10.117645,0.000000,16.734328,12.134201,27.931740,123.898150,334.832400,0.000000,14.449300,0,0,0,0,0

19,04:30-04:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,29.774438,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,10.117645,0.000000,5.589400,12.134201,27.931740,123.898150,334.832400,5.323799,14.449300,0,0,0,0,0

20,04:45-05:00,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,29.774438,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,10.117645,0.000000,5.589400,12.134201,27.931740,123.898150,334.832400,5.323799,14.449300,0,0,0,0,0

21,05:00-05:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,29.774438,57.876608,105.511529,101.093138,96.115609,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,10.117645,0.000000,5.589400,12.134201,27.931740,123.898150,334.832400,5.323799,14.449300,0,0,0,0,0

22,05:15-05:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,29.774438,57.876608,105.511529,101.093138,96.115609,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,10.117645,0.000000,5.589400,12.134201,27.931740,123.898150,334.832400,5.323799,14.449300,0,0,0,0,0

23,05:30-05:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,37.218048,57.876608,105.511529,101.093138,96.115609,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,10.117645,0.000000,5.589400,12.134201,27.931740,123.898150,334.832400,4.899028,14.449300,0,0,0,0,0

24,05:45-06:00,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,37.218048,57.876608,105.511529,101.093138,96.115609,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,15.655375,10.117645,0.000000,5.589400,12.134201,27.931740,123.898150,334.832400,4.757437,14.449300,0,0,0,0,0

25,06:00-06:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,29.774438,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,15.473423,367.297441,220.091200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,33.205260,34.726469,10.117645,0.000000,5.589400,13.773760,30.863425,142.842560,334.832400,4.615847,14.449300,0,0,0,0,0

26,06:15-06:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,29.774438,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,15.473423,435.918918,359.866257,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,33.205260,34.726469,10.117645,0.000000,5.589400,13.773760,30.986240,142.842560,334.832400,4.474257,14.449300,0,0,0,0,0

27,06:30-06:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,13.336467,435.762774,359.866257,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,34.726469,10.117645,0.000000,5.589400,12.201625,30.986240,142.842560,334.832400,4.474257,14.449300,0,0,0,0,0

28,06:45-07:00,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,13.336467,367.297441,301.703136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,34.726469,10.117645,0.000000,5.589400,12.201625,30.986240,142.842560,334.832400,4.474257,14.449300,0,0,0,0,0

29,07:00-07:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,13.336467,367.297441,301.703136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,15.655375,0.000000,0.000000,5.589400,9.561879,26.793395,120.060728,327.247200,7.985699,14.449300,0,0,0,0,0

30,07:15-07:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,13.336467,367.297441,301.703136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,7.985699,14.449300,0,0,0,0,0

31,07:30-07:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,205.383136,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,8.410470,14.449300,0,0,0,0,0

32,07:45:08:00,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,0.000000,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,28.614842,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,8.410470,14.449300,0,0,0,0,0

33,08:00-08:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,17.041312,0.000000,41.947046,0.000000,37.218048,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,8.410470,14.449300,0,0,0,0,0

34,08:15-08:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,34.082622,0.000000,41.947046,0.000000,37.218048,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,8.410470,14.449300,0,0,0,0,0

35,08:30-08:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,114.577938,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,0.283181,14.449300,0,0,0,0,0

36,08:45:09:00,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,100.129938,95.152409,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,9.561879,21.748863,96.626683,327.247200,0.283181,14.449300,0,0,0,0,0

37,09:00:09:15,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,100.129938,95.152409,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,7.657440,27.931740,124.861350,327.247200,0.283181,14.449300,0,0,0,0,0

38,09:15-09:30,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,100.129938,95.152409,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,7.657440,27.931740,124.861350,327.247200,0.283181,14.449300,0,0,0,0,0

39,09:30-09:45,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,7.657440,27.931740,124.861350,327.247200,1.982266,14.449300,0,0,0,0,0

40,09:45-10:00,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,37.219607,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,7.657440,27.931740,124.861350,327.247200,1.982266,14.449300,0,0,0,0,0

41,10:00-10:15,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,99.166738,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,7.657440,27.931740,124.861350,327.247200,1.982266,14.449300,0,0,0,0,0

42,10:15-10:30,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,104.548329,99.166738,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,67.154304,12.040000,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,23.213120,15.655375,0.000000,0.000000,5.589400,7.657440,27.931740,124.861350,327.247200,1.982266,14.449300,0,0,0,0,0

43,10:30-10:45,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,44.769536,14.927096,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,24.561600,34.726469,0.000000,0.000000,5.589400,10.297186,30.986240,142.842560,327.247200,1.982266,14.449300,0,0,0,0,0

44,10:45-11:00,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,44.769536,14.927096,365.052800,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,24.561600,34.726469,0.000000,0.000000,5.589400,10.297186,30.986240,142.842560,327.247200,1.982266,14.449300,0,0,0,0,0

45,11:00-11:15,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,44.769536,14.927096,428.739584,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,28.534564,34.726469,0.000000,0.000000,5.589400,13.773760,30.986240,142.842560,327.247200,1.982266,14.449300,0,0,0,0,0

46,11:15-11:30,0.000000,40.597031,0.000000,42.591754,1.561322,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,117.221440,122.904224,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,44.769536,14.927096,476.899584,111.731200,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,30.601346,34.726469,0.000000,0.000000,5.589400,13.773760,30.986240,142.842560,327.247200,1.982266,14.449300,0,0,0,0,0

47,11:30-11:45,0.000000,40.597031,0.000000,42.591754,0.963200,5.152119,3.403335,0.000000,0.000000,30.903670,51.123934,0.000000,41.947046,0.000000,31.901184,57.876608,117.225336,122.906140,123.048896,0.000000,0.000000,91.165290,0.000000,0.000000,0.000000,0.000000,61.558112,14.927096,525.059584,115.584000,38.917401,0.000000,0.000000,62.464481,1.024462,4.208137,27.914705,160.945770,1.492112,0.000000,30.601346,15.655375,0.000000,0.000000,5.589400,13.773760,30.986240,142.842560,327.247200,1.982266,14.449300,0,0,0,0,0

