Block,Time,NR/30092023/26122029/SH-06,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/R2,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/01062024/IEX_240531_00838,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/IEPL01
52,12:45-13:00,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,7.670000,16.010000,24.160000,24.160000,48.320000,0.000000,114,40,80,80,47,189,44.5,38,0,81,0,110.071324,233.33,46.67,25.81,38,87.64,25.82,7.21,94,25.82,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.530000,0.000000,24.160000,0.000000,16.410000,262.380000,0.000000,16.010000,25.740000,57.620000,0.000000

53,13:00-13:15,22.990000,24.700000,53.150000,66.300000,24.160000,7.430000,0.000000,132.590000,7.670000,15.980000,24.160000,24.160000,48.320000,0.000000,114,40,80,80,47,189,44.5,38,0,81,0,108.882312,241.67,48.33,29.49,38,87.54,29.48,7.21,94,29.48,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.310000,0.000000,24.160000,0.000000,16.380000,262.380000,0.000000,15.980000,25.740000,57.620000,0.000000

54,13:15-13:30,22.990000,24.700000,53.150000,66.300000,24.160000,7.430000,0.000000,132.590000,7.670000,15.710000,24.160000,24.160000,48.320000,0.000000,114,40,80,80,47,189,44.5,38,0,81,0,106.660224,241.67,48.33,29.49,38,87.54,29.48,7.21,94,29.48,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.310000,0.000000,24.160000,0.000000,16.100000,262.380000,0.000000,15.710000,25.740000,57.620000,0.000000

55,13:30-13:45,22.990000,24.700000,53.150000,66.300000,24.160000,7.430000,0.000000,132.590000,7.670000,15.330000,24.160000,24.160000,48.320000,0.000000,114.5,40,83.33,83.33,47,189,44.5,38.16,0,81,0,105.558926,241.67,48.33,29.15,38.17,87.44,29.15,7.21,94,29.15,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.310000,0.000000,24.160000,0.000000,15.710000,262.380000,0.000000,15.330000,25.230000,57.620000,0.000000

56,13:45-14:00,22.990000,24.700000,53.150000,94.710000,24.160000,7.430000,0.000000,132.590000,7.670000,15.170000,24.160000,24.160000,48.320000,0.000000,114.5,40,83.33,83.33,47,189,44.5,38.16,0,81,0,104.564834,241.67,48.33,29.15,38.17,87.49,29.15,7.21,94,29.15,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.310000,0.000000,24.160000,0.000000,15.560000,262.380000,0.000000,15.170000,25.230000,74.920000,0.000000

57,14:00-14:15,22.990000,24.700000,53.150000,115.540000,24.160000,7.620000,0.000000,132.590000,7.670000,14.910000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,45,186,44,40,0,79,0,103.005474,241.67,48.33,29.15,40,92.59,29.15,13,91,29.15,24.160000,0.000000,0.000000,13.370000,6.840000,22.990000,7.680000,0.000000,24.160000,0.000000,15.280000,262.380000,0.000000,14.910000,25.230000,87.170000,0.000000

58,14:15-14:30,22.990000,24.700000,53.150000,115.540000,24.160000,7.620000,0.000000,132.590000,7.670000,14.520000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,45,182,43.19,40,0,78,0,100.861354,241.67,48.33,29.15,40,92.23,29.15,13.4,91,29.15,24.160000,0.000000,0.000000,13.370000,6.840000,22.990000,7.680000,0.000000,24.160000,0.000000,14.880000,262.380000,0.000000,14.520000,25.740000,87.170000,0.000000

59,14:30-14:45,22.990000,24.700000,82.140000,115.540000,24.160000,7.150000,0.000000,132.590000,7.670000,13.580000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,42,175,42.52,40,0,75,0,94.185344,241.67,48.33,29.15,40,91.53,29.15,10.41,83,29.15,24.160000,0.000000,0.000000,13.370000,6.840000,22.990000,7.680000,0.000000,24.160000,0.000000,13.910000,262.380000,0.000000,13.580000,25.010000,87.170000,0.000000

60,14:45-15:00,30.920000,24.700000,100.680000,115.540000,24.160000,7.150000,0.000000,132.590000,7.670000,12.910000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,39,165,41.4,40,0,70,0,87.314414,236.77,47.35,29.15,40,89.63,29.15,11.81,79,29.15,24.160000,0.000000,0.000000,13.370000,6.840000,18.410000,7.680000,0.000000,24.160000,0.000000,13.230000,262.380000,0.000000,12.910000,25.490000,87.170000,0.000000

61,15:00-15:15,30.920000,24.700000,100.680000,115.540000,24.160000,7.430000,0.000000,132.590000,7.670000,12.220000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,37,158,39.45,40,0,67,0,68.46565,227.13,45.43,29.49,40,85.81,29.48,16,73,29.48,24.160000,0.000000,0.000000,13.370000,7.000000,30.920000,8.070000,0.000000,24.160000,0.000000,12.530000,262.380000,0.000000,12.220000,25.490000,87.170000,0.000000

62,15:15-15:30,30.920000,24.700000,100.680000,115.540000,24.160000,7.430000,0.000000,132.590000,7.670000,11.720000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,34,147,37.4,40,0,63,0,61.341324,213.9,42.78,29.49,40,80.78,29.48,16.8,69,29.48,24.160000,0.000000,0.000000,13.370000,7.000000,30.920000,8.070000,0.000000,24.160000,0.000000,12.000000,262.380000,0.000000,11.720000,26.460000,87.170000,0.000000

63,15:30-15:45,30.920000,24.700000,100.680000,115.540000,24.160000,7.430000,0.000000,132.590000,7.670000,10.800000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,32,137,35.36,40,0,58,0,56.273404,203.51,40.7,30.15,40,75.35,30.15,17.6,63,30.15,24.160000,0.000000,0.000000,13.370000,7.000000,30.920000,8.070000,0.000000,24.160000,0.000000,11.070000,262.380000,0.000000,10.800000,26.460000,87.170000,0.000000

64,15:45-16:00,30.920000,24.700000,100.680000,115.540000,24.160000,7.430000,0.000000,132.590000,7.670000,10.280000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,29,126,32.43,40,0,54,0,51.254214,191.58,38.32,30.15,40,69.63,30.15,18.4,59,30.15,24.160000,0.000000,0.000000,13.370000,7.000000,30.920000,8.070000,0.000000,24.160000,0.000000,10.530000,262.380000,0.000000,10.280000,26.460000,87.170000,0.000000

65,16:00-16:15,30.920000,24.700000,100.680000,115.540000,24.160000,7.810000,0.000000,132.590000,7.670000,9.230000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,27,116,30.25,40,0,49,0,46.663848,177.17,35.43,30.15,40,63.67,30.15,18.6,53,30.15,24.160000,24.160000,48.320000,13.660000,7.310000,12.510000,8.300000,0.000000,24.160000,0.000000,9.460000,262.380000,48.320000,9.230000,26.940000,87.170000,38.660000

66,16:15-16:30,30.920000,24.700000,100.680000,115.540000,24.160000,7.810000,0.000000,132.590000,7.670000,8.380000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,23,102,26.71,40,0,43,0,42.356116,163.69,32.74,29.49,40,57.41,29.48,19.6,47,29.48,24.160000,24.160000,48.320000,13.660000,7.310000,12.510000,8.300000,0.000000,24.160000,0.000000,8.590000,262.380000,48.320000,8.380000,26.940000,87.170000,38.660000

67,16:30-16:45,30.920000,24.700000,100.680000,115.540000,24.160000,7.810000,0.000000,132.590000,7.670000,7.550000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,20,88,22.93,40,0,37,0,38.808572,147.28,29.45,22,40,50.84,33,20,40,33,24.160000,24.160000,48.320000,13.660000,8.170000,12.510000,8.300000,0.000000,24.160000,0.000000,7.750000,262.380000,48.320000,7.550000,26.940000,87.170000,38.660000

68,16:45-17:00,30.920000,24.700000,100.680000,115.540000,24.160000,7.810000,0.000000,132.590000,7.670000,6.550000,24.160000,24.160000,48.320000,0.000000,120,40,83.33,83.33,17,74,20.18,40,0,31,0,33.47751,129.44,25.89,12,40,43.51,33,21.21,34,33,24.160000,24.160000,48.320000,13.660000,8.170000,12.510000,8.300000,0.000000,24.160000,0.000000,6.710000,262.380000,48.320000,6.550000,26.940000,87.170000,38.660000

69,17:00-17:15,30.920000,24.700000,100.680000,115.540000,24.160000,8.360000,0.000000,132.590000,7.670000,5.580000,24.160000,24.160000,48.320000,0.000000,119.5,39.34,83.33,83.33,14,70,16.85,39.84,0,30,0,28.204924,111.61,22.32,7,39.83,36.09,27.11,20.8,29,33,24.160000,24.160000,48.320000,14.020000,8.550000,12.510000,8.300000,0.000000,24.160000,0.000000,5.710000,262.380000,48.320000,5.580000,28.770000,87.170000,38.660000

70,17:15-17:30,30.920000,24.700000,100.680000,115.540000,24.160000,8.360000,0.000000,132.590000,7.670000,4.680000,24.160000,24.160000,48.320000,0.000000,119.5,39,83.33,83.33,11,56,13,39.84,0,24,0,23.117512,94.06,18.81,1,39.83,29.27,19.9,20.4,22,31.82,24.160000,24.160000,48.320000,14.020000,8.550000,12.510000,8.300000,0.000000,24.160000,0.000000,4.790000,262.380000,48.320000,4.680000,28.770000,87.170000,38.660000

71,17:30-17:45,19.450000,24.700000,100.680000,115.540000,24.160000,8.360000,0.000000,132.590000,7.670000,3.790000,24.160000,24.160000,48.320000,0.000000,119.5,38.66,83.33,83.33,8,42,10,39.84,0,18,0,17.513562,75.64,15.13,0,39.83,22.46,13.12,19.6,15,22.99,24.160000,24.160000,48.320000,14.020000,8.550000,19.450000,9.450000,0.000000,24.160000,0.000000,3.890000,262.380000,48.320000,3.790000,29.270000,87.170000,38.660000

72,17:45-18:00,19.450000,24.700000,100.680000,115.540000,24.160000,8.360000,0.000000,132.590000,7.670000,2.910000,24.160000,24.160000,48.320000,0.000000,119.5,38.34,83.33,83.33,5,28,8,39.84,0,12,0,12.299452,56.56,11.31,0,39.83,15.89,8.39,12.01,10,14.58,24.160000,24.160000,48.320000,14.020000,8.550000,19.450000,9.450000,0.000000,24.160000,0.000000,2.990000,262.380000,48.320000,2.910000,29.270000,87.170000,38.660000

73,18:00-18:15,19.450000,24.700000,100.680000,85.240000,24.160000,9.020000,0.000000,132.590000,7.670000,2.200000,24.160000,24.160000,48.320000,0.000000,119,38.34,83.33,83.33,3,14,5,39.66,0,6,0,7.972228,42.98,8.59,0,39.67,10.03,0,9.81,5,0,24.160000,24.160000,48.320000,14.570000,9.170000,19.450000,9.450000,0.000000,24.160000,0.000000,2.240000,235.370000,48.320000,2.200000,28.770000,87.170000,38.660000

74,18:15-18:30,19.450000,24.700000,100.680000,70.460000,24.160000,9.020000,0.000000,132.590000,7.670000,1.550000,24.160000,24.160000,48.320000,0.000000,119,37.66,83.33,83.33,1,7,4,39.66,0,3,0,4.950968,28.63,5.73,0,39.67,5.43,0,9.81,3,0,24.160000,24.160000,48.320000,14.570000,9.170000,19.450000,9.450000,0.000000,24.160000,0.000000,1.590000,206.370000,48.320000,1.550000,28.770000,87.170000,38.660000

75,18:30-18:45,19.450000,24.700000,91.330000,70.460000,24.160000,9.020000,0.000000,132.590000,7.670000,0.950000,24.160000,24.160000,48.320000,0.000000,110,36.66,83.33,83.33,1,4,3,36.66,0,1,0,2.173358,19.05,3.81,0,36.67,2.35,0,9.81,1,0,24.160000,24.160000,48.320000,14.570000,9.330000,19.450000,9.450000,0.000000,24.160000,0.000000,0.960000,262.380000,48.320000,0.950000,28.260000,87.170000,38.660000

76,18:45-19:00,19.450000,24.700000,91.330000,70.460000,24.160000,9.020000,0.000000,132.590000,7.670000,0.480000,24.160000,24.160000,48.320000,0.000000,110,36.66,83.33,83.33,0,1,2,36.66,0,0,0,0.19492,12.05,2.41,0,36.67,0,0,10.01,0,0,24.160000,24.160000,48.320000,14.570000,9.330000,19.450000,9.450000,0.000000,24.160000,0.000000,0.490000,262.380000,48.320000,0.480000,28.260000,87.170000,38.660000

77,19:00-19:15,17.370000,24.700000,91.330000,66.300000,24.160000,9.760000,0.000000,132.590000,15.840000,0.080000,24.160000,24.160000,48.320000,0.000000,110,33.34,73.33,73.33,0,1,1,36.66,0,0,0,0,6.36,1.27,0,36.67,0,0,10.01,0,0,24.160000,24.160000,48.320000,15.040000,9.330000,17.370000,9.220000,0.000000,24.160000,0.000000,0.080000,262.380000,48.320000,0.080000,28.260000,87.170000,38.660000

78,19:15-19:30,17.370000,24.700000,91.330000,66.300000,24.160000,9.760000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,109.5,32.66,73.33,73.33,0,0,0.5,36.5,0,0,0,0,2,0.4,0,36.5,0,0,10.21,0,0,24.160000,24.160000,48.320000,15.040000,9.330000,17.370000,9.220000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,27.760000,87.170000,38.660000

79,19:30-19:45,22.200000,24.700000,91.330000,66.300000,24.160000,9.760000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,109,32,72.67,72.67,0,0,0,36.34,0,0,0,0,0,0,0,36.33,0,0,11.01,0,0,24.160000,24.160000,48.320000,15.040000,9.330000,22.200000,9.220000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,27.250000,87.170000,38.660000

80,19:45-20:00,22.200000,24.700000,91.330000,66.300000,24.160000,9.760000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,107.5,31,70,70,0,0,0,35.84,0,0,0,0,0,0,0,35.83,0,0,12.01,0,0,24.160000,24.160000,48.320000,15.040000,9.330000,22.200000,9.220000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,27.250000,87.170000,38.660000

81,20:00-20:15,22.200000,24.700000,91.330000,66.300000,24.160000,9.760000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,106,28.66,69.33,69.33,0,0,0,35.34,0,0,0,0,0,0,0,35.33,0,0,12.8,0,0,24.160000,24.160000,48.320000,14.210000,9.170000,22.200000,9.840000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,30.280000,87.170000,38.660000

82,20:15-20:30,22.200000,24.700000,91.330000,66.300000,24.160000,9.760000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,105,28,68.33,68.33,0,0,0,35,0,0,0,0,0,0,0,35,0,0,13.8,0,0,24.160000,24.160000,48.320000,14.210000,9.170000,22.200000,9.840000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,30.280000,87.170000,38.660000

83,20:30-20:45,22.200000,24.700000,91.330000,66.300000,24.160000,8.360000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,92.5,28,67.67,67.67,0,0,0,30.84,0,0,0,0,0,0,0,30.83,0,0,8.01,0,0,24.160000,24.160000,48.320000,14.210000,9.170000,22.200000,9.840000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,30.280000,87.170000,38.660000

84,20:45-21:00,22.200000,24.700000,91.330000,85.240000,24.160000,8.360000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,90,27,67.33,67.33,0,0,0,30,0,0,0,0,0,0,0,30,0,0,8.41,0,0,24.160000,24.160000,48.320000,14.210000,9.170000,22.200000,9.840000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,30.280000,87.170000,38.660000

85,21:00-21:15,13.480000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,89,27.34,64.33,64.33,0,0,0,29.66,0,0,0,0,0,0,0,29.67,0,0,8.81,0,0,24.160000,24.160000,48.320000,14.390000,8.940000,30.920000,9.840000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,30.280000,87.170000,38.660000

86,21:15-21:30,13.480000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,87.5,27.66,63,63,0,0,0,29.16,0,0,0,0,0,0,0,29.17,0,0,9.01,0,0,24.160000,24.160000,48.320000,14.390000,8.940000,30.920000,9.840000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,30.280000,87.170000,38.660000

87,21:30-21:45,13.480000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,85.5,27.34,61.33,61.33,0,0,0,28.5,0,0,0,0,0,0,0,28.5,0,0,13.2,0,0,24.160000,24.160000,48.320000,14.390000,8.940000,22.200000,9.840000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,30.280000,87.170000,38.660000

88,21:45-22:00,13.480000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,0.000000,83.5,27.34,60,60,0,0,0,27.84,0,0,0,0,0,0,0,27.83,0,0,13.6,0,0,24.160000,24.160000,48.320000,14.390000,8.940000,22.200000,9.840000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,29.270000,87.170000,38.660000

89,22:00-22:15,22.200000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,81,20,46.67,46.67,0,0,0,27,0,0,0,0,0,0,0,27,0,0,10.01,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,22.200000,9.610000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,29.270000,87.170000,38.660000

90,22:15-22:30,22.200000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,80,20,46,46,0,0,0,26.66,0,0,0,0,0,0,0,26.67,0,0,10.01,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,22.200000,9.610000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,29.270000,87.170000,38.660000

91,22:30-22:45,17.370000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,65,20,45.33,45.33,0,0,0,21.66,0,0,0,0,0,0,0,21.67,0,0,10.01,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,17.370000,9.610000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,29.270000,87.170000,38.660000

92,22:45-23:00,17.370000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,66,20,45,45,0,0,0,22,0,0,0,0,0,0,0,22,0,0,10.01,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,17.370000,9.610000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,28.760000,87.170000,38.660000

93,23:00-23:15,17.370000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,67.5,20,55,55,0,0,0,22.5,0,0,0,0,0,0,0,22.5,0,0,9.61,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,17.370000,9.450000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,28.760000,87.170000,38.660000

94,23:15-23:30,17.370000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,69,20,55,55,0,0,0,23,0,0,0,0,0,0,0,23,0,0,9.21,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,17.370000,9.450000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,28.760000,87.170000,38.660000

95,23:30-23:45,30.920000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,71,20,55,55,0,0,0,23.66,0,0,0,0,0,0,0,23.67,0,0,8.81,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,30.920000,9.450000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,28.760000,87.170000,38.660000

96,23:45-24:00,30.920000,24.700000,91.330000,115.540000,24.160000,8.550000,0.000000,132.590000,15.840000,0.000000,24.160000,24.160000,48.320000,144.960000,72.5,20,55,55,0,0,0,24.16,0,0,0,0,0,0,0,24.17,0,0,8.81,0,0,24.160000,24.160000,48.320000,14.570000,8.550000,30.920000,9.450000,0.000000,24.160000,0.000000,0.000000,243.530000,48.320000,0.000000,28.760000,87.170000,38.660000

